hp_response_id,similarity_reference_A
HP1932,8
HP1933,5
HP1934,6
HP1935,18
HP1936,7
HP1937,18
HP1938,8
HP1939,13
HP1940,8
HP1941,8
HP1942,3
HP1943,12
HP1944,3
HP1945,6
HP1946,6
HP1947,5
HP1948,57
HP1949,5
HP1950,5
HP1951,7
HP1952,34
HP1953,25
HP1954,6
HP1955,5
HP1956,7
HP1957,19
HP1958,2
HP1959,5
HP1960,7
HP1961,6
HP1962,6
HP1963,5
HP1964,15
HP1965,9
HP1966,57
HP1967,4
HP1968,11
HP1969,3
HP1970,12
HP1971,5
HP1972,19
HP1973,6
HP1974,3
HP1975,10
HP1976,3
HP1977,6
HP1978,8
HP1979,6
HP1980,5
HP1981,7
HP1982,3
HP1983,4
HP1984,7
HP1985,15
HP1986,8
HP1987,6
HP1988,7
HP1989,7
HP1990,1
HP1991,6
HP1992,6
HP1993,5
HP1994,1
HP1995,39
HP1996,4
HP1997,8
HP1998,8
HP1999,4
HP2000,7
