hp_response_id,similarity_reference_A
HP1119,15
HP1120,8
HP1121,23
HP1122,44
HP1123,24
HP1124,21
HP1125,5
HP1126,35
HP1127,37
HP1128,36
HP1129,28
HP1130,22
HP1131,13
HP1132,21
HP1133,17
HP1134,58
HP1135,40
HP1136,61
HP1137,58
HP1138,52
HP1139,62
HP1140,25
HP1141,55
HP1142,57
HP1143,47
HP1144,43
HP1145,6
HP1146,36
HP1147,65
HP1148,26
HP1149,23
HP1150,32
HP1151,19
HP1152,47
HP1153,30
HP1154,17
HP1155,7
HP1156,49
HP1157,32
HP1158,19
HP1159,25
HP1160,34
HP1161,57
HP1162,52
HP1163,26
HP1164,24
HP1165,36
HP1166,62
HP1167,50
HP1168,18
HP1169,16
HP1170,24
HP1171,61
HP1172,18
HP1173,60
HP1174,19
HP1175,20
HP1176,39
HP1177,73
HP1178,61
HP1179,72
HP1180,38
HP1181,11
HP1182,18
HP1183,40
HP1184,15
HP1185,49
HP1186,52
HP1187,1
HP1188,34
HP1189,37
HP1190,40
HP1191,20
HP1192,6
HP1193,32
HP1194,63
HP1195,23
HP1196,51
HP1197,53
HP1198,52
HP1199,22
HP1200,62
