hp_response_id,similarity_reference_B
HP1767,8
HP1768,40
HP1769,33
HP1770,25
HP1771,28
HP1772,66
HP1773,56
HP1774,58
HP1775,23
HP1776,46
HP1777,64
HP1778,56
HP1779,54
HP1780,25
HP1781,20
HP1782,10
HP1783,6
HP1784,69
HP1785,29
HP1786,21
HP1787,12
HP1788,78
HP1789,43
HP1790,46
HP1791,50
HP1792,63
HP1793,8
HP1794,18
HP1795,37
HP1796,13
HP1797,51
HP1798,67
HP1799,16
HP1800,18
HP1801,37
HP1802,38
HP1803,49
HP1804,50
HP1805,16
HP1806,50
HP1807,62
HP1808,29
HP1809,50
HP1810,61
HP1811,19
HP1812,83
HP1813,57
HP1814,1
HP1815,84
HP1816,47
HP1817,61
HP1818,52
HP1819,72
HP1820,68
HP1821,0
HP1822,24
HP1823,0
HP1824,54
HP1825,24
HP1826,74
HP1827,59
HP1828,24
HP1829,56
HP1830,63
HP1831,60
HP1832,15
HP1833,71
HP1834,58
HP1835,86
HP1836,66
HP1837,45
HP1838,68
HP1839,4
HP1840,38
HP1841,64
HP1842,80
HP1843,83
HP1844,5
HP1845,57
HP1846,89
HP1847,52
HP1848,76
HP1849,8
HP1850,16
HP1851,2
HP1852,74
HP1853,60
HP1854,1
HP1855,53
HP1856,9
HP1857,56
HP1858,2
HP1859,52
HP1860,18
HP1861,8
HP1862,54
HP1863,57
HP1864,5
HP1865,7
HP1866,62
HP1867,36
HP1868,18
HP1869,24
HP1870,56
HP1871,0
HP1872,78
HP1873,52
HP1874,73
HP1875,22
HP1876,8
HP1877,61
HP1878,6
HP1879,84
HP1880,52
HP1881,53
HP1882,62
HP1883,71
HP1884,18
HP1885,76
HP1886,1
HP1887,50
HP1888,35
HP1889,55
HP1890,12
HP1891,17
HP1892,51
HP1893,36
HP1894,18
HP1895,20
HP1896,55
HP1897,10
HP1898,54
HP1899,55
HP1900,37
HP1901,43
HP1902,65
HP1903,48
HP1904,39
HP1905,13
HP1906,18
HP1907,71
HP1908,18
HP1909,73
HP1910,34
HP1911,68
HP1912,3
HP1913,5
HP1914,66
HP1915,66
HP1916,48
HP1917,0
HP1918,65
HP1919,29
HP1920,58
HP1921,8
HP1922,94
HP1923,58
HP1924,52
HP1925,12
HP1926,49
HP1927,24
HP1928,60
HP1929,68
HP1930,55
HP1931,55
HP1932,55
HP1933,75
HP1934,56
HP1935,63
HP1936,56
HP1937,67
HP1938,60
HP1939,92
HP1940,62
HP1941,52
HP1942,4
HP1943,71
HP1944,16
HP1945,56
HP1946,54
HP1947,46
HP1948,22
HP1949,38
HP1950,39
HP1951,24
HP1952,27
HP1953,9
HP1954,55
HP1955,73
HP1956,54
HP1957,69
HP1958,31
HP1959,23
HP1960,55
HP1961,54
HP1962,54
HP1963,22
HP1964,16
HP1965,5
HP1966,12
HP1967,18
HP1968,89
HP1969,4
HP1970,67
HP1971,35
HP1972,67
HP1973,53
HP1974,16
HP1975,83
HP1976,18
HP1977,80
HP1978,58
HP1979,51
HP1980,46
HP1981,55
HP1982,8
HP1983,29
HP1984,56
HP1985,89
HP1986,59
HP1987,33
HP1988,15
HP1989,61
HP1990,5
HP1991,47
HP1992,46
HP1993,48
HP1994,7
HP1995,4
HP1996,10
HP1997,53
HP1998,55
HP1999,10
HP2000,53
