hp_response_id,similarity_reference_B
HP0594,23
HP0595,19
HP0596,15
HP0597,13
HP0598,3
HP0599,20
HP0600,28
HP0601,10
HP0602,13
HP0603,26
HP0604,27
HP0605,4
HP0606,2
HP0607,23
HP0608,22
HP0609,6
HP0610,19
HP0611,24
HP0612,12
HP0613,15
HP0614,12
HP0615,22
HP0616,29
HP0617,12
HP0618,18
HP0619,14
HP0620,15
HP0621,15
HP0622,15
HP0623,26
HP0624,18
HP0625,12
HP0626,25
HP0627,30
HP0628,18
HP0629,11
HP0630,12
HP0631,12
HP0632,9
HP0633,15
HP0634,27
HP0635,10
HP0636,7
HP0637,19
HP0638,12
HP0639,31
HP0640,18
HP0641,22
HP0642,7
HP0643,28
HP0644,29
HP0645,18
HP0646,5
HP0647,27
HP0648,29
HP0649,17
HP0650,3
HP0651,8
HP0652,15
HP0653,6
HP0654,8
HP0655,30
HP0656,3
HP0657,12
HP0658,4
HP0659,12
HP0660,26
HP0661,22
HP0662,25
HP0663,22
HP0664,24
HP0665,27
HP0666,12
HP0667,13
HP0668,29
HP0669,8
HP0670,8
HP0671,22
HP0672,34
HP0673,15
HP0674,5
HP0675,5
HP0676,5
HP0677,1
HP0678,25
HP0679,30
HP0680,13
HP0681,4
HP0682,18
HP0683,15
HP0684,2
HP0685,28
HP0686,12
HP0687,1
HP0688,37
HP0689,24
HP0690,27
HP0691,3
HP0692,14
HP0693,18
HP0694,31
HP0695,12
HP0696,15
HP0697,12
HP0698,25
HP0699,10
HP0700,8
HP0701,15
HP0702,11
HP0703,27
HP0704,14
HP0705,17
HP0706,36
HP0707,34
HP0708,2
HP0709,15
HP0710,25
HP0711,13
HP0712,38
HP0713,16
HP0714,18
HP0715,12
HP0716,27
HP0717,13
HP0718,20
HP0719,9
HP0720,13
HP0721,18
HP0722,26
HP0723,24
HP0724,25
HP0725,17
HP0726,0
HP0727,26
HP0728,3
HP0729,10
HP0730,12
HP0731,23
HP0732,16
HP0733,11
HP0734,24
HP0735,12
HP0736,24
HP0737,11
HP0738,12
HP0739,25
HP0740,43
HP0741,12
HP0742,7
HP0743,3
HP0744,16
HP0745,8
HP0746,14
HP0747,24
HP0748,22
HP0749,27
HP0750,9
HP0751,21
HP0752,12
HP0753,9
HP0754,28
HP0755,27
HP0756,22
HP0757,24
HP0758,15
HP0759,23
HP0760,12
HP0761,4
HP0762,24
HP0763,46
HP0764,10
HP0765,14
HP0766,10
HP0767,24
HP0768,24
HP0769,27
HP0770,4
HP0771,5
HP0772,24
HP0773,14
HP0774,25
HP0775,13
HP0776,4
HP0777,3
HP0778,25
HP0779,21
HP0780,23
HP0781,1
HP0782,24
HP0783,8
HP0784,38
HP0785,5
HP0786,17
HP0787,0
HP0788,16
HP0789,5
HP0790,10
HP0791,24
HP0792,26
HP0793,12
HP0794,15
HP0795,26
HP0796,18
HP0797,7
HP0798,27
HP0799,25
HP0800,35
