hp_response_id,similarity_reference_B
HP3763,0
HP3764,65
HP3765,62
HP3766,0
HP3767,50
HP3768,10
HP3769,35
HP3770,20
HP3771,45
HP3772,25
HP3773,5
HP3774,40
HP3775,25
HP3776,5
HP3777,20
HP3778,5
HP3779,35
HP3780,35
HP3781,5
HP3782,35
HP3783,15
HP3784,30
HP3785,10
HP3786,42
HP3787,20
HP3788,35
HP3789,5
HP3790,45
HP3791,35
HP3792,35
HP3793,10
HP3794,40
HP3795,45
HP3796,0
HP3797,30
HP3798,0
HP3799,35
HP3800,10
HP3801,20
HP3802,55
HP3803,55
HP3804,30
HP3805,8
HP3806,2
HP3807,15
HP3808,45
HP3809,50
HP3810,0
HP3811,0
HP3812,5
HP3813,48
HP3814,0
HP3815,5
HP3816,3
HP3817,5
HP3818,15
HP3819,15
HP3820,30
HP3821,25
HP3822,5
HP3823,3
HP3824,52
HP3825,15
HP3826,25
HP3827,50
HP3828,0
HP3829,35
HP3830,25
HP3831,3
HP3832,45
HP3833,0
HP3834,10
HP3835,3
HP3836,35
HP3837,40
HP3838,65
HP3839,0
HP3840,35
HP3841,65
HP3842,55
HP3843,25
HP3844,15
HP3845,55
HP3846,10
HP3847,35
HP3848,0
HP3849,35
HP3850,45
HP3851,5
HP3852,40
HP3853,82
HP3854,25
HP3855,40
HP3856,5
HP3857,0
HP3858,30
HP3859,35
HP3860,30
HP3861,40
HP3862,10
HP3863,55
HP3864,35
HP3865,45
HP3866,8
HP3867,30
HP3868,55
HP3869,30
HP3870,40
HP3871,3
HP3872,55
HP3873,30
HP3874,5
HP3875,10
HP3876,45
HP3877,30
HP3878,50
HP3879,45
HP3880,5
HP3881,15
HP3882,20
HP3883,20
HP3884,50
HP3885,15
HP3886,30
HP3887,50
HP3888,10
HP3889,40
HP3890,35
HP3891,5
HP3892,38
HP3893,30
HP3894,0
HP3895,0
HP3896,30
HP3897,0
HP3898,10
HP3899,50
HP3900,30
HP3901,55
HP3902,48
HP3903,58
HP3904,5
HP3905,15
HP3906,48
HP3907,30
HP3908,40
HP3909,30
HP3910,30
HP3911,52
HP3912,5
HP3913,0
HP3914,30
HP3915,55
HP3916,0
HP3917,30
HP3918,52
HP3919,30
HP3920,30
HP3921,20
HP3922,0
HP3923,25
HP3924,3
HP3925,45
HP3926,35
HP3927,40
HP3928,3
HP3929,35
HP3930,40
HP3931,45
HP3932,5
HP3933,40
HP3934,0
HP3935,2
HP3936,30
HP3937,30
HP3938,38
HP3939,40
HP3940,40
HP3941,10
HP3942,55
HP3943,5
HP3944,40
HP3945,35
HP3946,2
HP3947,55
HP3948,30
HP3949,40
HP3950,25
HP3951,0
HP3952,0
HP3953,40
HP3954,3
HP3955,35
HP3956,10
HP3957,40
HP3958,42
HP3959,10
HP3960,5
HP3961,40
HP3962,5
HP3963,5
HP3964,15
HP3965,45
HP3966,0
HP3967,38
HP3968,5
HP3969,60
HP3970,35
HP3971,35
HP3972,35
HP3973,0
HP3974,2
HP3975,25
HP3976,30
HP3977,55
HP3978,3
HP3979,35
HP3980,5
HP3981,15
HP3982,40
HP3983,10
HP3984,35
HP3985,45
HP3986,30
HP3987,40
HP3988,30
HP3989,5
HP3990,0
HP3991,65
HP3992,3
HP3993,40
HP3994,75
HP3995,98
HP3996,2
HP3997,60
HP3998,60
HP3999,85
HP4000,0
