hp_response_id,similarity_reference_B
HP4248,30
HP4249,4
HP4250,52
HP4251,1
HP4252,66
HP4253,52
HP4254,1
HP4255,11
HP4256,5
HP4257,55
HP4258,8
HP4259,39
HP4260,18
HP4261,5
HP4262,47
HP4263,62
HP4264,50
HP4265,3
HP4266,91
HP4267,52
HP4268,47
HP4269,50
HP4270,59
HP4271,4
HP4272,94
HP4273,48
HP4274,97
HP4275,96
HP4276,22
HP4277,58
HP4278,47
HP4279,82
HP4280,18
HP4281,15
HP4282,63
HP4283,99
HP4284,13
HP4285,83
HP4286,3
HP4287,50
HP4288,57
HP4289,62
HP4290,3
HP4291,19
HP4292,57
HP4293,48
HP4294,4
HP4295,11
HP4296,47
HP4297,62
HP4298,47
HP4299,58
HP4300,62
HP4301,47
HP4302,59
HP4303,46
HP4304,72
HP4305,56
HP4306,5
HP4307,88
HP4308,12
HP4309,65
HP4310,38
HP4311,99
HP4312,53
HP4313,9
HP4314,59
HP4315,61
HP4316,47
HP4317,0
HP4318,61
HP4319,20
HP4320,55
HP4321,46
HP4322,47
HP4323,49
HP4324,82
HP4325,35
HP4326,57
HP4327,14
HP4328,21
HP4329,62
HP4330,48
HP4331,55
HP4332,17
HP4333,52
HP4334,53
HP4335,38
HP4336,56
HP4337,63
HP4338,61
HP4339,86
HP4340,60
HP4341,28
HP4342,43
HP4343,66
HP4344,14
HP4345,21
HP4346,54
HP4347,33
HP4348,63
HP4349,26
HP4350,53
HP4351,42
HP4352,48
HP4353,5
HP4354,47
HP4355,89
HP4356,34
HP4357,36
HP4358,46
HP4359,52
HP4360,35
HP4361,49
HP4362,51
HP4363,5
HP4364,7
HP4365,14
HP4366,5
HP4367,15
HP4368,77
HP4369,47
HP4370,59
HP4371,48
HP4372,49
HP4373,89
HP4374,0
HP4375,63
HP4376,49
HP4377,92
HP4378,21
HP4379,81
HP4380,46
HP4381,49
HP4382,11
HP4383,13
HP4384,48
HP4385,97
HP4386,69
HP4387,45
HP4388,57
HP4389,93
HP4390,50
HP4391,21
HP4392,48
HP4393,12
HP4394,4
HP4395,12
HP4396,46
HP4397,25
HP4398,59
HP4399,93
HP4400,47
