hp_response_id,similarity_reference_B
HP3125,65
HP3126,64
HP3127,74
HP3128,13
HP3129,63
HP3130,65
HP3131,78
HP3132,14
HP3133,63
HP3134,0
HP3135,9
HP3136,65
HP3137,79
HP3138,73
HP3139,59
HP3140,64
HP3141,18
HP3142,40
HP3143,24
HP3144,66
HP3145,67
HP3146,13
HP3147,77
HP3148,62
HP3149,59
HP3150,72
HP3151,77
HP3152,0
HP3153,65
HP3154,57
HP3155,63
HP3156,10
HP3157,65
HP3158,65
HP3159,31
HP3160,77
HP3161,71
HP3162,27
HP3163,19
HP3164,14
HP3165,66
HP3166,8
HP3167,66
HP3168,34
HP3169,92
HP3170,65
HP3171,66
HP3172,6
HP3173,6
HP3174,56
HP3175,17
HP3176,62
HP3177,64
HP3178,45
HP3179,66
HP3180,32
HP3181,80
HP3182,76
HP3183,6
HP3184,66
HP3185,79
HP3186,75
HP3187,65
HP3188,73
HP3189,16
HP3190,3
HP3191,32
HP3192,1
HP3193,65
HP3194,64
HP3195,100
HP3196,12
HP3197,56
HP3198,19
HP3199,99
HP3200,65
