hp_response_id,similarity_reference_B
HP3818,79
HP3819,17
HP3820,65
HP3821,23
HP3822,5
HP3823,14
HP3824,79
HP3825,31
HP3826,60
HP3827,91
HP3828,0
HP3829,62
HP3830,62
HP3831,12
HP3832,75
HP3833,0
HP3834,8
HP3835,4
HP3836,73
HP3837,70
HP3838,89
HP3839,0
HP3840,53
HP3841,87
HP3842,87
HP3843,48
HP3844,33
HP3845,81
HP3846,48
HP3847,72
HP3848,0
HP3849,67
HP3850,74
HP3851,12
HP3852,69
HP3853,98
HP3854,58
HP3855,77
HP3856,8
HP3857,5
HP3858,64
HP3859,76
HP3860,65
HP3861,65
HP3862,9
HP3863,92
HP3864,70
HP3865,74
HP3866,66
HP3867,72
HP3868,80
HP3869,63
HP3870,61
HP3871,13
HP3872,72
HP3873,65
HP3874,14
HP3875,7
HP3876,68
HP3877,60
HP3878,68
HP3879,70
HP3880,10
HP3881,25
HP3882,53
HP3883,45
HP3884,79
HP3885,18
HP3886,64
HP3887,93
HP3888,12
HP3889,58
HP3890,59
HP3891,18
HP3892,74
HP3893,60
HP3894,0
HP3895,5
HP3896,60
HP3897,4
HP3898,42
HP3899,76
HP3900,64
HP3901,86
HP3902,76
HP3903,75
HP3904,8
HP3905,13
HP3906,73
HP3907,63
HP3908,70
HP3909,63
HP3910,65
HP3911,77
HP3912,11
HP3913,0
HP3914,63
HP3915,80
HP3916,6
HP3917,63
HP3918,78
HP3919,63
HP3920,65
HP3921,63
HP3922,0
HP3923,58
HP3924,3
HP3925,64
HP3926,64
HP3927,65
HP3928,12
HP3929,71
HP3930,66
HP3931,68
HP3932,14
HP3933,67
HP3934,0
HP3935,8
HP3936,62
HP3937,60
HP3938,73
HP3939,61
HP3940,64
HP3941,20
HP3942,84
HP3943,24
HP3944,66
HP3945,71
HP3946,10
HP3947,80
HP3948,62
HP3949,68
HP3950,70
HP3951,52
HP3952,4
HP3953,66
HP3954,21
HP3955,71
HP3956,9
HP3957,66
HP3958,74
HP3959,30
HP3960,8
HP3961,71
HP3962,13
HP3963,12
HP3964,16
HP3965,68
HP3966,8
HP3967,64
HP3968,8
HP3969,92
HP3970,64
HP3971,63
HP3972,63
HP3973,4
HP3974,14
HP3975,67
HP3976,67
HP3977,80
HP3978,5
HP3979,65
HP3980,72
HP3981,14
HP3982,69
HP3983,8
HP3984,67
HP3985,75
HP3986,64
HP3987,75
HP3988,65
HP3989,13
HP3990,2
HP3991,91
HP3992,1
HP3993,66
HP3994,91
HP3995,100
HP3996,12
HP3997,56
HP3998,93
HP3999,99
HP4000,2
