hp_response_id,similarity_reference_A
HP2360,6
HP2361,7
HP2362,4
HP2363,27
HP2364,16
HP2365,6
HP2366,7
HP2367,6
HP2368,11
HP2369,7
HP2370,6
HP2371,5
HP2372,11
HP2373,1
HP2374,4
HP2375,11
HP2376,6
HP2377,8
HP2378,7
HP2379,6
HP2380,5
HP2381,8
HP2382,7
HP2383,14
HP2384,6
HP2385,7
HP2386,6
HP2387,6
HP2388,6
HP2389,7
HP2390,8
HP2391,8
HP2392,2
HP2393,6
HP2394,8
HP2395,40
HP2396,4
HP2397,4
HP2398,43
HP2399,13
HP2400,1
