hp_response_id,similarity_reference_A
HP0959,73
HP0960,59
HP0961,55
HP0962,43
HP0963,3
HP0964,68
HP0965,65
HP0966,48
HP0967,12
HP0968,7
HP0969,65
HP0970,66
HP0971,22
HP0972,63
HP0973,35
HP0974,47
HP0975,53
HP0976,66
HP0977,31
HP0978,68
HP0979,67
HP0980,27
HP0981,33
HP0982,3
HP0983,42
HP0984,40
HP0985,72
HP0986,44
HP0987,66
HP0988,59
HP0989,28
HP0990,55
HP0991,59
HP0992,65
HP0993,62
HP0994,43
HP0995,55
HP0996,67
HP0997,58
HP0998,43
HP0999,55
HP1000,56
HP1001,65
HP1002,44
HP1003,56
HP1004,27
HP1005,14
HP1006,10
HP1007,56
HP1008,32
HP1009,28
HP1010,16
HP1011,71
HP1012,18
HP1013,62
HP1014,52
HP1015,27
HP1016,65
HP1017,24
HP1018,45
HP1019,60
HP1020,63
HP1021,56
HP1022,49
HP1023,64
HP1024,57
HP1025,0
HP1026,61
HP1027,64
HP1028,65
HP1029,51
HP1030,34
HP1031,49
HP1032,42
HP1033,46
HP1034,62
HP1035,12
HP1036,31
HP1037,61
HP1038,58
HP1039,66
HP1040,34
HP1041,67
HP1042,24
HP1043,53
HP1044,61
HP1045,59
HP1046,17
HP1047,67
HP1048,42
HP1049,26
HP1050,37
HP1051,67
HP1052,45
HP1053,63
HP1054,54
HP1055,42
HP1056,56
HP1057,43
HP1058,60
HP1059,62
HP1060,31
HP1061,53
HP1062,70
HP1063,68
HP1064,69
HP1065,80
HP1066,47
HP1067,77
HP1068,66
HP1069,53
HP1070,50
HP1071,83
HP1072,66
HP1073,71
HP1074,66
HP1075,37
HP1076,56
HP1077,3
HP1078,62
HP1079,79
HP1080,65
HP1081,57
HP1082,58
HP1083,62
HP1084,51
HP1085,43
HP1086,60
HP1087,19
HP1088,62
HP1089,44
HP1090,40
HP1091,55
HP1092,67
HP1093,50
HP1094,59
HP1095,68
HP1096,72
HP1097,41
HP1098,29
HP1099,64
HP1100,23
HP1101,58
HP1102,47
HP1103,42
HP1104,64
HP1105,69
HP1106,27
HP1107,56
HP1108,36
HP1109,57
HP1110,34
HP1111,68
HP1112,57
HP1113,44
HP1114,42
HP1115,65
HP1116,38
HP1117,23
HP1118,59
HP1119,27
HP1120,22
HP1121,34
HP1122,35
HP1123,41
HP1124,37
HP1125,11
HP1126,56
HP1127,53
HP1128,42
HP1129,37
HP1130,32
HP1131,37
HP1132,57
HP1133,28
HP1134,65
HP1135,49
HP1136,70
HP1137,58
HP1138,64
HP1139,65
HP1140,38
HP1141,61
HP1142,69
HP1143,60
HP1144,53
HP1145,12
HP1146,52
HP1147,71
HP1148,41
HP1149,40
HP1150,27
HP1151,30
HP1152,60
HP1153,31
HP1154,24
HP1155,14
HP1156,54
HP1157,38
HP1158,45
HP1159,38
HP1160,45
HP1161,66
HP1162,58
HP1163,48
HP1164,31
HP1165,47
HP1166,66
HP1167,75
HP1168,34
HP1169,45
HP1170,36
HP1171,68
HP1172,20
HP1173,66
HP1174,36
HP1175,34
HP1176,40
HP1177,80
HP1178,61
HP1179,79
HP1180,42
HP1181,17
HP1182,25
HP1183,46
HP1184,29
HP1185,31
HP1186,57
HP1187,2
HP1188,61
HP1189,46
HP1190,43
HP1191,35
HP1192,11
HP1193,43
HP1194,67
HP1195,41
HP1196,56
HP1197,59
HP1198,57
HP1199,40
HP1200,67
