StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,beliefs_hp,attention_check,Q_DataPolicyViolations
2026-04-20 13:42:30,2026-04-20 13:47:06,IP Address,,100,275,True,2026-04-20 13:47:06,R_1Q0i7F3F1vCGPOK,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.012,0,16.773,25.097,28.248,2,I know that the broker will get zero if I keep the price unchanged since they get the difference between my price and $12. I tried to adjust it as little as possible so we both come out ahead.,4.064,4.064,4.684,1,7.775,7.775,8.586,1,0,0,0.209,0,1,11,69cc0041c2d30da9a6dfe7b9,69e62d3e89608b6fa25cd577,69e6291709971d25849ff06d,,1,I know that the broker will get zero if I keep the price unchanged since they get the difference between my price and $12. I tried to adjust it as little as possible so we both come out ahead.,90,95,1,
2026-04-20 13:42:58,2026-04-20 13:47:30,IP Address,,100,272,True,2026-04-20 13:47:31,R_6QPMcOQXPNjTRl8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,,,,,,,,,,,1,,69c1579cb863ab3456bd3f68,69e62d5b47c1bd280a223c76,69e6291709971d25849ff06d,,,,,,1,
2026-04-20 13:42:31,2026-04-20 13:47:38,IP Address,,100,307,True,2026-04-20 13:47:38,R_7IV3TXkPBtQAR69,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.119,0,14.718,22.945,24.58,7,I choose this because I think that the data being sold is worth the full amount of money avalible. ,2.165,4.903,6.201,3,7,8.452,10.142,2,0,0,0.211,0,0,12,697f7fca826a7c63e70ef7d8,69e62d3f12fd1c2542dbe791,69e6291709971d25849ff06d,,0,I choose this because I think that the data being sold is worth the full amount of money avalible. ,90,71,1,
2026-04-20 13:43:30,2026-04-20 13:47:56,IP Address,,100,265,True,2026-04-20 13:47:56,R_5C3HmkD2FSmWfyQ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.01,0,19.518,19.518,28.988,1,This seemed like the optimal price,5.242,5.242,6.403,1,16.943,16.943,18.131,1,0,0,0.215,0,0,9,69baad8d3dcf97ce81dae5c2,69e62d7af8d0f7668179e4e6,69e6291709971d25849ff06d,,3,This seemed like the optimal price,80,85,1,
2026-04-20 13:43:48,2026-04-20 13:48:07,IP Address,,100,259,True,2026-04-20 13:48:08,R_7TGBUTYtJQouPdP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.122,0,6.024,13.961,20.923,3,I have no reason to change the price from the standard set of $12,3.459,10.731,11.92,4,4.002,4.002,6.495,1,0,0,0.205,0,0,12,69d94d8646af931bd061ffdc,69e62d8aa58f814ec3499c2d,69e6291709971d25849ff06d,,0,I have no reason to change the price from the standard set of $12,57,79,1,
2026-04-20 13:45:02,2026-04-20 13:48:28,IP Address,,100,205,True,2026-04-20 13:48:28,R_5oyXXQeeUj4n4Ml,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,,,,,,,,,,,1,,69b3098e9a1437f8d6bbf200,69e62dd65e78efdd71f20f3a,69e6291709971d25849ff06d,,,,,,1,
2026-04-20 13:43:20,2026-04-20 13:48:54,IP Address,,100,333,True,2026-04-20 13:48:54,R_7H0EKveHJPFS9h0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.015,0,11.18,22.423,24.054,2,"I set the price to see if the broker would accept it at full value. If they do not accept, I will adjust for the next round. ",4.431,11.187,12.458,2,5.056,10.792,11.597,3,0,0,0.211,0,0,12,66294848642a13eec741c3e4,69e62d717c96eae95f05166b,69e6291709971d25849ff06d,,0,"I set the price to see if the broker would accept it at full value. If they do not accept, I will adjust for the next round. ",50,75,1,
2026-04-20 13:45:29,2026-04-20 13:49:24,IP Address,,100,234,True,2026-04-20 13:49:25,R_61sH3NQJbOtI9SR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.121,0,17.673,30.353,35.2,2,i dont know. i dont know how much of a difference it would make if i changed it.,3.454,7.278,8.552,2,6.752,11.277,12.151,2,0,0,0.105,0,0,12,69c57ed5adaa4a52c1d2220c,69e62df118110a84258a2be6,69e6291709971d25849ff06d,,0,i dont know. i dont know how much of a difference it would make if i changed it.,50,50,1,
2026-04-20 13:46:22,2026-04-20 13:50:16,IP Address,,100,233,True,2026-04-20 13:50:19,R_3XnssS80XAb1iTf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.015,0,16.835,23.749,28.431,2,I chose this because I thought it would be the best deal to sell the data at a fair price,7.802,11.375,12.041,2,8.688,8.688,9.44,1,0,0,0.211,0,0,3,69b9e5ea3125135088af893c,69e62e0d82f60321196c251a,69e6291709971d25849ff06d,,9,I chose this because I thought it would be the best deal to sell the data at a fair price,83,82,1,
2026-04-20 13:45:40,2026-04-20 13:50:33,IP Address,,100,293,True,2026-04-20 13:50:34,R_5HtQYU9rmLzpGY4,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.007,0,6.858,11.475,12.311,2,I am hoping for the bonus of $12,1.25,3.75,4.688,2,5.458,5.458,6.263,1,0,0,0.205,0,0,12,6942e666a1c586377a926f4d,69e62dfd1d3677608abaf5ea,69e6291709971d25849ff06d,,0,I am hoping for the bonus of $12,35,61,1,
2026-04-20 13:47:49,2026-04-20 13:50:41,IP Address,,100,172,True,2026-04-20 13:50:42,R_8QyGu7IkrTYIcFZ,,,,,,,anonymous,EN,,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,,,,,,0,,602ef06cc29fb1b6de051e11,69e62e7b72f07b7771001f35,69e6291709971d25849ff06d,,,,,,0,
2026-04-20 13:44:58,2026-04-20 13:50:49,IP Address,,100,350,True,2026-04-20 13:50:50,R_6JeCpbaBCxXu1sm,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.113,0,9.293,12.242,13.809,2,"Well if we know the going price is 12 dollars, then I figure that what would guarantee acceptance. However, now I think I made a mistake if I were to be paying the settled difference price.",11.145,14.136,15.989,2,12.79,15.12,16.513,2,0,0,0.21,0,0,12,699d0873098643c6289171a7,69e62d970799cde487ca3fd0,69e6291709971d25849ff06d,,0,"Well if we know the going price is 12 dollars, then I figure that what would guarantee acceptance. However, now I think I made a mistake if I were to be paying the settled difference price.",15,50,1,
2026-04-20 13:47:46,2026-04-20 13:50:57,IP Address,,100,190,True,2026-04-20 13:50:57,R_5XvE4Uf6bTOZ5qp,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.017,0,5.849,21.945,23.766,3,It seemed like a safe bet. It didn't make sense that it was in the negative and I didn't want to go too far.,2.833,7.061,8.044,2,6.042,6.042,8.674,1,0,0,0.211,0,0,10,5dd299a27f1bbf2a83554ecf,69e62e74f0d9a494acc3f2f2,69e6291709971d25849ff06d,,2,It seemed like a safe bet. It didn't make sense that it was in the negative and I didn't want to go too far.,45,71,1,
2026-04-20 13:43:54,2026-04-20 13:51:00,IP Address,,100,426,True,2026-04-20 13:51:01,R_5QXkCRkahpvwihr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.111,0,49.232,49.232,50.936,1,I feel this is the most efficient way to ensure that both the price is accepted and the broker and I get a fair split amount out of the deal.,4.546,18.062,19.56,3,13.194,13.194,16.081,1,0,0,0.106,0,1,6,6978cdf7ad5ffe187f9d783f,69e62d8d80b6701d661c4f5e,69e6291709971d25849ff06d,,6,I feel this is the most efficient way to ensure that both the price is accepted and the broker and I get a fair split amount out of the deal.,85,35,1,
2026-04-20 13:44:28,2026-04-20 13:51:02,IP Address,,100,394,True,2026-04-20 13:51:03,R_5dyiqLszPpVR1tK,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.008,0,11.195,19.83,22.84,2,Selling for $1 less may make it seem a bit more appealing than full price.,7.038,7.038,8.486,1,7.333,7.333,10.214,1,0,0,0.207,0,0,11,69d674a7cc824a1652da4286,69e62da714f82aa392b0232a,69e6291709971d25849ff06d,,1,Selling for $1 less may make it seem a bit more appealing than full price.,50,67,1,
2026-04-20 13:47:41,2026-04-20 13:51:24,IP Address,,100,222,True,2026-04-20 13:51:24,R_6g4cQlduOaakFb3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.11,0,12.673,19.457,29.362,3,A higher selling price benefits both participants.,4.144,4.144,5.102,1,4.235,4.235,4.918,1,0,0,0.215,0,0,12,69dd001a0e5d5939d5cdbd18,69e62e7714f82aa392b02339,69e6291709971d25849ff06d,,0,A higher selling price benefits both participants.,47,52,1,
2026-04-20 13:47:15,2026-04-20 13:51:57,IP Address,,100,281,True,2026-04-20 13:51:57,R_6dBkrpvp0IUruTo,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.008,0,14.808,14.808,18.122,1,I trust the process of the computer selecting the price and I am confident the broker will agree and we can both benefit from the money earned.,10.625,10.625,12.737,1,10.139,15.929,17.582,2,0,0,0.207,0,1,12,69a7919bf933437933b1bc84,69e62e58f4bcf48715b82ed0,69e6291709971d25849ff06d,,0,I trust the process of the computer selecting the price and I am confident the broker will agree and we can both benefit from the money earned.,90,40,1,
2026-04-20 13:48:16,2026-04-20 13:52:09,IP Address,,100,233,True,2026-04-20 13:52:09,R_1WZkR9BDlnYuCk7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.011,0,14.548,41.799,43.402,5,I figured I would go less in hopes that it would be accepted.,4.666,7.91,8.764,3,7.772,7.772,10.374,1,0,0,0.214,0,0,1,6629ad36212b1ff072ad774a,69e62e8cdecd626e3bfa4ad4,69e6291709971d25849ff06d,,11,I figured I would go less in hopes that it would be accepted.,47,66,1,
2026-04-20 13:47:56,2026-04-20 13:52:26,IP Address,,100,270,True,2026-04-20 13:52:26,R_5j8GJVN2aEe50Xf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.127,0,9.052,14.671,18.788,4,I went with the computer suggestion ,2.876,6.882,7.601,2,4.342,8.455,8.963,4,0,0,0.224,0,0,12,69a5aae75cea67d79f85f6c7,69e62e81e20165e5bb7a57a1,69e6291709971d25849ff06d,,0,I went with the computer suggestion ,70,90,1,
2026-04-20 13:44:10,2026-04-20 13:52:29,IP Address,,100,498,True,2026-04-20 13:52:29,R_1eQMVU5nLjJWpTl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.003,0,11.515,11.515,12.867,1,I WANT THE PERSON TO ACCEPT,3.098,9.59,10.784,3,6.268,6.268,7.055,1,0,0,0.204,0,0,11,69b453a178d30f08cace09b4,69e62da4d6368c87260aabef,69e6291709971d25849ff06d,,1,I WANT THE PERSON TO ACCEPT,31,81,1,
2026-04-20 13:45:22,2026-04-20 13:52:38,IP Address,,100,435,True,2026-04-20 13:52:38,R_7Cr0lkipMFGUqrm,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.113,0,3.59,8.868,25.1,5,"I want the broker to accept the deal or else we both get $0. If the price is less than $12, the broker pockets the difference, but if the difference is negative, the broker would likely have to pay out of pocket to get to the fixed price of $12. ",4.146,4.146,5.502,1,11.247,11.247,12.733,1,0,0,0.215,0,1,12,69e03cf5f9e8bda2970abb6c,69e62de51dd1275550c85e7c,69e6291709971d25849ff06d,,0,"I want the broker to accept the deal or else we both get $0. If the price is less than $12, the broker pockets the difference, but if the difference is negative, the broker would likely have to pay out of pocket to get to the fixed price of $12. ",100,15,1,
2026-04-20 13:46:55,2026-04-20 13:52:49,IP Address,,100,354,True,2026-04-20 13:52:50,R_2yjlh6vnpDhFrix,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.016,0,20.462,38.48,41.995,2,"I have gone in at the highest price, as decided by the computer, in the hope the broker will accept it and maximise my bonus",2.567,9.395,10.917,2,7.956,16.912,17.962,2,0,0,0.211,0,0,12,601915ad77c575017868bdd6,69e62e472c231be7f374e4d9,69e6291709971d25849ff06d,,0,"I have gone in at the highest price, as decided by the computer, in the hope the broker will accept it and maximise my bonus",15,60,1,
2026-04-20 13:47:45,2026-04-20 13:53:12,IP Address,,100,327,True,2026-04-20 13:53:13,R_31GhOgKozRUo35u,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.106,0,19.836,19.836,29.467,1,I chose this option because I felt like it was fair to keep it the same as what I perceive it to be worth based on the information provided to me.,8.921,8.921,11.649,1,6.332,10.148,12.057,3,0,0,0.215,0,0,12,69aa0f2b1fa025cb48ca5ce7,69e62e7ac5a5f76f7b0c60a1,69e6291709971d25849ff06d,,0,I chose this option because I felt like it was fair to keep it the same as what I perceive it to be worth based on the information provided to me.,50,75,1,
2026-04-20 13:46:22,2026-04-20 13:53:20,IP Address,,100,418,True,2026-04-20 13:53:21,R_6MXTinnReCorDB8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,,,,,,,,,,,1,,6992185a54b789ad926d0de1,69e62e279b6a3b2d1b6f4c7a,69e6291709971d25849ff06d,,,,,,1,
2026-04-20 13:47:28,2026-04-20 13:53:57,IP Address,,100,388,True,2026-04-20 13:53:57,R_2lt7oQuWyBHHnXM,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.108,0,7.241,24.957,26.274,2,I thought that this was a reasonable price change and would encourage the broker to accept my offer.,2.78,7.783,9.144,2,8.392,12.379,14.215,2,0,0,0.106,0,0,9.5,67312ebb7b534ce32c86b9e8,69e62e666f8b42aa57009f93,69e6291709971d25849ff06d,,2.5,I thought that this was a reasonable price change and would encourage the broker to accept my offer.,67,55,1,
2026-04-20 13:51:38,2026-04-20 13:56:39,IP Address,,100,300,True,2026-04-20 13:56:39,R_7gCTthOinNYk0yH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.007,0,17.164,17.164,23.625,1,I want it to be a little less than the price that the computer gave but still a good price to sell it for. $11 seemed like a good price to me because it's still high but slightly discounted. I think the broker would like this proposal and accept it because it's reasonable.,2.726,5.002,7.475,2,12.576,12.576,14.469,1,0,0,0.208,0,0,11,69bb7f192bb434a7adb7c2d3,69e62d41f195623f8100cd58,69e6291709971d25849ff06d,,1,I want it to be a little less than the price that the computer gave but still a good price to sell it for. $11 seemed like a good price to me because it's still high but slightly discounted. I think the broker would like this proposal and accept it because it's reasonable.,90,70,1,
2026-04-20 13:46:41,2026-04-20 13:57:13,IP Address,,100,631,True,2026-04-20 13:57:14,R_6YQH4BDJ5r1eCoy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.003,0,15.89,46.403,48.186,20,I feel that I am creating a more appealing offer and the number 10 is a popular number that would be appealing. I want to give myself the best chance to get accepted,8.998,8.998,9.774,1,5.85,7.712,8.492,3,0,0,0.214,0,0,10,5b012b19293d310001023590,69e62e373ddfa19c293d676d,69e6291709971d25849ff06d,,2,I feel that I am creating a more appealing offer and the number 10 is a popular number that would be appealing. I want to give myself the best chance to get accepted,70,90,1,
