StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,Q_DataPolicyViolations
2026-04-20 13:44:35,2026-04-20 13:48:05,IP Address,,100,210,True,2026-04-20 13:48:06,R_2qBRthwyuUPyFAa,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.007,0,12.85,14.627,16.129,3,I believe sending half the data required will allow for further transactions in the future,7.119,13.362,15.015,4,,,,,9.067,9.067,12.66,1,0,0,0.21,0,0,3,62b60d23ea3a3c1289f14a7e,69e62dbb6bd61b9e230505ca,69e6293cac546095efbb4be0,3,I believe sending half the data required will allow for further transactions in the future,3,2,1,
2026-04-20 13:45:38,2026-04-20 13:49:26,IP Address,,100,227,True,2026-04-20 13:49:26,R_5Qc1s3ZjwPESVWS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.003,0,46.169,46.169,47.115,1,"It's in the middle, 3$ to keep buying units and $3 to triple to sell back",8.485,8.485,13.283,1,,,,,8.607,12.88,14.999,2,0,0,0.204,0,0,3,69dfb3994b3139adade670a0,69e62dfc163b461e105e3efe,69e6293cac546095efbb4be0,3,"It's in the middle, 3$ to keep buying units and $3 to triple to sell back",6,3,1,
2026-04-20 13:41:59,2026-04-20 13:50:43,IP Address,,100,524,True,2026-04-20 13:50:44,R_70pmYkzofLgWjrw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.12,0,11.201,15.328,15.919,3,"Selling for $1 is a guarantee profit that I will receive, so I would like to have at least 50% of my total to be part of that guarantee. I am willing to risk the other 50% to the broker ($3) to potentially be paid more, knowing there is a slight risk it could be lower. In the end, I would still be happy with a guaranteed $3.",4.9,17.523,22.903,5,,,,,10.421,10.421,10.967,1,0,0,0.214,0,0,3,69c179e61a266785835ef0f9,69e62d1dc27a12dd6a432a5a,69e6293cac546095efbb4be0,3,"Selling for $1 is a guarantee profit that I will receive, so I would like to have at least 50% of my total to be part of that guarantee. I am willing to risk the other 50% to the broker ($3) to potentially be paid more, knowing there is a slight risk it could be lower. In the end, I would still be happy with a guaranteed $3.",4,3,1,
2026-04-20 13:47:49,2026-04-20 13:51:04,IP Address,,100,194,True,2026-04-20 13:51:04,R_8qjrpnaFZEwbGth,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.014,0,9.94,14.902,15.618,3,To maximise income and also help the other person make a profit too,5.063,17.423,18.601,7,,,,,8.217,14.782,15.402,3,0,0,0.222,0,0,0,5731cb425b8b0600107d17d2,69e62e7d4cfd516279cd1547,69e6293cac546095efbb4be0,6,To maximise income and also help the other person make a profit too,9.5,3,1,
2026-04-20 13:43:57,2026-04-20 13:54:28,IP Address,,100,630,True,2026-04-20 13:54:28,R_3xLQkUZv88lago2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.012,0,37.046,37.046,39.802,1,I chose 3 out of the six because I knew it would affect the person I was partnered up with and didn't want to send nothing. ,13.929,30.729,39.756,2,,,,,19.592,24.512,27.698,2,0,0,0.106,0,1,3,69aee26cc0ff3f64a53d353d,69e62d95904e68ed605e62bf,69e6293cac546095efbb4be0,3,I chose 3 out of the six because I knew it would affect the person I was partnered up with and didn't want to send nothing. ,3,2,1,
2026-04-20 13:48:54,2026-04-20 13:54:34,IP Address,,100,339,True,2026-04-20 13:54:34,R_3s6g6efMmePsneS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.009,0,28.053,42.667,44.187,2,"I figured if I send 2.50  and they get 7.50 I may get at least $4 back , i'm not sure but jsut trying to see my options. ",18.463,18.463,21.662,1,,,,,13.13,13.13,14.642,1,0,0,0.206,0,0,3.5,6990a90402be245c2206066b,69e62e0cfe01a86d902a6af5,69e6293cac546095efbb4be0,2.5,"I figured if I send 2.50  and they get 7.50 I may get at least $4 back , i'm not sure but jsut trying to see my options. ",4,2,1,
2026-04-20 13:46:38,2026-04-20 13:54:40,IP Address,,100,482,True,2026-04-20 13:54:41,R_1o7lyN15vOUuMaF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.104,0,26.708,35.224,36.975,3,It would guarantee me as a data provider at least $3 of income while leaving the opportunity for up to $9 to be generated as extra and if the broker at least passes $3 then I would have received the full amount if I would've sold the data directly but anything over $3 would be a bonus payout. Anything less than $3 would still be mostly beneficial.,6.937,6.937,8.502,1,,,,,5.11,5.11,8.342,1,0,0,0.101,0,1,3,69d81e11373768dde18f45ce,69e62e3676dca8c23c783764,69e6293cac546095efbb4be0,3,It would guarantee me as a data provider at least $3 of income while leaving the opportunity for up to $9 to be generated as extra and if the broker at least passes $3 then I would have received the full amount if I would've sold the data directly but anything over $3 would be a bonus payout. Anything less than $3 would still be mostly beneficial.,4.5,3,1,
2026-04-20 13:47:25,2026-04-20 13:58:38,IP Address,,100,673,True,2026-04-20 13:58:39,R_8T9AFNmky5zWk49,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.011,0,9.583,13.631,43.243,3,"I chose to provide $6 of information because it allows the most value to be created in the transaction. Since the broker can sell each unit of data for more than its original value, sending all six units increases the total amount that can be earned from the exchange. By providing the full amount, I’m not limiting the potential gains that could come from selling the data.

I also chose $6 because it seems like the most cooperative decision. If I held back some of the data, it would reduce the total value that could be generated for the pair. Sending all of it gives the broker the opportunity to make the most from the sale and then decide how much to share back. Overall, providing the full $6 felt like the most straightforward and reasonable choice.",12.307,12.307,15.048,1,,,,,8.854,13.107,18.341,4,0,0,0.206,0,1,0,6972004c90884807ead2ea1a,69e62e6311215d2e79cf7cd4,69e6293cac546095efbb4be0,6,,18,6,1,
2026-04-20 13:57:39,2026-04-20 14:01:48,IP Address,,100,248,True,2026-04-20 14:01:48,R_6OIvwoX97qaXw8V,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects your match earnings,$2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,66ce0ff9f210f32a73b6c0c8,69e62e6a2b8e85357dfc0d63,69e6293cac546095efbb4be0,,,,,1,
2026-04-20 14:14:18,2026-04-20 14:14:32,IP Address,,100,14,True,2026-04-20 14:14:32,R_8G9qApApwQeMMqB,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6748b5c2eb65f80fc92caa93,69e634b43eed39cb789d89a5,69e6293cac546095efbb4be0,,,,,0,
2026-04-20 14:14:23,2026-04-20 14:16:00,IP Address,,100,96,True,2026-04-20 14:16:00,R_1IMTYKWWBhaedNL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects your match earnings,$6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69b03cae4a4040b8a14a65a2,69e634b72540df1cbed5cf9f,69e6293cac546095efbb4be0,,,,,1,
2026-04-20 14:16:16,2026-04-20 14:16:28,IP Address,,100,11,True,2026-04-20 14:16:28,R_6r3nG1zN6XmbNSh,,,,,,,anonymous,EN,,A bit interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69c19cdad8fa03c168f203a7,69e635038a47ecf8a03b3e12,69e6293cac546095efbb4be0,,,,,0,
2026-04-20 14:14:49,2026-04-20 14:16:33,IP Address,,100,103,True,2026-04-20 14:16:33,R_8CydWXqlUH6EocQ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.012,0,8.829,11.268,11.663,4,"I wanted the maximum amount to be tripled, so sent the full amount",4.549,4.549,5.142,1,,,,,6.424,6.424,8.443,1,0,0,0.203,0,0,0,63d7be4023ebcd010737fd2f,69e634d5b28aabc6f2ce0eff,69e6293cac546095efbb4be0,6,"I wanted the maximum amount to be tripled, so sent the full amount",9,3,1,
2026-04-20 14:14:39,2026-04-20 14:16:35,IP Address,,100,116,True,2026-04-20 14:16:36,R_2cfrAEPUBDQqB8Z,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.006,0,2.267,7.563,8.433,2,I wanted to try and make it fair while also making sure I got a slightly bigger financial gain,3.849,5.362,6.044,2,,,,,5.28,5.28,6.246,1,0,0,0.207,0,0,2,62a1d88a5d0482a69726950c,69e634ca06f6bcdb67a8c864,69e6293cac546095efbb4be0,4,I wanted to try and make it fair while also making sure I got a slightly bigger financial gain,0,0,1,
2026-04-20 14:14:05,2026-04-20 14:16:36,IP Address,,100,150,True,2026-04-20 14:16:37,R_7EiFQKGHhaj67RF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69d3e740c4f3281f605dfcf5,69e634a508caa00ec9c4fdfc,69e6293cac546095efbb4be0,,,,,1,
2026-04-20 14:14:47,2026-04-20 14:16:40,IP Address,,100,113,True,2026-04-20 14:16:41,R_234vSbG1pMv8OCB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.004,0,8.363,9.602,10.332,2,I thought it would be fair,5.068,6.76,7.468,2,,,,,7.488,8.312,8.686,2,0,0,0.207,0,0,3,6773d2d0bbb204b7d2c952a8,69e634d0ab27a0729db3719e,69e6293cac546095efbb4be0,3,I thought it would be fair,4.5,3,1,
2026-04-20 14:15:52,2026-04-20 14:17:16,IP Address,,100,84,True,2026-04-20 14:17:17,R_7MNgc9qjJB71OGl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for your final payment,$2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6632b251b156f5767252f453,69e635048b2d9d59b78939da,69e6293cac546095efbb4be0,,,,,1,
2026-04-20 14:14:37,2026-04-20 14:17:17,IP Address,,100,159,True,2026-04-20 14:17:17,R_2C6X1Ag87roHSw7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.111,0,8.019,8.683,10.251,2,Surely this is the most financially viable option if I am tripling my money.,4.242,13.817,14.761,3,,,,,6.417,6.417,7.174,1,0,0,0.202,0,0,0,5eac64f27f4e2f2b4428c196,69e634c83d179b84385df2cb,69e6293cac546095efbb4be0,6,Surely this is the most financially viable option if I am tripling my money.,12,3,1,
2026-04-20 14:14:34,2026-04-20 14:17:19,IP Address,,100,164,True,2026-04-20 14:17:20,R_1Di2SFbx875Mxch,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.006,0,16.343,16.343,18.882,1,I felt like that was a fair amount. I would still be making money and so would the other person. ,15.712,15.712,16.967,1,,,,,6.124,6.124,7.214,1,0,0,0.207,0,0,1,60ff181e02cb6fc7912b2203,69e634bb0018bc3d8969791e,69e6293cac546095efbb4be0,5,I felt like that was a fair amount. I would still be making money and so would the other person. ,5,2,1,
2026-04-20 14:15:25,2026-04-20 14:17:47,IP Address,,100,141,True,2026-04-20 14:17:47,R_3dsEXB5DtiJUUjB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5c40e28ffe87360001a5677e,69e634f8987e1988c8230127,69e6293cac546095efbb4be0,,,,,1,
2026-04-20 14:14:50,2026-04-20 14:17:53,IP Address,,100,183,True,2026-04-20 14:17:54,R_7xXgv34NsA5hswm,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.008,0,15.258,15.258,16.315,1,It allows the broker to make a profit without cutting into my profit as much.,11.229,11.229,12.437,1,,,,,,,,,0,0,0.206,0,0,4,69693f7ed070750680063022,69e634d2c263c6e98902651b,69e6293cac546095efbb4be0,2,It allows the broker to make a profit without cutting into my profit as much.,2,,1,
2026-04-20 14:15:11,2026-04-20 14:18:02,IP Address,,100,170,True,2026-04-20 14:18:03,R_5FWYUzgJeasK6um,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.005,0,5.274,5.274,8.033,1,It gives me the best chance of getting some profit back ,3.765,6.802,7.757,3,,,,,5.519,11.527,12.222,3,0,0,0.206,0,1,3,60b5978a763e082160170728,69e634eb84dbb434a031c758,69e6293cac546095efbb4be0,3,It gives me the best chance of getting some profit back ,4,2,1,
2026-04-20 14:14:53,2026-04-20 14:18:06,IP Address,,100,193,True,2026-04-20 14:18:07,R_7ho2xOuhlRV0KtR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for your final payment,$2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,65dd39a3a41d2ed79a980537,69e634c14ccbe913a35f3c17,69e6293cac546095efbb4be0,,,,,1,
2026-04-20 14:14:39,2026-04-20 14:18:10,IP Address,,100,211,True,2026-04-20 14:18:10,R_3zCJWGmTDld5skY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.011,0,23.885,23.885,24.944,1,Trying to maximize the return. I trust the broker's expertise.,20.837,25.221,26.144,2,,,,,23.478,23.478,24.314,1,0,0,0.206,0,1,0,6436271f6ff817660ede859b,69e634c7c709f3cd8ce68daa,69e6293cac546095efbb4be0,6,Trying to maximize the return. I trust the broker's expertise.,12,3,1,
2026-04-20 14:14:23,2026-04-20 14:18:12,IP Address,,100,229,True,2026-04-20 14:18:13,R_7JwqzHfuf27GHks,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.109,0,6.304,17.519,19.826,2,I wanted to go rather aggressive but still have like 30% to cash out on. I hope that an upfront opportunity to triple a decently high revenue will influence the broker to send some back down ,5.067,12.368,13.918,3,,,,,4.956,8.004,9.179,2,0,0,0.205,0,0,1.5,69beef7e941b3ba7d86f520c,69e634b683a28be9227a3d9c,69e6293cac546095efbb4be0,4.5,I wanted to go rather aggressive but still have like 30% to cash out on. I hope that an upfront opportunity to triple a decently high revenue will influence the broker to send some back down ,2.5,1,1,
