task,context_id,rater_a,rater_b,pearson,spearman,mean_absolute_point_difference,total_variation_distance
structural_all22,T10,relative-agent-2,relative-agent-3,0.9949881799221961,0.9668691689529982,4.454545454545454,0.049
structural_all22,T11,relative-agent-1,relative-agent-2,0.9930312028276234,0.8213676547053548,13.818181818181818,0.152
structural_all22,T11,relative-agent-1,relative-agent-3,0.9607760294127531,0.7936929598916443,11.181818181818182,0.123
structural_all22,T11,relative-agent-2,relative-agent-3,0.9659354932643399,0.9741288648267183,11.636363636363637,0.128
structural_all22,T12,relative-agent-1,relative-agent-2,0.9790719672810398,0.9461909187152148,9.272727272727273,0.102
structural_all22,T12,relative-agent-1,relative-agent-3,0.9485877028795893,0.9637291404205802,9.363636363636363,0.103
structural_all22,T12,relative-agent-2,relative-agent-3,0.9467929933318185,0.9580738081637578,9.181818181818182,0.101
within_game,T01,relative-agent-1,relative-agent-2,-0.7239227659930269,-0.7575896711961079,18.75,0.075
within_game,T01,relative-agent-1,relative-agent-3,-0.4530515222556722,-0.45455380271766466,23.75,0.095
within_game,T01,relative-agent-2,relative-agent-3,0.8033992579328529,0.75,11.25,0.045
within_game,T02,relative-agent-1,relative-agent-2,0.8205640739905516,0.6363753238047306,17.5,0.07
within_game,T02,relative-agent-1,relative-agent-3,0.9792060663962138,0.9940297973880048,8.75,0.035
within_game,T02,relative-agent-2,relative-agent-3,0.755410434556289,0.6024533658898499,18.75,0.075
within_game,T03,relative-agent-1,relative-agent-2,0.9920060759210552,0.7901836773196718,2.5,0.01
within_game,T03,relative-agent-1,relative-agent-3,0.9926906387111265,0.8170731707317075,12.5,0.05
within_game,T03,relative-agent-2,relative-agent-3,0.9989672268708273,0.9877295966495896,15.0,0.06
within_game,T04,relative-agent-1,relative-agent-2,0.7983266886874697,0.7171371656006363,16.666666666666668,0.05
within_game,T04,relative-agent-1,relative-agent-3,0.9183217899132091,0.942857142857143,13.333333333333334,0.04
within_game,T04,relative-agent-2,relative-agent-3,0.8552863311401863,0.7171371656006363,20.0,0.06
within_game,T05,relative-agent-1,relative-agent-2,0.946319979899881,0.9512195121951219,18.75,0.075
within_game,T05,relative-agent-1,relative-agent-3,0.9597293547204808,0.8554837795635869,13.75,0.055
within_game,T05,relative-agent-2,relative-agent-3,0.8523617614902754,0.7349931063856169,18.75,0.075
within_game,T06,relative-agent-1,relative-agent-2,-0.29134939036443047,-0.12309149097933272,15.0,0.045
within_game,T06,relative-agent-1,relative-agent-3,0.016282240225645887,0.11941628680530642,11.666666666666666,0.035
within_game,T06,relative-agent-2,relative-agent-3,0.87946311893926,0.9095085938862487,3.3333333333333335,0.01
within_game,T07,relative-agent-1,relative-agent-2,0.7163014652744626,0.6467181814331598,25.0,0.1
within_game,T07,relative-agent-1,relative-agent-3,0.8917402184963682,0.9047619047619048,13.75,0.055
within_game,T07,relative-agent-2,relative-agent-3,0.8559723484772176,0.730552019767088,21.25,0.085
within_game,T08,relative-agent-1,relative-agent-2,0.975427661834745,0.9639253854237597,6.25,0.025
within_game,T08,relative-agent-1,relative-agent-3,0.9750900851982865,0.9700772721497398,18.75,0.075
within_game,T08,relative-agent-2,relative-agent-3,0.9849347043749073,0.9697147791310179,17.5,0.07
within_game,T09,relative-agent-1,relative-agent-2,-0.4564354645876384,-0.4294778451936667,11.25,0.045
within_game,T09,relative-agent-1,relative-agent-3,-0.2927700218845599,-0.22507034547615992,12.5,0.05
within_game,T09,relative-agent-2,relative-agent-3,0.9354143466934853,0.9207368843792509,2.5,0.01
within_game,T10,relative-agent-1,relative-agent-2,0.9514337497716854,0.8857142857142858,23.333333333333332,0.07
within_game,T10,relative-agent-1,relative-agent-3,0.9625091135620853,0.8857142857142858,20.0,0.06
within_game,T10,relative-agent-2,relative-agent-3,0.9906514586148188,1.0,8.333333333333334,0.025
within_game,T11,relative-agent-1,relative-agent-2,0.9745912499142517,0.942857142857143,10.0,0.03
within_game,T11,relative-agent-1,relative-agent-3,0.7318137932827518,0.4638168285219587,28.333333333333332,0.085
within_game,T11,relative-agent-2,relative-agent-3,0.7928562076926596,0.550782483869826,36.666666666666664,0.11
within_game,T12,relative-agent-1,relative-agent-2,0.9317054885374947,0.8263621207201486,16.25,0.065
within_game,T12,relative-agent-1,relative-agent-3,0.8929023588635132,0.6946232319096901,17.5,0.07
within_game,T12,relative-agent-2,relative-agent-3,0.8324618449967851,0.6190476190476191,17.5,0.07
