StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,Q_DataPolicyViolations
2026-04-20 10:07:19,2026-04-20 10:10:07,0,,100,167,1,2026-04-20 10:10:07,R_215VhSVrTzmLomm,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.118,0,6.5,11.856,17.2,4,"I chose $2 because if it is tripled, it will be the same amount that I started with.",4.853,10.665,12,2,,,,,,,,,0,0,0.212,0,0,4,572bac993437df0008444fba,69e5fac5e53c699ee74f7d2d,69e5eb933e3c8016d3f8510e,2,"I chose $2 because if it is tripled, it will be the same amount that I started with.",2,,1,
2026-04-20 10:06:43,2026-04-20 10:10:10,0,,100,206,1,2026-04-20 10:10:10,R_5GcZbt8KV3gRhOj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.008,0,8.092,8.092,9.579,1,"The money was given to me freely, so I wanted to share at least half of it with someone else. I am also satisfied with my bonus even if the other player chooses not to send any of the multiplied money back.",6.226,6.226,7.853,1,,,,,7.7,7.7,10.327,1,0,0,0.208,0,0,3,60f2a2b4932fed5326988e0f,69e5faa89660a0e48fd81af4,69e5eb933e3c8016d3f8510e,3,"The money was given to me freely, so I wanted to share at least half of it with someone else. I am also satisfied with my bonus even if the other player chooses not to send any of the multiplied money back.",0,0,1,
2026-04-20 10:07:49,2026-04-20 10:10:16,0,,100,146,1,2026-04-20 10:10:17,R_7zrfchCmxzbNIVb,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.017,0,7.679,7.679,11.11,1,I do not want to risk the other player keeping all of the money for themselves. I would prefer to just keep what I have. ,,,,,12.775,12.775,14.161,1,5.018,5.018,6.088,1,0,0,0.215,0,0,6,6711dd926b91eb0fcf53810c,69e5faed6ebe1c34aca951ff,69e5eb933e3c8016d3f8510e,0,I do not want to risk the other player keeping all of the money for themselves. I would prefer to just keep what I have. ,0,1,1,
2026-04-20 10:05:40,2026-04-20 10:10:41,0,,100,300,1,2026-04-20 10:10:41,R_51FLtsxAQ0X7dRW,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.005,0,0,0,11.379,0,I chose to send $3 because I felt that was an even way to split the money.,0,0,10.154,0,,,,,0,0,9.538,0,0,0,0.205,0,0,3,5dd26f3f5a40f228b768d3e4,69e5fa65543f3a9bcf4f7d10,69e5eb933e3c8016d3f8510e,3,I chose to send $3 because I felt that was an even way to split the money.,3,3,1,
2026-04-20 10:08:24,2026-04-20 10:10:48,0,,100,143,1,2026-04-20 10:10:48,R_2IIrCvmmYrSSb0l,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.12,0,2.254,12.054,13.627,5,Bit of a gamble but it is the best chance of both me and them getting the highest amount so lets hope they are a team player,8.105,8.105,10.01,1,,,,,7.714,13.617,14.613,5,0,0,0.219,0,0,0,5c36701dbef9a20001e36b89,69e5fb0f4b9f8ae3b91b9d21,69e5eb933e3c8016d3f8510e,6,Bit of a gamble but it is the best chance of both me and them getting the highest amount so lets hope they are a team player,9,3,1,
2026-04-20 10:08:33,2026-04-20 10:11:00,0,,100,146,1,2026-04-20 10:11:00,R_8rCAe1CeRYq5lp1,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.008,0,4.261,39.972,40.897,4,so we end up with similar amounts. i;d hope they send back 50p se we end up with the same,2.503,5.793,6.891,2,,,,,,,,,0,0,0.209,0,0,4,60fea505c8796961a71b67d9,69e5fb1a9380a3063c3a3b74,69e5eb933e3c8016d3f8510e,2,so we end up with similar amounts. i;d hope they send back 50p se we end up with the same,0.5,,1,
2026-04-20 10:07:21,2026-04-20 10:11:00,0,,100,218,1,2026-04-20 10:11:00,R_24HOnWiKc14IN0n,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.01,0,18.444,34.452,35.832,3,"Player 2 still ends up with more money than myself, but keeping $4 means I don't feel too hard done by with this decision. It felt like a fair choice.",8.991,9.935,15.208,3,,,,,,,,,0,0,0.216,0,0,4,60188eb2eaec9e169fcc94a4,69e5fa8e76fb67ca6e54b83a,69e5eb933e3c8016d3f8510e,2,"Player 2 still ends up with more money than myself, but keeping $4 means I don't feel too hard done by with this decision. It felt like a fair choice.",1,,1,
2026-04-20 10:08:01,2026-04-20 10:11:02,0,,100,181,1,2026-04-20 10:11:03,R_1efy7S9gfQQkGFr,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.022,0,2.614,6.878,10.482,2,"I only sent $2 because that amount will triple to $6, which will give them $6 and leave me with $4.",15.164,17.372,18.088,2,,,,,,,,,0,0,0.211,0,0,4,6716f188b131fa30ab5365c2,69e5faf959387b8eabe58160,69e5eb933e3c8016d3f8510e,2,"I only sent $2 because that amount will triple to $6, which will give them $6 and leave me with $4.",1,,1,
2026-04-20 10:08:04,2026-04-20 10:11:09,0,,100,184,1,2026-04-20 10:11:09,R_2ds8qpePbj8Dmxj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.108,0,11.164,11.524,12.742,2,i've sent it all in hopes that they send me half back therefore we both end up with more money than if i'd just worked it out how to make it equal. The amount would be a lot less. Hoping on the kindness of someone else ,4.565,15.104,16.663,5,,,,,4.969,21.103,22.78,4,0,0,0.213,0,0,0,60fd10c732b8b8975b595649,69e5fb00084e05d60e0f853f,69e5eb933e3c8016d3f8510e,6,i've sent it all in hopes that they send me half back therefore we both end up with more money than if i'd just worked it out how to make it equal. The amount would be a lot less. Hoping on the kindness of someone else ,9,1,1,
2026-04-20 10:07:09,2026-04-20 10:11:09,0,,100,240,1,2026-04-20 10:11:10,R_1epz3DLQNGklu6d,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.109,0,7.859,10.784,28.179,3,"I want to trust they would be fair, and we could both profit well",3.484,14.757,20.031,3,,,,,7.512,33.936,36.331,3,0,0,0.206,0,0,0,69ce7d2297b4750b47987000,69e5fa76d1f340ddf51bc02a,69e5eb933e3c8016d3f8510e,6,"I want to trust they would be fair, and we could both profit well",9,1,1,
2026-04-20 10:07:30,2026-04-20 10:11:11,0,,100,220,1,2026-04-20 10:11:11,R_61iOGev3cuBr3Hu,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.026,0,6.267,6.267,13.533,1,Because I hope my partner is decent enough to split it in half with me. My partner got a lot of cash he wouldn't have gotten if I hadn't taken a chance and trusted him or her.,6.791,6.791,9.698,1,,,,,6.432,9.602,15.382,3,0,0,0.222,0,0,0,60ff2c3d915d23318b73ae8d,69e5facb498c0b7c8cd8902b,69e5eb933e3c8016d3f8510e,6,Because I hope my partner is decent enough to split it in half with me. My partner got a lot of cash he wouldn't have gotten if I hadn't taken a chance and trusted him or her.,9,3,1,
2026-04-20 10:05:58,2026-04-20 10:11:21,0,,100,323,1,2026-04-20 10:11:22,R_5gB3GL4Sf6Hi1yN,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.109,0,18.987,32.579,44.168,3,I was trying to split it so we could have near the same amount.,14.414,16.717,22.763,3,,,,,,,,,0,0,0.206,0,0,4,69c8f3b004d0bc57c8228a6b,69e5fa7ed01967926f46a18a,69e5eb933e3c8016d3f8510e,2,I was trying to split it so we could have near the same amount.,1,,1,
2026-04-20 10:07:13,2026-04-20 10:11:47,0,,100,274,1,2026-04-20 10:11:48,R_1XqInlFbDmb1wRj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.107,0,1.782,14.262,18.7,8,"I figured if they sent nothing back, then I still get something out of it.",6.96,16.552,17.793,2,,,,,7.798,7.798,8.821,1,0,0,0.21,0,0,3,5cbcfce214b3cb0015f03471,69e5fac7c568adb591814214,69e5eb933e3c8016d3f8510e,3,"I figured if they sent nothing back, then I still get something out of it.",3,1,1,
2026-04-20 10:09:46,2026-04-20 10:12:02,0,,100,136,1,2026-04-20 10:12:03,R_2eCtLm8g5YqpUtj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.109,0,5.804,5.804,9.47,1,I THOUGHT THAT WAS A RESAONABLE SUM.,5.764,9.31,11.4,2,,,,,,,,,0,0,0.205,0,0,4,5707c88f374137000fbc5aec,69e5fb610f0efc8bb1856f26,69e5eb933e3c8016d3f8510e,2,I THOUGHT THAT WAS A RESAONABLE SUM.,2,,1,
2026-04-20 10:07:39,2026-04-20 10:12:08,0,,100,269,1,2026-04-20 10:12:09,R_6f9xXGECnAkdFD1,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.008,0,15.849,26.421,28.457,14,I'm trying to see how much I can get in the end. ,14.745,30.329,33.371,27,,,,,9.223,11.798,13.41,4,0,0,0.216,0,0,5.5,69430284205acb2aae3c0c93,69e5fae42262a0810ac34593,69e5eb933e3c8016d3f8510e,0.5,I'm trying to see how much I can get in the end. ,0.5,1,1,
2026-04-20 10:07:25,2026-04-20 10:12:26,0,,100,300,1,2026-04-20 10:12:26,R_24yNuVQxWle8ykN,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.011,0,21.542,21.542,26.034,1,If they see that I sent a lot they will trust me and we will make a lot of money.,22.825,26.228,32.117,2,,,,,26.511,26.511,31.14,1,0,0,0.215,0,0,0,5ba60abd9629a90001b36fdc,69e5fad896d7b002160a6f4a,69e5eb933e3c8016d3f8510e,6,If they see that I sent a lot they will trust me and we will make a lot of money.,9,3,1,
2026-04-20 10:06:12,2026-04-20 10:12:48,0,,100,396,1,2026-04-20 10:12:49,R_2KJXjDPIuCu8Mmt,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,5.483,22.67,25.277,3,i calculated the amount that player 2 would recieve and hoped player two would reimburse me a fair amount.,86.581,92.822,94.588,2,,,,,9.451,14.992,16.634,2,0,0,0.208,0,0,3.5,5cd47eac121337001afb9e96,69e5fa874a02d74ad4417e90,69e5eb933e3c8016d3f8510e,2.5,i calculated the amount that player 2 would recieve and hoped player two would reimburse me a fair amount.,2,1,1,
2026-04-20 10:06:52,2026-04-20 10:13:21,0,,100,388,1,2026-04-20 10:13:21,R_8CwBbxuzMvH2AUN,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.015,0,13.273,17.173,18.831,3,"It seemed to be a fair amount that would allow the other person to make a comprehensive decision on how much, if any, to return, while retaining some money in case the other person decided not to send any funds back.",24.585,29.45,30.964,2,,,,,13.897,20.229,21.7,2,0,0,0.203,0,0,3,5fa80de9f8f2695ee7e4f245,69e5fab07551ce72fc768e5d,69e5eb933e3c8016d3f8510e,3,"It seemed to be a fair amount that would allow the other person to make a comprehensive decision on how much, if any, to return, while retaining some money in case the other person decided not to send any funds back.",3,2,1,
2026-04-20 10:07:22,2026-04-20 10:13:28,0,,100,366,1,2026-04-20 10:13:29,R_5IY4bsou88Uooq5,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.131,0,8.878,12.569,21.969,4,"If player 2 is cool, he will send half of the $6 he earns back, and I will have a potential extra dollar bonus. If not, the $4 will still be a good potential bonus. I will do okay either way, and the other player will either be cool or a greedy sap.",8.034,12.113,13.902,2,,,,,,,,,0,0,0.211,0,0,4,5e87b4d3e28032100ce68eec,69e5face93c071e7b976fbca,69e5eb933e3c8016d3f8510e,2,"If player 2 is cool, he will send half of the $6 he earns back, and I will have a potential extra dollar bonus. If not, the $4 will still be a good potential bonus. I will do okay either way, and the other player will either be cool or a greedy sap.",3,,1,
2026-04-20 10:08:58,2026-04-20 10:13:41,0,,100,283,1,2026-04-20 10:13:42,R_2dk53rCzdtFRotz,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.014,0,35.716,37.764,40.887,3,"I generally think the best of people and think the majority of people will act fairly. If I send the full 6, player 2 will receive 18 and I am hoping they will send 9 back. It is a gamble but one that I was prepared to take as it is a small amount of money to risk. ",6.06,6.06,7.201,1,,,,,36.649,40.674,47.489,2,0,0,0.108,0,0,0,6665a9d6028c2fb836001d5c,69e5fb32218fca5b6120f755,69e5eb933e3c8016d3f8510e,6,"I generally think the best of people and think the majority of people will act fairly. If I send the full 6, player 2 will receive 18 and I am hoping they will send 9 back. It is a gamble but one that I was prepared to take as it is a small amount of money to risk. ",9,1,1,
2026-04-20 10:06:58,2026-04-20 10:14:21,0,,100,443,1,2026-04-20 10:14:22,R_5aiyDnRXgwLryXD,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.116,0,17.633,20.276,22.598,3,I like sharing things in half so as to spread love and joy.,14.061,19.184,21.103,3,,,,,11.084,11.084,13.091,1,0,0,0.205,0,0,3,69dc091cbdbd6c8082e3d2d5,69e5fabaa389f0f2f93e65d8,69e5eb933e3c8016d3f8510e,3,I like sharing things in half so as to spread love and joy.,2.5,2.5,1,
2026-04-20 10:09:27,2026-04-20 10:14:31,0,,100,303,1,2026-04-20 10:14:31,R_8EbggDOtErlt4Q8,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.122,0,2.049,3.75,9.08,2,"If i send them 1.5, theyll receive 4.50 because of the 3x multiplier. I will then remain on 4.50 and theyll have 4.50. Seems fair. They may send me some back btu i doubt it so this way, we both remain on 4.50.",3.412,5.055,7.478,2,,,,,6.075,8.254,9.2,4,0,0,0.11,0,0,4.5,69cbcb9a5c8b56847e4ebda5,69e5fac8e38d1b98dd0a289b,69e5eb933e3c8016d3f8510e,1.5,"If i send them 1.5, theyll receive 4.50 because of the 3x multiplier. I will then remain on 4.50 and theyll have 4.50. Seems fair. They may send me some back btu i doubt it so this way, we both remain on 4.50.",0,0,1,
2026-04-20 10:07:22,2026-04-20 10:14:45,0,,100,442,1,2026-04-20 10:14:45,R_5JzoKIkeBhWhJI7,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,13.178,15.312,16.338,2,because im putting faith that player 2 is a good person,21.846,30.894,33.424,3,,,,,17.459,18.897,22.8,3,0,0,0.105,0,0,0,69d98ccf1cf87761a02f8587,69e5fac62152905a1d29e8bb,69e5eb933e3c8016d3f8510e,6,because im putting faith that player 2 is a good person,8,6,1,
2026-04-20 10:07:24,2026-04-20 10:17:45,0,,100,620,1,2026-04-20 10:17:45,R_75ToV0k3BBJgyeS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6734c699d11234d19b0be0ec,69e5fad59973305d83772889,69e5eb933e3c8016d3f8510e,,,,,0,
2026-04-20 10:30:31,2026-04-20 10:30:38,0,,100,7,1,2026-04-20 10:30:38,R_6VuR3D5BT5NWFkR,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69cb07b8b889296876c0875e,69e6003ea8696b2f527c83ff,69e5eb933e3c8016d3f8510e,,,,,0,
2026-04-20 10:29:45,2026-04-20 10:32:08,0,,100,142,1,2026-04-20 10:32:08,R_71S2V07eQfTxfFy,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.009,0,11.532,14.665,21.202,5,It is a fair amount because it will be tripled.  They will then end up having more than me if they choose not to send anything back.,3.518,5.117,7.843,3,,,,,,,,,0,0,0.207,0,0,4,608349d97d46ab71fc6c7111,69e600111193cfcce8de7369,69e5eb933e3c8016d3f8510e,2,It is a fair amount because it will be tripled.  They will then end up having more than me if they choose not to send anything back.,1,,1,
2026-04-20 10:30:30,2026-04-20 10:32:23,0,,100,112,1,2026-04-20 10:32:24,R_8wb2U8TWki5XoB3,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.108,0,3.697,6.161,12.907,3,So myself and the other participant will receive the same amount.,4.269,4.269,5.411,1,,,,,5.72,5.72,8.206,1,0,0,0.216,0,0,4.5,62d6d791bb6448ae52929ebd,69e6003fa0ad478a523b99e2,69e5eb933e3c8016d3f8510e,1.5,So myself and the other participant will receive the same amount.,0,1,1,
2026-04-20 10:30:38,2026-04-20 10:32:57,0,,100,138,1,2026-04-20 10:32:57,R_6Cku7csYQnKcLmR,,,,,,,anonymous,EN,1,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69ca21e8059ce6bee25c12ef,69e6003d449e23023d968fa6,69e5eb933e3c8016d3f8510e,,,,,1,
2026-04-20 10:30:55,2026-04-20 10:33:10,0,,100,134,1,2026-04-20 10:33:10,R_5olNUoqGBh8Q9e9,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.008,0,2.986,3.844,11.433,2,"Because that's what I'd want the other participant to do if they were player 1, so I could send half back and maximize both of our earnings.",2.672,5.66,6.578,3,,,,,4.863,10.527,11.865,3,0,0,0.204,0,0,0,611d7da2640a2e31818c3e18,69e60053ab335966ee30ab0e,69e5eb933e3c8016d3f8510e,6,"Because that's what I'd want the other participant to do if they were player 1, so I could send half back and maximize both of our earnings.",6,2,1,
2026-04-20 10:30:30,2026-04-20 10:33:10,0,,100,159,1,2026-04-20 10:33:11,R_8chf0zfqOtlXSqe,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.109,0,6.42,9.644,10.879,2,"It seems a fair amount, half of what I was allocated. Then it's up to Player 2 as to how fair they want to be.",9.228,9.228,12.127,1,,,,,8.943,8.943,10.379,1,0,0,0.204,0,0,3,5ef352ac6182fb0853b532c7,69e6003fb9e70afe4ff2df31,69e5eb933e3c8016d3f8510e,3,"It seems a fair amount, half of what I was allocated. Then it's up to Player 2 as to how fair they want to be.",3,2,1,
