set,context,vignette_id,rating
1,BONUS,CL8,8
1,BONUS,SH6,8
1,BONUS,SL1,10
1,BONUS,MH3,15
1,BONUS,SL8,8
1,BONUS,CH8,8
1,BONUS,SH7,10
1,BONUS,CL4,8
1,BONUS,SL4,8
1,BONUS,ML1,45
1,BONUS,MH1,60
1,BONUS,MH8,60
1,BONUS,ML2,48
1,BONUS,CL2,8
1,BONUS,ML7,52
1,BONUS,SH1,10
1,BONUS,CH1,10
1,BONUS,ML3,40
1,BONUS,CH7,8
1,BONUS,CH3,8
1,BONUS,SL7,8
1,BONUS,CL6,8
1,BONUS,MH7,72
1,BONUS,SL3,8
1,BONUS,SH5,8
1,BONUS,MH5,82
1,BONUS,ML6,32
1,BONUS,CL1,8
1,BONUS,SH2,8
1,BONUS,MH2,25
1,BONUS,CL7,8
1,M-UG,ML5,15
1,M-UG,CH6,12
1,M-UG,CH5,12
1,M-UG,CH4,20
1,M-UG,SH4,40
1,M-UG,MH6,18
1,M-UG,MH4,15
1,M-UG,CL5,10
1,M-UG,SL2,12
1,M-UG,CL3,10
1,M-UG,SH3,55
1,M-UG,SL6,30
1,M-UG,SH8,52
1,M-UG,ML8,20
1,M-UG,CH2,12
1,M-UG,SL5,18
1,M-UG,ML4,8
1,M-UG,CL8,12
1,M-UG,SH6,55
1,M-UG,SL1,10
1,M-UG,MH3,10
1,M-UG,SL8,25
1,M-UG,CH8,12
1,M-UG,SH7,45
1,M-UG,CL4,35
1,M-UG,SL4,48
1,M-UG,ML1,8
1,M-UG,MH1,10
1,M-UG,MH8,12
1,M-UG,ML2,12
1,M-UG,CL2,8
1,M-UG,ML7,12
1,M-UG,SH1,22
1,M-UG,CH1,10
1,M-UG,ML3,8
1,M-UG,CH7,30
1,M-UG,CH3,10
1,M-UG,SL7,20
1,M-UG,CL6,12
1,M-UG,MH7,15
1,M-UG,SL3,52
1,M-UG,SH5,42
1,M-UG,MH5,15
1,M-UG,ML6,15
1,M-UG,CL1,10
1,M-UG,SH2,25
1,M-UG,MH2,10
1,M-UG,CL7,25
1,C-KW,ML5,42
1,C-KW,CH6,15
1,C-KW,CH5,12
1,C-KW,CH4,12
1,C-KW,SH4,10
1,C-KW,MH6,30
1,C-KW,MH4,58
1,C-KW,CL5,12
1,C-KW,SL2,10
1,C-KW,CL3,12
1,C-KW,SH3,22
1,C-KW,SL6,12
1,C-KW,SH8,12
1,C-KW,ML8,42
1,C-KW,CH2,12
1,C-KW,SL5,15
1,C-KW,ML4,32
1,C-KW,CL8,10
1,C-KW,SH6,12
1,C-KW,SL1,22
1,C-KW,MH3,25
1,C-KW,SL8,10
1,C-KW,CH8,12
1,C-KW,SH7,15
1,C-KW,CL4,12
1,C-KW,SL4,12
1,C-KW,ML1,48
1,C-KW,MH1,48
1,C-KW,MH8,50
1,C-KW,ML2,55
1,C-KW,CL2,10
1,C-KW,ML7,50
1,C-KW,SH1,20
1,C-KW,CH1,12
1,C-KW,ML3,55
1,C-KW,CH7,12
1,C-KW,CH3,12
1,C-KW,SL7,12
1,C-KW,CL6,12
1,C-KW,MH7,45
1,C-KW,SL3,15
1,C-KW,SH5,15
1,C-KW,MH5,45
1,C-KW,ML6,35
1,C-KW,CL1,12
1,C-KW,SH2,12
1,C-KW,MH2,30
1,C-KW,CL7,12
1,AID,ML5,20
1,AID,CH6,8
1,AID,CH5,8
1,AID,CH4,8
1,AID,SH4,5
1,AID,MH6,40
1,AID,MH4,42
1,AID,CL5,8
1,AID,SL2,8
1,AID,CL3,10
1,AID,SH3,8
1,AID,SL6,8
1,AID,SH8,8
1,AID,ML8,22
1,AID,CH2,8
1,AID,SL5,8
1,AID,ML4,45
1,AID,CL8,8
1,AID,SH6,8
1,AID,SL1,25
1,AID,MH3,30
1,AID,SL8,8
1,AID,CH8,8
1,AID,SH7,8
1,AID,CL4,8
1,AID,SL4,8
1,AID,ML1,48
1,AID,MH1,32
1,AID,MH8,30
1,AID,ML2,35
1,AID,CL2,10
1,AID,ML7,32
1,AID,SH1,15
1,AID,CH1,8
1,AID,ML3,62
1,AID,CH7,8
1,AID,CH3,10
1,AID,SL7,8
1,AID,CL6,8
1,AID,MH7,22
1,AID,SL3,8
1,AID,SH5,8
1,AID,MH5,28
1,AID,ML6,42
1,AID,CL1,8
1,AID,SH2,8
1,AID,MH2,55
1,AID,CL7,8
1,C-TG,ML5,12
1,C-TG,CH6,40
1,C-TG,CH5,42
1,C-TG,CH4,45
1,C-TG,SH4,40
1,C-TG,MH6,12
1,C-TG,MH4,20
1,C-TG,CL5,40
1,C-TG,SL2,25
1,C-TG,CL3,52
1,C-TG,SH3,15
1,C-TG,SL6,35
1,C-TG,SH8,22
1,C-TG,ML8,12
1,C-TG,CH2,48
1,C-TG,SL5,35
1,C-TG,ML4,25
1,C-TG,CL8,38
1,C-TG,SH6,25
1,C-TG,SL1,30
1,C-TG,MH3,25
1,C-TG,SL8,30
1,C-TG,CH8,42
1,C-TG,SH7,20
1,C-TG,CL4,58
1,C-TG,SL4,40
1,C-TG,ML1,20
1,C-TG,MH1,12
1,C-TG,MH8,12
1,C-TG,ML2,10
1,C-TG,CL2,42
1,C-TG,ML7,12
1,C-TG,SH1,30
1,C-TG,CH1,48
1,C-TG,ML3,12
1,C-TG,CH7,42
1,C-TG,CH3,55
1,C-TG,SL7,38
1,C-TG,CL6,45
1,C-TG,MH7,12
1,C-TG,SL3,30
1,C-TG,SH5,30
1,C-TG,MH5,12
1,C-TG,ML6,12
1,C-TG,CL1,52
1,C-TG,SH2,30
1,C-TG,MH2,25
1,C-TG,CL7,45
1,M-TG,ML5,12
1,M-TG,CH6,38
1,M-TG,CH5,35
1,M-TG,CH4,42
1,M-TG,SH4,35
1,M-TG,MH6,12
1,M-TG,MH4,15
1,M-TG,CL5,35
1,M-TG,SL2,20
1,M-TG,CL3,42
1,M-TG,SH3,18
1,M-TG,SL6,45
1,M-TG,SH8,22
1,M-TG,ML8,12
1,M-TG,CH2,40
1,M-TG,SL5,30
1,M-TG,ML4,20
1,M-TG,CL8,35
1,M-TG,SH6,48
1,M-TG,SL1,25
1,M-TG,MH3,20
1,M-TG,SL8,45
1,M-TG,CH8,35
1,M-TG,SH7,25
1,M-TG,CL4,68
1,M-TG,SL4,45
1,M-TG,ML1,15
1,M-TG,MH1,12
1,M-TG,MH8,12
1,M-TG,ML2,10
1,M-TG,CL2,35
1,M-TG,ML7,12
1,M-TG,SH1,25
1,M-TG,CH1,42
1,M-TG,ML3,12
1,M-TG,CH7,45
1,M-TG,CH3,45
1,M-TG,SL7,35
1,M-TG,CL6,40
1,M-TG,MH7,12
1,M-TG,SL3,40
1,M-TG,SH5,38
1,M-TG,MH5,12
1,M-TG,ML6,12
1,M-TG,CL1,45
1,M-TG,SH2,28
1,M-TG,MH2,20
1,M-TG,CL7,52
1,M-LT,ML5,15
1,M-LT,CH6,12
1,M-LT,CH5,12
1,M-LT,CH4,20
1,M-LT,SH4,40
1,M-LT,MH6,18
1,M-LT,MH4,15
1,M-LT,CL5,10
1,M-LT,SL2,12
1,M-LT,CL3,10
1,M-LT,SH3,55
1,M-LT,SL6,30
1,M-LT,SH8,55
1,M-LT,ML8,20
1,M-LT,CH2,12
1,M-LT,SL5,18
1,M-LT,ML4,8
1,M-LT,CL8,12
1,M-LT,SH6,58
1,M-LT,SL1,10
1,M-LT,MH3,10
1,M-LT,SL8,25
1,M-LT,CH8,12
1,M-LT,SH7,45
1,M-LT,CL4,35
1,M-LT,SL4,48
1,M-LT,ML1,8
1,M-LT,MH1,10
1,M-LT,MH8,12
1,M-LT,ML2,12
1,M-LT,CL2,8
1,M-LT,ML7,12
1,M-LT,SH1,22
1,M-LT,CH1,10
1,M-LT,ML3,8
1,M-LT,CH7,32
1,M-LT,CH3,10
1,M-LT,SL7,20
1,M-LT,CL6,12
1,M-LT,MH7,15
1,M-LT,SL3,52
1,M-LT,SH5,45
1,M-LT,MH5,15
1,M-LT,ML6,15
1,M-LT,CL1,10
1,M-LT,SH2,25
1,M-LT,MH2,10
1,M-LT,CL7,25
1,M-KW,ML5,15
1,M-KW,CH6,12
1,M-KW,CH5,12
1,M-KW,CH4,20
1,M-KW,SH4,40
1,M-KW,MH6,18
1,M-KW,MH4,15
1,M-KW,CL5,10
1,M-KW,SL2,12
1,M-KW,CL3,10
1,M-KW,SH3,55
1,M-KW,SL6,30
1,M-KW,SH8,55
1,M-KW,ML8,20
1,M-KW,CH2,12
1,M-KW,SL5,18
1,M-KW,ML4,8
1,M-KW,CL8,12
1,M-KW,SH6,58
1,M-KW,SL1,10
1,M-KW,MH3,10
1,M-KW,SL8,25
1,M-KW,CH8,12
1,M-KW,SH7,45
1,M-KW,CL4,35
1,M-KW,SL4,48
1,M-KW,ML1,8
1,M-KW,MH1,10
1,M-KW,MH8,12
1,M-KW,ML2,12
1,M-KW,CL2,8
1,M-KW,ML7,12
1,M-KW,SH1,22
1,M-KW,CH1,10
1,M-KW,ML3,8
1,M-KW,CH7,32
1,M-KW,CH3,10
1,M-KW,SL7,20
1,M-KW,CL6,12
1,M-KW,MH7,15
1,M-KW,SL3,52
1,M-KW,SH5,45
1,M-KW,MH5,15
1,M-KW,ML6,15
1,M-KW,CL1,10
1,M-KW,SH2,25
1,M-KW,MH2,10
1,M-KW,CL7,25
2,C-UG,MH2,30
2,C-UG,CH5,12
2,C-UG,MH8,45
2,C-UG,CL7,12
2,C-UG,ML2,48
2,C-UG,ML4,30
2,C-UG,MH3,20
2,C-UG,CL3,12
2,C-UG,ML3,50
2,C-UG,CH7,12
2,C-UG,CH4,12
2,C-UG,CH8,12
2,C-UG,SH7,12
2,C-UG,CH1,12
2,C-UG,ML6,25
2,C-UG,SL2,12
2,C-UG,CL2,12
2,C-UG,ML1,40
2,C-UG,CL5,12
2,C-UG,CL6,10
2,C-UG,CL4,18
2,C-UG,SL6,12
2,C-UG,ML5,42
2,C-UG,CL1,10
2,C-UG,MH6,28
2,C-UG,SL7,10
2,C-UG,SL3,18
2,C-UG,CH3,12
2,C-UG,SL8,10
2,C-UG,SH5,10
2,C-UG,CH2,12
2,C-UG,MH7,40
2,C-UG,SL5,10
2,C-UG,MH5,42
2,C-UG,SH2,10
2,C-UG,MH4,60
2,C-UG,ML8,40
2,C-UG,MH1,38
2,C-UG,SH3,15
2,C-UG,SL1,12
2,C-UG,SH8,10
2,C-UG,ML7,45
2,C-UG,SL4,15
2,C-UG,SH6,10
2,C-UG,CL8,10
2,C-UG,SH4,10
2,C-UG,SH1,12
2,C-UG,CH6,10
2,C-TG,MH2,20
2,C-TG,CH5,30
2,C-TG,MH8,15
2,C-TG,CL7,40
2,C-TG,ML2,10
2,C-TG,ML4,22
2,C-TG,MH3,20
2,C-TG,CL3,42
2,C-TG,ML3,12
2,C-TG,CH7,35
2,C-TG,CH4,38
2,C-TG,CH8,35
2,C-TG,SH7,22
2,C-TG,CH1,38
2,C-TG,ML6,10
2,C-TG,SL2,18
2,C-TG,CL2,35
2,C-TG,ML1,20
2,C-TG,CL5,35
2,C-TG,CL6,30
2,C-TG,CL4,55
2,C-TG,SL6,40
2,C-TG,ML5,12
2,C-TG,CL1,35
2,C-TG,MH6,12
2,C-TG,SL7,30
2,C-TG,SL3,30
2,C-TG,CH3,45
2,C-TG,SL8,30
2,C-TG,SH5,30
2,C-TG,CH2,40
2,C-TG,MH7,12
2,C-TG,SL5,32
2,C-TG,MH5,12
2,C-TG,SH2,30
2,C-TG,MH4,15
2,C-TG,ML8,12
2,C-TG,MH1,12
2,C-TG,SH3,20
2,C-TG,SL1,22
2,C-TG,SH8,22
2,C-TG,ML7,12
2,C-TG,SL4,35
2,C-TG,SH6,25
2,C-TG,CL8,32
2,C-TG,SH4,30
2,C-TG,SH1,42
2,C-TG,CH6,38
2,M-LT,MH2,5
2,M-LT,CH5,15
2,M-LT,MH8,12
2,M-LT,CL7,30
2,M-LT,ML2,8
2,M-LT,ML4,5
2,M-LT,MH3,10
2,M-LT,CL3,10
2,M-LT,ML3,8
2,M-LT,CH7,30
2,M-LT,CH4,32
2,M-LT,CH8,20
2,M-LT,SH7,30
2,M-LT,CH1,18
2,M-LT,ML6,12
2,M-LT,SL2,12
2,M-LT,CL2,15
2,M-LT,ML1,5
2,M-LT,CL5,20
2,M-LT,CL6,20
2,M-LT,CL4,35
2,M-LT,SL6,40
2,M-LT,ML5,15
2,M-LT,CL1,15
2,M-LT,MH6,15
2,M-LT,SL7,20
2,M-LT,SL3,42
2,M-LT,CH3,12
2,M-LT,SL8,40
2,M-LT,SH5,40
2,M-LT,CH2,20
2,M-LT,MH7,12
2,M-LT,SL5,20
2,M-LT,MH5,12
2,M-LT,SH2,25
2,M-LT,MH4,8
2,M-LT,ML8,15
2,M-LT,MH1,10
2,M-LT,SH3,45
2,M-LT,SL1,15
2,M-LT,SH8,50
2,M-LT,ML7,10
2,M-LT,SL4,42
2,M-LT,SH6,55
2,M-LT,CL8,18
2,M-LT,SH4,25
2,M-LT,SH1,30
2,M-LT,CH6,20
2,M-TG,MH2,10
2,M-TG,CH5,25
2,M-TG,MH8,15
2,M-TG,CL7,42
2,M-TG,ML2,8
2,M-TG,ML4,18
2,M-TG,MH3,15
2,M-TG,CL3,40
2,M-TG,ML3,10
2,M-TG,CH7,40
2,M-TG,CH4,40
2,M-TG,CH8,32
2,M-TG,SH7,20
2,M-TG,CH1,38
2,M-TG,ML6,10
2,M-TG,SL2,15
2,M-TG,CL2,30
2,M-TG,ML1,12
2,M-TG,CL5,35
2,M-TG,CL6,32
2,M-TG,CL4,60
2,M-TG,SL6,45
2,M-TG,ML5,15
2,M-TG,CL1,35
2,M-TG,MH6,15
2,M-TG,SL7,28
2,M-TG,SL3,32
2,M-TG,CH3,42
2,M-TG,SL8,38
2,M-TG,SH5,32
2,M-TG,CH2,42
2,M-TG,MH7,15
2,M-TG,SL5,32
2,M-TG,MH5,15
2,M-TG,SH2,28
2,M-TG,MH4,12
2,M-TG,ML8,15
2,M-TG,MH1,12
2,M-TG,SH3,25
2,M-TG,SL1,22
2,M-TG,SH8,30
2,M-TG,ML7,12
2,M-TG,SL4,45
2,M-TG,SH6,40
2,M-TG,CL8,32
2,M-TG,SH4,32
2,M-TG,SH1,40
2,M-TG,CH6,40
2,C-LT,MH2,35
2,C-LT,CH5,12
2,C-LT,MH8,50
2,C-LT,CL7,10
2,C-LT,ML2,52
2,C-LT,ML4,32
2,C-LT,MH3,20
2,C-LT,CL3,12
2,C-LT,ML3,55
2,C-LT,CH7,10
2,C-LT,CH4,10
2,C-LT,CH8,12
2,C-LT,SH7,12
2,C-LT,CH1,12
2,C-LT,ML6,28
2,C-LT,SL2,12
2,C-LT,CL2,12
2,C-LT,ML1,45
2,C-LT,CL5,10
2,C-LT,CL6,10
2,C-LT,CL4,15
2,C-LT,SL6,12
2,C-LT,ML5,45
2,C-LT,CL1,10
2,C-LT,MH6,32
2,C-LT,SL7,8
2,C-LT,SL3,15
2,C-LT,CH3,12
2,C-LT,SL8,8
2,C-LT,SH5,8
2,C-LT,CH2,12
2,C-LT,MH7,45
2,C-LT,SL5,8
2,C-LT,MH5,45
2,C-LT,SH2,10
2,C-LT,MH4,62
2,C-LT,ML8,45
2,C-LT,MH1,42
2,C-LT,SH3,12
2,C-LT,SL1,15
2,C-LT,SH8,8
2,C-LT,ML7,50
2,C-LT,SL4,12
2,C-LT,SH6,8
2,C-LT,CL8,8
2,C-LT,SH4,8
2,C-LT,SH1,12
2,C-LT,CH6,10
2,AID,MH2,55
2,AID,CH5,8
2,AID,MH8,30
2,AID,CL7,8
2,AID,ML2,40
2,AID,ML4,40
2,AID,MH3,25
2,AID,CL3,8
2,AID,ML3,55
2,AID,CH7,8
2,AID,CH4,8
2,AID,CH8,8
2,AID,SH7,8
2,AID,CH1,8
2,AID,ML6,30
2,AID,SL2,10
2,AID,CL2,10
2,AID,ML1,42
2,AID,CL5,8
2,AID,CL6,8
2,AID,CL4,8
2,AID,SL6,8
2,AID,ML5,25
2,AID,CL1,8
2,AID,MH6,42
2,AID,SL7,6
2,AID,SL3,8
2,AID,CH3,8
2,AID,SL8,6
2,AID,SH5,6
2,AID,CH2,8
2,AID,MH7,25
2,AID,SL5,6
2,AID,MH5,25
2,AID,SH2,8
2,AID,MH4,45
2,AID,ML8,22
2,AID,MH1,35
2,AID,SH3,8
2,AID,SL1,20
2,AID,SH8,6
2,AID,ML7,35
2,AID,SL4,8
2,AID,SH6,6
2,AID,CL8,6
2,AID,SH4,6
2,AID,SH1,15
2,AID,CH6,8
2,BONUS,MH2,12
2,BONUS,CH5,8
2,BONUS,MH8,42
2,BONUS,CL7,8
2,BONUS,ML2,40
2,BONUS,ML4,10
2,BONUS,MH3,8
2,BONUS,CL3,8
2,BONUS,ML3,35
2,BONUS,CH7,8
2,BONUS,CH4,8
2,BONUS,CH8,8
2,BONUS,SH7,10
2,BONUS,CH1,8
2,BONUS,ML6,15
2,BONUS,SL2,8
2,BONUS,CL2,8
2,BONUS,ML1,30
2,BONUS,CL5,8
2,BONUS,CL6,8
2,BONUS,CL4,8
2,BONUS,SL6,8
2,BONUS,ML5,55
2,BONUS,CL1,8
2,BONUS,MH6,15
2,BONUS,SL7,6
2,BONUS,SL3,8
2,BONUS,CH3,8
2,BONUS,SL8,6
2,BONUS,SH5,6
2,BONUS,CH2,10
2,BONUS,MH7,60
2,BONUS,SL5,6
2,BONUS,MH5,65
2,BONUS,SH2,8
2,BONUS,MH4,40
2,BONUS,ML8,58
2,BONUS,MH1,48
2,BONUS,SH3,8
2,BONUS,SL1,10
2,BONUS,SH8,6
2,BONUS,ML7,42
2,BONUS,SL4,8
2,BONUS,SH6,8
2,BONUS,CL8,6
2,BONUS,SH4,8
2,BONUS,SH1,10
2,BONUS,CH6,8
2,C-KW,MH2,35
2,C-KW,CH5,10
2,C-KW,MH8,48
2,C-KW,CL7,10
2,C-KW,ML2,50
2,C-KW,ML4,32
2,C-KW,MH3,20
2,C-KW,CL3,10
2,C-KW,ML3,55
2,C-KW,CH7,10
2,C-KW,CH4,10
2,C-KW,CH8,10
2,C-KW,SH7,12
2,C-KW,CH1,10
2,C-KW,ML6,25
2,C-KW,SL2,12
2,C-KW,CL2,12
2,C-KW,ML1,45
2,C-KW,CL5,10
2,C-KW,CL6,10
2,C-KW,CL4,15
2,C-KW,SL6,12
2,C-KW,ML5,45
2,C-KW,CL1,10
2,C-KW,MH6,30
2,C-KW,SL7,8
2,C-KW,SL3,15
2,C-KW,CH3,10
2,C-KW,SL8,8
2,C-KW,SH5,8
2,C-KW,CH2,10
2,C-KW,MH7,45
2,C-KW,SL5,8
2,C-KW,MH5,45
2,C-KW,SH2,10
2,C-KW,MH4,60
2,C-KW,ML8,45
2,C-KW,MH1,42
2,C-KW,SH3,12
2,C-KW,SL1,15
2,C-KW,SH8,8
2,C-KW,ML7,48
2,C-KW,SL4,12
2,C-KW,SH6,8
2,C-KW,CL8,8
2,C-KW,SH4,8
2,C-KW,SH1,12
2,C-KW,CH6,10
2,M-UG,MH2,8
2,M-UG,CH5,20
2,M-UG,MH8,12
2,M-UG,CL7,40
2,M-UG,ML2,8
2,M-UG,ML4,10
2,M-UG,MH3,12
2,M-UG,CL3,15
2,M-UG,ML3,8
2,M-UG,CH7,35
2,M-UG,CH4,35
2,M-UG,CH8,25
2,M-UG,SH7,30
2,M-UG,CH1,20
2,M-UG,ML6,12
2,M-UG,SL2,12
2,M-UG,CL2,15
2,M-UG,ML1,6
2,M-UG,CL5,25
2,M-UG,CL6,22
2,M-UG,CL4,42
2,M-UG,SL6,45
2,M-UG,ML5,12
2,M-UG,CL1,15
2,M-UG,MH6,15
2,M-UG,SL7,25
2,M-UG,SL3,48
2,M-UG,CH3,15
2,M-UG,SL8,40
2,M-UG,SH5,42
2,M-UG,CH2,20
2,M-UG,MH7,12
2,M-UG,SL5,25
2,M-UG,MH5,12
2,M-UG,SH2,25
2,M-UG,MH4,10
2,M-UG,ML8,15
2,M-UG,MH1,12
2,M-UG,SH3,50
2,M-UG,SL1,15
2,M-UG,SH8,52
2,M-UG,ML7,12
2,M-UG,SL4,45
2,M-UG,SH6,55
2,M-UG,CL8,20
2,M-UG,SH4,28
2,M-UG,SH1,32
2,M-UG,CH6,22
2,M-KW,MH2,5
2,M-KW,CH5,15
2,M-KW,MH8,12
2,M-KW,CL7,30
2,M-KW,ML2,8
2,M-KW,ML4,5
2,M-KW,MH3,10
2,M-KW,CL3,10
2,M-KW,ML3,8
2,M-KW,CH7,30
2,M-KW,CH4,32
2,M-KW,CH8,20
2,M-KW,SH7,28
2,M-KW,CH1,18
2,M-KW,ML6,12
2,M-KW,SL2,12
2,M-KW,CL2,15
2,M-KW,ML1,5
2,M-KW,CL5,20
2,M-KW,CL6,20
2,M-KW,CL4,35
2,M-KW,SL6,42
2,M-KW,ML5,15
2,M-KW,CL1,15
2,M-KW,MH6,15
2,M-KW,SL7,20
2,M-KW,SL3,45
2,M-KW,CH3,12
2,M-KW,SL8,40
2,M-KW,SH5,42
2,M-KW,CH2,20
2,M-KW,MH7,12
2,M-KW,SL5,22
2,M-KW,MH5,12
2,M-KW,SH2,25
2,M-KW,MH4,8
2,M-KW,ML8,15
2,M-KW,MH1,10
2,M-KW,SH3,48
2,M-KW,SL1,15
2,M-KW,SH8,52
2,M-KW,ML7,10
2,M-KW,SL4,45
2,M-KW,SH6,55
2,M-KW,CL8,18
2,M-KW,SH4,26
2,M-KW,SH1,30
2,M-KW,CH6,20
3,C-KW,SH5,12
3,C-KW,CL6,10
3,C-KW,CL7,10
3,C-KW,CL2,12
3,C-KW,SH3,15
3,C-KW,SH1,18
3,C-KW,CH6,10
3,C-KW,SL7,8
3,C-KW,SH8,10
3,C-KW,MH3,30
3,C-KW,MH2,38
3,C-KW,CH5,10
3,C-KW,MH8,58
3,C-KW,ML8,55
3,C-KW,ML6,42
3,C-KW,CH8,10
3,C-KW,SH7,10
3,C-KW,CH7,10
3,C-KW,SL5,8
3,C-KW,CH1,10
3,C-KW,MH5,55
3,C-KW,ML2,65
3,C-KW,CL8,8
3,C-KW,SH2,10
3,C-KW,SL4,12
3,C-KW,CH2,10
3,C-KW,CL4,12
3,C-KW,SH6,10
3,C-KW,CH3,12
3,C-KW,SL6,10
3,C-KW,CL5,10
3,C-KW,CH4,10
3,C-KW,SL1,20
3,C-KW,SL3,12
3,C-KW,ML3,58
3,C-KW,SL8,8
3,C-KW,MH7,55
3,C-KW,ML5,55
3,C-KW,CL3,10
3,C-KW,ML7,60
3,C-KW,MH6,40
3,C-KW,SH4,10
3,C-KW,ML4,38
3,C-KW,ML1,55
3,C-KW,SL2,10
3,C-KW,MH1,55
3,C-KW,MH4,62
3,C-KW,CL1,10
3,M-KW,SH5,15
3,M-KW,CL6,10
3,M-KW,CL7,20
3,M-KW,CL2,10
3,M-KW,SH3,30
3,M-KW,SH1,12
3,M-KW,CH6,10
3,M-KW,SL7,8
3,M-KW,SH8,25
3,M-KW,MH3,10
3,M-KW,MH2,15
3,M-KW,CH5,10
3,M-KW,MH8,45
3,M-KW,ML8,40
3,M-KW,ML6,22
3,M-KW,CH8,10
3,M-KW,SH7,12
3,M-KW,CH7,18
3,M-KW,SL5,10
3,M-KW,CH1,10
3,M-KW,MH5,45
3,M-KW,ML2,50
3,M-KW,CL8,8
3,M-KW,SH2,10
3,M-KW,SL4,25
3,M-KW,CH2,10
3,M-KW,CL4,15
3,M-KW,SH6,35
3,M-KW,CH3,10
3,M-KW,SL6,20
3,M-KW,CL5,10
3,M-KW,CH4,12
3,M-KW,SL1,12
3,M-KW,SL3,25
3,M-KW,ML3,42
3,M-KW,SL8,12
3,M-KW,MH7,45
3,M-KW,ML5,45
3,M-KW,CL3,10
3,M-KW,ML7,45
3,M-KW,MH6,25
3,M-KW,SH4,10
3,M-KW,ML4,20
3,M-KW,ML1,42
3,M-KW,SL2,10
3,M-KW,MH1,42
3,M-KW,MH4,50
3,M-KW,CL1,10
3,M-LT,SH5,15
3,M-LT,CL6,10
3,M-LT,CL7,20
3,M-LT,CL2,10
3,M-LT,SH3,32
3,M-LT,SH1,12
3,M-LT,CH6,10
3,M-LT,SL7,8
3,M-LT,SH8,28
3,M-LT,MH3,10
3,M-LT,MH2,15
3,M-LT,CH5,10
3,M-LT,MH8,45
3,M-LT,ML8,40
3,M-LT,ML6,22
3,M-LT,CH8,10
3,M-LT,SH7,12
3,M-LT,CH7,18
3,M-LT,SL5,10
3,M-LT,CH1,10
3,M-LT,MH5,45
3,M-LT,ML2,50
3,M-LT,CL8,8
3,M-LT,SH2,10
3,M-LT,SL4,25
3,M-LT,CH2,10
3,M-LT,CL4,15
3,M-LT,SH6,38
3,M-LT,CH3,10
3,M-LT,SL6,22
3,M-LT,CL5,10
3,M-LT,CH4,12
3,M-LT,SL1,12
