hp_response_id,similarity_reference_A
HP3369,7
HP3370,16
HP3371,3
HP3372,11
HP3373,5
HP3374,7
HP3375,5
HP3376,5
HP3377,5
HP3378,6
HP3379,7
HP3380,4
HP3381,5
HP3382,3
HP3383,3
HP3384,7
HP3385,4
HP3386,3
HP3387,4
HP3388,11
HP3389,5
HP3390,6
HP3391,6
HP3392,7
HP3393,11
HP3394,4
HP3395,7
HP3396,4
HP3397,5
HP3398,6
HP3399,7
HP3400,7
HP3401,9
HP3402,7
HP3403,4
HP3404,2
HP3405,39
HP3406,7
HP3407,6
HP3408,7
HP3409,7
HP3410,8
HP3411,4
HP3412,6
HP3413,7
HP3414,3
HP3415,8
HP3416,5
HP3417,8
HP3418,6
HP3419,8
HP3420,7
HP3421,1
HP3422,40
HP3423,1
HP3424,6
HP3425,10
HP3426,8
HP3427,6
HP3428,7
HP3429,7
HP3430,3
HP3431,6
HP3432,31
HP3433,7
HP3434,6
HP3435,7
HP3436,6
HP3437,8
HP3438,7
HP3439,23
HP3440,6
HP3441,7
HP3442,15
HP3443,7
HP3444,6
HP3445,6
HP3446,7
HP3447,10
HP3448,7
HP3449,5
HP3450,5
HP3451,2
HP3452,7
HP3453,7
HP3454,3
HP3455,7
HP3456,6
HP3457,6
HP3458,1
HP3459,7
HP3460,5
HP3461,27
HP3462,7
HP3463,8
HP3464,4
HP3465,4
HP3466,7
HP3467,5
HP3468,4
HP3469,4
HP3470,6
HP3471,5
HP3472,9
HP3473,7
HP3474,6
HP3475,4
HP3476,6
HP3477,7
HP3478,13
HP3479,6
HP3480,7
HP3481,5
HP3482,10
HP3483,8
HP3484,4
HP3485,10
HP3486,4
HP3487,7
HP3488,7
HP3489,3
HP3490,31
HP3491,6
HP3492,6
HP3493,5
HP3494,4
HP3495,28
HP3496,6
HP3497,7
HP3498,7
HP3499,6
HP3500,7
HP3501,5
HP3502,6
HP3503,4
HP3504,9
HP3505,7
HP3506,7
HP3507,4
HP3508,4
HP3509,7
HP3510,11
HP3511,13
HP3512,3
HP3513,7
HP3514,9
HP3515,7
HP3516,6
HP3517,0
HP3518,7
HP3519,7
HP3520,6
HP3521,31
HP3522,13
HP3523,5
HP3524,10
HP3525,6
HP3526,6
HP3527,4
HP3528,7
HP3529,7
HP3530,5
HP3531,4
HP3532,7
HP3533,6
HP3534,7
HP3535,7
HP3536,7
HP3537,7
HP3538,6
HP3539,18
HP3540,7
HP3541,5
HP3542,1
HP3543,7
HP3544,5
HP3545,7
HP3546,6
HP3547,7
HP3548,24
HP3549,5
HP3550,6
HP3551,10
HP3552,7
HP3553,8
HP3554,39
HP3555,6
HP3556,6
HP3557,9
HP3558,5
HP3559,6
HP3560,7
HP3561,6
HP3562,6
HP3563,5
HP3564,28
HP3565,6
HP3566,3
HP3567,4
HP3568,10
HP3569,4
HP3570,7
HP3571,6
HP3572,7
HP3573,7
HP3574,3
HP3575,6
HP3576,4
HP3577,6
HP3578,6
HP3579,6
HP3580,5
HP3581,3
HP3582,24
HP3583,31
HP3584,6
HP3585,12
HP3586,7
HP3587,5
HP3588,6
HP3589,5
HP3590,2
HP3591,6
HP3592,6
HP3593,29
HP3594,5
HP3595,8
HP3596,13
HP3597,7
HP3598,23
HP3599,8
HP3600,5
