hp_response_id,similarity_reference_A
HP2723,6
HP2724,6
HP2725,3
HP2726,6
HP2727,5
HP2728,7
HP2729,7
HP2730,6
HP2731,6
HP2732,7
HP2733,4
HP2734,8
HP2735,9
HP2736,6
HP2737,7
HP2738,5
HP2739,14
HP2740,8
HP2741,6
HP2742,4
HP2743,8
HP2744,4
HP2745,6
HP2746,6
HP2747,6
HP2748,10
HP2749,4
HP2750,7
HP2751,2
HP2752,8
HP2753,51
HP2754,6
HP2755,6
HP2756,6
HP2757,42
HP2758,6
HP2759,7
HP2760,6
HP2761,7
HP2762,5
HP2763,4
HP2764,21
HP2765,6
HP2766,27
HP2767,4
HP2768,15
HP2769,4
HP2770,7
HP2771,9
HP2772,7
HP2773,7
HP2774,3
HP2775,7
HP2776,3
HP2777,6
HP2778,7
HP2779,7
HP2780,7
HP2781,7
HP2782,4
HP2783,5
HP2784,6
HP2785,18
HP2786,8
HP2787,5
HP2788,6
HP2789,7
HP2790,4
HP2791,7
HP2792,6
HP2793,6
HP2794,3
HP2795,27
HP2796,6
HP2797,7
HP2798,9
HP2799,7
HP2800,6
