hp_response_id,similarity_reference_A
HP1782,4
HP1783,3
HP1784,8
HP1785,6
HP1786,4
HP1787,63
HP1788,12
HP1789,5
HP1790,6
HP1791,7
HP1792,9
HP1793,10
HP1794,56
HP1795,7
HP1796,4
HP1797,6
HP1798,13
HP1799,26
HP1800,7
HP1801,12
HP1802,18
HP1803,5
HP1804,5
HP1805,56
HP1806,7
HP1807,7
HP1808,7
HP1809,10
HP1810,15
HP1811,4
HP1812,9
HP1813,7
HP1814,2
HP1815,7
HP1816,5
HP1817,7
HP1818,6
HP1819,8
HP1820,7
HP1821,1
HP1822,7
HP1823,1
HP1824,6
HP1825,4
HP1826,8
HP1827,7
HP1828,3
HP1829,8
HP1830,7
HP1831,7
HP1832,53
HP1833,8
HP1834,7
HP1835,7
HP1836,8
HP1837,7
HP1838,8
HP1839,34
HP1840,7
HP1841,8
HP1842,10
HP1843,35
HP1844,8
HP1845,6
HP1846,11
HP1847,9
HP1848,7
HP1849,7
HP1850,5
HP1851,2
HP1852,8
HP1853,10
HP1854,2
HP1855,7
HP1856,12
HP1857,7
HP1858,2
HP1859,7
HP1860,4
HP1861,6
HP1862,8
HP1863,7
HP1864,28
HP1865,6
HP1866,7
HP1867,5
HP1868,3
HP1869,4
HP1870,6
HP1871,1
HP1872,11
HP1873,7
HP1874,15
HP1875,6
HP1876,4
HP1877,7
HP1878,31
HP1879,10
HP1880,6
HP1881,6
HP1882,8
HP1883,8
HP1884,4
HP1885,7
HP1886,2
HP1887,6
HP1888,8
HP1889,6
HP1890,47
HP1891,5
HP1892,7
HP1893,5
HP1894,3
HP1895,31
HP1896,6
HP1897,6
HP1898,6
HP1899,6
HP1900,5
HP1901,6
HP1902,8
HP1903,4
HP1904,14
HP1905,7
HP1906,7
HP1907,8
HP1908,4
HP1909,9
HP1910,8
HP1911,14
HP1912,13
HP1913,33
HP1914,12
HP1915,8
HP1916,6
HP1917,0
HP1918,7
HP1919,9
HP1920,7
HP1921,7
HP1922,9
HP1923,7
HP1924,8
HP1925,3
HP1926,6
HP1927,5
HP1928,7
HP1929,8
HP1930,6
HP1931,7
HP1932,7
HP1933,7
HP1934,6
HP1935,12
HP1936,7
HP1937,13
HP1938,7
HP1939,15
HP1940,7
HP1941,7
HP1942,7
HP1943,8
HP1944,4
HP1945,6
HP1946,6
HP1947,6
HP1948,56
HP1949,5
HP1950,8
HP1951,8
HP1952,12
HP1953,16
HP1954,6
HP1955,7
HP1956,7
HP1957,13
HP1958,4
HP1959,7
HP1960,7
HP1961,6
HP1962,6
HP1963,7
HP1964,9
HP1965,7
HP1966,65
HP1967,4
HP1968,12
HP1969,5
HP1970,7
HP1971,6
HP1972,13
HP1973,6
HP1974,5
HP1975,7
HP1976,3
HP1977,7
HP1978,7
HP1979,6
HP1980,6
HP1981,7
HP1982,6
HP1983,6
HP1984,6
HP1985,12
HP1986,9
HP1987,8
HP1988,8
HP1989,6
HP1990,2
HP1991,5
HP1992,6
HP1993,6
HP1994,2
HP1995,30
HP1996,7
HP1997,7
HP1998,8
HP1999,7
HP2000,7
