hp_response_id,similarity_reference_A
HP3917,6
HP3918,8
HP3919,6
HP3920,6
HP3921,6
HP3922,1
HP3923,6
HP3924,22
HP3925,6
HP3926,6
HP3927,6
HP3928,4
HP3929,6
HP3930,6
HP3931,7
HP3932,4
HP3933,6
HP3934,1
HP3935,4
HP3936,6
HP3937,7
HP3938,13
HP3939,6
HP3940,6
HP3941,3
HP3942,9
HP3943,5
HP3944,6
HP3945,8
HP3946,44
HP3947,7
HP3948,6
HP3949,6
HP3950,7
HP3951,4
HP3952,5
HP3953,6
HP3954,8
HP3955,8
HP3956,12
HP3957,6
HP3958,7
HP3959,4
HP3960,56
HP3961,7
HP3962,4
HP3963,4
HP3964,30
HP3965,6
HP3966,7
HP3967,6
HP3968,58
HP3969,7
HP3970,6
HP3971,6
HP3972,6
HP3973,1
HP3974,4
HP3975,7
HP3976,6
HP3977,7
HP3978,3
HP3979,6
HP3980,5
HP3981,23
HP3982,7
HP3983,4
HP3984,6
HP3985,7
HP3986,6
HP3987,12
HP3988,6
HP3989,19
HP3990,4
HP3991,10
HP3992,3
HP3993,6
HP3994,13
HP3995,21
HP3996,4
HP3997,4
HP3998,36
HP3999,10
HP4000,3
