hp_response_id,similarity_reference_A
HP4576,31
HP4577,4
HP4578,7
HP4579,9
HP4580,6
HP4581,26
HP4582,7
HP4583,1
HP4584,5
HP4585,4
HP4586,7
HP4587,7
HP4588,7
HP4589,3
HP4590,6
HP4591,7
HP4592,6
HP4593,3
HP4594,10
HP4595,7
HP4596,1
HP4597,18
HP4598,7
HP4599,6
HP4600,6
HP4601,6
HP4602,6
HP4603,7
HP4604,4
HP4605,5
HP4606,4
HP4607,4
HP4608,6
HP4609,6
HP4610,1
HP4611,1
HP4612,42
HP4613,6
HP4614,15
HP4615,54
HP4616,4
HP4617,5
HP4618,4
HP4619,7
HP4620,6
HP4621,5
HP4622,60
HP4623,4
HP4624,6
HP4625,1
HP4626,7
HP4627,17
HP4628,1
HP4629,7
HP4630,8
HP4631,4
HP4632,7
HP4633,1
HP4634,48
HP4635,4
HP4636,54
HP4637,1
HP4638,5
HP4639,4
HP4640,31
HP4641,11
HP4642,7
HP4643,4
HP4644,60
HP4645,8
HP4646,5
HP4647,6
HP4648,0
HP4649,6
HP4650,7
HP4651,31
HP4652,7
HP4653,7
HP4654,8
HP4655,7
HP4656,2
HP4657,2
HP4658,7
HP4659,5
HP4660,6
HP4661,5
HP4662,45
HP4663,13
HP4664,6
HP4665,13
HP4666,5
HP4667,7
HP4668,7
HP4669,6
HP4670,8
HP4671,27
HP4672,9
HP4673,5
HP4674,7
HP4675,7
HP4676,7
HP4677,6
HP4678,22
HP4679,4
HP4680,31
HP4681,18
HP4682,7
HP4683,11
HP4684,7
HP4685,6
HP4686,6
HP4687,56
HP4688,4
HP4689,8
HP4690,4
HP4691,3
HP4692,5
HP4693,6
HP4694,7
HP4695,1
HP4696,5
HP4697,4
HP4698,7
HP4699,7
HP4700,2
HP4701,10
HP4702,7
HP4703,7
HP4704,5
HP4705,4
HP4706,7
HP4707,4
HP4708,6
HP4709,6
HP4710,6
HP4711,7
HP4712,4
HP4713,3
HP4714,6
HP4715,8
HP4716,7
HP4717,4
HP4718,6
HP4719,6
HP4720,7
HP4721,4
HP4722,4
HP4723,13
HP4724,32
HP4725,5
HP4726,5
HP4727,6
HP4728,3
HP4729,3
HP4730,4
HP4731,7
HP4732,4
HP4733,7
HP4734,1
HP4735,4
HP4736,7
HP4737,16
HP4738,6
HP4739,7
HP4740,6
HP4741,5
HP4742,10
HP4743,4
HP4744,6
HP4745,8
HP4746,25
HP4747,7
HP4748,5
HP4749,6
HP4750,7
HP4751,7
HP4752,5
HP4753,7
HP4754,12
HP4755,7
HP4756,10
HP4757,6
HP4758,8
HP4759,5
HP4760,6
HP4761,6
HP4762,5
HP4763,6
HP4764,28
HP4765,6
HP4766,31
HP4767,2
HP4768,56
HP4769,4
HP4770,6
HP4771,7
HP4772,29
HP4773,1
HP4774,6
HP4775,7
HP4776,5
HP4777,6
HP4778,7
HP4779,6
HP4780,5
HP4781,7
HP4782,7
HP4783,3
HP4784,6
HP4785,7
HP4786,6
HP4787,7
HP4788,6
HP4789,6
HP4790,4
HP4791,15
HP4792,2
HP4793,12
HP4794,7
HP4795,17
HP4796,4
HP4797,4
HP4798,9
HP4799,9
HP4800,4
