hp_response_id,similarity_reference_A
HP1384,34
HP1385,48
HP1386,22
HP1387,34
HP1388,41
HP1389,20
HP1390,19
HP1391,34
HP1392,24
HP1393,45
HP1394,44
HP1395,48
HP1396,45
HP1397,42
HP1398,26
HP1399,54
HP1400,35
HP1401,44
HP1402,25
HP1403,22
HP1404,50
HP1405,18
HP1406,45
HP1407,41
HP1408,26
HP1409,40
HP1410,26
HP1411,41
HP1412,31
HP1413,51
HP1414,26
HP1415,2
HP1416,9
HP1417,21
HP1418,52
HP1419,14
HP1420,26
HP1421,37
HP1422,45
HP1423,34
HP1424,26
HP1425,32
HP1426,34
HP1427,22
HP1428,45
HP1429,50
HP1430,46
HP1431,22
HP1432,42
HP1433,39
HP1434,41
HP1435,24
HP1436,23
HP1437,35
HP1438,1
HP1439,43
HP1440,44
HP1441,50
HP1442,35
HP1443,35
HP1444,39
HP1445,42
HP1446,42
HP1447,39
HP1448,46
HP1449,22
HP1450,10
HP1451,45
HP1452,38
HP1453,35
HP1454,43
HP1455,37
HP1456,40
HP1457,26
HP1458,45
HP1459,29
HP1460,47
HP1461,24
HP1462,38
HP1463,40
HP1464,50
HP1465,31
HP1466,34
HP1467,48
HP1468,47
HP1469,27
HP1470,40
HP1471,75
HP1472,38
HP1473,49
HP1474,27
HP1475,30
HP1476,28
HP1477,18
HP1478,34
HP1479,31
HP1480,28
HP1481,28
HP1482,22
HP1483,43
HP1484,41
HP1485,28
HP1486,36
HP1487,15
HP1488,29
HP1489,19
HP1490,31
HP1491,28
HP1492,34
HP1493,39
HP1494,49
HP1495,50
HP1496,42
HP1497,29
HP1498,14
HP1499,33
HP1500,24
HP1501,35
HP1502,42
HP1503,23
HP1504,48
HP1505,48
HP1506,35
HP1507,35
HP1508,34
HP1509,54
HP1510,44
HP1511,24
HP1512,52
HP1513,29
HP1514,24
HP1515,38
HP1516,33
HP1517,44
HP1518,31
HP1519,17
HP1520,4
HP1521,32
HP1522,18
HP1523,42
HP1524,47
HP1525,21
HP1526,49
HP1527,36
HP1528,41
HP1529,35
HP1530,10
HP1531,39
HP1532,40
HP1533,35
HP1534,36
HP1535,22
HP1536,40
HP1537,43
HP1538,51
HP1539,22
HP1540,28
HP1541,43
HP1542,38
HP1543,39
HP1544,16
HP1545,22
HP1546,46
HP1547,31
HP1548,34
HP1549,21
HP1550,1
HP1551,40
HP1552,34
HP1553,33
HP1554,34
HP1555,34
HP1556,35
HP1557,20
HP1558,23
HP1559,21
HP1560,36
HP1561,41
HP1562,25
HP1563,25
HP1564,23
HP1565,36
HP1566,38
HP1567,31
HP1568,32
HP1569,35
HP1570,14
HP1571,39
HP1572,29
HP1573,47
HP1574,27
HP1575,25
HP1576,42
HP1577,34
HP1578,46
HP1579,51
HP1580,26
HP1581,28
HP1582,40
HP1583,45
HP1584,49
HP1585,43
HP1586,48
HP1587,39
HP1588,37
HP1589,22
HP1590,27
HP1591,22
HP1592,34
HP1593,0
HP1594,50
HP1595,23
HP1596,36
HP1597,31
HP1598,21
HP1599,45
HP1600,42
