hp_response_id,similarity_reference_A
HP1833,14
HP1834,11
HP1835,10
HP1836,13
HP1837,12
HP1838,14
HP1839,35
HP1840,8
HP1841,12
HP1842,13
HP1843,36
HP1844,10
HP1845,8
HP1846,16
HP1847,12
HP1848,9
HP1849,8
HP1850,15
HP1851,0
HP1852,14
HP1853,14
HP1854,1
HP1855,10
HP1856,13
HP1857,9
HP1858,1
HP1859,11
HP1860,3
HP1861,7
HP1862,11
HP1863,10
HP1864,29
HP1865,7
HP1866,10
HP1867,5
HP1868,3
HP1869,3
HP1870,9
HP1871,0
HP1872,14
HP1873,10
HP1874,18
HP1875,8
HP1876,4
HP1877,12
HP1878,32
HP1879,15
HP1880,9
HP1881,8
HP1882,12
HP1883,15
HP1884,5
HP1885,10
HP1886,1
HP1887,9
HP1888,9
HP1889,9
HP1890,32
HP1891,6
HP1892,9
HP1893,7
HP1894,4
HP1895,30
HP1896,9
HP1897,7
HP1898,8
HP1899,8
HP1900,7
HP1901,8
HP1902,12
HP1903,4
HP1904,18
HP1905,8
HP1906,6
HP1907,9
HP1908,48
HP1909,15
HP1910,11
HP1911,19
HP1912,12
HP1913,36
HP1914,16
HP1915,14
HP1916,8
HP1917,0
HP1918,10
HP1919,12
HP1920,9
HP1921,8
HP1922,14
HP1923,10
HP1924,9
HP1925,4
HP1926,9
HP1927,5
HP1928,11
HP1929,13
HP1930,8
HP1931,9
HP1932,12
HP1933,11
HP1934,8
HP1935,15
HP1936,9
HP1937,17
HP1938,10
HP1939,19
HP1940,11
HP1941,10
HP1942,5
HP1943,14
HP1944,4
HP1945,8
HP1946,8
HP1947,8
HP1948,44
HP1949,5
HP1950,9
HP1951,11
HP1952,15
HP1953,16
HP1954,8
HP1955,10
HP1956,9
HP1957,17
HP1958,5
HP1959,9
HP1960,9
HP1961,9
HP1962,9
HP1963,7
HP1964,13
HP1965,10
HP1966,57
HP1967,5
HP1968,17
HP1969,5
HP1970,12
HP1971,7
HP1972,17
HP1973,9
HP1974,5
HP1975,12
HP1976,4
HP1977,9
HP1978,10
HP1979,8
HP1980,8
HP1981,9
HP1982,7
HP1983,7
HP1984,9
HP1985,14
HP1986,11
HP1987,12
HP1988,13
HP1989,10
HP1990,2
HP1991,8
HP1992,8
HP1993,7
HP1994,3
HP1995,31
HP1996,8
HP1997,11
HP1998,11
HP1999,10
HP2000,10
