hp_response_id,similarity_reference_A
HP4574,29
HP4575,67
HP4576,29
HP4577,7
HP4578,22
HP4579,34
HP4580,19
HP4581,24
HP4582,22
HP4583,1
HP4584,11
HP4585,7
HP4586,28
HP4587,26
HP4588,22
HP4589,8
HP4590,21
HP4591,22
HP4592,20
HP4593,10
HP4594,34
HP4595,22
HP4596,2
HP4597,55
HP4598,16
HP4599,17
HP4600,17
HP4601,21
HP4602,18
HP4603,26
HP4604,10
HP4605,7
HP4606,7
HP4607,44
HP4608,20
HP4609,14
HP4610,2
HP4611,1
HP4612,32
HP4613,18
HP4614,15
HP4615,39
HP4616,3
HP4617,10
HP4618,4
HP4619,24
HP4620,17
HP4621,17
HP4622,48
HP4623,8
HP4624,19
HP4625,1
HP4626,23
HP4627,31
HP4628,1
HP4629,25
HP4630,29
HP4631,7
HP4632,23
HP4633,2
HP4634,69
HP4635,19
HP4636,46
HP4637,2
HP4638,24
HP4639,9
HP4640,39
HP4641,43
HP4642,23
HP4643,13
HP4644,54
HP4645,24
HP4646,11
HP4647,23
HP4648,2
HP4649,20
HP4650,25
HP4651,4
HP4652,22
HP4653,24
HP4654,26
HP4655,21
HP4656,5
HP4657,5
HP4658,22
HP4659,29
HP4660,22
HP4661,10
HP4662,39
HP4663,60
HP4664,19
HP4665,27
HP4666,7
HP4667,27
HP4668,23
HP4669,17
HP4670,28
HP4671,17
HP4672,24
HP4673,7
HP4674,24
HP4675,23
HP4676,25
HP4677,20
HP4678,33
HP4679,9
HP4680,18
HP4681,47
HP4682,29
HP4683,25
HP4684,23
HP4685,18
HP4686,13
HP4687,79
HP4688,4
HP4689,26
HP4690,15
HP4691,9
HP4692,20
HP4693,20
HP4694,22
HP4695,2
HP4696,7
HP4697,4
HP4698,22
HP4699,24
HP4700,4
HP4701,55
HP4702,22
HP4703,23
HP4704,16
HP4705,5
HP4706,27
HP4707,11
HP4708,18
HP4709,20
HP4710,20
HP4711,29
HP4712,6
HP4713,3
HP4714,17
HP4715,26
HP4716,27
HP4717,4
HP4718,22
HP4719,20
HP4720,21
HP4721,12
HP4722,19
HP4723,51
HP4724,39
HP4725,7
HP4726,5
HP4727,20
HP4728,2
HP4729,5
HP4730,7
HP4731,26
HP4732,7
HP4733,22
HP4734,1
HP4735,9
HP4736,22
HP4737,54
HP4738,21
HP4739,24
HP4740,19
HP4741,6
HP4742,55
HP4743,13
HP4744,18
HP4745,35
HP4746,41
HP4747,24
HP4748,11
HP4749,19
HP4750,24
HP4751,23
HP4752,5
HP4753,22
HP4754,56
HP4755,22
HP4756,53
HP4757,20
HP4758,19
HP4759,9
HP4760,16
HP4761,18
HP4762,18
HP4763,20
HP4764,50
HP4765,20
HP4766,40
HP4767,3
HP4768,66
HP4769,15
HP4770,19
HP4771,21
HP4772,45
HP4773,1
HP4774,25
HP4775,27
HP4776,7
HP4777,18
HP4778,24
HP4779,18
HP4780,13
HP4781,28
HP4782,26
HP4783,5
HP4784,20
HP4785,21
HP4786,18
HP4787,24
HP4788,19
HP4789,7
HP4790,3
HP4791,65
HP4792,3
HP4793,27
HP4794,25
HP4795,86
HP4796,7
HP4797,22
HP4798,60
HP4799,55
HP4800,7
