hp_response_id,similarity_reference_A
HP2281,69
HP2282,25
HP2283,19
HP2284,9
HP2285,8
HP2286,11
HP2287,57
HP2288,7
HP2289,7
HP2290,3
HP2291,2
HP2292,11
HP2293,9
HP2294,8
HP2295,5
HP2296,8
HP2297,2
HP2298,8
HP2299,8
HP2300,11
HP2301,15
HP2302,12
HP2303,13
HP2304,8
HP2305,7
HP2306,10
HP2307,10
HP2308,11
HP2309,8
HP2310,11
HP2311,12
HP2312,48
HP2313,35
HP2314,8
HP2315,9
HP2316,16
HP2317,9
HP2318,17
HP2319,10
HP2320,10
HP2321,6
HP2322,2
HP2323,21
HP2324,8
HP2325,8
HP2326,8
HP2327,8
HP2328,5
HP2329,10
HP2330,7
HP2331,13
HP2332,5
HP2333,8
HP2334,0
HP2335,5
HP2336,8
HP2337,16
HP2338,10
HP2339,9
HP2340,9
HP2341,7
HP2342,17
HP2343,12
HP2344,10
HP2345,14
HP2346,5
HP2347,13
HP2348,9
HP2349,9
HP2350,11
HP2351,10
HP2352,1
HP2353,11
HP2354,17
HP2355,8
HP2356,12
HP2357,10
HP2358,9
HP2359,5
HP2360,8
HP2361,10
HP2362,4
HP2363,33
HP2364,16
HP2365,9
HP2366,11
HP2367,9
HP2368,17
HP2369,12
HP2370,8
HP2371,5
HP2372,16
HP2373,0
HP2374,5
HP2375,16
HP2376,8
HP2377,13
HP2378,10
HP2379,10
HP2380,6
HP2381,15
HP2382,11
HP2383,15
HP2384,8
HP2385,10
HP2386,8
HP2387,9
HP2388,8
HP2389,10
HP2390,12
HP2391,14
HP2392,2
HP2393,8
HP2394,13
HP2395,39
HP2396,5
HP2397,4
HP2398,30
HP2399,22
HP2400,0
