hp_response_id,similarity_reference_A
HP0979,52
HP0980,20
HP0981,26
HP0982,1
HP0983,48
HP0984,34
HP0985,62
HP0986,37
HP0987,50
HP0988,48
HP0989,19
HP0990,47
HP0991,45
HP0992,55
HP0993,53
HP0994,34
HP0995,48
HP0996,53
HP0997,49
HP0998,42
HP0999,52
HP1000,40
HP1001,54
HP1002,35
HP1003,47
HP1004,20
HP1005,15
HP1006,15
HP1007,48
HP1008,23
HP1009,29
HP1010,8
HP1011,65
HP1012,9
HP1013,50
HP1014,30
HP1015,20
HP1016,52
HP1017,9
HP1018,31
HP1019,54
HP1020,52
HP1021,40
HP1022,42
HP1023,50
HP1024,45
HP1025,0
HP1026,36
HP1027,48
HP1028,51
HP1029,24
HP1030,24
HP1031,39
HP1032,37
HP1033,40
HP1034,54
HP1035,7
HP1036,17
HP1037,47
HP1038,47
HP1039,57
HP1040,31
HP1041,55
HP1042,22
HP1043,36
HP1044,49
HP1045,49
HP1046,15
HP1047,59
HP1048,35
HP1049,19
HP1050,23
HP1051,56
HP1052,41
HP1053,49
HP1054,25
HP1055,18
HP1056,50
HP1057,26
HP1058,48
HP1059,50
HP1060,23
HP1061,35
HP1062,56
HP1063,50
HP1064,55
HP1065,68
HP1066,17
HP1067,65
HP1068,58
HP1069,42
HP1070,48
HP1071,69
HP1072,55
HP1073,61
HP1074,58
HP1075,30
HP1076,42
HP1077,1
HP1078,50
HP1079,60
HP1080,58
HP1081,42
HP1082,43
HP1083,50
HP1084,42
HP1085,35
HP1086,46
HP1087,12
HP1088,50
HP1089,35
HP1090,34
HP1091,32
HP1092,51
HP1093,42
HP1094,31
HP1095,58
HP1096,65
HP1097,31
HP1098,22
HP1099,49
HP1100,20
HP1101,49
HP1102,43
HP1103,35
HP1104,66
HP1105,60
HP1106,21
HP1107,42
HP1108,24
HP1109,43
HP1110,23
HP1111,57
HP1112,47
HP1113,22
HP1114,31
HP1115,51
HP1116,30
HP1117,18
HP1118,47
HP1119,20
HP1120,13
HP1121,21
HP1122,35
HP1123,35
HP1124,23
HP1125,14
HP1126,37
HP1127,43
HP1128,31
HP1129,30
HP1130,20
HP1131,18
HP1132,34
HP1133,12
HP1134,52
HP1135,42
HP1136,54
HP1137,52
HP1138,53
HP1139,58
HP1140,30
HP1141,53
HP1142,58
HP1143,44
HP1144,42
HP1145,6
HP1146,31
HP1147,58
HP1148,30
HP1149,34
HP1150,32
HP1151,20
HP1152,49
HP1153,28
HP1154,19
HP1155,12
HP1156,45
HP1157,36
HP1158,23
HP1159,31
HP1160,35
HP1161,57
HP1162,51
HP1163,24
HP1164,29
HP1165,42
HP1166,52
HP1167,55
HP1168,18
HP1169,17
HP1170,22
HP1171,57
HP1172,19
HP1173,58
HP1174,27
HP1175,30
HP1176,35
HP1177,64
HP1178,45
HP1179,68
HP1180,36
HP1181,11
HP1182,25
HP1183,34
HP1184,26
HP1185,35
HP1186,51
HP1187,0
HP1188,44
HP1189,36
HP1190,36
HP1191,24
HP1192,8
HP1193,35
HP1194,58
HP1195,34
HP1196,48
HP1197,49
HP1198,48
HP1199,34
HP1200,58
