StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q212,Q213,Q214,Q215,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q217,Q218_First Click,Q218_Last Click,Q218_Page Submit,Q218_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q219,Q220,Q221,Q222,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,Q2,Q3,Q4,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,hp_kw_4,memory_lt_-$4,memory_lt_$0,memory_lt_$2,memory_lt_$4,memory_kw_$0,memory_kw_$4,memory_kw_$6,memory_kw_$8,reasons,attention_check,collect_hp,Q_DataPolicyViolations
2025-12-03 14:02:29,2025-12-03 14:14:40,IP Address,,100,730,True,2025-12-03 14:14:40,R_8Rea8hSyucaV59h,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.115,0,"Being offered sweets by our primary school teacher, and I refuse to share some with a classmate next to me.","Receiving more Christmas toys, and I choose to give some to my sibling.","Getting tipped by a customer for a group work service, and I choose to take my work partner's share and no telling them about the tip.","Being offered many sweets by our primary school teacher, and I choose to only share a small percentage of what I got to a classmate next to me.",23.396,42.089,44.357,9,"I thought to myself, what would the other participant do?",0,0,0.209,0,,,,,,,,,,,,,,,,,,25,Yes,6,0,8,676a584412b90586c1da74a0,69304295f64dc597f7900165,693007ea9ccbb73de3debb7f,lt,0,$0,$4,'-$4,$2,$6,$8,$0,$4,"Getting tipped by a customer for a group work service, and I choose to take my work partner's share and no telling them about the tip.","Being offered sweets by our primary school teacher, and I refuse to share some with a classmate next to me.","Being offered many sweets by our primary school teacher, and I choose to only share a small percentage of what I got to a classmate next to me.","Receiving more Christmas toys, and I choose to give some to my sibling.",,,,,"I thought to myself, what would the other participant do?",1,1,
2025-12-03 14:24:22,2025-12-03 14:24:30,IP Address,,100,8,True,2025-12-03 14:24:31,R_2cT88walpFyc6Kb,,,,,,,anonymous,EN,,,Not interested at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,61431ae73a3d37df99b0244e,6930480c67416d2fcd280e45,693007ea9ccbb73de3debb7f,,,$2,$0,'-$4,$4,$0,$6,$8,$4,,,,,,,,,,0,,
2025-12-03 14:21:53,2025-12-03 14:24:35,IP Address,,100,162,True,2025-12-03 14:24:36,R_2eRBtEDQjAdSMF4,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.009,0,,,,,9.549,13.997,16.646,3,We are both participating so it's only fair we both take an equal share of the bonus - why not?,0,0,0.114,0,53,Yes,8,0,6,62fbd2e4a303a0c6ff0874b1,69304778087e2b3d725490c8,693007ea9ccbb73de3debb7f,kw,6,'-$4,$0,$4,$2,$0,$6,$4,$8,,,,,,,,,We are both participating so it's only fair we both take an equal share of the bonus - why not?,1,0,
2025-12-03 14:22:17,2025-12-03 14:25:37,IP Address,,100,200,True,2025-12-03 14:25:38,R_2hASMlB76QiNT2T,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.021,0,,,,,11.722,15.61,19.228,2,It is only fair that they start with and equal chance,0,0,0.216,0,70,No,,0,6,5eb06e5ac2728b106d4f25e2,69304789176159eea0dbab50,693007ea9ccbb73de3debb7f,kw,6,'-$4,$2,$4,$0,$6,$0,$4,$8,,,,,,,,,It is only fair that they start with and equal chance,1,0,
2025-12-03 14:24:47,2025-12-03 14:26:58,IP Address,,100,130,True,2025-12-03 14:26:58,R_8n3kQ2k0ae5GUgh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.012,0,,,,,31.391,31.391,36.483,1,i wanted to be nice to the other person,0,0,0.214,0,,,,,,,,,,,,,,,,,,32,No,,0,5.5,5f5d6ae2964f8317137c0bd8,69304829d26baefa2d5a6901,693007ea9ccbb73de3debb7f,lt,2.5,$0,$2,$4,'-$4,$4,$0,$6,$8,,,,,,,,,i wanted to be nice to the other person,1,0,
2025-12-03 14:24:31,2025-12-03 14:26:58,IP Address,,100,147,True,2025-12-03 14:26:58,R_8npBjsi8pGoHsDO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.008,0,,,,,0.889,17.588,18.595,2,"I don't know the other person, so the most moral decision for me is that we split it equally. I don't deserve more than them, and they don't deserve more than me. I think a split with a stranger of an unearned bonus should always be equal without knowing one another and having the ability to compare circumstances etc.",0,0,0.207,0,,,,,,,,,,,,,,,,,,29,Yes,4,0,6,66855d242110c5a64bff991b,69304814a49bbf7c35dc74f6,693007ea9ccbb73de3debb7f,lt,2,$4,$2,'-$4,$0,$0,$4,$6,$8,,,,,,,,,"I don't know the other person, so the most moral decision for me is that we split it equally. I don't deserve more than them, and they don't deserve more than me. I think a split with a stranger of an unearned bonus should always be equal without knowing one another and having the ability to compare circumstances etc.",1,0,
2025-12-03 14:24:08,2025-12-03 14:27:02,IP Address,,100,174,True,2025-12-03 14:27:02,R_8s7xtScLgm4KZIE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.016,0,,,,,11.814,17.048,21.257,4,I think we both should have the same amount to be fair,0,0,0.214,0,48,No,,0,6,62966289dc2720a7bbedb8f8,693047f93e8012f719de56ae,693007ea9ccbb73de3debb7f,kw,6,$2,$0,'-$4,$4,$0,$8,$4,$6,,,,,,,,,I think we both should have the same amount to be fair,1,0,
2025-12-03 14:22:49,2025-12-03 14:29:06,IP Address,,100,377,True,2025-12-03 14:29:06,R_2jy5bSGKPwn1JIr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.012,0,Taking a lollypop from a young child.,Giving my granddaughter some money to spend at the shop.,Giving some money in charity.,Opening a gift box and it being empty.,38.066,38.066,39.958,1,So that we would have the same amount as each other because I thought it was the right thing to do and I would have felt bad if I didn't do it.,0,0,0.209,0,,,,,,,,,,,,,,,,,,58,No,,0,6,5d260d4255a29b0017698915,693047a2a82cdba755a3d628,693007ea9ccbb73de3debb7f,lt,2,'-$4,$2,$4,$0,$0,$8,$6,$4,Taking a lollypop from a young child.,Opening a gift box and it being empty.,Giving my granddaughter some money to spend at the shop.,Giving some money in charity.,,,,,So that we would have the same amount as each other because I thought it was the right thing to do and I would have felt bad if I didn't do it.,1,1,
2025-12-03 14:25:16,2025-12-03 14:29:29,IP Address,,100,253,True,2025-12-03 14:29:30,R_1DDIRso8OEghSjD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.012,0,,,,,9.802,13.183,20.464,2,"I wanted to make sure the other participant received something. I thought $4 was a fair amount, and it still left me with a good amount of money too.",0,0,0.212,0,38,Yes,7,0,8,5a792c898fe2dc0001058c3b,69304846fada7ed25646cb90,693007ea9ccbb73de3debb7f,kw,4,$4,$0,$2,'-$4,$4,$6,$8,$0,,,,,,,,,"I wanted to make sure the other participant received something. I thought $4 was a fair amount, and it still left me with a good amount of money too.",1,0,
2025-12-03 14:14:34,2025-12-03 14:29:51,IP Address,,100,916,True,2025-12-03 14:29:52,R_2FOs5Zzrq9mvqvq,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.018,0,Two people sharing their resources equally because they are a team,A person happily giving another person something of theirs because the other person needs it more,"A person being tight and not wanting to let go of any money; clutching it in their hand and saying ""mine""! A child not wanting to share",a person demanding the money from the other person under threat of violence; bullying them into handing it over. A very selfish and entitled person,4.544,8.512,11.989,2,"if the other participant is a real person, I hope that they would be pleased to be allocated a bit more and to feel the money was being shared equally. It is a bonus for me so I have not already assigned it to a particular expense. ",0,0,0.224,0,,,,,,,,,,,,,,,,,,50,Yes,13,0,6,5f985f3a4bc1cf120675f408,6930459124232a55fa721841,693007ea9ccbb73de3debb7f,lt,2,$2,$4,$0,'-$4,$6,$4,$0,$8,,,,,,,,,,1,1,
2025-12-03 14:24:01,2025-12-03 14:30:00,IP Address,,100,359,True,2025-12-03 14:30:00,R_8U6qNp26ns0D7H3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.016,0,This would be like going for a meal and my friend eating less but still splitting the bill 50/50.  I would benefit from that transaction.,If I was out with friends for drinks but I was drinking soft drinks that are less expensive whilst they were drinking more expensive alcohol but we split the bill evenly.  I would have paid more for less of the total.,this is similar to when myself and my husband contribute equal amounts to the bill account.,This is similar to my relationship with my daughter where I buy things for her and she never gives me the money.  In this scenario I am my daughter.,7.722,7.722,9.405,1,We both participate in the same way and it was luck of the draw I was allocated the full amount and the other participant got nothing so I feel 50/50 is fair.,0,0,0.219,0,45,Yes,10,0,6,613f1ef31c08d695c689a53a,693047f7d84e0879cab7f449,693007ea9ccbb73de3debb7f,kw,6,$2,$0,$4,'-$4,$4,$8,$6,$0,,,,,This is similar to my relationship with my daughter where I buy things for her and she never gives me the money.  In this scenario I am my daughter.,This would be like going for a meal and my friend eating less but still splitting the bill 50/50.  I would benefit from that transaction.,this is similar to when myself and my husband contribute equal amounts to the bill account.,If I was out with friends for drinks but I was drinking soft drinks that are less expensive whilst they were drinking more expensive alcohol but we split the bill evenly.  I would have paid more for less of the total.,We both participate in the same way and it was luck of the draw I was allocated the full amount and the other participant got nothing so I feel 50/50 is fair.,1,1,
2025-12-03 14:29:28,2025-12-03 14:30:55,IP Address,,100,86,True,2025-12-03 14:30:55,R_1Hq0nYMpufIdBPH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.011,0,,,,,18.593,18.593,19.859,1,it made us even,0,0,0.212,0,,,,,,,,,,,,,,,,,,33,Yes,18,0,6,5c570f52b45c6600010b6d1e,69304938ac7bf6c50fc2156b,693007ea9ccbb73de3debb7f,lt,2,$0,'-$4,$4,$2,$4,$0,$8,$6,,,,,,,,,it made us even,1,0,
2025-12-03 14:28:53,2025-12-03 14:31:04,IP Address,,100,130,True,2025-12-03 14:31:04,R_27LBnqSDiWbapkR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.111,0,,,,,11.281,17.559,20.535,2,I wanted to ensure that we both had the same amount should we be successful in receiving a bonus. ,0,0,0.206,0,,,,,,,,,,,,,,,,,,33,Yes,4,0,6,5ff31bb30ad48b8743d2caaf,69304903d72b71574b531ef1,693007ea9ccbb73de3debb7f,lt,2,'-$4,$4,$2,$0,$6,$8,$0,$4,,,,,,,,,I wanted to ensure that we both had the same amount should we be successful in receiving a bonus. ,1,0,
2025-12-03 14:28:50,2025-12-03 14:31:19,IP Address,,100,148,True,2025-12-03 14:31:19,R_2J9vHFt6CxNVN4J,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.104,0,I'm not sure why I would,I'm not sure why I would,I'm not sure why I would,I'm not sure why I would,8.14,14.972,16.856,2,"If this is random and I was allocated a certain amount, why would I share it?",0,0,0.21,0,,,,,,,,,,,,,,,,,,48,Yes,3,0,8,6658b54fc00cad4526a6d01f,6930491c230375093831bf98,693007ea9ccbb73de3debb7f,lt,0,$2,$4,$0,'-$4,$8,$4,$0,$6,I'm not sure why I would,I'm not sure why I would,I'm not sure why I would,I'm not sure why I would,,,,,"If this is random and I was allocated a certain amount, why would I share it?",1,1,
2025-12-03 14:28:09,2025-12-03 14:31:30,IP Address,,100,200,True,2025-12-03 14:31:31,R_5s7fCTtShQf3OmR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.006,0,,,,,10.189,12.22,15.532,3,"I don't know these other people. I don't know their story, I don't know who they are, all I know is that I need that $12 so I'm going to choose myself",0,0,0.102,0,35,Yes,2,0,12,60fdd5214fe9e80b975361bd,693048f167416d2fcd280e6a,693007ea9ccbb73de3debb7f,kw,0,$4,'-$4,$0,$2,$8,$6,$4,$0,,,,,,,,,"I don't know these other people. I don't know their story, I don't know who they are, all I know is that I need that $12 so I'm going to choose myself",1,0,
2025-12-03 14:30:32,2025-12-03 14:31:51,IP Address,,100,78,True,2025-12-03 14:31:52,R_8rC8zUpl1m9HZG5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.131,0,,,,,3.513,9.608,11.181,2,It was the fairest way to allocate the amount.,0,0,0.216,0,36,Yes,1,0,6,5b10527374db8f00013fdc57,69304978e3fce4e943489d08,693007ea9ccbb73de3debb7f,kw,6,$0,'-$4,$4,$2,$0,$4,$6,$8,,,,,,,,,It was the fairest way to allocate the amount.,1,0,
