hp_response_id,similarity_reference_B
HP0995,18
HP0996,15
HP0997,18
HP0998,4
HP0999,6
HP1000,6
HP1001,10
HP1002,8
HP1003,9
HP1004,18
HP1005,9
HP1006,2
HP1007,18
HP1008,14
HP1009,8
HP1010,7
HP1011,15
HP1012,3
HP1013,8
HP1014,5
HP1015,20
HP1016,14
HP1017,3
HP1018,11
HP1019,11
HP1020,15
HP1021,7
HP1022,9
HP1023,10
HP1024,7
HP1025,2
HP1026,4
HP1027,7
HP1028,6
HP1029,35
HP1030,8
HP1031,6
HP1032,5
HP1033,18
HP1034,14
HP1035,4
HP1036,10
HP1037,9
HP1038,14
HP1039,10
HP1040,4
HP1041,13
HP1042,18
HP1043,13
HP1044,10
HP1045,9
HP1046,6
HP1047,11
HP1048,20
HP1049,27
HP1050,4
HP1051,18
HP1052,10
HP1053,9
HP1054,40
HP1055,10
HP1056,8
HP1057,15
HP1058,7
HP1059,9
HP1060,15
HP1061,14
HP1062,11
HP1063,14
HP1064,18
HP1065,6
HP1066,7
HP1067,14
HP1068,11
HP1069,5
HP1070,7
HP1071,13
HP1072,10
HP1073,12
HP1074,11
HP1075,4
HP1076,11
HP1077,1
HP1078,9
HP1079,7
HP1080,11
HP1081,5
HP1082,8
HP1083,8
HP1084,8
HP1085,19
HP1086,7
HP1087,3
HP1088,25
HP1089,20
HP1090,20
HP1091,5
HP1092,6
HP1093,7
HP1094,24
HP1095,11
HP1096,13
HP1097,5
HP1098,14
HP1099,9
HP1100,6
HP1101,9
HP1102,8
HP1103,21
HP1104,11
HP1105,11
HP1106,37
HP1107,8
HP1108,4
HP1109,7
HP1110,16
HP1111,10
HP1112,18
HP1113,9
HP1114,5
HP1115,8
HP1116,19
HP1117,3
HP1118,10
HP1119,17
HP1120,2
HP1121,4
HP1122,6
HP1123,21
HP1124,20
HP1125,4
HP1126,16
HP1127,6
HP1128,5
HP1129,6
HP1130,3
HP1131,3
HP1132,3
HP1133,4
HP1134,15
HP1135,13
HP1136,12
HP1137,9
HP1138,6
HP1139,10
HP1140,19
HP1141,9
HP1142,7
HP1143,7
HP1144,5
HP1145,3
HP1146,32
HP1147,13
HP1148,20
HP1149,22
HP1150,5
HP1151,34
HP1152,9
HP1153,5
HP1154,21
HP1155,7
HP1156,12
HP1157,10
HP1158,25
HP1159,20
HP1160,9
HP1161,10
HP1162,12
HP1163,42
HP1164,8
HP1165,10
HP1166,11
HP1167,5
HP1168,20
HP1169,3
HP1170,12
HP1171,10
HP1172,24
HP1173,10
HP1174,14
HP1175,28
HP1176,7
HP1177,13
HP1178,10
HP1179,17
HP1180,7
HP1181,2
HP1182,5
HP1183,7
HP1184,35
HP1185,6
HP1186,13
HP1187,1
HP1188,4
HP1189,7
HP1190,6
HP1191,20
HP1192,3
HP1193,19
HP1194,11
HP1195,20
HP1196,18
HP1197,10
HP1198,17
HP1199,20
HP1200,11
