hp_response_id,similarity_reference_B
HP0584,31
HP0585,22
HP0586,10
HP0587,20
HP0588,21
HP0589,17
HP0590,25
HP0591,20
HP0592,31
HP0593,21
HP0594,31
HP0595,26
HP0596,21
HP0597,26
HP0598,19
HP0599,19
HP0600,33
HP0601,17
HP0602,20
HP0603,30
HP0604,30
HP0605,16
HP0606,8
HP0607,29
HP0608,13
HP0609,17
HP0610,27
HP0611,26
HP0612,21
HP0613,20
HP0614,21
HP0615,24
HP0616,29
HP0617,20
HP0618,23
HP0619,20
HP0620,22
HP0621,20
HP0622,20
HP0623,30
HP0624,21
HP0625,20
HP0626,31
HP0627,31
HP0628,24
HP0629,18
HP0630,20
HP0631,20
HP0632,25
HP0633,20
HP0634,30
HP0635,20
HP0636,18
HP0637,28
HP0638,21
HP0639,31
HP0640,26
HP0641,27
HP0642,20
HP0643,34
HP0644,28
HP0645,25
HP0646,18
HP0647,27
HP0648,35
HP0649,19
HP0650,13
HP0651,20
HP0652,20
HP0653,16
HP0654,20
HP0655,37
HP0656,19
HP0657,18
HP0658,18
HP0659,20
HP0660,30
HP0661,25
HP0662,28
HP0663,27
HP0664,23
HP0665,31
HP0666,20
HP0667,23
HP0668,35
HP0669,18
HP0670,20
HP0671,28
HP0672,34
HP0673,21
HP0674,18
HP0675,13
HP0676,12
HP0677,6
HP0678,30
HP0679,29
HP0680,20
HP0681,17
HP0682,23
HP0683,20
HP0684,11
HP0685,25
HP0686,19
HP0687,7
HP0688,29
HP0689,29
HP0690,31
HP0691,20
HP0692,21
HP0693,28
HP0694,31
HP0695,19
HP0696,20
HP0697,20
HP0698,29
HP0699,18
HP0700,12
HP0701,27
HP0702,21
HP0703,32
HP0704,22
HP0705,22
HP0706,30
HP0707,23
HP0708,8
HP0709,21
HP0710,30
HP0711,19
HP0712,33
HP0713,24
HP0714,25
HP0715,20
HP0716,30
HP0717,21
HP0718,24
HP0719,24
HP0720,20
HP0721,25
HP0722,30
HP0723,29
HP0724,30
HP0725,27
HP0726,3
HP0727,23
HP0728,17
HP0729,19
HP0730,15
HP0731,29
HP0732,24
HP0733,20
HP0734,27
HP0735,20
HP0736,27
HP0737,18
HP0738,20
HP0739,30
HP0740,39
HP0741,21
HP0742,27
HP0743,17
HP0744,24
HP0745,8
HP0746,21
HP0747,27
HP0748,29
HP0749,31
HP0750,18
HP0751,24
HP0752,20
HP0753,15
HP0754,30
HP0755,31
HP0756,25
HP0757,25
HP0758,20
HP0759,26
HP0760,20
HP0761,11
HP0762,29
HP0763,45
HP0764,14
HP0765,22
HP0766,19
HP0767,30
HP0768,28
HP0769,31
HP0770,7
HP0771,17
HP0772,25
HP0773,21
HP0774,29
HP0775,15
HP0776,17
HP0777,16
HP0778,29
HP0779,26
HP0780,21
HP0781,5
HP0782,29
HP0783,17
HP0784,44
HP0785,20
HP0786,24
HP0787,1
HP0788,21
HP0789,13
HP0790,21
HP0791,30
HP0792,30
HP0793,20
HP0794,22
HP0795,31
HP0796,25
HP0797,18
HP0798,30
HP0799,30
HP0800,39
