hp_response_id,similarity_reference_B
HP0294,21
HP0295,20
HP0296,23
HP0297,21
HP0298,21
HP0299,21
HP0300,13
HP0301,20
HP0302,14
HP0303,32
HP0304,22
HP0305,31
HP0306,20
HP0307,20
HP0308,22
HP0309,22
HP0310,29
HP0311,20
HP0312,27
HP0313,10
HP0314,21
HP0315,25
HP0316,28
HP0317,25
HP0318,24
HP0319,20
HP0320,17
HP0321,23
HP0322,22
HP0323,20
HP0324,27
HP0325,27
HP0326,23
HP0327,19
HP0328,18
HP0329,21
HP0330,23
HP0331,21
HP0332,24
HP0333,21
HP0334,23
HP0335,27
HP0336,24
HP0337,21
HP0338,20
HP0339,31
HP0340,31
HP0341,21
HP0342,27
HP0343,20
HP0344,16
HP0345,8
HP0346,20
HP0347,21
HP0348,23
HP0349,31
HP0350,2
HP0351,27
HP0352,20
HP0353,21
HP0354,30
HP0355,34
HP0356,27
HP0357,24
HP0358,20
HP0359,20
HP0360,20
HP0361,7
HP0362,18
HP0363,44
HP0364,22
HP0365,20
HP0366,22
HP0367,38
HP0368,25
HP0369,31
HP0370,18
HP0371,20
HP0372,23
HP0373,34
HP0374,28
HP0375,43
HP0376,18
HP0377,18
HP0378,20
HP0379,30
HP0380,18
HP0381,5
HP0382,20
HP0383,20
HP0384,32
HP0385,19
HP0386,27
HP0387,5
HP0388,20
HP0389,21
HP0390,22
HP0391,32
HP0392,30
HP0393,20
HP0394,20
HP0395,20
HP0396,20
HP0397,21
HP0398,24
HP0399,30
HP0400,24
