hp_response_id,similarity_reference_B
HP1905,16
HP1906,19
HP1907,68
HP1908,14
HP1909,82
HP1910,69
HP1911,56
HP1912,7
HP1913,8
HP1914,79
HP1915,81
HP1916,62
HP1917,0
HP1918,68
HP1919,36
HP1920,69
HP1921,13
HP1922,87
HP1923,69
HP1924,64
HP1925,12
HP1926,66
HP1927,45
HP1928,74
HP1929,78
HP1930,64
HP1931,68
HP1932,75
HP1933,68
HP1934,64
HP1935,77
HP1936,71
HP1937,78
HP1938,76
HP1939,88
HP1940,78
HP1941,72
HP1942,20
HP1943,81
HP1944,23
HP1945,64
HP1946,65
HP1947,55
HP1948,20
HP1949,62
HP1950,48
HP1951,50
HP1952,40
HP1953,20
HP1954,62
HP1955,62
HP1956,65
HP1957,78
HP1958,48
HP1959,51
HP1960,67
HP1961,63
HP1962,66
HP1963,20
HP1964,12
HP1965,13
HP1966,9
HP1967,12
HP1968,81
HP1969,3
HP1970,78
HP1971,54
HP1972,81
HP1973,66
HP1974,16
HP1975,82
HP1976,24
HP1977,78
HP1978,76
HP1979,62
HP1980,56
HP1981,72
HP1982,6
HP1983,35
HP1984,66
HP1985,83
HP1986,77
HP1987,42
HP1988,12
HP1989,75
HP1990,2
HP1991,57
HP1992,54
HP1993,48
HP1994,5
HP1995,7
HP1996,12
HP1997,72
HP1998,72
HP1999,30
HP2000,70
