hp_response_id,similarity_reference_B
HP3395,36
HP3396,5
HP3397,14
HP3398,28
HP3399,36
HP3400,36
HP3401,30
HP3402,24
HP3403,14
HP3404,10
HP3405,20
HP3406,34
HP3407,36
HP3408,36
HP3409,34
HP3410,22
HP3411,4
HP3412,32
HP3413,30
HP3414,2
HP3415,36
HP3416,20
HP3417,48
HP3418,32
HP3419,42
HP3420,38
HP3421,0
HP3422,18
HP3423,0
HP3424,30
HP3425,18
HP3426,42
HP3427,34
HP3428,10
HP3429,36
HP3430,2
HP3431,34
HP3432,22
HP3433,40
HP3434,24
HP3435,36
HP3436,34
HP3437,40
HP3438,35
HP3439,8
HP3440,32
HP3441,38
HP3442,46
HP3443,38
HP3444,42
HP3445,20
HP3446,40
HP3447,52
HP3448,34
HP3449,5
HP3450,22
HP3451,2
HP3452,42
HP3453,34
HP3454,3
HP3455,36
HP3456,24
HP3457,30
HP3458,0
HP3459,38
HP3460,14
HP3461,6
HP3462,28
HP3463,40
HP3464,5
HP3465,10
HP3466,38
HP3467,20
HP3468,18
HP3469,36
HP3470,22
HP3471,6
HP3472,56
HP3473,34
HP3474,26
HP3475,5
HP3476,30
HP3477,34
HP3478,30
HP3479,28
HP3480,30
HP3481,14
HP3482,10
HP3483,44
HP3484,4
HP3485,38
HP3486,4
HP3487,34
HP3488,32
HP3489,8
HP3490,4
HP3491,18
HP3492,30
HP3493,22
HP3494,4
HP3495,4
HP3496,22
HP3497,38
HP3498,40
HP3499,30
HP3500,28
HP3501,28
HP3502,28
HP3503,4
HP3504,52
HP3505,26
HP3506,36
HP3507,42
HP3508,4
HP3509,40
HP3510,46
HP3511,68
HP3512,10
HP3513,36
HP3514,26
HP3515,36
HP3516,30
HP3517,0
HP3518,34
HP3519,36
HP3520,32
HP3521,8
HP3522,66
HP3523,4
HP3524,36
HP3525,30
HP3526,32
HP3527,14
HP3528,34
HP3529,38
HP3530,22
HP3531,6
HP3532,30
HP3533,44
HP3534,38
HP3535,55
HP3536,28
HP3537,34
HP3538,24
HP3539,65
HP3540,36
HP3541,28
HP3542,2
HP3543,40
HP3544,18
HP3545,6
HP3546,30
HP3547,34
HP3548,22
HP3549,18
HP3550,30
HP3551,18
HP3552,36
HP3553,26
HP3554,18
HP3555,50
HP3556,28
HP3557,34
HP3558,20
HP3559,26
HP3560,34
HP3561,28
HP3562,24
HP3563,10
HP3564,8
HP3565,28
HP3566,6
HP3567,4
HP3568,54
HP3569,8
HP3570,40
HP3571,24
HP3572,36
HP3573,54
HP3574,2
HP3575,30
HP3576,36
HP3577,44
HP3578,34
HP3579,28
HP3580,24
HP3581,12
HP3582,4
HP3583,5
HP3584,18
HP3585,60
HP3586,28
HP3587,14
HP3588,16
HP3589,22
HP3590,2
HP3591,28
HP3592,30
HP3593,8
HP3594,4
HP3595,54
HP3596,45
HP3597,34
HP3598,30
HP3599,38
HP3600,18
