hp_response_id,memory
HP3760,Buying a new computer product and then finding that it has quickly reduced in value.
HP3761,A server being nice. 
HP3762,"A change of $4 s similar  to making a small companies in a negotiation. For example, slightly lowering asking price for an item to make a deal work while still keeping most of its original value balancing flexibility with maintaining your benefit."
HP3763,losing some money by dropping it in the street
HP3764,This is similar to when you hire an agent. They get a split of the profit from the work but it is smaller than what you get paid since you did the actual task.
HP3765,"Changing the price by –$4 feels like when a friend sells you something second-hand and gives you a small ‘mates’ discount - like taking a $12 item down to $8. It’s not a massive drop, but enough to feel worthwhile."
HP3766,I find it similar to losing a game on purpose
HP3767,Similar to when I asked a shop keeper for a discount and threy knocked a little bit off.
HP3768,This seems like a real world work setup if I am the boss and they are my subordinate. 
HP3769,having a £4 off coupon
HP3770,I find this similar to an item being on sale but not realising when you get to the till.
HP3771,This would be a minor price change because you find that you are charging just a little bit too much.
HP3772,a relatively fair price 
HP3773,A time when I went to bingo with my friend and the rules are to halve the winnings but she never did in this case
HP3774,Something in a shop that is on 1/3 off promotion
HP3775,"seems a fair price, someone who has good business sense. "
HP3776,I find it similar to going into a shop and buying a coffee as It would cost me $4
HP3777,it's similat to dealing with thirds.
HP3778,Paying for a cup of coffee with a friend.
HP3779,Its similar to accepting a small pay cut so the other person can keep a bit more of the earnings.
HP3780,Reminds of businesses discounting for promotional or financial purposes.
HP3781,by changing the price by -$4 its similar to buying a quick breakfast coffee and bun.
HP3782,Like when someone is offering me a small discount at a store for buying more than one item
HP3783,Patient is the key in every negotiation 
HP3784,It could be similar to the cost of a shirt decreasing by season.
HP3785,special one off orders
HP3786,This would be like getting a discount in a supermarket when purchasing food or other items with your loyalty card.  Its a 33% reduction in the initially proposed price and so should still yield a profit.
HP3787,"again losing money, not creating profit but not by as much as the above choice. Not sustainable in the long term to be a successful business"
HP3788,A normal shop with a 20% discount
HP3789,"This is not as bad as previous, but still not good."
HP3790,"That would be $8.  A reduction of only $4, what could that possibly remind me of?  Maybe I went to a restaurant and I had a coupon for $4 off?"
HP3791,A u.s. holiday weekend sale of 30% off
HP3792,Similar to a sale in a clothes shop when someone is looking for a new top to buy and the shop has reduced the price of the top from $12 to $6.
HP3793,8 is the difference and changes 
HP3794,"I find it similar to working fast food, where I do most of the work and somebody else profits. "
HP3795,Negotiaitimg a discount in a clothing shop on a top that has a makeup stain on it
HP3796,Unclear what im expected to say
HP3797,"I find that this is similar to a sale i saw of saucepans in my local store
this is the usually the price they reduce stuff for"
HP3798,someone stealing money from me
HP3799,I find it similar to using a discount coupon on something you want to buy.
HP3800,"partial, bigger discount"
HP3801,Amazon usually have minimal amounts like shipping free when spending over a certain amount usually in the range of £1-£5.
HP3802,"It’s like a barber who normally charges $12 for a haircut but gives a $4 discount to students on weekdays.
"
HP3803,"This is similar to a homeowner selling a used piece of furniture online. They list it at a firm price, but when a polite buyer shows genuine interest and points out a minor scratch, the seller agrees to a moderate discount to facilitate a quick and friendly sale."
HP3804,This split reminds me of an agreement between two parties that the person doing the most work should get a larger amount of profit.
HP3805,the restaurant gives you drinks on the house so you tip them generously
HP3806,I can buy a glass of wine on a Friday night!
HP3807,"""Everybody has to make a profit"""
HP3808,A minor discount off of our normal fee.  Really this is a reward to our regular customer.
HP3809,"Sorta like giving a used phone a bit of a discount so it actually sells, not crazy cheap but fair"
HP3810,I don't understand the question. Sorry.
HP3811,A work meeting with bad biscuits.
HP3812,Not giving a delivery driver a tip
HP3813,"This is like a little favor discount--such as when a seller in the market offers you some money off because you are an old customer. Feeling valued is sufficient, yet not too far apart."
HP3814,A complete stranger for whom I know nothing about
HP3815,Buying an item that a year ago cost $10 and now costs $14.
HP3816,A loan of a few dollars to a friend for parking. 
HP3817,Missing out on a slightly good deal.
HP3818,There are a few small variances in the daa.
HP3819,Similar to tipping a waiter slightly less than I normally would because the service was average.
HP3820,Buying a product that is slightly discounted.
HP3821,"Sophie works in a busy policy team in the civil service. She’s in charge of ordering food for an upcoming cross-departmental meeting. Normally, when the team gets external sandwiches delivered, the standard lunch option costs £12 per person.

A few days before the meeting, Sophie gets an email from the finance officer reminding everyone of a small budget squeeze this quarter. It isn’t drastic, but they’re asked to trim non-essential spending where possible.

Sophie looks at the catering menu again and notices that the same supplier offers a “lighter lunch” option, smaller sandwiches and fewer extras for £8 per person. It’s a £4 reduction from what she had planned, and still perfectly suitable for a two-hour meeting.

She switches to the cheaper option, sends the revised cost to finance, and gets a quick “thanks for being mindful of the budget” reply. On the day of the meeting, people barely notice the change, everyone eats, the meeting runs smoothly, and the team stays within budget without any fuss."
HP3822,This is similar to a friend doing a favour for another friend.
HP3823,A tank of petrol for a motorbike
HP3824,This makes me think of having a garage sale or selling something online where you often set a price but end up reducing it some due to bargaining with the buyer or an auction type experience.
HP3825,Shopping in Lidl or Aldi compared to other shops 
HP3826,an experience I found recently i am seeing heavy discounts on experence packages
HP3827,to paying the broker for their experience and i will only get a portion
HP3828,Missing the bus even after you ran for it.
HP3829,"Like when i get a quarter off a top I bought,. I really wanted it so bought it even though there was only $4 off.  I like any bargain. "
HP3830,I find it similar to accepting a discount
HP3831,I find it similar to enough for a burger 
HP3832,Giving a small discount to make a tutoring session more affordable.
HP3833,I can't think of a scenario
HP3834,Giving the other person the majority of a cake
HP3835,little self worth would be my view
HP3836,giving a family member a discount at a place you work at
HP3837,"By changing the price to $8, I find this similar to the store having a big sale on a specific item I want."
HP3838,"a 33% reduction, still means I am not happy with my data"
HP3839,I don't find it similar to anything. 
HP3840,Letting my little sister pay for something but reducing the price as I ahve more money than she does.
HP3841,"Its like paying a fee when you buy stocks, or theater tickets. The fees are what pays for the service you're using. You can't just acquire stocks or tickers without an intermediary."
HP3842,Working for Prolific these days. It was worth $12 and now they try and pay $8.
HP3843,If it were brought down by four dollars i dont think many people would buy the product. 
HP3844,This reminds me of taxes. A small amount of my profit was taken away. 
HP3845,i find it similar to the regular way of doing business. you buy wholesale then sell it to a retailer. 
HP3846,the profit will be high to the seller
HP3847,"It’s similar to a small loyalty discount at a café, where a regular customer gets a few dollars off their usual order as a thank-you."
HP3848,Two people sitting in a cafe staring at each other and grimacing with some intent.
HP3849,"I find it similar to a sale in a shop, sometime like summer (not black friday or for Christmas). It's a decent discount that could persuade you to buy but if you aren't 100% on board you still won't purchase."
HP3850,"Giving a slight discount on a good that is slightly damaged/worn, or as a good will gesture."
HP3851,Buying a drink or snack at a store
HP3852,"this is similar to a promotional offer at a supermarket, for whatever reason a supermarket may have a surplus of an item so they decide to put on offer, typically around 66-75% of the original price"
HP3853,There may be a market situation where there are a few more reliable competitors and therefore a slightly reduced demand for my data. So I would need to reduce the price a little to make my data more enticing to the broker Vs competitors 
HP3854,"i would find it similar to receiving free french fries on my order at mcdonalds, saving me $4"
HP3855,Selling something by auction on ebay where you might receive less than the value you set
HP3856,"no too good but not too bad, i like it"
HP3857,The difference in racial inequality pay
HP3858,This is like a seasonal sale. 
HP3859,"Doing something for a new business contact, so giving them a deal"
HP3860,"This amount makes me think of like a grocery or manufacturer coupon for an item not normally used. Like just enough to maybe spark curiosity, but also maybe not. "
HP3861,Changing the price of some fruit and being decreased by $4.
HP3862,You are giving someone a slice of the cake but expecting something back in return
HP3863,paying a fair brokerage fee.
HP3864,It is similiar to reduced price in supermarket 2 days before expiry.
HP3865,Giving a low price to come up in negotiation 
HP3866,similar to changing it by -$8 but less extreme
HP3867,"I find this situation similar to purchasing something with a friend who works at the location you are shopping at. They like you and want to help you, so they provide their employee discount code for you free of anything. You enjoy a price reduction for little reason."
HP3868,"Putting an item for sale on a selling platform with a fixed price, but accepting offers and being offered a lower amount than the fixed price"
HP3869,"It's like going to a diner and using a coupon or getting a special for a stack of pancakes, bacon and eggs. "
HP3870,"I would not make as much as I wanted, but the other person would feel they are getting a deal  "
HP3871,buying a coffee for myself
HP3872,I would think that I am being underpaid for the information that I have provided. Very similar to when a CEO makes double or triple the wage of the individual employee doing all of the hard work
HP3873,half price sale at a supermarket like tesco
HP3874,It is similar to devaluing yourself.
HP3875,"A fast food restaurant worker is taking a customer's order. When it comes time to pay, the customer realizes that they are $3 short and is embarrassed. She starts looking through her purse to find spare change. The restaurant worker decides to cover the remaining amount out of her own paycheck."
HP3876,This is a markdown of around 33%. That is a good deal.
HP3877,Buying a top in a sale
HP3878,Going down on my bartering at a market. 
HP3879,Two friends go into a coffee shop and one of them has an in-app coupon for $4 dollars off their purchase of $12. 
HP3880,Donating money at the register at a store.
HP3881,This is similar to me keeping more money to myself and underpaying the other participant.
HP3882,Deciding that it's not worth the set price.
HP3883,it would be less and unequal they would make more than me I would find it like being underpaid or minimum wage
HP3884,Changing the price from $12 to $8 reminds me of a time that I had to modify the rent increase on my tenants property due to some maintenance that they took care of on the house.
HP3885,"I find this similar to someone owing me money, and they do not have the full amount so they give me what is in their pocket to satisfy me for the moment."
HP3886,This is similar to a holiday discount that would be in effect for a few days such as a long weekend. 
HP3887,"This is a bit unfair to the other participant, because they'd end up with $12-$8, which is $4, whereas i would get $8 ($12-$4). This is similar to how most companies work - the big bosses (in this case, me) get to keep the majority of the profits, whereas the more junior/low-ranking employees get a smaller cut "
HP3888,A small loss selling shares
HP3889,my friend wanted to sell his property so badly but i have a certain amount which was about 4% of the original price and he told me to bring it because he was desperate to sell
HP3890,30% reduction. I do not find this fun
HP3891,imagine changing the price by 9
HP3892,Discount for a regular customer
HP3893,A discount voucher to purchase a product viewed online
HP3894,My resends playing the trumpet for the Christmas carols.
HP3895,I find it similar to dropping some of my money down the drain
HP3896,"A mediocre sale, this isn't a huge change "
HP3897,I find this similar to losing some spare change I need to for emergencies
HP3898,Bying a product for less than $10
HP3899,Similar to negotiating when selling online with a buyer like on ebay. 
HP3900,A black friday/christmas sale.
HP3901,"This is similar to a watch dealer, as they will buy from the manufacturer (rolex for example) and charge a small price on top to their clients."
HP3902,similar to cutting the price of a product that isn't selling well because competition has the price for much lower
HP3903,"Changing the price by -4 reminds me of when a product might be on a discount. Usually products aren't discounted too much, as they still want to make a profit, but decreasing the price slightly makes the product seem more attractive/like a better deal, and would attract more attention."
HP3904,This is similar to a minor loss like covering someone's drink order.
HP3905,"Losing 1 third isn't too great, but better than some others. "
HP3906,Someone at a Farmer's Market offer you a discount for a purchase.
HP3907,A discount sale at the grocery store
HP3908,I find it similar to a clothing shop offering a small discount during a weekend promotion—just enough to make the item feel like a deal without dramatically changing the store’s profits.
HP3909,It reminds me of a grocery store (example tesco) with a club card price shown for an item 
HP3910,Providing a coupon to a service worker to bring the regular price down by a percentage. 
HP3911,"This seems fair to both parties. This reminds me of being at the market and the seller offering a small reduction, making you feel like you're getting a good deal when, in fact, it doesn't really affect the stallholder's takings and it makes you more likely to return so it's worth offering the discount."
HP3912,Pocketing the change when you pool your money together with a friend to buy some sweets
HP3913,going to bed late and having to wake up early 
HP3914,"This is like going into a store and there's a little bit of money off, sometimes it's worth it for some people and other times it isn't. If I like something and it's a few pounds off it's not necessarily a big enough amount to make me get it."
HP3915,"I find it similar to getting a discount at a garage sale. If something I want I feel is a little too pricey, but I still want it I may negotiate a slightly lower price. In this case, me and the seller agree taking $4 off. "
HP3916,This is much like being on the opposite end of the example above.
HP3917,Sale price for the time being
HP3918,Like knocking a few dollars off the price of an item when negotiating 
HP3919,I find this similar to a big sale around a holiday like Memorial Day or Black Friday. 
HP3920,The price cut for a book at Amazon
HP3921,Products getting nearer to their use by date
HP3922,this one does not remind me of anything 
HP3923,Reminds me of current Black Friday “deals” that aren’t really deals. Here’s a tiny bit off but we’re gonna make it sound like an incredible saving 
HP3924,forgetting the extra when buying someone a gift
HP3925,A discount of $4 which is 1/3 off
HP3926,receiving a 25% discount 
HP3927,Changing the price by -$4 is similar to shopping at a grocery store and having a coupon for -$4 off an item and being able to use it.
HP3928,buying a couple candy bars
HP3929,A sale price meant to increase demand.
HP3930,reducing the price by a third. seeing something on offer
HP3931,You have bought an item and are selling it an auction. The price it sold for it -4 less than what you paid for
HP3932,8 would give you the price of a pair of coffees
HP3933,something on clearance like a shirt because that is a 33% discount
HP3934,a kick in the back side 
HP3935,chocolate bar in the car after shopping
HP3936,Special deal at a drug store
HP3937,getting less than what was bargained for in a sale 
HP3938,Giving or receiving a friends and family discount.
HP3939,the amount lost when selling a second hand item with no damage on eBay compared to the new price
HP3940,when you find a item at the store on sale for $4 cheaper than the original price. 
HP3941,Less that 4 dollars 
HP3942,Bit more lenient. Would be similar to dealer reducing price of product before selling it in a shop at increased price.
HP3943,Being under compensated.
HP3944,a third off - similar to what you would see run in a clothing store
HP3945,This is similar to a reasonable price reduction which is at an acceptable level. 
HP3946,A notepad brought for me as a treat.
HP3947,"Selling an item on ebay and I accept a lower offer,"
HP3948,Using a voucher code to receive a percentage reduction on an online purchase eg a t shirt 
HP3949,The price decreasing by $4 is similar to a small sale you might see in a retail store. 
HP3950,"This reminds me of how prices on a platform like Amazon can vary and fluctuate, every day and every week. You want to buy an item so you watch it regularly, checking the price each day. Every so often there is a little decrease in the price and you can buy it a little cheaper than normal. The prices of items vary over time."
HP3951,It's very similar to the last three examples only less. 
HP3952,Losing a bet where it doesn't hurt that much
HP3953,This would remind me of a sale on any item where the sale price says 33 percent off listed price.
HP3954,This is similar to working for minimum wage 
HP3955,being offered a small discount
HP3956,"Less loss, but still bad. Like I made a hat and then had to give it away."
HP3957,"Taking a third off the price would be quite substantial, it makes me think of when you buy two items at the supermarket and get the third free."
HP3958,This is a modest price discount that leaves room for profit. I would liken this to normal prices in a shop where there is a profit to be made at a reasonable price for consumers
HP3959,"Stocks and shares as this is variable and could go down in interest , hence -&4"
HP3960,Finding a £5 note in the street and giving £1 to charity
HP3961,It feels similar to a café offering a small discount on coffee during a slow afternoon to encourage more customers to stop by.
HP3962,Tescos. A middle range supermarket. 
HP3963,Paying for a small item at a store
HP3964,Splitting the price of a hotel with a friend but you pay a larger share of the price
HP3965,This would be similar to a specific holiday special offer price. 4$ off $12 is a savings of 30% which might make consumers more likely to purchase something if on sale
HP3966,I have kept most of my money but lost some of it. I find this similar to when I had a car accident and had to pay for the repairs to my car because my insurance wouldn't cover the cost.
HP3967,"This would be approx. 33% off, but I can't think of anything where this is the case. Maybe like an offer of money off a gym membership."
HP3968,"An act of charity, giving something away to another"
HP3969,"The data is still valuable, but not selling as quickly as I would like it to."
HP3970,Getting a small percentage discount on an item
HP3971,25% discount promotion.
HP3972,a 25 percent off discount in the store
HP3973,Anxiety in older adults
HP3974,What do you mean what is it similar to? $8? That's the price of 2 chalupas and a small drink.
HP3975,Setting a price for retail goods.
HP3976,This is  like a sale on a reduced to clear item 
HP3977,Selling an item on Vinted and accepting an offer from a buyer.
HP3978,Only some of the control
HP3979,I find this similar to a sale during the holidays when a store or company is reducing its prices
HP3980,This would be about what I would expect from a Prolific bonus honest.  It would be similar to winning on a scratch off ticket for me.
HP3981,"It’s similar to when you go out to lunch with a friend, and they offer to split the bill a little differently because they forgot their purse at home. You round down the total a bit to make it easier for them."
HP3982,"Competitive price changes to show that there is a change to negotiate the price, depending on other retailer prices."
HP3983,Going through a drive-through and deciding to just get a burger instead of the combo meal.
HP3984,A reduction due to a flaw.
HP3985,Quoting for work and then giving a 25% discount
HP3986,I feel this would be like an item being on sale in a store.
HP3987,Selling something to a friend for less than you paid
HP3988,I find it similar to something going on a weekly sale .
HP3989,It's like someone giving you extra change back after a purchase without asking
HP3990,"if my children had only finished their chores,  but moaning about them. for no reason."
HP3991,That is like reaching a deal between a supplier and reseller so that both can make a profit
HP3992,getting a takeaway with my best friend
HP3993,that would be like a 33% off sale
HP3994,Knowing that the research could help someone and wanting to charge less but still make it fair.
HP3995,"The core similarity of changing the price by -$4 (resulting in a $8 final price) is that it represents a standard, fair discount or commission split. This is comparable to a typical wholesale arrangement where a producer (you) sells a product to an intermediary (the broker) at a moderately reduced price. By lowering the price by $4, you are acknowledging the broker's role and ensuring they receive a fair, but not excessive, share of the total value ($4 profit/bonus for the broker, compared to your $8 profit/bonus). This discount is seen as a reasonable compromise that incentivizes the broker to complete the sale while you, the data provider, retain the majority of the original value, ensuring a productive and equitable partnership."
HP3996,This would be similar to buying a Tony's pizza.
HP3997,decreasing the price by 4 to make 8
HP3998,This is giving over a small share. This would be like when I work supply - the agency keep the small slice.
HP3999,"The broker is definitely more like an agent here (but an agent would probably be more likely to take 10%), but then s/he would actually barter for a selling price rather than it being a fixed sum (in our case $12)."
HP4000,Finding a few quid down the side of the sofa you had forgotten about
