hp_response_id,memory
HP2497,"Selling something online, like a used phone, and you reduce the price slightly because you want to make sure it sells quickly. You’re not giving it away for free, but you’re lowering the price a bit to make the deal more attractive to the buyer."
HP2498,Two people deciding to take out an order rather than eating in.
HP2499,This feels similar to a retailer reducing their pricing for an event like black Friday.
HP2500,"This scenario reminds me of a situation where I went out with a friend for coffee. That particular coffee shop had a special going on, i.e. get $2 off when buying something of at least an $8 value, Since our total was $10, we got $2 off."
HP2501,I find it similar to a slight bargain but not a big deal
HP2502,A new business trying to establish itself or one which is facing fierce competition from a rival.
HP2503,This is similar to two people winning the same amount on the lottery.
HP2504,Find it represents a short term reduction in Tesco
HP2505,A sale happening in shops 
HP2506,That would be similar to a $2 lottery ticket.
HP2507,"Local competition, if something is available easily it is worth less money"
HP2508,This is similar to a minor price reduction to generate some buzz about a product.
HP2509,"Decreasing by -2, will mean that i have lost world war 3 "
HP2510,This makes things more fair by making it equal between participants. I don't fully understand the questions.
HP2511,"Again, I think of an item being put on sale of having a coupon for something."
HP2512,"I find it similar to walking into a coffee shop believing there is a tenner in your wallet, then opening it to only find £8. You forgot you bought a scotch egg for £2 earlier that day."
HP2513,I find this similar to negotiating for a lower price
HP2514,Selling an item quickly at a small loss. Like when I sold a CD for less than I paid but not by much
HP2515,Losing it down the back of the sofa
HP2516,"two friends usually split the cost of a shared ride. One say's ""I'll cover a bit more today, you've had a rough week""."
HP2517,I can imagine that this is a discount made from being a member of whatever it is that they are buying.
HP2518,Getting rid of stock you cannot shift (for example being an on-line seller) 
HP2519,I go out with a friend and we split our winnings at bingo
HP2520,When brands give discount and then reduce their price
HP2521,this would be like my eyelash tech who is my best friend giving my family member a discount 
HP2522,The broker gets more for my data than I do
HP2523,"Where broker id having to add a  lot of value to process, low number of brokers and complex illiquid market, they really earn their money. Example negotiation on new product and first contract in market."
HP2524,a loss to my bonus and a boost to the brokers gain
HP2525,"Similar to the -$4, where there are certain discounts or deals that take off the money. "
HP2526,Felt like the buyer wouldn't take the offer as is so I made it easier for them to take the offer
HP2527,The price of produce while it is in or out of season. 
HP2528,like buying something on sale 
HP2529,A small scale to try and entice people to buy
HP2530,I would imagine going to a boba place and having to pay tip. I usually tip 2 dollars at a boba place on a large order. (I'm an American.)
HP2531,"Selling to a select group of buyers, for example customers who have signed up to a loyalty card."
HP2532,A large milkshake at a fancy ice cream parlor
HP2533,A reduced price by 25% of the original price 
HP2534,"Changing the price by -$2 is like if I was trading in a car and the dealer offered me 10k saying ""no, it has a broken bearing, only give me 8k"
HP2535,"I find it similar to expecting someone to complete a job for free.  In this situation, the broker is working for no profit.  This is extreme."
HP2536,Getting a good discount 
HP2537,Happy hour at the cocktail bar.
HP2538,I'm selling an item on vinted and I reduce the price to make it more attractive
HP2539,Buying something with a discount code. You usually get a small amount off when you have a discount code. It’s totally enough to get it posted for free I.e about £2 less. 
HP2540,I find it similar to a sale
HP2541,A group of 8 trying to get 6 apples in a tree and no one wants to share. 
HP2542,It is similar to splitting the proceeds equally between me and the broker
HP2543,Changing the price to -$2 is a little disappointment and frustration with something you expected and got a little less of. 
HP2544,having this be a minus this is a negative but i find it to be a positive change as its similar to 0 and that is up and not down
HP2545,You get a discount for using/ bringing a reusable cup to a store. 
HP2546,"Getting payed more in tips, but sharing the additional money with a coworker because you feel they deserve the same amount."
HP2547,It's similar to a shop owner decreasing their price of something that isn't selling well
HP2548,$6 less money than offered
HP2549,"when person A adjusted the price lower for a basic, but interesting set of data"
HP2550,Giving 2$ to a friend
HP2551,This would make it more attractive to the broker.
HP2552,Using a coupon to purchase something
HP2553,when im wanting to sell something quickly and dont mind taking a loss
HP2554,a flash sale to get rid of extra inventory
HP2555,"Me asking a shop assistant to offer me a small discount due to a slightly imperfect product, which can still be used."
HP2556,"Same as my last answer for negative $4. I imagine this situation to be the same as devaluing a product/service by adding a deal/discount on it. You just want it sold or more people to buy it, so you lower the price."
HP2557,I find it similar to a sale
HP2558,"8-2 is $6 as the data price.  
I'm not sure why I would reduce the price. Perhaps to make my data more widely attractive so I could sell more than one set of data."
HP2559,Getting a small discount at a store
HP2560,Not getting what I want for a birthday
HP2561,"A multibuy deal such as a meal deal such as Buy two things out of the multibuy deal seperatly it would cost you $10 but if you buy selected item (drink, side and main meal) It would be $8."
HP2562,This is similar to offering a sale price.
HP2563,This would be like an end of season sale when you need to sell stock on to a shop and are prepared to make a larger loss
HP2564,"Me getting $6 w,hide the seller gets $12 plus 2."
HP2565,"Receiving a smaller discount, for example if someone at a car boot sale wanted a quick sale that day and offered to reduce it a little bit to secure a sale on the spot"
HP2566,Poverty and other third world problems 
HP2567,"Thinking of politics again, so many promises and not much action."
HP2568,"A 25% fall. Changing jobs so that you can work fewer hours, but taking a pay cut."
HP2569,-$2: Negotiating a small discount at a local market.
HP2570,Uncertainity of the data that you presented or misleading and misinfomation of data
HP2571,"Not as bad bad as above, but still being overcharged for something."
HP2572,A little 10% discount
HP2573,getting half price on food going out of date 
HP2574,I find this similar to using a coupon in a store or buying something online and getting a discount.
HP2575,Missing a sale on an item and having to pay a bit more
HP2576,A reduction in my electric bill
HP2577,Trying to sell something used online and someone rounds down very slightly 
HP2578,When a store puts something on a light discount
HP2579,Asking a street vendor to lower the price of a snack
HP2580,Going to the shop and buying something small
HP2581,I would say that the eggs had increased in the past by that much. The prices have now come down since though. 
HP2582,find it similar to giving up too quickly
HP2583,Being careful and taking a low risk
HP2584,"I once sold a fish tank and the buyer asked for a decrease as one of the gravel bags was open,"
HP2585,A minor inconvenience - akin to not collecting your charge after a sharp.
HP2586,It would be like going from a burger with an extra topping to one less topping
HP2587,Sharing a snack with someone.
HP2588,"Equity, Parity (in income, at least). Given I have no data about the broker's costs vs my own, this feels like the best outcome for myself and the other prolific user."
HP2589,It would be lower than the starting price
HP2590,I would find it similar to something being 25% off like a black Friday sale. 
HP2591,"It’s like when a shop knocks a couple of pounds off something you buy all the time, not huge but it makes you feel like you’ve caught a small break."
HP2592,"Taking away from what is standard shows a loss or negative event. I remember disallowing someone a share of rewards we earned for delivering papers. The deduction seemed fair, as we delayed our delivery. It was only fair to the clients."
HP2593,"This was my original thought, charge $6, both me and the person selling my imaginary data would get a potential $6 bonus."
HP2594,a friend owing you money and you buying the lunch
HP2595,Compromising and giving in.
HP2596,$6 - Similar to my friend and I eating at Mcdonalds
HP2597, Getting a reduction for a fault
HP2598,Like offering a small discount to keep someone interested or to be cooperative.
HP2599,Evening out the price with the other party.
HP2600,I find it similar to a wage cut of 25%.  
HP2601,Same as -$4 but they have found that they either dont sell and have discounted them or that the market rate is lower than they thought. 
HP2602,I find it similar to the government raising taxes so they can use the money for welfare. I would get less money so someone else would get slightly more.
HP2603,Meal deals in supermarkets
HP2604,Negotiation... feeling like I want to maintain a raport with a counterpart
HP2605,A teacher giving extra time on an assignment.
HP2606,Negotiating for buying a car
HP2607,Something in a sale that has been reduced to help sell the item
HP2608,"being desperate to have the deal completed, not expecting much"
HP2609,This is a decent discount and it will help the buyer a little.
HP2610,Making the onward transaction more palatable for the recpient.
HP2611,"$6, the price of a drink from a coffee shop. "
HP2612,I find it similar to market price adjustments and a lower value on the data.
HP2613,A temporary sale event.
HP2614,"not the worst in the world, being slightly annoyed by someone i dislike"
HP2615,attempting to save the consumer/buyer by offering a discount
HP2616,People only want to buy the large eggs so let's slightly decrease the price of medium eggs to boost sales
HP2617,"Perhaps now there is more supppy in oil and refineries can substitute suppliers a bit more.easily, I need to reduce to sell my oil "
HP2618,Offering a small discount to encourage trade
HP2619,"Someone is selling shoes for $8, I offer $6 and they accept."
HP2620,noticing a slight defect in a product and offering a slight discount to reflect it
HP2621,this situation similar to staying home and watching a film
HP2622,This is like paying for a meal and your meal cost less
HP2623,It's like a pizza without cheese.
HP2624,a small discount for friends / family
HP2625,being sent an offer for a lower price on an item i'm selling
HP2626,This is similar to selling something on Facebook Marketplace. You post it for the value but it might sit for a while. No one is interested so you lower the price a little and it sells. 
HP2627,This is similar to discount stores  like TK Maxx which sell stuff below the RRP to clear old stock.
HP2628,A brand new book from a bookstore 
HP2629,Getting some money knocked off due to a potential problem that came up when I was trying to buy it.
HP2630,"This is similar to when you are negotiating with a tradesman, and you want to talk them down a little bit. "
HP2631,"I imagine that is similar to an introductory offer for a product in a fast food restaurant, in order to encourage customers to try the new product for the first time"
HP2632,"i was ordering some food for me and the kids and didnt realize that i was short a couple dollars, the person behind me paid for my entire meal and let me keep the other 2 dollars"
HP2633,Giving a friend a discount on something
HP2634,This would be like the price of eggs finally coming down a little after being up so high for so long.
HP2635,I imagine that it is a slight decrease to attract more potential buyers to choose this product than a competitor's product.  It's a sale.
HP2636,"This could be similar to a sale at a restaurant or café, where a slight reduction in price, such as a $2 off a meal or drink, might prompt customers to make a purchase. It might be a small promotion to attract more foot traffic, like a limited-time offer."
HP2637,I would imagine the supply on this is really low and that I chose to lower the price because there's no way they would accept the original amount. 
HP2638,"My partner have to reduce their hourly rate for skilled work, in order to compete with less skilled, but cheaper workers."
HP2639,"It is not similar, it is not equal."
HP2640,"The price of eggs had risen up to $5 per dozen. Since the bird flu is under control, the price has decline approximately $2 to $2.99 per dozen"
HP2641,"Again, a good coin customer may get a -$2 discount from me, depending on how many coins they wish to buy,"
HP2642,"This is similar to alot of ways business operates. $6 to both parties but the producer did all of the work and should get more so although this is even, it is not fair."
HP2643,I find this similar to an act of generosity/fairness as my receiving less money would mean that the broker receives more money.
HP2644,this would be an advantage for the broker but not for me
HP2645,The item is reduced by 25% in a sale
HP2646,I would be out of pocket again and other people would be making a profit off of me and my work.
HP2647,A company is underbidding for a contract that they will likely win but will have to cut corners to make any profit.
HP2648,This is similar to buying something of low value already as a sale item. so it is low budget
HP2649,"Losing slightly, but not enough to feel too disadvantaged"
HP2650,You would lose 2$ off your 8$ and have 6 left 
HP2651,"Having to miss one training session because of some event, maybe the weather means i cant be bothered to run for example, it still feels like a loss to me"
HP2652,"It is similar to selling a product for $8, but the buyer's offer is a maximum of $6, reflecting the $2 price drop."
HP2653,I find it similar to offering someone a discount.
HP2654,Similar to dropping a couple of belt sizes for my jeans.
HP2655,This would be like asking for a product to be reduced in a shop due to damage to the packaging. 
HP2656,"In this situation, maybe it would be similar to someone going out of their way to do a small favor for another person. Like intentionally buying them a snack out of the vending machine or something. It is low cost but the price is also a small benefit to the other person."
HP2657,"A new variety of coffee bean makes growing much quicker and more beans make it to harvest. The price of beans decreases, prompting the coffee shop to lower their prices, passing savings to the customers. "
HP2658,I find this similar to financial accounting which is a class I am currently taking
HP2659,trying to negotiate a purchase on ebay as the seller and getting nervous if you counter the buyer that you'll lose the sale over a couple of dollars
HP2660,Spending on an event
HP2661,Buying a $2 scratch ticket and winning nothing
HP2662,"That''s like when splitting a check at a restaurant and arguing that, I didn't order that much food so my portion should be less."
HP2663,It is similar to an exchange of used items on a Facebook marketplace where a deal is suggested.
HP2664,Trying to help out someone financially.
HP2665,Being charged twice for a bus ticket
HP2666,"Selling a product that has recently fallen in demand, so there are concerns it won't sell at the original price."
HP2667,I imagine it would decrease to $6 if the priced change by $-2.
HP2668,I would say maybe inflation rising by 2%.
HP2669,"Since the price changes is determine by adding or subtracting, the similar price here is 6 because 2 is being subtracted from the given price which was 8."
HP2670,Coffee shop providing a promotional discount of $2 off
HP2671,Slapping yourself in the face.
HP2672,Again it will be attractive for the broker as he would be able to make half of the amount if he sell the product. 
HP2673,Asking for a moderate discount on an item seen in an online auction.
HP2674,-$2 would bring it to $6 payment to the data provider - so the broker who has done little except act as intermediary would get as much money as the person providing the data - similar to temping agencies in the 90s where the recruiter would get as much as the employee doing to the work
HP2675,Being risk averse and making sure lower price gets him the Bonus.
HP2676,saving money. I don't really understand the question.
HP2677,it is similar to buying a discounted product
HP2678,Helping out a little and not being too greedy.
HP2679,Broker/middle man trying their luck to increase their profit on the same trades.
HP2680,Receiving a small discount on a lunch.
HP2681,it would be a slightly better deal for me
HP2682,"If this were some item related, possibly something is slightly off or defective, maybe I just am in a good mood, want to get rid of it quickly so figure I will beat out the competition and lower it a few bucks."
HP2683,"I would find this similar to a disagreement or small argument with someone I know well. As we were trying to come to an agreement, and I felt certain I was right in the moment, I agreed to take a step back and just apologize in order to keep the peace. I would be relieved that neither of us has to win or lose, but also just a touch irritated that the other party didn't acknowledge that I had been correct."
HP2684,That would be similar to getting ice cream
HP2685,£6 instead of £8 is quite an arbitrary amount where even though it is worth doing it. It would be better if I the data provider was given enough for the data provided.
HP2686,"When you lose something small. It's not important, just slightly annoying."
HP2687,This would be similar to getting a deal at a store. 
HP2688,"It's like asking for less without being cheeky about it, from a buying perspective. From a sellers perspective it's probably a happy medium, you've negotiated without losing too much. "
HP2689,I find it similar to when a retailer might lower a price just enough to entice a customer to buy the product.
HP2690,Engaging in a fair exchange with a friend.
HP2691,"Donation. There is the same outcome for myself, but the other person will receive more. Almost like I am donating to their cause."
HP2692,I think this is for a sale to get more people to buy it.
HP2693,like when the price of a meal deal goes up by 75p so u lose money cuz u have to spend more 
HP2694,I imagine going to a shopping centre for a couple of hours and paying for the parking.
HP2695,"My friend bought me a coffee, and I owe them."
HP2696,This feels like when I find reduced items in the supermarket before they close
HP2697,Standard price bartering such as at a car boot sale.
HP2698,It is like discounts when buying in bulk.
HP2699,This situation is similar to a two-for offer where the price is discounted a little when buying multiples.
HP2700,Offering a rebate on services rendered.
HP2701,Getting a small discount
HP2702,The said shop keeper told me looking at another item that its been here awhile but not as urgently needed to be gone.
HP2703,the price of a theme park entrance ticket
HP2704,Making sure two people who worked on a project get paid the same amount even if they worked on different parts.
HP2705,A person loses some money and does not profit.
HP2706,Paying for something in a supermarket and expecting it to be reduced but it comes up as full price
HP2707,I wouldn't reduce the price as this person is selling my data on
HP2708,Buying a chikfila sandwich
HP2709,"This feels similar to giving a small discount to a customer when they ask politely or when you want to encourage a quick sale. It’s not a big loss, but enough to keep the other person satisfied."
HP2710,The price changes won't matter to me because this is only one trade. 
HP2711,Equality.  It is similar to making things more fair and balanced.  The broker will get half and so will I.  They set up the job and have to collect and distribute the funds. 
HP2712,I find it similar too being overcharged by $2 and not noticing at first.
HP2713,This feels similar to sharing something equally with someone.
HP2714,This is similar to a situation where someone lowers a price slightly to make something more appealing or to help someone out.
HP2715,I find it similar to making a small compromise between two parties that enables both sides to be happy. 
HP2716,This is similar to a sale. 
HP2717,I was walking the dog and I saw my neighbor.
HP2718,start of a negotiation when there is a bit of wiggle room
HP2719,Doing a job for someone and not getting paid enough for it.
HP2720,Now it's $6 - so it's on sale!
HP2721,I find it similar to having a loss. 
HP2722,"This is a discount that would make for an even distribution of profits. I think this is similar to what a family or friend would do with another friend. Obviously, the party creating the data does the most work, so to share the profits evenly is an altruistic act."
HP2723,store discount or clearance product
HP2724,A sale price. I don't know what else to say.
HP2725,I find this similar to the purchase of an e-book.
HP2726,It is similar to giving a discount if you buy two products.
HP2727,A company losing money through poor annual results
HP2728,Similar to a small offer being put on an item to try and sell more of it.
HP2729,trying to undercut a similar service or item
HP2730,It's like a shop having a sale. The price is reduced. 
HP2731,Reducing the price from $8 to $6 would be similar to using a coupon on a grocery shop. 
HP2732,This would be similar to negotiating to buy something from a flea market.
HP2733,Feeling that I don't deserve as much.
HP2734,a loss leading product to get a broker to commission more data from you
HP2735,"Giving a small discount to someone, like a 10% off discount. "
HP2736,I have reward memberships to a lot of companies and with one of them I do get $2 off of certain products after I spend a set amount. 
HP2737,Someone bargained down your deal in a goods transaction. 
HP2738,It is similar to the fluctuations of gas prices. They rise and fall by a dollar or two depending on the economy.
HP2739,"If I change it by -$2, I will be breaking even with the broker."
HP2740,A product that has been haggled lower and agreed upon price so that it would sell.
HP2741,I find it similar to a discount given at a marked 
HP2742,It would feel bad to do
HP2743,Selling something a little less than what the original price was so you can sell the item quicker like clothes or furniture that is used that you have had for a while.
HP2744,"Again, this reminds me of inflation.  You can never get ahead."
HP2745,Special offer at the store 
HP2746,A small discount on an item.
HP2747,I find it similar to the reduced section in the supermarket
HP2748,"It's like offering a small discount to someone buying something from you, because you want to make the deal a little easier for them while still earning something yourself."
HP2749,there ill be a negative change and the price ill be $6
HP2750,A small discount to encourage continued business
HP2751,I dont know!!  minus 2 is like maths a t school.
HP2752,"Similar to the above example, it's like you are giving the car sales person more than they are asking for. "
HP2753,"This is the the fair way to do things, simply split the amount in half. No one wins and no one loses, but both accept they each could have gotten more. This is communism in the sense of simply sharing resources equally among all. "
HP2754,get a 3 for 2 offer at a supermarket
HP2755,Someone telling me my data is not worth quite as much as the average market rate.
HP2756,A 25% sale at a sports retailer (E.g. Nike)
HP2757,Splitting a bill 50/50
HP2758,A sale on some of the bread we like to buy.
HP2759,"A negative change
8-2=6 
Starting price decreases from 8 to 6 dollars. 
Similar to when my friend paid me back less than the amount she owed."
HP2760,This is like a special offer on a website - 25% off.
HP2761,This reminds me of buying bananas on sale at my grocery store and it being marked down due to it become too ripe. 
HP2762,"Decreasing the price to $6 would be similar to when the gas stations fluctuate their prices from week to week. One week is more expensive, then the following week they lower the price again, and back and forth."
HP2763,Having to pay for parking.
HP2764,Splitting the bill with someone at a meal when they have had slightly more than me 
HP2765,This would be similar to making a choice that places you in a worse position you were in. 
HP2766,Having a great day and feeling generous
HP2767,$6 is the price of a glass of wine or a pint of beer in our local pub.
HP2768,"50/50 split between provider and intermediary seems pretty common, but it loaded towards the latter. But I suppose its similar to a lot of deals that require an introduction - I'll introduce you to Jim and he'll buy your product, but I want half"
HP2769,The amount left in my checking account after buying groceries. 
HP2770,Reducing the price because something isn't selling 
HP2771,"Any time you drop a price, whether it is on food or gasoline, it’s a good thing. It helps people out by them being able to save some money."
HP2772,If you are selling something that you know is a little overpriced and havent recievied any offers this would be the initial decision but you dont want to completly change the price on the chance someone does offer it. It would be if you are not desperate to sell something. 
HP2773,"It's the January sales,  and after Christmas, money is tight for many, so I thought I'd give a little discount before interests rise."
HP2774,The rise in inflation. 
HP2775,I would imagine it is similar to when a shop is trying to do a discount to encourage sales.  Either due to excess stock or trying to gain market share.
HP2776,I find it closer to the margin 6$.
HP2777,"It means that there is some missing or incomplete responses, and so you don't think you should charge the full price of the data set."
HP2778,One time offer to see if the item sells better at the lower price.
HP2779,trying to incentive people to use the data
HP2780,I find the change of the dollar amount to be a postive since the price is getting lower. Just like groceries at the store.
HP2781,Poshmark sellers trying to move inventory.
HP2782,Spending money on a candy bar 
HP2783,"paying interest on debt, a small charge "
HP2784,"This is similar to getting a discount at a sandwich place. Half price would be better, but $2 is still pretty good."
HP2785,"This could be to just balance things out in terms of what I might think is a fair split of profit between myself and the broker, or as a friendly courtesy."
HP2786,Offering a discount.
HP2787,Not crediting myself for my work.
HP2788,seems that I would make a loss
HP2789,"The price of food has come down recently. I was very grateful the other day when out shopping that the price came down a little bit, it made things more affordable. "
HP2790,I find it similar to swapping a pair of shoes for a pair of socks
HP2791,"reducing the cost of a product, i am selling "
HP2792,"I find it similar to most deals, especially with cereal."
HP2793,A purchase incentive or offer in a supermarket.
HP2794,Rising energy prices fir gas and electricity
HP2795,A fair result if the data sells and both parties get equal share
HP2796,using a coupon to get a discount
HP2797,I find this similar to finding something in a shop with damaged packaging and asking for a discount on the product
HP2798,A small discount to sweeten the deal.
HP2799,"i feel that they would get a bargain, similar to a half price deal "
HP2800,A small discount or deflation in the economy.
