hp_response_id,category_num
HP3354,2
HP3355,0
HP3356,1
HP3357,0
HP3358,0
HP3360,0
HP3361,3
HP3362,0
HP3363,2
HP3364,0
HP3365,0
HP3366,0
HP3367,0
HP3368,0
HP3370,1
HP3373,0
HP3376,0
HP3378,1
HP3379,0
HP3380,0
HP3382,0
HP3386,0
HP3388,1
HP3389,0
HP3390,0
HP3391,3
HP3393,1
HP3394,0
HP3396,0
HP3397,0
HP3398,0
HP3399,0
HP3400,0
HP3401,2
HP3403,0
HP3405,1
HP3406,0
HP3407,0
HP3408,0
HP3410,1
HP3411,0
HP3412,0
HP3413,0
HP3415,1
HP3416,2
HP3417,2
HP3419,2
HP3420,3
HP3421,0
HP3422,1
HP3423,0
HP3424,0
HP3427,0
HP3428,0
HP3431,0
HP3432,1
HP3435,0
HP3436,2
HP3437,2
HP3438,1
HP3439,1
HP3441,1
HP3443,0
HP3444,0
HP3446,1
