hp_response_id,category_num
HP3807,2
HP3808,1
HP3811,0
HP3812,3
HP3814,0
HP3815,0
HP3816,1
HP3817,3
HP3818,0
HP3819,1
HP3820,0
HP3821,2
HP3822,1
HP3823,0
HP3824,0
HP3825,0
HP3826,0
HP3827,2
HP3828,0
HP3829,3
HP3830,0
HP3831,0
HP3832,1
HP3833,0
HP3834,1
HP3835,3
HP3836,1
HP3838,3
HP3839,0
HP3840,1
HP3841,2
HP3842,3
HP3844,3
HP3845,2
HP3846,3
HP3847,1
HP3848,0
HP3849,2
HP3851,0
HP3852,2
HP3853,2
HP3854,1
HP3855,3
HP3856,0
HP3857,1
HP3858,0
HP3859,2
HP3860,2
HP3861,0
HP3862,2
HP3864,2
HP3867,1
HP3868,0
HP3871,0
HP3872,3
HP3873,0
HP3874,3
HP3875,1
HP3877,0
HP3879,0
HP3880,1
HP3881,3
HP3883,3
HP3885,1
HP3886,2
HP3888,3
HP3889,2
HP3890,3
HP3891,0
HP3892,1
HP3896,0
HP3897,3
HP3898,0
HP3899,0
HP3900,0
HP3902,2
HP3903,2
HP3904,1
HP3905,3
HP3906,0
HP3907,0
HP3908,2
HP3910,0
HP3911,2
HP3912,3
HP3913,0
HP3914,0
HP3915,2
HP3916,0
HP3917,0
HP3918,0
HP3920,0
HP3921,2
HP3922,0
HP3923,3
HP3924,0
HP3925,0
HP3927,0
HP3929,2
HP3931,3
HP3933,0
HP3934,0
HP3935,0
HP3937,3
HP3938,1
HP3939,3
HP3940,0
HP3941,0
HP3943,3
HP3944,0
HP3946,1
HP3949,0
HP3950,0
HP3951,0
HP3953,0
HP3954,3
HP3955,0
HP3956,3
HP3957,2
HP3959,2
HP3960,1
HP3962,0
HP3963,0
HP3964,1
HP3965,2
HP3966,3
HP3967,0
HP3969,2
HP3970,0
HP3973,0
HP3974,0
HP3979,0
HP3980,2
HP3981,1
HP3982,2
HP3984,1
HP3985,0
HP3987,1
HP3988,0
HP3989,1
HP3990,1
HP3991,2
HP3992,0
HP3994,1
HP3998,2
HP3999,2
HP4000,0
HP4001,1
HP4002,3
HP4003,2
