hp_response_id,category_num
HP2727,3
HP2728,2
HP2729,3
HP2731,0
HP2732,0
HP2733,1
HP2734,2
HP2735,0
HP2736,0
HP2737,0
HP2738,0
HP2739,2
HP2740,2
HP2742,0
HP2743,2
HP2744,3
HP2745,0
HP2746,0
HP2748,2
HP2749,0
HP2750,2
HP2751,0
HP2752,3
HP2753,1
HP2754,2
HP2755,3
HP2757,1
HP2758,0
HP2759,1
HP2760,0
HP2761,2
HP2762,0
HP2763,0
HP2764,1
HP2765,3
HP2766,1
HP2767,0
HP2768,2
HP2770,2
HP2771,1
HP2772,2
HP2773,1
HP2774,0
HP2775,2
HP2776,0
HP2777,1
HP2779,2
HP2780,0
HP2781,2
HP2782,0
HP2783,0
HP2784,0
HP2785,1
HP2786,0
HP2787,3
HP2788,3
HP2789,1
HP2790,0
HP2791,0
HP2792,0
HP2793,2
HP2794,0
HP2795,1
HP2796,0
HP2798,2
HP2799,0
HP2800,0
HP2801,0
HP2802,2
HP2803,0
HP2804,0
HP2805,0
HP2806,0
HP2807,0
HP2808,0
HP2809,0
HP2810,1
HP2811,0
HP2812,0
HP2813,0
HP2814,0
HP2815,1
HP2816,0
HP2817,3
HP2818,1
HP2820,3
HP2821,1
HP2822,0
HP2823,0
HP2826,1
HP2828,3
HP2829,0
HP2830,1
HP2833,2
HP2834,3
HP2835,1
HP2837,1
HP2838,0
HP2839,0
HP2840,3
HP2841,0
HP2842,2
HP2843,0
HP2844,0
HP2845,2
HP2846,3
HP2847,0
HP2848,0
HP2849,2
HP2850,0
HP2851,0
HP2852,0
HP2853,2
HP2854,0
HP2855,0
HP2856,0
HP2857,0
HP2858,3
HP2859,2
HP2862,3
HP2863,3
HP2864,0
HP2865,0
HP2866,2
HP2867,2
HP2868,1
HP2869,1
HP2870,0
HP2872,0
HP2875,2
HP2876,0
HP2877,3
HP2878,1
HP2879,0
HP2880,1
HP2881,0
HP2882,1
HP2883,0
HP2884,2
HP2886,3
HP2887,2
HP2888,0
HP2890,0
HP2891,2
HP2892,2
HP2893,0
HP2894,0
HP2896,1
HP2897,0
HP2898,1
HP2899,2
HP2901,2
HP2903,0
