hp_response_id,category_num
HP1393,3
HP1394,1
HP1395,3
HP1396,3
HP1398,1
HP1399,3
HP1400,3
HP1402,3
HP1403,3
HP1404,0
HP1405,3
HP1406,1
HP1407,3
HP1408,3
HP1409,3
HP1410,1
HP1411,3
HP1412,3
HP1414,3
HP1415,0
HP1416,0
HP1417,3
HP1418,3
HP1419,0
HP1420,3
HP1421,3
HP1422,3
HP1423,3
HP1424,3
HP1425,3
HP1426,0
HP1427,2
HP1428,3
HP1429,3
HP1430,3
HP1432,3
HP1434,3
HP1435,3
HP1436,3
HP1437,3
HP1438,0
HP1439,3
HP1440,3
HP1442,3
HP1443,3
HP1444,3
HP1445,3
HP1446,3
HP1447,3
HP1448,3
HP1449,1
HP1450,0
HP1451,3
HP1452,3
HP1453,3
HP1454,3
HP1455,3
HP1456,3
HP1457,3
HP1458,3
HP1460,3
HP1461,3
HP1462,3
HP1463,3
HP1464,3
HP1465,0
HP1467,3
HP1468,3
HP1470,3
HP1472,3
HP1474,3
HP1475,3
HP1477,0
HP1478,3
HP1479,3
HP1480,3
HP1481,3
HP1482,3
HP1485,0
HP1486,3
HP1487,3
HP1488,3
HP1489,0
HP1490,0
HP1491,3
HP1492,3
HP1493,3
HP1494,0
HP1495,3
HP1497,3
HP1498,2
HP1499,1
HP1500,3
HP1501,3
HP1502,1
HP1503,1
HP1505,3
HP1506,3
HP1507,3
HP1508,3
HP1509,3
HP1510,1
HP1511,3
HP1514,3
HP1515,3
HP1516,0
HP1517,3
HP1518,1
HP1520,1
HP1523,3
HP1524,1
HP1525,1
HP1526,3
HP1527,3
HP1529,3
HP1530,0
HP1531,3
HP1532,3
HP1533,3
HP1534,3
HP1535,3
HP1536,0
HP1538,3
HP1539,0
HP1540,0
HP1541,3
HP1542,3
HP1543,3
HP1544,1
HP1545,0
HP1546,3
HP1547,3
HP1548,0
HP1549,1
HP1550,0
HP1553,3
HP1554,3
HP1556,3
HP1557,0
HP1558,1
HP1559,3
HP1560,3
HP1562,1
HP1563,3
HP1564,1
HP1565,3
HP1566,3
HP1568,1
HP1569,0
HP1570,2
HP1571,3
HP1572,1
HP1573,3
HP1574,0
HP1575,3
HP1578,3
HP1579,3
HP1581,3
HP1582,3
HP1583,3
HP1584,3
HP1585,3
HP1586,3
HP1587,3
HP1589,0
HP1590,3
HP1591,3
HP1592,3
HP1595,1
HP1597,3
HP1598,1
HP1599,3
HP1600,3
