hp_response_id,similarity_reference_A
HP4323,3
HP4324,13
HP4325,4
HP4326,5
HP4327,2
HP4328,5
HP4329,5
HP4330,4
HP4331,4
HP4332,32
HP4333,6
HP4334,6
HP4335,9
HP4336,6
HP4337,8
HP4338,6
HP4339,45
HP4340,5
HP4341,4
HP4342,3
HP4343,6
HP4344,5
HP4345,3
HP4346,5
HP4347,4
HP4348,5
HP4349,2
HP4350,5
HP4351,2
HP4352,7
HP4353,25
HP4354,4
HP4355,4
HP4356,4
HP4357,19
HP4358,3
HP4359,47
HP4360,4
HP4361,4
HP4362,4
HP4363,3
HP4364,15
HP4365,58
HP4366,15
HP4367,18
HP4368,25
HP4369,4
HP4370,5
HP4371,4
HP4372,5
HP4373,5
HP4374,0
HP4375,6
HP4376,3
HP4377,6
HP4378,5
HP4379,4
HP4380,4
HP4381,4
HP4382,3
HP4383,3
HP4384,4
HP4385,15
HP4386,7
HP4387,7
HP4388,5
HP4389,6
HP4390,15
HP4391,5
HP4392,4
HP4393,22
HP4394,3
HP4395,13
HP4396,4
HP4397,5
HP4398,6
HP4399,13
HP4400,4
