hp_response_id,similarity_reference_A
HP1401,46
HP1402,25
HP1403,17
HP1404,39
HP1405,12
HP1406,61
HP1407,45
HP1408,31
HP1409,33
HP1410,17
HP1411,32
HP1412,24
HP1413,58
HP1414,29
HP1415,1
HP1416,5
HP1417,19
HP1418,35
HP1419,6
HP1420,21
HP1421,33
HP1422,58
HP1423,31
HP1424,26
HP1425,28
HP1426,21
HP1427,18
HP1428,34
HP1429,42
HP1430,55
HP1431,18
HP1432,38
HP1433,39
HP1434,50
HP1435,20
HP1436,19
HP1437,30
HP1438,1
HP1439,47
HP1440,57
HP1441,50
HP1442,31
HP1443,29
HP1444,33
HP1445,42
HP1446,34
HP1447,33
HP1448,52
HP1449,15
HP1450,2
HP1451,57
HP1452,33
HP1453,29
HP1454,52
HP1455,31
HP1456,50
HP1457,26
HP1458,58
HP1459,37
HP1460,58
HP1461,21
HP1462,29
HP1463,47
HP1464,55
HP1465,20
HP1466,29
HP1467,36
HP1468,56
HP1469,25
HP1470,52
HP1471,95
HP1472,45
HP1473,63
HP1474,29
HP1475,32
HP1476,29
HP1477,59
HP1478,29
HP1479,27
HP1480,21
HP1481,26
HP1482,16
HP1483,57
HP1484,35
HP1485,17
HP1486,31
HP1487,16
HP1488,24
HP1489,16
HP1490,16
HP1491,21
HP1492,29
HP1493,32
HP1494,55
HP1495,68
HP1496,53
HP1497,27
HP1498,4
HP1499,42
HP1500,18
HP1501,28
HP1502,62
HP1503,17
HP1504,53
HP1505,59
HP1506,30
HP1507,31
HP1508,30
HP1509,52
HP1510,32
HP1511,31
HP1512,56
HP1513,27
HP1514,38
HP1515,31
HP1516,20
HP1517,55
HP1518,28
HP1519,13
HP1520,8
HP1521,28
HP1522,12
HP1523,39
HP1524,43
HP1525,24
HP1526,52
HP1527,31
HP1528,42
HP1529,29
HP1530,5
HP1531,32
HP1532,32
HP1533,31
HP1534,40
HP1535,17
HP1536,34
HP1537,53
HP1538,35
HP1539,13
HP1540,20
HP1541,40
HP1542,33
HP1543,41
HP1544,18
HP1545,18
HP1546,57
HP1547,43
HP1548,19
HP1549,8
HP1550,0
HP1551,47
HP1552,30
HP1553,35
HP1554,29
HP1555,20
HP1556,40
HP1557,22
HP1558,8
HP1559,17
HP1560,30
HP1561,40
HP1562,31
HP1563,24
HP1564,13
HP1565,28
HP1566,39
HP1567,17
HP1568,21
HP1569,20
HP1570,10
HP1571,49
HP1572,23
HP1573,50
HP1574,38
HP1575,27
HP1576,49
HP1577,44
HP1578,58
HP1579,60
HP1580,33
HP1581,25
HP1582,38
HP1583,56
HP1584,58
HP1585,49
HP1586,51
HP1587,31
HP1588,30
HP1589,18
HP1590,27
HP1591,17
HP1592,29
HP1593,0
HP1594,60
HP1595,20
HP1596,34
HP1597,29
HP1598,7
HP1599,54
HP1600,39
