hp_response_id,memory
HP0077,would switch from me having 8 and them having 4 to me having 4 and them having 8
HP0079,"I find it similar to extreme charity, giving away more than you should, to make you feel morally better."
HP0080,Seeing someone who is homeless and going out and giving them some take out food because they need it more than you. 
HP0081,PAying a small fine.
HP0082,Believing the other person needs or deserves the money more.
HP0083,I would find it similar to raising and supporting a child. We often give them more than we give ourselves because they need more as children and we want to give them the best possible opportunity to be successful in life.
HP0084,Being charity
HP0085,Feeling the other person needs the money more than me
HP0086,"I would find it similar to having dinner together and split checks not being possible, so I give $4 to a friend to cover my part of the meal plus the tip."
HP0087,both having equal amounts of money
HP0088,being an idiot
HP0089,having to share as a child with my siblings
HP0090,Paying for an exercise class
HP0091,I find it similar to donating a large amount of money to someone in need. Especially for a meal or something that they can't quite afford. 
HP0092,The other participant would be happy to receive this amount.
HP0093,them getting 75 percent of the money
HP0094,Giving away something which is mine. 
HP0095,Similar to giving a Christmas present because I'm giving the person more than they've earned out of generosity
HP0096,It would be unfair to me. This makes me uncomfortable.
HP0097,"This would be like giving up more of a meal to someone, even though you're the one that received it all in the first place. "
HP0098,"Giving a greater share to someone I love, or giving to charity"
HP0099,Unequal. The participant would have more than me. 
HP0100,Communism!
HP0101,Sending the left over money to savings account
HP0102,this is similar to splitting the money equally.
HP0103,"Me and a friend got a reward for completing a task, they did more work so they got the larger amount of money."
HP0104,i think its similar to helping someone in need
HP0105,feeding someone hungrier than me
HP0106,Overcompensating because the original situation was unfair. overcorrection. Us giving more of our money to billionaires even though they don't deserve it. 
HP0107,This feels like a bonus that is given in real life.
HP0108,giving away money
HP0109,"I'd find this similar to paying my kids for chores. If one of them does more chores, they would get a little more money than the other one. "
HP0110,I Find this similar to buying them lunch 
HP0112,it would be similar to rounding up when I'm buying something.
HP0113,giving a friend money if they can't afford something
HP0114,giving a friend some money i owe them
HP0115,Receiving a team bonus at work that we split evenly.
HP0116,"This is similar to paying someone, maybe using CashApp to transfer money to cover a meal. There's nothing different between this and the prior option to me besides the amount sent. "
HP0117,"It seems like a higher level donation for something I would be passionate about, such as knowing that they may double the match if I gave a minimum amount like $8. "
HP0118,I find it similar to giving someone money for gas.
HP0119,This is similar to paying someone to complete a job for you.
HP0120,Being overly generous can be a good feeling.  Especially if it is going to someone in need.
HP0121,"This is also buying an item, but something a bit larger. Say a sandwich for lunch."
HP0122,Giving too much money to someone
HP0123,Paying taxes to the the powers in place.
HP0124,rewarding a friend for work done
HP0125,Donating a larger amount of money. Kind of like a tax. 
HP0126,Winning a small prize on a raffle.
HP0127,Same as above 
HP0128,This is like giving half of your prize money to friend who needs it more.
HP0129,Sharing a pizza and giving two-thirds of it to my friend while keeping the final third to myself.
HP0130,I have been asked for money of beggars in the street and sometimes I may have change for them
HP0132,My friend brought me a meal deal. 
HP0133,"Altruism, looking out for the needs of others even to the detriment of your own."
HP0134,Again lowering my amount
HP0135,For lunch my colleague goes out to buy some fastfood. I transfer money to him so that he can buy my lunch as well.
HP0136,I find it similar to giving money to a homeless person outside the supermarket. Although it's not completely similar because I also receive money. But I'm reducing what I can get so it's a bit like giving it away.
HP0137,"I find this most similar to paying rent to a landlord, where I am acting as a tenant."
HP0138,paying for their ticket to an event
HP0139,giving away 2/3 of my cupcakes
HP0140,In transferring $8 to other participant I would be imagining that the other was struggling a little more than me to find enough money to buy food today.
HP0141,You want to gift them a present. You want to apple polish.
HP0142,Donating to a charity.
HP0143,It feels like leaving a tip for a bartender at a bar
HP0144,I find this similar to seeing a homeless person on the street. You see they are financially struggling and provide the money as a kind act to ensure the person can buy food or anything else they need. 
HP0145,I am donating to a charity or a government giving subsidized assistance.
HP0146,"When a group of friends and I used to go to play Bingo, we agreed beforehand that if any of us won, we would all share the money equally between us. "
HP0147,Winning some money but using most of it to buy a round of drinks
HP0148,Donating to charity
HP0149,Like the government handing money to people on benefits
HP0150,This is similar to allowing the other participant to have more money than myself. This would happen if a person feels like they did not deserve the bigger cut. 
HP0151,being generous but still wanting to keep some for yourself.
HP0152,wanting to gift someone money
HP0153,I find it similar to self sacrifice where I give most of my income to the other person.
HP0154,Being a generous person
HP0155,similar to generous people who want to give more to others
HP0156,Perhaps winning a fair amount on a wager and then deciding that I want to remember a loved one or friend and give them something to allow them to enjoy my success.
HP0157,A tip!
HP0158,"Someone who is generous and even though they need some money, assumes the other person needs it more"
HP0159,Another person bought something for me and I owed them $8 for it.
HP0160,I find this similar to covering a friends purchase
HP0161,Donating a portion of my hard earned income to a charitable cause. Keeping less for myself and giving more to others. 
HP0162,That'd be my wife.  We are in a good place and maybe someone else needs the money more than us.
HP0163,Going halves on something. 
HP0164,"I find  this similar to finding the $12 on the street and seeing someone in need on the road. I would feel compelled to give some of this money to that individual, while still keeping a little bit for myself."
HP0165,Buying someone something nice
HP0166,Being a bit more generous in my tip
HP0167,Donating to charity.
HP0168,What it's like to be a billionaire when it's time to pay taxes (the recipient)
HP0169,Donating to charity and keeping only one third of what you earn
HP0170,"This is philanthropy - so long as I only need $4, I can give the rest away without suffering myself, and help others in a big way."
HP0171,I find this similar to tipping a person because of great service they provided.
HP0172,It would be like giving money to a homeless person and giving a charitable donation
HP0173,thats is not fair to me
HP0174,Donating money to someone in need.
HP0175,I find it similar to being generous
HP0176,Someone donating most of a lottery win to someone who is struggling with a medical bill
HP0177,Giving extra money to my child
HP0178,Being taken advantage of by a company who charge extortionate fees.
HP0179,Like giving to someone less fortunate them myself e.g. donating some extra money I have to charity to make someone else feel better.
HP0180,Could money paying back to a friend for meal.
HP0181,Dividing up payments so as to be equal when we both work on a single job - doing equal work in that job.
HP0182,8
HP0183,sharing half of my lunch with a friend because they didn't like theirs
HP0184,Giving them some money to pay for a bus fare.
HP0185,being generous. 
HP0186,someone who just likes to give its their purpose
HP0187,This is giving and being generous
HP0188,transferring money to my partner
HP0189,A contractor paying their worker less even though the worker did all the work. 
HP0190,this would feel more substantial and you'd probably want this repaid as cash rather than just buying something back in return. 
HP0192,Covering the cost of a bill where i have spent more than the other person for whatever service we were using
HP0193,Donating a decent amount of money to the less fortunate.
HP0194,"My co-worker did most of the work, i had to take a half day."
HP0195,It would be like giving a friend some money for lunch. 
HP0196,"This is more generous, like when people are selfless and donate to charities and only keep a little for themselves to cover what they need."
HP0197,"Now I'm being generous, so it would depend on how much I like this person or what I know about them.  "
HP0198,It would be a very kind and nice gesture
HP0199,Buying something more expensive?
HP0200,Paying for something in a shop.
HP0201,I find this similar to how I would treat a date. I value their experience over my own.
HP0202,Billie Eilish choosing to give her earnings to those worse off than herself.
HP0203,Paying back a friend and adding a little extra as thanks
HP0204,Buying meal at a fast food establishment 
HP0205,giving someone a gift ive not needed to
HP0206,This would be to much 
HP0207,Pay back money owed
HP0208,"I generally pay for drinks and pizza when we go out to the bar after volleyball on Thursdays, this is like that, I'm paying for a friend."
HP0209,i would be making it uneven. 
HP0210,giving a panhandler a few bucks
HP0211,"I would find that similar to somebody who finds some money on the ground while walking with a friend.  The friend also sees the money at the same moment, but I was able to pick up more than he did.  I decide it should be shared, but I don't just give him enough  to make a 50-50 split - I give him more than that.  Unless for some reason I owed him money, this would have been a very strange thing to do, and would probably bewilder him."
HP0212,Someone donating money to a charity.
HP0213,Giving a lot of food to a friend.
HP0214,"almost like inviting the beggar into your home, offering them a place to wash, a fresh pair of clothes, cooked meal and letting them stay for a short while"
HP0215,"Hmm, making a charitable donation perhaps"
HP0216,I find this similar to helping someone who needs the money more than I do.
HP0217,A warm handshake
HP0218,Tipping the other person
HP0219,I find it similar to someone going out of their way to give extra someone like someone in need
HP0221,"sharing things out and being generous, eg giving someone your last bite of cake"
HP0222,Giving a friend 8 Christmas gifts and they give 4
HP0223,Giving a taxi driver (who is almost certainly richer than me) a large tip
HP0224,I find this similar to what most people would want to do as they realize that it is the fair thing to do even though it may be a hard choice as they are most likely struggling with finances due to the current state of the economy.
HP0225,Paying taxes
HP0226,This is similar to paying a friend back for lunch or something small that they bought.
HP0227,Being taxed unfairly
HP0228,"A backwards attempt at equality. I was given the 8 to begin, but they weren't, so the system should equalize it by giving them the 8. "
HP0229,"This would be very generous, the equivalent of really helping someone out. "
HP0230,Giving more than I need to and maybe more than they want? This is being a bit strange to be honest. Like taking lots of food to a party then saying you don''t want any
HP0231,buying a friend something when you're out
HP0232,"The person may be adequately happy, but not surprised as that's the amount they expected to have received in the first place."
HP0233,"Treating someone to most of the value of something, e.g. it's their birthday"
HP0234,Probably paying half of  a really cheap meal
HP0235,Paying taxes.
HP0236,"this would be an unusual situation, i would only do this out of guilt really.  "
HP0237,This is similar to lending money to someone so that they can buy a ticket for a bus to that they can get home.
HP0238,A time I had a friend who needed help
HP0239,I find it similar to giving somebody a present
HP0240,Providing lunch money
HP0241,sharing a meal with someone but the other person gets slightly more than you 
HP0242,I find it similiar to giving a friend $4 of my $8. Essentially giving half.
HP0243,donating
HP0244,"This would be like giving money to a charity.  You don't really directly get any benefit from it, but others do and you feel like you are doing something good and worthwhile."
HP0245,I would find this similar to donating to a charity.
HP0246,I would feel like I was giving them a donation.
HP0247,"Gifting to friends or family in need, where you cannot donate all of your earnings but want to make due yourself with as little as possible."
HP0248,Sacrificing my own sake for my relationship.
HP0249,similar to splitting rent. The one earns more will pay more
HP0251,Giving to charity or someone in need of the money
HP0252,It would be similar to giving the other person a bigger slice of pie. 
HP0253,donating to charity
HP0254,I find it similar to being too kind as you gave the participant the idea they have power over you
HP0255,It is similar to sharing anything equally between 2 people so as not to appear greedy
HP0256,That those who don't have much are always willing to help.
HP0257,Me and my daughter when sharing sweets
HP0258,"It would be magnanimous, showing my benevolence to a stranger."
HP0259,Giving money to charity.
HP0260,paying back money that you owe someone
HP0261,Giving to a charity
HP0262,"In this situation, I'd be taking a loss of $4, leaving myself with $4 and the other participant with $8. This is similar to when you are self-sacrificial, e.g., giving your SO the bigger slice of pizza even though you want it."
HP0263,This is an unequal allocation and you are giving more than taking. This is similar to a church situation where you decide to be generous giving more money than you take. 
HP0264,This would be like receiving a salary and then paying most of it out in rent as you receive a certain amount but by the time you have paid your rent the landlord has more of your salary than you have and you are left with the smaller amount to live off. It feels quite unfair.
HP0266,Like donating to charity
HP0267,this would be similar to giving them 2/3 of the money and thus giving them more than even myself
HP0268,"It's like being a parent , when you give more to the other person than you do to yourself"
HP0269,donating
HP0270,"A situation where you find a perfect match of help, you donate 2"
HP0271,I have $12 and choose to transfer $8. This might be how I would share my money with my children.
HP0272,"Realize someone is struggling so giving them a large portion of something, like your bonus or some groceries. "
HP0273,"I find this similar to how I might share snacks with my wife. If I know she likes the snacks and is hungry, I would give more of the snacks to her but keep some for myself."
HP0274,This is extreme generosity. We're giving of ourselves that someone benefits more than us. This is equivalent to volunteering time for good causes.
HP0275,This is like giving what you have to charity
HP0276,"That would be putting someone before me and giving them more than I had, mother teresa-esque without the evil bits."
HP0278,Helping a friend out with a bill.
HP0279,Sending some money for buying coffee at work
HP0280,Being overly generous and charitable with money like at church.
HP0281,A generous person wanting to give to others or who can afford to give more.
HP0282,A friend who was really in need. It was my Birthday... I was feeling quite generous. 
HP0283,Giving someone the bigger slice of cake
HP0284,It's a way of showing kindness
HP0285,I would find transferring 8 dollars to the participant as a donation to an individual or an organization.
HP0287,Someone I know pretty well
HP0288,It reminds me of the government taking their cut of taxes out before I get my paycheck taking their 3rd out and leaving me with 2/3
HP0289,"This resembles an act of personal generosity in a shared situation, like voluntarily covering the full cost of a meal for a friend who's short on cash—it's a meaningful, kind gesture that goes beyond obligation."
HP0291,Being generous to someone who might need it more than you.
HP0292,giving someone money
HP0293,i think that would be  similar to doing the right thing because it would give you both the same amount of money and its fair
HP0294,When somebody else is more needy and has less resources. You try to give the more resources since they need it more than you do.
HP0295,It would be charity because I'd be giving away more than I'd keep.
HP0296,"I'm out to dinner with my wife and we get an order of 12 buffalo wings. She's hungrier than I am, so I give her 8 wings and eat the other six. "
HP0297,redistribution of wealth
HP0298,buying a present for your spouse
HP0301,Similar to donating to charity
HP0302,I wouldn't think it was a fair balance.  
HP0303,My daugther went to the supermarket and I asked her to pick up a couple of items while she was there. I later transfer her $8 to cover the most of those items.
HP0304,"If I gave $8 to another person, it would be a gift, like on a birthday or holiday."
HP0305,Overpaying for a product or service. 
HP0306,It would be me giving a gift to the other person simply because of how kind I am and giving.
HP0307,donating to the less fortunate
HP0308,Sharing something with a friend or family member.
HP0309,Wanting a friend to treat themselves to something they have wanted but could not afford
HP0310,A situation where the match has done more work than I did towards a shared goal.
HP0311,Charity. Maybe someone who doesn't really need the money but rather give it to someone more deserving.
HP0312,Similar to buying them two cups of coffee. It's a significant amount that I could really use and probably would not give them.
HP0313,This is similar to the lower class one upping the upper class.
HP0314,Helping a friend in need
HP0315,giving someone half the money in my wallet
HP0316,I owed them for a coffee.
HP0317,Similar to going out of your way for someone like buying them a fancy coffee and cake from a coffee shop
HP0319,Giving to charity.
HP0320,Robin Hood
HP0321,Giving someone money for a snack 
HP0322,having a set  amount of food and giving family member bigger portions to make sure they are happy even if it leaves you with less
HP0323,Giving to a fundraiser.
HP0324,This reminds me of a time that I purchased a small 5 gram scoop from Amazon. it probably cost around $4 and was a really funny little purchase. This reminded me of that small purchase.
HP0325,Paying bills
HP0326,I find it similiar to giving my boyfriend extra money for things when he was unemployed for over 2 years because i felt bad
HP0327,"I find this to be giving generously and too much, at a disadvantage to myself."
HP0328,being more than fair
HP0329,Giving someone a gift
HP0330,Trying to make what we have someone equal. Maybe a close friend splitting a bill.
HP0332,Helping another person by giving them $4.
HP0333,Giving a donation to somebody in need asking nothing in return
HP0334,A friend really needs the money for lunch and they are broke
HP0335,Paying for all your childs extra curricular activities 
HP0336,Lending money to a friend.
HP0337,Someone with a lot of money willing to give to charity and help those in need.
HP0338,Making a donation
HP0339,spending it on a coffee
HP0340,"If I were transferring money to someone, I guess it might feel similar to going out to eat together and splitting the bill where ate more."
HP0341,giving a gift.
HP0342,The other person will have extra £4 making their total £8
HP0343,It is similar to a person trying to help other people.
HP0344,sharing?
HP0345,winning a larger lottery
HP0346,Being generous and giving more than I am keeping.
HP0347,"Only having a certain amount to buy lunch, then giving it to a homeless person and not having enough for lunch"
HP0348,"The other person can barely not afford a shampoo, so you give them the right amount"
HP0349,Settling up a bill with a friend where he bought a cheap drink for himself and an expensive drink for me.
HP0350,nah
HP0351,It's like losing a lawsuit and paying the plaintiff.
HP0352,Donating to a cancer charity.
HP0354,"A man and a woman working on the same tasks, with the same level experience and being paid for their time. The man getting the $8."
HP0355,Online transaction
HP0356,I find it similar to taxes. Usually higher-paid individuals pay more in tax than lower income households.
HP0357,"This resembles providing meaningful assistance in a small but noticeable way, like covering the cost of a colleague’s coffee during a meeting. It reflects a willingness to support another person when it creates a clear benefit for them."
HP0358,Giving extra money I have to a charity to help those in need.
HP0359,This reminds me of sharing with someone one for one if something happens when both of us are present.
HP0360,Donating to a charity.
HP0361,And $8 bonus
HP0362,very generous
HP0363,An employee earning profits and then handing said profits over to management after taking a certain amount of commission.
HP0364,"This is like me taking women out for dinner, i often put a lot more into it than i end up getting out"
HP0365,That would be hard to do. It is like taking away from the rich to give to the poor.
HP0366,Sharing with a good friend. 
HP0367,Paying somebody for something.
HP0368,"Like if someone's short a few dollars, I just take care of it so the other person keeps more. I still get something , but I just choose it to make it easier on them."
HP0369,"It is similar to an occasion where a person has paid for a taxi ride and you are transferring the money over, "
HP0370,two people getting the same promotion
HP0371,being over generous on a night out
HP0372,This is like getting a bonus for a work well done
HP0373,"Similar to paying for something unsatisfactory to be nice. Like buying girl scout cookies, which I find unappealing, but I like to support the kids."
HP0374,I suppose it'd be like asking them to get me a few cans of chili from walmart.
HP0375,I guess I would liken this to a company that really valued their employees and paid them well.  They gave them a substantial portion of the profits.
HP0376,Being more generous and giving
HP0377,Being generous 
HP0378,"They need it more, so I am giving extra to them."
HP0379,I found a £20 note on the floor and I transferred my friend who was with me £8 since they needed more money than I did.
HP0380,An unfair situation where they get three quarters
HP0381,adding
HP0382,Giving to charity 
HP0383,Charitable giving; I recently signed up to sponsor a dog with Dogs Trust.
HP0384,A NON PROFIT THAT ONLY KEEPS WHAT IT NEEDS TO OPERATE
HP0385,being generous because I'd be left with less money. 
HP0386,Paying for a friends entry into a night club
HP0387,i find it similar to running a stop sign and getting pulled over by a cop. every time i get pulled over i know there is a good chance i will get a ticket. sometimes the cop lets me off with a warning.
HP0388,it would be me doing something nice for someone else despite it not being best for myself. kinda like a donation
HP0389,giving money to charity or a friend in need
HP0390,"Someone who is self-sacrificing, giving up part of their fair share to make it better for the other person. "
HP0391,I find transferring $4 to the other participant similar to sending money to a relative or friend who has purchased something for me and I am paying them back.
HP0392,Sharing a bill with a friend
HP0393,Again giving money to a charitable cause
HP0394,giving more money to charity than you'd give yourself.
HP0395,Donating some money to a charity
HP0396,Similar for me giving someone else a t-shirt
HP0397,It's similar to helping out a family member or friend.
HP0398,Buying someone a sandwich for lunch
HP0399,Paying a friend back for lunch items bought.
HP0400,Helping a friend with money to buy some beer.
HP0402,"Splitting the strategy of the game in half, and giving both users the opportunity to win fairly. "
HP0403,"Being offered many sweets by our primary school teacher, and I choose to only share a small percentage of what I got to a classmate next to me."
HP0406,I'm not sure why I would
HP0407,A fair split like splitting a bill when you have all had the same. 
HP0408,Giving someone the cost of a bus fare
HP0409,a small donation for charity
HP0411,This is similiar to small bonus to another person. Its enough to make them happy but not so much affect them greatly or me negatively. 
HP0412,Like splitting the bill in a restrarunt 
HP0415,Sharing things equally with friends like splitting a bill
HP0418,I suppose it's similar to tipping someone like a waiter. 
HP0421,"Even split, life is fair"
HP0423,Paying for my coworkers food.
HP0424,I would imagine it would be similar to tipping someone on a lunch order.
HP0425,Splitting the cost of lunch with a friend.
HP0429,A divorce where you only get half. 
HP0430,I find it similar to giving a person in need a few dollars. 
HP0431,I think this is a good example of sharing responsibilities
HP0436,This is like buying my MIL a coffee.
HP0437,It sounds like I’m losing a little less money. 
