hp_response_id,memory
HP3556,No price change - similar to purchasing something which is never sold at a discounted rate - water/gas/electric/council tax
HP3559,"No change/positive change
8+0=8
Starting price remains the same of total 8 dollars 
Similar to when I received the exact amount of money owed from my job  "
HP3560,Just going to a shop and getting what you want without any price changes.
HP3561,This is like how I feel when I shop in a regular store like Walmart. Prices seldom change. 
HP3563,Buying a product and then returning it due to it being defective.
HP3567,$8 is what I spend on vegetables when I go shopping for myself and my husband
HP3569,"My first job. Never a raise, zero."
HP3571,"I think not changing the price is not a good or bad thing. If you are used to paying a certain price, then keeping it the same would be a good thing for you."
HP3572,When you are selling something second hand that you had preivously bought second hand. You may have only had the item for a short period of time so you want to get your money back that you paid for it in the first place.
HP3576,I find it closer to original price. 8$
HP3578,"Full price, without discounts, when the item is new on the market or in demand."
HP3582,Getting nothing back from a friend 
HP3586,Selling a cost price.
HP3587,"That is OK, but not good."
HP3588,I would find it similar to the above and make a loss?
HP3589,The price of televisions has not changed at all in recent years. As technology has become cheaper to create the price has stabilised. 
HP3591,An item that costs that much to make so it stays at that price. 
HP3592,"I find this most similar to when I go grocery shopping, and they don't change the price at all."
HP3594,A pay rise with current tax rises.
HP3597,Going to a regular supermarket or shop and paying the price on the shelf
HP3598,Being even to keep both parties fair.
HP3600,Steady economy with no inflation or deflation.
HP3601,I find it similar to when I negotiated with my mobile phone provider for a reasonable reduction in monthly payments.
HP3603,Asking for a small reduction in price to suit your budget.
HP3604,Food products raising 
HP3605,this would be similar to getting a code to get free delivery from something you order online
HP3606,"If you could be involved in any activity, what would it be and who would you spend it with ?
I love swimming and waterparks and would love to go again to have a great adventure with a friend, as I have hearing loss I don't need many people around me."
HP3607,a discount being offered on a product which is available on the market
HP3609,short term promotion
HP3610,Buying a present for one of my family members or friends
HP3611,Getting told something mean by a stranger.
HP3613,haggling with a market seller
HP3615,I find this similar to any pointless exercise that would leave me poorer for no advantage to me.
HP3616,This is similar to selling items way below the expected amount.
HP3617,Nothing comes to mind
HP3618,Me providing a company discount
HP3619,Donating money to a charity
HP3620,I would find it similar to losing money because I don't think I would make money based on the scenario. I could be wrong about that.
HP3622,A promotional sale you might hear about in an email
HP3624,"I think this would be a little less fair to the other participant, but profitable to me which makes me happy."
HP3625,Farmers getting paid only a small cut of the profit stores get for selling their produce.
HP3626,"I offer to purchase a product for £4 less that its listed for, and the seller accepts."
HP3627,Paying my share of a coffee shop bill
HP3628,The price of stock has dipped slightly over a couple of days
HP3629,Buying a drink at a coffee shop.
HP3630,"trying to encourage someone that you were  giving them a deal, while also making some profit.  someone was considering a purchase from me and i wanted to encourage them over the line"
HP3631,Trying to negotiate item that is being sold at the Bahamas straw market
HP3632,Changing the price by -$4 is like a bargain bin at the dollar store.
HP3634,I lost some money but still have a good deal remaining and want to make sure I don't loose anymore. 
HP3636,I find this similar to a friend partially paying for my meal. 
HP3638,i see that there is a $8 change.
HP3639,"me buying Tesco meal deal with a sandwich, drink and bag of crisps "
HP3641,A small sale perhaps just to try to get more people in a store.
HP3643,Cheaper than the starting price but still ok
HP3644,I do not really have an example.
HP3645,A company providing minor savings off individual items.
HP3646,I'd loose $8 and it would not benefit me
HP3649,A farmer selling food to a supermarket
HP3651,It would be similar to having enough to buy a snack or a treat
HP3652,"This seems to me a good deal, and makes me think of recent Christmas bargains in supermarkets, where the prices are starting to get competitive for business.  A bottle of Bailey's has this similar price reduction between Tesco and Sainsburys."
HP3655,a discount to encourage someone to buy
HP3656,It is similar to items on sale from past holidays
HP3658,working overtime with no pay
HP3660,"Like using an app that offers a minimal discount on an item just to get you into the door in hopes that while there you also buy something else, thus negating the $4 discount. "
HP3661,This similarity is like when buying tickets through a third party platform - about 1/3 of the cost is in fees and running expenses for the company.
HP3662,I would imagine this being similar to donating a small fee to a friend who needed it for lunch. 
HP3663,a small decrease would not benefit either player
HP3664,This makes zero sense 
HP3665,Stubbing your toe on the door as you are hurrying to get out of the door since you are almost late. 
HP3667,"The local yard sale, the items were all junk and highly negotiable."
HP3668,Being out shopping with my husband and something being on sale for four dollars less than the original cost
HP3670,"To me, lowering the price by $4 feels similar to a situation where a friend gives you a small discount on something they’re selling—like taking a few dollars off the cost of a used book or a meal because they want to make it easier for you to afford. It’s noticeable, but not a huge shift."
HP3671,Giving someone a decent discount on items they're buying because they were nice to you.
HP3672,a Regular sale in a store
HP3673,"I think of this as one where I'm selling something and am pretty firm on the price, but am willing to bend a bit to get it sold. A modest reduction in price allows me to complete the sale but still retain a good amount of the funds. "
HP3674,One person at a bakery changing the price at the end of the day when selling to a potential customer
HP3675,"If, for example, you're buying a product like food and your friend wants to try some so they offer to pay for some of it and reduce the price as a result."
HP3676,Getting a coupon from the store 
HP3677,Similar to losing a third of my money
HP3678,"A slight drop in value, which would mean a slight reduction in data"
HP3680,I find it similar to taking pity on someone to help them out.
HP3681,I have no clue what you want me to put here taking 4 dollars from the price of a 12 dollar item is just a 25% price cut.
HP3682,Thinking it was a fair price for the seller
HP3684,"This is like selling out-of season stock. Possibly Christmas decorations, after Christmas is past, to save having to store it until next year. "
HP3685,"It feels similar to when you’re selling something on Facebook Marketplace and the buyer asks for a small discount. You don’t love lowering the price, but you’re willing to shave off a few bucks just to make the deal go smoothly."
HP3686,-$4 is like the tax man taking money from you 
HP3687,The product is probably a waste of money.
HP3688,$8 is a reasonable price for a starter or side in a mid-priced restaurant
HP3689,It's similar to making lots of money.
HP3690,Selling something to a friend for a discount.
HP3692,"A normal period through the year where there appears to be a 'sale' to entice customers in, possibly March time. "
HP3693,Price of a happy meal in mcdonalds
HP3695,Offering a small discount
HP3696,I find it similar to having a friend help me sell something at their garage sale.  I give them $4 in commission and keep the rest of the money for myself.
HP3700,"This is a reduction of a third and reminds me of recent sales and offer codes offered on Black Friday. I managed to buy a toy from a big well known shop and after entering a Black Friday code that had been sent to me by email, I got a third of the price off."
HP3702,Small scale ajustment made during routine price changes.
HP3704,A fair discount from a business owner to a supplier.
HP3706,"I find this similar to offering a coupon on the price of the data for 33% off, like a sale. "
HP3708,"If I change the price by -$4 then I'm wanting to keep most of the inheritance to myself, but willing to lose some of it to others."
HP3709,negotiating a unfair deal benefiting the other party
HP3710,A discount of $4 is similar to a percentage off discount shoppers may see when buying multiple items on buy one get one free etc.
HP3711,"A friend offering to buy someone from me, and  giving them a discount for the sake of it. "
HP3713,good old fashioned negotiating for best value
HP3714,I find the price to be the same as a 12 pack of soda
HP3716,A reduced price for a box of fancy Lindt Lindor chocolates.
HP3717,sending a little amount to a family member low on money
HP3718,"maybe a change in the stock exchange, could be due to something political"
HP3720,a little discount given to try and make people purchase a product 
HP3721,"This is like buying something from a market. The price is set, but you can probably negotiate a slightly better deal that both sides are happy with."
HP3722,This could be donating $4 to charity for each sale sold.
HP3723,when a product is reduced from a double figure to a single figure making it look like even more than it is
HP3724,I don't know - I'm not sure what the question is asking. 
HP3725,"It feels like a commission on my part, kind of like when I am selling clothes at the mall."
HP3726,giving a good discount
HP3727,I find this similar to me thinking I am owed a bit more.
HP3728,a coffee shop visit with a friend
HP3732,25% reduction or three quarters of the price
HP3733,If I reduce the price by $4 then that means I want to offer a small discount to sell the data faster. This is similar to a market offering a small discount on essentials.
HP3734,"trying to get something sold that has been hanging around for a long time and you need it to go, so this is the 2nd price reduction, first being $2"
HP3735,This would be similar to a 12 pack of soda. 
HP3736,I have no idea tbh like what do you want me to even imagine here
HP3737,"Where one believes they have provided more work, such as when organizing a study's authors in order of importance for a published paper."
HP3739,for this it reminds me of when a store runs a small discount.
HP3740,"There are three cookies, one person gets two cookies, the other person only gets one. This is not fair."
HP3741,i would feel like its similar to those disagreements where they try to meet in the middle
HP3742,It is similar to a clearance sale.
HP3743,The question doesn't make sense? It would be similar to offering a voucher for $4 off a product or service I guess?
HP3744,It is like one third
HP3745,AI find this similar to a loyalty discount
HP3746,Having more money in your pocket
HP3748,I remember when I had to sell my son's second hand clothes for  a loss.  The clothese were in good condition and hardly worn and felt it was a shame I had to seel them so cheaply.
HP3749,Slightly lowering a price to keep a negotiation moving.
HP3750, Cut price purchase in a sale or on line.
HP3751,"A normal, worldly disappointment that happens daily. For example, paying more for something because I am not as good as others at negotiating."
HP3752,Changing the price by $4 feels similar to shopping during Covid when prices started to rise but not by too much. It was difficult to shop around so everyone was stuck with their local supermarkets but no one argued with it as we were all going through a hard experience.
HP3753,Reminds me of a Black Friday sale when I was waiting on the price to go on sale.
HP3755,The price is a sale price. 
HP3758,There are not enough people buying the data so there is a discount on it to help influence people to buy ti.
HP3759,Paying for a coffee at mc donalds. 
HP3760,Buying a new computer product and then finding that it has quickly reduced in value.
HP3761,A server being nice. 
HP3762,"A change of $4 s similar  to making a small companies in a negotiation. For example, slightly lowering asking price for an item to make a deal work while still keeping most of its original value balancing flexibility with maintaining your benefit."
HP3763,losing some money by dropping it in the street
HP3764,This is similar to when you hire an agent. They get a split of the profit from the work but it is smaller than what you get paid since you did the actual task.
HP3765,"Changing the price by –$4 feels like when a friend sells you something second-hand and gives you a small ‘mates’ discount - like taking a $12 item down to $8. It’s not a massive drop, but enough to feel worthwhile."
HP3766,I find it similar to losing a game on purpose
HP3768,This seems like a real world work setup if I am the boss and they are my subordinate. 
HP3769,having a £4 off coupon
HP3770,I find this similar to an item being on sale but not realising when you get to the till.
HP3772,a relatively fair price 
HP3773,A time when I went to bingo with my friend and the rules are to halve the winnings but she never did in this case
HP3774,Something in a shop that is on 1/3 off promotion
HP3776,I find it similar to going into a shop and buying a coffee as It would cost me $4
HP3777,it's similat to dealing with thirds.
HP3778,Paying for a cup of coffee with a friend.
HP3779,Its similar to accepting a small pay cut so the other person can keep a bit more of the earnings.
HP3780,Reminds of businesses discounting for promotional or financial purposes.
HP3781,by changing the price by -$4 its similar to buying a quick breakfast coffee and bun.
HP3782,Like when someone is offering me a small discount at a store for buying more than one item
HP3783,Patient is the key in every negotiation 
HP3784,It could be similar to the cost of a shirt decreasing by season.
HP3785,special one off orders
HP3787,"again losing money, not creating profit but not by as much as the above choice. Not sustainable in the long term to be a successful business"
HP3788,A normal shop with a 20% discount
HP3789,"This is not as bad as previous, but still not good."
HP3790,"That would be $8.  A reduction of only $4, what could that possibly remind me of?  Maybe I went to a restaurant and I had a coupon for $4 off?"
HP3792,Similar to a sale in a clothes shop when someone is looking for a new top to buy and the shop has reduced the price of the top from $12 to $6.
HP3795,Negotiaitimg a discount in a clothing shop on a top that has a makeup stain on it
HP3796,Unclear what im expected to say
HP3798,someone stealing money from me
HP3799,I find it similar to using a discount coupon on something you want to buy.
HP3800,"partial, bigger discount"
HP3801,Amazon usually have minimal amounts like shipping free when spending over a certain amount usually in the range of £1-£5.
HP3802,"It’s like a barber who normally charges $12 for a haircut but gives a $4 discount to students on weekdays.
"
HP3803,"This is similar to a homeowner selling a used piece of furniture online. They list it at a firm price, but when a polite buyer shows genuine interest and points out a minor scratch, the seller agrees to a moderate discount to facilitate a quick and friendly sale."
HP3804,This split reminds me of an agreement between two parties that the person doing the most work should get a larger amount of profit.
HP3805,the restaurant gives you drinks on the house so you tip them generously
HP3806,I can buy a glass of wine on a Friday night!
HP3807,"""Everybody has to make a profit"""
HP3808,A minor discount off of our normal fee.  Really this is a reward to our regular customer.
HP3811,A work meeting with bad biscuits.
HP3812,Not giving a delivery driver a tip
HP3814,A complete stranger for whom I know nothing about
HP3815,Buying an item that a year ago cost $10 and now costs $14.
HP3816,A loan of a few dollars to a friend for parking. 
HP3817,Missing out on a slightly good deal.
HP3818,There are a few small variances in the daa.
HP3819,Similar to tipping a waiter slightly less than I normally would because the service was average.
HP3820,Buying a product that is slightly discounted.
HP3821,"Sophie works in a busy policy team in the civil service. She’s in charge of ordering food for an upcoming cross-departmental meeting. Normally, when the team gets external sandwiches delivered, the standard lunch option costs £12 per person.

A few days before the meeting, Sophie gets an email from the finance officer reminding everyone of a small budget squeeze this quarter. It isn’t drastic, but they’re asked to trim non-essential spending where possible.

Sophie looks at the catering menu again and notices that the same supplier offers a “lighter lunch” option, smaller sandwiches and fewer extras for £8 per person. It’s a £4 reduction from what she had planned, and still perfectly suitable for a two-hour meeting.

She switches to the cheaper option, sends the revised cost to finance, and gets a quick “thanks for being mindful of the budget” reply. On the day of the meeting, people barely notice the change, everyone eats, the meeting runs smoothly, and the team stays within budget without any fuss."
HP3822,This is similar to a friend doing a favour for another friend.
HP3823,A tank of petrol for a motorbike
HP3824,This makes me think of having a garage sale or selling something online where you often set a price but end up reducing it some due to bargaining with the buyer or an auction type experience.
HP3825,Shopping in Lidl or Aldi compared to other shops 
HP3826,an experience I found recently i am seeing heavy discounts on experence packages
HP3827,to paying the broker for their experience and i will only get a portion
HP3828,Missing the bus even after you ran for it.
HP3829,"Like when i get a quarter off a top I bought,. I really wanted it so bought it even though there was only $4 off.  I like any bargain. "
HP3830,I find it similar to accepting a discount
HP3831,I find it similar to enough for a burger 
HP3832,Giving a small discount to make a tutoring session more affordable.
HP3833,I can't think of a scenario
HP3834,Giving the other person the majority of a cake
HP3835,little self worth would be my view
HP3836,giving a family member a discount at a place you work at
HP3838,"a 33% reduction, still means I am not happy with my data"
HP3839,I don't find it similar to anything. 
HP3840,Letting my little sister pay for something but reducing the price as I ahve more money than she does.
HP3841,"Its like paying a fee when you buy stocks, or theater tickets. The fees are what pays for the service you're using. You can't just acquire stocks or tickers without an intermediary."
HP3842,Working for Prolific these days. It was worth $12 and now they try and pay $8.
HP3844,This reminds me of taxes. A small amount of my profit was taken away. 
HP3845,i find it similar to the regular way of doing business. you buy wholesale then sell it to a retailer. 
HP3846,the profit will be high to the seller
HP3847,"It’s similar to a small loyalty discount at a café, where a regular customer gets a few dollars off their usual order as a thank-you."
HP3848,Two people sitting in a cafe staring at each other and grimacing with some intent.
HP3849,"I find it similar to a sale in a shop, sometime like summer (not black friday or for Christmas). It's a decent discount that could persuade you to buy but if you aren't 100% on board you still won't purchase."
HP3851,Buying a drink or snack at a store
HP3852,"this is similar to a promotional offer at a supermarket, for whatever reason a supermarket may have a surplus of an item so they decide to put on offer, typically around 66-75% of the original price"
HP3853,There may be a market situation where there are a few more reliable competitors and therefore a slightly reduced demand for my data. So I would need to reduce the price a little to make my data more enticing to the broker Vs competitors 
HP3854,"i would find it similar to receiving free french fries on my order at mcdonalds, saving me $4"
HP3855,Selling something by auction on ebay where you might receive less than the value you set
HP3856,"no too good but not too bad, i like it"
HP3857,The difference in racial inequality pay
HP3858,This is like a seasonal sale. 
HP3859,"Doing something for a new business contact, so giving them a deal"
HP3860,"This amount makes me think of like a grocery or manufacturer coupon for an item not normally used. Like just enough to maybe spark curiosity, but also maybe not. "
HP3861,Changing the price of some fruit and being decreased by $4.
HP3862,You are giving someone a slice of the cake but expecting something back in return
HP3864,It is similiar to reduced price in supermarket 2 days before expiry.
HP3867,"I find this situation similar to purchasing something with a friend who works at the location you are shopping at. They like you and want to help you, so they provide their employee discount code for you free of anything. You enjoy a price reduction for little reason."
HP3868,"Putting an item for sale on a selling platform with a fixed price, but accepting offers and being offered a lower amount than the fixed price"
HP3871,buying a coffee for myself
HP3872,I would think that I am being underpaid for the information that I have provided. Very similar to when a CEO makes double or triple the wage of the individual employee doing all of the hard work
HP3873,half price sale at a supermarket like tesco
HP3874,It is similar to devaluing yourself.
HP3875,"A fast food restaurant worker is taking a customer's order. When it comes time to pay, the customer realizes that they are $3 short and is embarrassed. She starts looking through her purse to find spare change. The restaurant worker decides to cover the remaining amount out of her own paycheck."
HP3877,Buying a top in a sale
HP3879,Two friends go into a coffee shop and one of them has an in-app coupon for $4 dollars off their purchase of $12. 
HP3880,Donating money at the register at a store.
HP3881,This is similar to me keeping more money to myself and underpaying the other participant.
HP3883,it would be less and unequal they would make more than me I would find it like being underpaid or minimum wage
HP3885,"I find this similar to someone owing me money, and they do not have the full amount so they give me what is in their pocket to satisfy me for the moment."
HP3886,This is similar to a holiday discount that would be in effect for a few days such as a long weekend. 
HP3888,A small loss selling shares
HP3889,my friend wanted to sell his property so badly but i have a certain amount which was about 4% of the original price and he told me to bring it because he was desperate to sell
HP3890,30% reduction. I do not find this fun
HP3891,imagine changing the price by 9
HP3892,Discount for a regular customer
HP3896,"A mediocre sale, this isn't a huge change "
HP3897,I find this similar to losing some spare change I need to for emergencies
HP3898,Bying a product for less than $10
HP3899,Similar to negotiating when selling online with a buyer like on ebay. 
HP3900,A black friday/christmas sale.
HP3902,similar to cutting the price of a product that isn't selling well because competition has the price for much lower
HP3903,"Changing the price by -4 reminds me of when a product might be on a discount. Usually products aren't discounted too much, as they still want to make a profit, but decreasing the price slightly makes the product seem more attractive/like a better deal, and would attract more attention."
HP3904,This is similar to a minor loss like covering someone's drink order.
HP3905,"Losing 1 third isn't too great, but better than some others. "
HP3906,Someone at a Farmer's Market offer you a discount for a purchase.
HP3907,A discount sale at the grocery store
HP3908,I find it similar to a clothing shop offering a small discount during a weekend promotion—just enough to make the item feel like a deal without dramatically changing the store’s profits.
HP3910,Providing a coupon to a service worker to bring the regular price down by a percentage. 
HP3911,"This seems fair to both parties. This reminds me of being at the market and the seller offering a small reduction, making you feel like you're getting a good deal when, in fact, it doesn't really affect the stallholder's takings and it makes you more likely to return so it's worth offering the discount."
HP3912,Pocketing the change when you pool your money together with a friend to buy some sweets
HP3913,going to bed late and having to wake up early 
HP3914,"This is like going into a store and there's a little bit of money off, sometimes it's worth it for some people and other times it isn't. If I like something and it's a few pounds off it's not necessarily a big enough amount to make me get it."
HP3915,"I find it similar to getting a discount at a garage sale. If something I want I feel is a little too pricey, but I still want it I may negotiate a slightly lower price. In this case, me and the seller agree taking $4 off. "
HP3916,This is much like being on the opposite end of the example above.
HP3917,Sale price for the time being
HP3918,Like knocking a few dollars off the price of an item when negotiating 
HP3920,The price cut for a book at Amazon
HP3921,Products getting nearer to their use by date
HP3922,this one does not remind me of anything 
HP3923,Reminds me of current Black Friday “deals” that aren’t really deals. Here’s a tiny bit off but we’re gonna make it sound like an incredible saving 
HP3924,forgetting the extra when buying someone a gift
HP3925,A discount of $4 which is 1/3 off
HP3927,Changing the price by -$4 is similar to shopping at a grocery store and having a coupon for -$4 off an item and being able to use it.
HP3929,A sale price meant to increase demand.
HP3931,You have bought an item and are selling it an auction. The price it sold for it -4 less than what you paid for
HP3933,something on clearance like a shirt because that is a 33% discount
HP3934,a kick in the back side 
HP3935,chocolate bar in the car after shopping
HP3937,getting less than what was bargained for in a sale 
HP3938,Giving or receiving a friends and family discount.
HP3939,the amount lost when selling a second hand item with no damage on eBay compared to the new price
HP3940,when you find a item at the store on sale for $4 cheaper than the original price. 
HP3941,Less that 4 dollars 
HP3943,Being under compensated.
HP3944,a third off - similar to what you would see run in a clothing store
HP3946,A notepad brought for me as a treat.
HP3949,The price decreasing by $4 is similar to a small sale you might see in a retail store. 
HP3950,"This reminds me of how prices on a platform like Amazon can vary and fluctuate, every day and every week. You want to buy an item so you watch it regularly, checking the price each day. Every so often there is a little decrease in the price and you can buy it a little cheaper than normal. The prices of items vary over time."
HP3951,It's very similar to the last three examples only less. 
HP3953,This would remind me of a sale on any item where the sale price says 33 percent off listed price.
HP3954,This is similar to working for minimum wage 
HP3955,being offered a small discount
HP3956,"Less loss, but still bad. Like I made a hat and then had to give it away."
HP3957,"Taking a third off the price would be quite substantial, it makes me think of when you buy two items at the supermarket and get the third free."
HP3959,"Stocks and shares as this is variable and could go down in interest , hence -&4"
HP3960,Finding a £5 note in the street and giving £1 to charity
HP3962,Tescos. A middle range supermarket. 
HP3963,Paying for a small item at a store
HP3964,Splitting the price of a hotel with a friend but you pay a larger share of the price
HP3965,This would be similar to a specific holiday special offer price. 4$ off $12 is a savings of 30% which might make consumers more likely to purchase something if on sale
HP3966,I have kept most of my money but lost some of it. I find this similar to when I had a car accident and had to pay for the repairs to my car because my insurance wouldn't cover the cost.
HP3967,"This would be approx. 33% off, but I can't think of anything where this is the case. Maybe like an offer of money off a gym membership."
HP3969,"The data is still valuable, but not selling as quickly as I would like it to."
HP3970,Getting a small percentage discount on an item
HP3973,Anxiety in older adults
HP3974,What do you mean what is it similar to? $8? That's the price of 2 chalupas and a small drink.
HP3979,I find this similar to a sale during the holidays when a store or company is reducing its prices
HP3980,This would be about what I would expect from a Prolific bonus honest.  It would be similar to winning on a scratch off ticket for me.
HP3981,"It’s similar to when you go out to lunch with a friend, and they offer to split the bill a little differently because they forgot their purse at home. You round down the total a bit to make it easier for them."
HP3982,"Competitive price changes to show that there is a change to negotiate the price, depending on other retailer prices."
HP3984,A reduction due to a flaw.
HP3985,Quoting for work and then giving a 25% discount
HP3987,Selling something to a friend for less than you paid
HP3988,I find it similar to something going on a weekly sale .
HP3989,It's like someone giving you extra change back after a purchase without asking
HP3990,"if my children had only finished their chores,  but moaning about them. for no reason."
HP3991,That is like reaching a deal between a supplier and reseller so that both can make a profit
HP3992,getting a takeaway with my best friend
HP3994,Knowing that the research could help someone and wanting to charge less but still make it fair.
HP3998,This is giving over a small share. This would be like when I work supply - the agency keep the small slice.
HP3999,"The broker is definitely more like an agent here (but an agent would probably be more likely to take 10%), but then s/he would actually barter for a selling price rather than it being a fixed sum (in our case $12)."
HP4000,Finding a few quid down the side of the sofa you had forgotten about
HP4001,A pay rise for good performance
HP4002,There is so much demand for the product you are selling that you increase the price by four.
HP4003,A train service increasing its prices to cover the cost of rising prices and increased maintenance. 
