StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q241_First Click,Q241_Last Click,Q241_Page Submit,Q241_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 11:00:57,2026-04-21 11:06:42,0,,100,344,1,2026-04-21 11:06:42,R_2Q5ElceTMJkAXsg,,,,,,,anonymous,EN,1,,,1,1,3,2,"James and Mark, acquaintances not friends, are both struggling financially and both applied for funds from welfare. James was accepted, Mark wasn't and now James has to decide whether to split his money",0,0,2.021,0,8.03,8.03,10.312,1,Think it's only fair that it's split equally. I don't know player 2 so can't assume whether they need the funds or not but it is a fair decision to split.,6.911,6.911,8.248,1,6.662,6.662,8.501,1,0,0,0.105,0,0,6,5c4c870af267d70001e6b998,69e758e113c5e9862ae39a4c,69e754d3172910383aac6106,,6,Think it's only fair that it's split equally. I don't know player 2 so can't assume whether they need the funds or not but it is a fair decision to split.,100,87,1,4,
2026-04-21 11:00:24,2026-04-21 11:06:47,0,,100,383,1,2026-04-21 11:06:48,R_39sJbuwXTS5GZBE,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve is offered a lucrative performance bonus and told that he can either keep all of it to himself or share it with his teammate, Max. Steve has to make a choice whether to keep it all to himself.",0,0,2.006,0,2.979,2.979,5.543,1,We both get $6 and I don't think the other player will turn it down.,3.076,3.076,3.599,1,5.287,5.287,5.891,1,0,0,0.204,0,0,6,69e7346273fdfa0872e7b154,69e758c37efae27846cce379,69e754d3172910383aac6106,,6,We both get $6 and I don't think the other player will turn it down.,85,50,1,2,
2026-04-21 11:02:05,2026-04-21 11:06:50,0,,100,285,1,2026-04-21 11:06:51,R_8pmMiYDcFY0AeV5,,,,,,,anonymous,EN,1,,,1,1,3,2,"James received needed government financial assistance, while his acquaintance Mark, in the same boat, did not. James wondered whether to share.",0,0,2.005,0,7.163,8.066,10.452,2,"$4 dollars should be enough to ensure that Participant 2 takes the offer, rather than get irrationally cross and make sure we both get nothing.
In a rational world, 1 cent should be enough, but people aren't rational. ",4.094,12.923,14.125,3,,,,,0,0,0.203,0,0,8,5800eb53beccf8000100cb06,69e75925d4475b54de2f814d,69e754d3172910383aac6106,,4,,92,,1,4,
2026-04-21 11:01:17,2026-04-21 11:06:54,0,,100,337,1,2026-04-21 11:06:55,R_8qZUutV6foTrgRz,,,,,,,anonymous,EN,1,,,1,1,3,2,"After working weeks on a project, Steve was told by his director that he was in line for a bonus after exceeding their sales target.  He was given the choice on whether to keep all the bonus for himself or to share it with his teammate Max, who had also contributed significantly to the success of the project.",0,0,2.023,0,4.159,13.699,15.935,3,I feel that this is the fairest solution and then we both end up being better off so it is a win-win solution for both of us. I am a fair person and like to see everything done fairly.,5.498,10.005,10.997,2,11.088,11.088,12.375,1,0,0,0.22,0,0,6,5f87ec72bcee242284725d55,69e758eeddb619f64470f08c,69e754d3172910383aac6106,,6,I feel that this is the fairest solution and then we both end up being better off so it is a win-win solution for both of us. I am a fair person and like to see everything done fairly.,100,64,1,2,
2026-04-21 11:00:02,2026-04-21 11:07:33,0,,100,450,1,2026-04-21 11:07:33,R_8MJWxEB31Awz47A,,,,,,,anonymous,EN,1,,,1,1,3,2,"I think that Steve should allocate at least half of his bonus to Max, as Max has worked just as hard to support the team and ensure the outcome of the teams performance.",0,0,2.007,0,4.216,10.438,11.477,3,I think that we should share the bonus equally. I offered half of the bonus to ensure that player 2 will not reject the offer.,4.719,5.614,6.597,2,4.362,6.267,7.227,2,0,0,0.216,0,0,6,5f0c86cbe4af1361b7158f3e,69e758a61f8e0cb054ea2f3d,69e754d3172910383aac6106,,6,I think that we should share the bonus equally. I offered half of the bonus to ensure that player 2 will not reject the offer.,100,63,1,2,
2026-04-21 10:59:33,2026-04-21 11:08:22,0,,100,529,1,2026-04-21 11:08:23,R_82o8eBQVnrJWkdQ,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team have exceeded there sales target and the director has given him a bonus as the team leader. he can keep this for himself or chose to share it with Max who is part of his team.,0,0,2.005,0,4.965,7.484,13.975,2,i chose this option because i believed it was the fair thing to do.  i gave them half in case they wanted to keep it all ,6.056,6.056,9.058,1,5.443,5.443,8.035,1,0,0,0.218,0,0,6,5c5cb3bf6a946500015a3411,69e7587cfd7f9b1b81231fbe,69e754d3172910383aac6106,,6,i chose this option because i believed it was the fair thing to do.  i gave them half in case they wanted to keep it all ,100,68,1,2,
2026-04-21 11:00:52,2026-04-21 11:08:24,0,,100,451,1,2026-04-21 11:08:24,R_5WNBOzRIzKojXEd,,,,,,,anonymous,EN,1,,,1,1,3,2,"James is in a tough financial patch, got an email from a welfare agency he applied to, got selected, but his neighbor Mark wasn't selected for it. He now has to decide whether to give some of the money to Mark or not.",0,0,2.008,0,3.716,3.716,8.855,1,"I think we should both get half of the money. I see it as fair to divide the money equally. I guess it's part of me believing really heavily in equality or something, I don't know.",4.863,11.359,13.268,3,12.287,12.287,13.21,1,0,0,0.203,0,0,6,69c034b259633406d950cccc,69e758dacfc5e23a49809e69,69e754d3172910383aac6106,,6,"I think we should both get half of the money. I see it as fair to divide the money equally. I guess it's part of me believing really heavily in equality or something, I don't know.",84,57,1,4,
2026-04-21 11:02:57,2026-04-21 11:08:27,0,,100,329,1,2026-04-21 11:08:27,R_2TC7yyLK15BcWlS,,,,,,,anonymous,EN,1,,,1,1,3,2,"Following a successful sales period the sales team have been award a bonus in recognition of their hard work. As the team lead, Steve will receive the full allocation of the bonus, but he has the opportunity to share with another member of the team who also made a significant contribution. The decision to keep the full bonus or share rests with Steve.",0,0,2.019,0,3.978,6.678,7.38,3,It is the fairest outcome with each receiving the same amount,2.753,2.753,3.672,1,3.907,4.847,5.655,2,0,0,0.202,0,0,6,612f538747ef6b8c305a49b3,69e75957166da9121a19adc9,69e754d3172910383aac6106,,6,It is the fairest outcome with each receiving the same amount,73,40,1,2,
2026-04-21 11:00:31,2026-04-21 11:10:03,0,,100,571,1,2026-04-21 11:10:03,R_54D7lXG3yzrkafn,,,,,,,anonymous,EN,1,,,1,1,3,2,"Sales team leader Steve worked very hard for weeks to perfect his sales pitch. He was thrilled when all the work paid off in the form of a performance bonus from his director. The director explained to Steve that it would be up to him to decide how to allocate the bonus between himself and his teammate Max, who had also put in a lot of work. The reader is prompted to make a suggestion. ",0,0,2.01,0,4.923,7.988,12.875,3,"I split the bonus evenly. If accepted, we would each receive $6. I thought that was fair considering this is a low stakes survey scenario.",6.575,15.076,16.261,10,8.699,8.699,10.369,1,0,0,0.102,0,0,6,69ab36f0e49d1525b5967842,69e758c998c823d948120bc6,69e754d3172910383aac6106,,6,"I split the bonus evenly. If accepted, we would each receive $6. I thought that was fair considering this is a low stakes survey scenario.",85,68,1,2,
2026-04-21 11:04:23,2026-04-21 11:11:06,0,,100,402,1,2026-04-21 11:11:06,R_8tzFZaXFsfdzbKk,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and his team had exceeded their sales targets and therefore were due a bonus payment. In the first instance, this was given to Steve. It was then up to him if he shared any of it with his teammate Max.",0,0,2.006,0,2.942,2.942,11.799,1,"I am being offered a potential windfall, but retaining it depends on my colleague. I want them to also benefit in order to encourage them to accept my decision. A 50/50 split is the fairest way to win their support.",2.538,10.293,11.929,2,3.388,14.626,15.635,2,0,0,0.107,0,0,6,616437a7882ca1d66da11c4f,69e759b0f3768a3898a5224d,69e754d3172910383aac6106,,6,"I am being offered a potential windfall, but retaining it depends on my colleague. I want them to also benefit in order to encourage them to accept my decision. A 50/50 split is the fairest way to win their support.",95,48,1,2,
2026-04-21 11:03:42,2026-04-21 11:12:31,0,,100,529,1,2026-04-21 11:12:32,R_6QwoQt1GGnSHJ4Z,,,,,,,anonymous,EN,1,,,1,1,3,2,"Broke and struggling, James got an email saying that he was approved for government assistance that he'd applied for months before. His neighbor, Mark, had also applied, was not approved, and that left James feeling guilty while wondering if he should give Mark some of the funds from his own approved aid.",0,0,2.113,0,3.818,3.818,9.063,1,"My main reason for splitting it down the middle is to encourage Player 2 to accept my proposal. If they reject it, I don't get anything. If they accept it, I stand a chance to get half ($6) of it. Something is better than nothing.",5.302,9.341,11.584,2,7.506,16.701,18.955,10,0,0,0.106,0,0,6,6632a8b08840feed9c8bb1e0,69e7597a30db0eca8ffaaa18,69e754d3172910383aac6106,,6,"My main reason for splitting it down the middle is to encourage Player 2 to accept my proposal. If they reject it, I don't get anything. If they accept it, I stand a chance to get half ($6) of it. Something is better than nothing.",90,50,1,4,
2026-04-21 11:03:57,2026-04-21 11:14:32,0,,100,635,1,2026-04-21 11:14:33,R_8g5SY2Eb3sb5GGZ,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was successful in receiving some financial assistance from the government, he was so relieved as things were quite tough for him financially, and he had no savings.

On route to collect the funds he bumped into an acquaintance who was also struggling financially, James really wanted to help him out but really needed the money himself, he wasn't sure what to do.",0,0,2.008,0,7.799,16.069,23.4,6,We were both participating within the same survey and it was the honest and right decision to split the money equally.,4.4,9.48,15.562,2,9.996,19.175,20.653,5,0,0,0.215,0,0,6,69e748022751fd26a8d7b6c1,69e7598d4981aafbbc11e649,69e754d3172910383aac6106,,6,We were both participating within the same survey and it was the honest and right decision to split the money equally.,100,100,1,4,
2026-04-21 11:10:30,2026-04-21 11:15:21,0,,100,291,1,2026-04-21 11:15:22,R_8OMJT8mxIHvWFjB,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve and Max completed a work project together and their superior gave Steve a bonus for doing a good job. He then told Steve it is up to him whether or not to share it with Max and he is considering this. ,0,0,2.115,0,3.01,3.01,4.679,1,"If in this scenario I am playing Steve, it would be immoral for me to give an unequal share to Max (player 2) as it was not stated that I had done more work than Max. If it had been stated that Max did less work or did not contribute much, I would give a lower amount. But I have to assume that a fair split is best.",4.488,4.488,5.77,1,4.073,4.073,5.792,1,0,0,0.214,0,0,6,5cac7cecdca0c30016ec7b3e,69e75b20b3f0d1028c8683a0,69e754d3172910383aac6106,,6,"If in this scenario I am playing Steve, it would be immoral for me to give an unequal share to Max (player 2) as it was not stated that I had done more work than Max. If it had been stated that Max did less work or did not contribute much, I would give a lower amount. But I have to assume that a fair split is best.",91,32,1,2,
2026-04-21 11:11:54,2026-04-21 11:15:25,0,,100,210,1,2026-04-21 11:15:26,R_8qEps32kHcAUoz1,,,,,,,anonymous,EN,1,,,1,1,3,2,"I think the money he will receive is needed for himself, and as he was accepted it's likely he is more in need than Mark. I don't think it's James' responsibility to help Mark when he can't afford to. ",0,0,3.169,0,3.5,8.862,10.039,2,"I think in this scenario we're both equal, except I'm making the decision so I have the option to allocate myself slightly more. ",5.33,6.851,7.511,2,5.864,5.864,6.793,1,0,0,0.217,0,0,7,63469fc8c286d78c8b7ab1d4,69e75b72667b074a708ab91c,69e754d3172910383aac6106,,5,"I think in this scenario we're both equal, except I'm making the decision so I have the option to allocate myself slightly more. ",60,50,1,4,
2026-04-21 11:12:05,2026-04-21 11:16:02,0,,100,236,1,2026-04-21 11:16:02,R_8uWF7Zx6Bxr9UBj,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was struggling financially but received a surprise email from government welfare saying he'd been accepted to receive full financial assistance. On his way to collect this monetary support, James met Mark, who he discovered also applied but was unsuccessful. James now has to decide whether to keep all the money to himself or share some with Mark",0,0,2.007,0,5.149,7.228,9.344,2,"I haven't done anything different to make me more worthy of the money than Player 2, so feel it would be kind to split evenly, as I would want someone else to do for me",3.245,5.61,6.668,2,5.076,9.502,10.421,3,0,0,0.208,0,0,6,665e336f3cdc13e3621fb189,69e75b819d961e66b5bf3856,69e754d3172910383aac6106,,6,"I haven't done anything different to make me more worthy of the money than Player 2, so feel it would be kind to split evenly, as I would want someone else to do for me",11,11,1,4,
2026-04-21 11:13:31,2026-04-21 11:16:17,0,,100,165,1,2026-04-21 11:16:17,R_8v9cwn82JgAbJjr,,,,,,,anonymous,EN,1,,,1,1,3,2,Max receives a bonus for his hard work in exceeding sales targets at work. He is told by his manager that he can keep the full bonus or give a portion to his teammate Max.,0,0,2.008,0,4.034,7.985,10.403,4,I feel that $3 is enough for the other person to accept (the other alternative would be $0 if they reject). I tried to be fair whilst keeping most of the bonus for myself.,2.753,3.278,4.265,2,2.924,4.215,5.127,2,0,0,0.213,0,0,9,6277fb597942c07d74b16b98,69e75bd6f63b3fac3962480e,69e754d3172910383aac6106,,3,I feel that $3 is enough for the other person to accept (the other alternative would be $0 if they reject). I tried to be fair whilst keeping most of the bonus for myself.,91,97,1,2,
2026-04-21 11:10:43,2026-04-21 11:16:32,0,,100,348,1,2026-04-21 11:16:33,R_8oELVm4PexgOwEh,,,,,,,anonymous,EN,1,,,1,1,3,2,James is struggling financially and gets an opportunity to receive financial aid. He knows a neighbour who he only briefly knows applied but got rejected so now he is wondering whether he should help him out or not.,0,0,2.006,0,7.482,7.482,8.638,1,"I think it's fair. Even though I don't know this person, I like to think people are more generous than selfish in general. No matter what player 2 decides to do, I will feel good about my decision.",5.436,5.436,6.161,1,7.897,7.897,8.837,1,0,0,0.204,0,0,6,69bc2604a076b7bafaa9f016,69e75b2f12e9db8b5ebd722f,69e754d3172910383aac6106,,6,"I think it's fair. Even though I don't know this person, I like to think people are more generous than selfish in general. No matter what player 2 decides to do, I will feel good about my decision.",50,40,1,4,
2026-04-21 11:12:23,2026-04-21 11:17:01,0,,100,277,1,2026-04-21 11:17:02,R_8f7qch4scPeYqkK,,,,,,,anonymous,EN,1,,,1,1,3,2,"It is not morally right to take the full bonus when others contributed to the work, therefore they should receive a slice",0,0,2.009,0,4.78,26.712,28.176,3,i think that is more than fair,2.197,22.281,23.93,5,4.172,15.773,17.329,5,0,0,0.105,0,0,7,623478aa93ccbf5fc88ad4f7,69e75b8eabad671c0d83ade0,69e754d3172910383aac6106,,5,i think that is more than fair,40,30,1,2,
2026-04-21 11:13:16,2026-04-21 11:17:50,0,,100,274,1,2026-04-21 11:17:51,R_8fZLWqiniwW3vYD,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was successful in being selected for financial assistance from the government, hos neighbour Mark was unsuccessful. James had the opportunity to choose whether to share a proportion of the financial assistance with Mark, or not. ",0,0,2.005,0,4.009,8.45,9.053,2,Player two is more likely to accept a small amount rather than none. ,1.939,4.972,5.479,3,3.528,3.528,4.923,1,0,0,0.204,0,0,10.5,5b979717ef16e40001c09329,69e75bc654f8ac8ebffff88f,69e754d3172910383aac6106,,1.5,Player two is more likely to accept a small amount rather than none. ,75,79,1,4,
2026-04-21 11:12:02,2026-04-21 11:18:01,0,,100,359,1,2026-04-21 11:18:02,R_7KZtjoZPs6pt0xH,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and his team were awarded a bonus for exceeding their sales target. The director gave Steve the option of how he could allocate the bonus, as in keep it all or share it with his team.",0,0,2.11,0,6.564,24.964,26.288,6,I thought that if I gave half the other participant would agree because the amount was shared equally between us.,11.44,12.279,13.285,2,6.143,6.143,7.299,1,0,0,0.204,0,0,6,5dc1eb838a84461511b3cd73,69e75b7ebba2bd10b772c464,69e754d3172910383aac6106,,6,I thought that if I gave half the other participant would agree because the amount was shared equally between us.,85,50,1,2,
2026-04-21 11:14:23,2026-04-21 11:19:21,0,,100,297,1,2026-04-21 11:19:21,R_8qUsYuJrxgXLJbr,,,,,,,anonymous,EN,1,,,1,1,3,2,"james had been granted financial aid after struggling with his finances , he had to come to a decision on wether to share the money with a neighbour who he doesnt know that well as he is also struggling but didnt get granted financial aid ",0,0,2.008,0,2.283,4.603,5.711,2,"i think that it has more of a chance player 2 accepting it , if it is shared equally ",4.416,10.056,11.26,2,4.412,4.412,6.608,1,0,0,0.204,0,0,6,5b7315657e61e3000174f782,69e75c054c8a023df151b278,69e754d3172910383aac6106,,6,"i think that it has more of a chance player 2 accepting it , if it is shared equally ",90,23,1,4,
2026-04-21 11:17:29,2026-04-21 11:20:16,0,,100,167,1,2026-04-21 11:20:16,R_8tbOaYKGGqbYg28,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve has to make a decision to keep the entire bonus as he is the team leader or he can recognise that Max significantly contributed thus splitting the bonus.,0,0,2.024,0,4.792,4.792,6.824,1,Because this is a near fair split.,2.927,4.724,5.859,2,5.053,5.053,6.039,1,0,0,0.207,0,0,7,5dc6a4036a24b54b39a1474c,69e75cc29ec7441c177ada57,69e754d3172910383aac6106,,5,Because this is a near fair split.,48,20,1,2,
2026-04-21 11:14:38,2026-04-21 11:21:22,0,,100,403,1,2026-04-21 11:21:22,R_6D1hgoludB2XnhL,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve worked hard and is rewarded with a bonus that he can keep to himself if he chooses. A bonus is not expected income and should be split between the people who helped to receive the bonus.,0,0,2.165,0,5.477,5.477,7.242,1,I've decided to split evenly because neither of us worked for it and it just seems the most fair to me this way.,6.05,9.777,11.162,2,5.204,7.76,10.803,2,0,0,0.246,0,0,6,699f5dbd7fc280e8eacc68f2,69e75c10e1de421cd24cfbf1,69e754d3172910383aac6106,,6,I've decided to split evenly because neither of us worked for it and it just seems the most fair to me this way.,63,25,1,2,
