hp_response_id,similarity_reference_B
HP3909,40
HP3910,38
HP3911,61
HP3912,14
HP3913,0
HP3914,41
HP3915,58
HP3916,4
HP3917,40
HP3918,58
HP3919,42
HP3920,44
HP3921,34
HP3922,0
HP3923,40
HP3924,5
HP3925,42
HP3926,40
HP3927,41
HP3928,5
HP3929,48
HP3930,44
HP3931,42
HP3932,6
HP3933,42
HP3934,0
HP3935,2
HP3936,38
HP3937,42
HP3938,48
HP3939,44
HP3940,43
HP3941,8
HP3942,72
HP3943,16
HP3944,43
HP3945,45
HP3946,4
HP3947,61
HP3948,40
HP3949,43
HP3950,34
HP3951,3
HP3952,6
HP3953,43
HP3954,9
HP3955,41
HP3956,12
HP3957,42
HP3958,54
HP3959,15
HP3960,15
HP3961,52
HP3962,5
HP3963,6
HP3964,18
HP3965,47
HP3966,14
HP3967,41
HP3968,12
HP3969,50
HP3970,40
HP3971,42
HP3972,42
HP3973,0
HP3974,5
HP3975,37
HP3976,43
HP3977,62
HP3978,0
HP3979,44
HP3980,12
HP3981,19
HP3982,50
HP3983,24
HP3984,44
HP3985,53
HP3986,42
HP3987,56
HP3988,41
HP3989,9
HP3990,0
HP3991,74
HP3992,4
HP3993,43
HP3994,55
HP3995,94
HP3996,4
HP3997,47
HP3998,69
HP3999,88
HP4000,3
