hp_response_id,similarity_reference_B
HP1565,7
HP1566,5
HP1567,14
HP1568,19
HP1569,18
HP1570,11
HP1571,5
HP1572,4
HP1573,8
HP1574,12
HP1575,31
HP1576,5
HP1577,4
HP1578,7
HP1579,8
HP1580,7
HP1581,5
HP1582,15
HP1583,7
HP1584,9
HP1585,5
HP1586,8
HP1587,8
HP1588,9
HP1589,14
HP1590,12
HP1591,8
HP1592,9
HP1593,2
HP1594,9
HP1595,2
HP1596,4
HP1597,3
HP1598,4
HP1599,8
HP1600,14
