hp_response_id,similarity_reference_B
HP2560,1
HP2561,30
HP2562,34
HP2563,34
HP2564,42
HP2565,38
HP2566,0
HP2567,0
HP2568,18
HP2569,36
HP2570,30
HP2571,12
HP2572,28
HP2573,28
HP2574,30
HP2575,14
HP2576,18
HP2577,40
HP2578,30
HP2579,34
HP2580,10
HP2581,22
HP2582,10
HP2583,10
HP2584,36
HP2585,5
HP2586,5
HP2587,12
HP2588,51
HP2589,32
HP2590,30
HP2591,32
HP2592,20
HP2593,62
HP2594,10
HP2595,22
HP2596,7
HP2597,30
HP2598,40
HP2599,40
HP2600,18
HP2601,37
HP2602,28
HP2603,28
HP2604,34
HP2605,5
HP2606,35
HP2607,38
HP2608,34
HP2609,37
HP2610,42
HP2611,7
HP2612,50
HP2613,32
HP2614,2
HP2615,36
HP2616,38
HP2617,36
HP2618,40
HP2619,40
HP2620,34
HP2621,0
HP2622,20
HP2623,0
HP2624,34
HP2625,42
HP2626,45
HP2627,35
HP2628,6
HP2629,30
HP2630,37
HP2631,35
HP2632,8
HP2633,34
HP2634,24
HP2635,38
HP2636,38
HP2637,40
HP2638,30
HP2639,6
HP2640,24
HP2641,38
HP2642,60
HP2643,55
HP2644,52
HP2645,28
HP2646,46
HP2647,30
HP2648,28
HP2649,20
HP2650,38
HP2651,4
HP2652,44
HP2653,36
HP2654,0
HP2655,34
HP2656,20
HP2657,28
HP2658,2
HP2659,43
HP2660,3
HP2661,2
HP2662,25
HP2663,34
HP2664,18
HP2665,2
HP2666,40
HP2667,38
HP2668,10
HP2669,36
HP2670,34
HP2671,0
HP2672,58
HP2673,36
HP2674,70
HP2675,48
HP2676,10
HP2677,30
HP2678,30
HP2679,54
HP2680,32
HP2681,20
HP2682,42
HP2683,16
HP2684,1
HP2685,54
HP2686,3
HP2687,30
HP2688,43
HP2689,38
HP2690,26
HP2691,36
HP2692,36
HP2693,8
HP2694,6
HP2695,5
HP2696,30
HP2697,36
HP2698,32
HP2699,32
HP2700,34
HP2701,30
HP2702,28
HP2703,6
HP2704,30
HP2705,16
HP2706,12
HP2707,55
HP2708,4
HP2709,42
HP2710,42
HP2711,57
HP2712,16
HP2713,32
HP2714,40
HP2715,38
HP2716,30
HP2717,0
HP2718,38
HP2719,22
HP2720,38
HP2721,12
HP2722,55
HP2723,32
HP2724,30
HP2725,12
HP2726,32
HP2727,12
HP2728,36
HP2729,35
HP2730,32
HP2731,34
HP2732,36
HP2733,12
HP2734,52
HP2735,34
HP2736,32
HP2737,42
HP2738,26
HP2739,60
HP2740,42
HP2741,32
HP2742,8
HP2743,42
HP2744,10
HP2745,30
HP2746,32
HP2747,30
HP2748,42
HP2749,38
HP2750,38
HP2751,5
HP2752,16
HP2753,48
HP2754,28
HP2755,46
HP2756,30
HP2757,28
HP2758,30
HP2759,22
HP2760,32
HP2761,30
HP2762,26
HP2763,6
HP2764,24
HP2765,10
HP2766,14
HP2767,6
HP2768,63
HP2769,4
HP2770,40
HP2771,30
HP2772,43
HP2773,32
HP2774,8
HP2775,40
HP2776,30
HP2777,56
HP2778,38
HP2779,46
HP2780,28
HP2781,38
HP2782,4
HP2783,8
HP2784,32
HP2785,52
HP2786,34
HP2787,20
HP2788,18
HP2789,26
HP2790,2
HP2791,42
HP2792,28
HP2793,32
HP2794,8
HP2795,58
HP2796,30
HP2797,35
HP2798,38
HP2799,32
HP2800,26
