hp_response_id,similarity_reference_B
HP4699,31
HP4700,2
HP4701,69
HP4702,32
HP4703,29
HP4704,14
HP4705,2
HP4706,35
HP4707,8
HP4708,27
HP4709,19
HP4710,25
HP4711,31
HP4712,1
HP4713,1
HP4714,24
HP4715,42
HP4716,38
HP4717,5
HP4718,25
HP4719,15
HP4720,27
HP4721,10
HP4722,17
HP4723,19
HP4724,4
HP4725,13
HP4726,4
HP4727,22
HP4728,0
HP4729,3
HP4730,4
HP4731,32
HP4732,5
HP4733,25
HP4734,0
HP4735,5
HP4736,25
HP4737,25
HP4738,20
HP4739,33
HP4740,24
HP4741,13
HP4742,61
HP4743,12
HP4744,24
HP4745,34
HP4746,3
HP4747,32
HP4748,10
HP4749,23
HP4750,37
HP4751,27
HP4752,3
HP4753,23
HP4754,25
HP4755,24
HP4756,3
HP4757,22
HP4758,13
HP4759,5
HP4760,21
HP4761,24
HP4762,9
HP4763,16
HP4764,4
HP4765,21
HP4766,3
HP4767,1
HP4768,8
HP4769,37
HP4770,21
HP4771,20
HP4772,8
HP4773,20
HP4774,4
HP4775,35
HP4776,13
HP4777,18
HP4778,34
HP4779,21
HP4780,34
HP4781,40
HP4782,53
HP4783,19
HP4784,23
HP4785,26
HP4786,19
HP4787,28
HP4788,22
HP4789,2
HP4790,1
HP4791,31
HP4792,0
HP4793,10
HP4794,40
HP4795,86
HP4796,4
HP4797,24
HP4798,63
HP4799,71
HP4800,3
