hp_response_id,similarity_reference_B
HP0187,8
HP0188,19
HP0189,48
HP0190,18
HP0191,9
HP0192,26
HP0193,14
HP0194,23
HP0195,20
HP0196,17
HP0197,9
HP0198,5
HP0199,22
HP0200,28
HP0201,10
HP0202,17
HP0203,27
HP0204,29
HP0205,12
HP0206,2
HP0207,25
HP0208,20
HP0209,7
HP0210,12
HP0211,24
HP0212,12
HP0213,14
HP0214,10
HP0215,11
HP0216,10
HP0217,1
HP0218,23
HP0219,13
HP0220,18
HP0221,14
HP0222,16
HP0223,24
HP0224,7
HP0225,17
HP0226,27
HP0227,17
HP0228,20
HP0229,9
HP0230,12
HP0231,18
HP0232,8
HP0233,16
HP0234,25
HP0235,17
HP0236,5
HP0237,19
HP0238,8
HP0239,12
HP0240,18
HP0241,19
HP0242,23
HP0243,11
HP0244,15
HP0245,12
HP0246,12
HP0247,18
HP0248,8
HP0249,26
HP0250,4
HP0251,13
HP0252,18
HP0253,12
HP0254,7
HP0255,17
HP0256,4
HP0257,15
HP0258,8
HP0259,12
HP0260,25
HP0261,12
HP0262,21
HP0263,17
HP0264,31
HP0265,18
HP0266,12
HP0267,23
HP0268,13
HP0269,11
HP0270,7
HP0271,24
HP0272,20
HP0273,17
HP0274,9
HP0275,12
HP0276,8
HP0277,1
HP0278,20
HP0279,20
HP0280,13
HP0281,7
HP0282,13
HP0283,15
HP0284,4
HP0285,15
HP0286,18
HP0287,1
HP0288,24
HP0289,20
HP0290,29
HP0291,9
HP0292,16
HP0293,16
HP0294,13
HP0295,16
HP0296,18
HP0297,13
HP0298,14
HP0299,17
HP0300,9
HP0301,12
HP0302,5
HP0303,27
HP0304,14
HP0305,30
HP0306,11
HP0307,12
HP0308,12
HP0309,15
HP0310,26
HP0311,12
HP0312,18
HP0313,7
HP0314,8
HP0315,20
HP0316,26
HP0317,18
HP0318,20
HP0319,12
HP0320,5
HP0321,18
HP0322,15
HP0323,12
HP0324,28
HP0325,21
HP0326,15
HP0327,9
HP0328,5
HP0329,13
HP0330,20
HP0331,15
HP0332,17
HP0333,14
HP0334,17
HP0335,18
HP0336,20
HP0337,13
HP0338,11
HP0339,24
HP0340,26
HP0341,12
HP0342,8
HP0343,8
HP0344,8
HP0345,6
HP0346,14
HP0347,14
HP0348,18
HP0349,28
HP0350,0
HP0351,22
HP0352,12
HP0353,12
HP0354,29
HP0355,32
HP0356,18
HP0357,18
HP0358,13
HP0359,14
HP0360,12
HP0361,22
HP0362,5
HP0363,55
HP0364,14
HP0365,12
HP0366,14
HP0367,29
HP0368,22
HP0369,27
HP0370,9
HP0371,12
HP0372,23
HP0373,28
HP0374,22
HP0375,45
HP0376,6
HP0377,5
HP0378,10
HP0379,21
HP0380,8
HP0381,1
HP0382,12
HP0383,13
HP0384,32
HP0385,9
HP0386,20
HP0387,18
HP0388,11
HP0389,13
HP0390,12
HP0391,27
HP0392,25
HP0393,12
HP0394,14
HP0395,12
HP0396,13
HP0397,8
HP0398,18
HP0399,27
HP0400,18
