hp_response_id,similarity_reference_B
HP3493,20
HP3494,12
HP3495,5
HP3496,20
HP3497,45
HP3498,40
HP3499,25
HP3500,25
HP3501,15
HP3502,25
HP3503,5
HP3504,60
HP3505,25
HP3506,30
HP3507,65
HP3508,10
HP3509,35
HP3510,28
HP3511,65
HP3512,15
HP3513,32
HP3514,20
HP3515,30
HP3516,25
HP3517,0
HP3518,30
HP3519,35
HP3520,25
HP3521,3
HP3522,75
HP3523,2
HP3524,25
HP3525,25
HP3526,25
HP3527,15
HP3528,30
HP3529,40
HP3530,20
HP3531,12
HP3532,20
HP3533,42
HP3534,30
HP3535,68
HP3536,25
HP3537,25
HP3538,20
HP3539,55
HP3540,35
HP3541,15
HP3542,2
HP3543,40
HP3544,15
HP3545,3
HP3546,20
HP3547,25
HP3548,20
HP3549,15
HP3550,25
HP3551,5
HP3552,38
HP3553,32
HP3554,15
HP3555,65
HP3556,25
HP3557,30
HP3558,20
HP3559,25
HP3560,25
HP3561,20
HP3562,20
HP3563,8
HP3564,5
HP3565,25
HP3566,5
HP3567,8
HP3568,55
HP3569,15
HP3570,40
HP3571,20
HP3572,35
HP3573,70
HP3574,5
HP3575,25
HP3576,22
HP3577,40
HP3578,25
HP3579,20
HP3580,18
HP3581,10
HP3582,5
HP3583,5
HP3584,15
HP3585,55
HP3586,30
HP3587,5
HP3588,10
HP3589,20
HP3590,5
HP3591,25
HP3592,20
HP3593,5
HP3594,12
HP3595,68
HP3596,55
HP3597,30
HP3598,25
HP3599,35
HP3600,15
