hp_response_id,similarity_reference_B
HP1384,23
HP1385,6
HP1386,3
HP1387,9
HP1388,7
HP1389,5
HP1390,6
HP1391,18
HP1392,18
HP1393,8
HP1394,26
HP1395,8
HP1396,10
HP1397,5
HP1398,2
HP1399,10
HP1400,9
HP1401,7
HP1402,9
HP1403,19
HP1404,7
HP1405,10
HP1406,4
HP1407,6
HP1408,6
HP1409,8
HP1410,17
HP1411,11
HP1412,12
HP1413,16
HP1414,16
HP1415,0
HP1416,5
HP1417,14
HP1418,9
HP1419,1
HP1420,16
HP1421,10
HP1422,8
HP1423,9
HP1424,6
HP1425,9
HP1426,27
HP1427,17
HP1428,9
HP1429,11
HP1430,8
HP1431,17
HP1432,10
HP1433,19
HP1434,7
HP1435,11
HP1436,27
HP1437,9
HP1438,0
HP1439,3
HP1440,5
HP1441,14
HP1442,10
HP1443,9
HP1444,10
HP1445,22
HP1446,9
HP1447,11
HP1448,7
HP1449,23
HP1450,0
HP1451,5
HP1452,10
HP1453,9
HP1454,4
HP1455,22
HP1456,5
HP1457,9
HP1458,6
HP1459,7
HP1460,8
HP1461,11
HP1462,9
HP1463,4
HP1464,15
HP1465,20
HP1466,9
HP1467,10
HP1468,9
HP1469,1
HP1470,4
HP1471,14
HP1472,8
HP1473,8
HP1474,8
HP1475,3
HP1476,4
HP1477,8
HP1478,9
HP1479,8
HP1480,24
HP1481,24
HP1482,21
HP1483,8
HP1484,7
HP1485,0
HP1486,9
HP1487,1
HP1488,26
HP1489,38
HP1490,0
HP1491,9
HP1492,9
HP1493,9
HP1494,16
HP1495,13
HP1496,8
HP1497,8
HP1498,15
HP1499,9
HP1500,7
HP1501,8
HP1502,4
HP1503,19
HP1504,8
HP1505,7
HP1506,9
HP1507,9
HP1508,9
HP1509,24
HP1510,20
HP1511,2
HP1512,20
HP1513,9
HP1514,2
HP1515,9
HP1516,27
HP1517,8
HP1518,15
HP1519,18
HP1520,4
HP1521,9
HP1522,10
HP1523,15
HP1524,24
HP1525,1
HP1526,8
HP1527,9
HP1528,2
HP1529,9
HP1530,1
HP1531,10
HP1532,11
HP1533,9
HP1534,5
HP1535,28
HP1536,7
HP1537,6
HP1538,9
HP1539,17
HP1540,21
HP1541,7
HP1542,10
HP1543,2
HP1544,0
HP1545,17
HP1546,6
HP1547,5
HP1548,27
HP1549,16
HP1550,0
HP1551,7
HP1552,9
HP1553,6
HP1554,9
HP1555,27
HP1556,12
HP1557,24
HP1558,14
HP1559,27
HP1560,9
HP1561,8
HP1562,1
HP1563,40
HP1564,2
HP1565,7
HP1566,2
HP1567,20
HP1568,25
HP1569,27
HP1570,13
HP1571,3
HP1572,1
HP1573,8
HP1574,15
HP1575,38
HP1576,3
HP1577,3
HP1578,6
HP1579,11
HP1580,6
HP1581,7
HP1582,21
HP1583,8
HP1584,8
HP1585,3
HP1586,7
HP1587,10
HP1588,9
HP1589,17
HP1590,29
HP1591,10
HP1592,9
HP1593,0
HP1594,8
HP1595,1
HP1596,2
HP1597,2
HP1598,11
HP1599,8
HP1600,16
