StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,allocation_hp,transfer_hp,attention_check,Q_DataPolicyViolations
2026-04-20 15:09:38,2026-04-20 15:16:42,IP Address,,100,424,True,2026-04-20 15:16:43,R_7QJDOl2hHSzPNHH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,7.433,0,0,0,2.124,0,8.706,10.215,12.392,2,I chose $3 to send back because I found it fair to increase based off what the other player sent and sending $3 leaves us both with $3 so the playing field is even. ,,,,,0,0,0.211,0,0,3,69db2dd233fad5ba2d7f7239,69e641a6054f89588b6ef8c4,69e638d4b2228b5d05917569,3,I chose $3 to send back because I found it fair to increase based off what the other player sent and sending $3 leaves us both with $3 so the playing field is even. ,,6813fb6e6bf8c3d60d489aa4,2,4e8f1a2d-6dd9-4d2c-b282-1b5114ee8ed9,6,,,1,
2026-04-20 15:22:03,2026-04-20 15:24:15,IP Address,,100,131,True,2026-04-20 15:24:15,R_5DJ9ozuENfmNzL1,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.73,0,0,0,2.117,0,11.75,22.007,22.477,3,I figured we could both be better off and have $4 each. That's fair and works out to the benefit of everybody.,,,,,0,0,0.208,0,0,4,5efd32d5ebff0517d77b8e4c,69e64495e86753c0ca40b91c,69e638d4b2228b5d05917569,2,I figured we could both be better off and have $4 each. That's fair and works out to the benefit of everybody.,,69dc3f304137e723662d1a94,2,ef7141e5-d65a-4227-9340-d2ba913a8999,6,,,1,
2026-04-20 15:22:37,2026-04-20 15:26:08,IP Address,,100,211,True,2026-04-20 15:26:09,R_2oAY85LHrXgm98B,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.159,0,0,0,2.005,0,5.261,53.727,54.698,6,It was the fairest I could get to without feeling too out of pocket,4.403,8.866,11.081,2,0,0,0.218,0,0,5.5,5e3c601a8134d004b0ed397a,69e644b4f8858c8b2d6edb8f,69e638d4b2228b5d05917569,6.5,It was the fairest I could get to without feeling too out of pocket,,63d79c54e30b211996abeafd,4,3c6fdd25-e628-4054-8ed4-590e678045a4,12,3,3,1,
2026-04-20 15:23:52,2026-04-20 15:26:12,IP Address,,100,139,True,2026-04-20 15:26:12,R_3O0vaBYsvQKekAR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.714,0,0,0,2.018,0,8.959,22.028,23.848,2,"i felt it was fair. they gave me $2 which turned into $6, so i sent their $2 back.",,,,,0,0,0.211,0,0,4,69d66e69435ecfea1e5731b8,69e644ff311fd2439e16aa8b,69e638d4b2228b5d05917569,2,"i felt it was fair. they gave me $2 which turned into $6, so i sent their $2 back.",,62ea20aa13d454052ce714e1,2,d23b596a-e527-4f51-b78d-860f7b3209b5,6,,,1,
2026-04-20 15:23:31,2026-04-20 15:26:45,IP Address,,100,194,True,2026-04-20 15:26:46,R_2pNSQlLPRMX024x,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.71,0,0,0,2.007,0,15.377,18.052,19.489,3,We are both equal as it stands so no money sent,15.414,17.515,18.943,2,0,0,0.217,0,0,4.5,5f98644189208011eeb027b9,69e644e115c4556e51086cdc,69e638d4b2228b5d05917569,0,We are both equal as it stands so no money sent,,673120d47aafa64c8d72d8f9,1.5,5981fad0-5ffb-44a6-a339-c7ab72e8d5c2,4.5,5,1,1,
2026-04-20 15:23:43,2026-04-20 15:27:14,IP Address,,100,211,True,2026-04-20 15:27:15,R_2PHazjqFjPmzMQr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.801,0,0,0,2.025,0,13.589,25.211,32.496,2,Player 1 has $1 left from the original $6 so I sent $7 back so we both have $8 total,5.682,27.034,29.304,4,0,0,0.119,0,0,8,60a405e35154038a0fd7dbd4,69e644f7cd0ae85f35640bb1,69e638d4b2228b5d05917569,7,Player 1 has $1 left from the original $6 so I sent $7 back so we both have $8 total,,66cc4546f9e3a25d2adc51c8,5,e7bfd9e7-4567-4f9e-99df-f4ac47e6c0eb,15,4,2,1,
2026-04-20 15:23:34,2026-04-20 15:27:18,IP Address,,100,223,True,2026-04-20 15:27:19,R_8gu5tNAsfYVZdTR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.377,0,0,0,2.011,0,27.341,27.341,30.964,1,"Player 1 sent me half, which was very fair, so i decided to be fair back, so we both ended up with the same amount.",17.5,21.346,23.243,2,0,0,0.22,0,0,6,644805884189b40893adfa53,69e644e941530ed16266cdbc,69e638d4b2228b5d05917569,3,"Player 1 sent me half, which was very fair, so i decided to be fair back, so we both ended up with the same amount.",,66de746bcfef35f46e85ed0f,3,7580c16b-8bed-4abe-ba8b-8193ec88e80e,9,5,1,1,
2026-04-20 15:24:06,2026-04-20 15:27:30,IP Address,,100,204,True,2026-04-20 15:27:30,R_1HLhIceaYYu2PUE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.541,0,0,0,2.015,0,29.087,29.087,30.817,1,I will receive a larger amount.,19.349,19.349,21.366,1,0,0,0.209,0,0,9,643d699899737784c4d5cbcf,69e6450898840a3693fb1343,69e638d4b2228b5d05917569,0,I will receive a larger amount.,,6662bbd11599452943304086,3,fb70188c-a58d-46bc-9c5a-e5635ff8f1aa,9,6,0,1,
2026-04-20 15:24:28,2026-04-20 15:27:45,IP Address,,100,196,True,2026-04-20 15:27:45,R_1VowZRRS8Xvf1Tz,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.884,0,0,0,2.015,0,10.673,16.658,22.332,3,I sent back $3 so that we both end up with $6,6.615,21.677,26.026,4,0,0,0.209,0,0,6,5e1f298dd205eb000b74eae0,69e64525aa13410bdb6c3596,69e638d4b2228b5d05917569,3,I sent back $3 so that we both end up with $6,,699b96152dc624c9c1044908,3,e61d228d-a7c7-4e49-bbac-d823266e4ee8,9,5,1,1,
2026-04-20 15:23:12,2026-04-20 15:28:15,IP Address,,100,303,True,2026-04-20 15:28:16,R_3VjyHLmpKIYXasV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.023,0,0,0,2.01,0,24.948,30.665,31.67,2,"Player 1 sent me the entire $6 that they had, knowing that it would be tripled. I sent player 1 $10 out of the $18 becuase that is over half, but not quite the full amount. As it is over a single digit, I elected to keep some for myself to maybe acheive a higher earning",19.727,19.727,21.918,1,0,0,0.208,0,0,8,69e17734cb26c1263d9c988b,69e644d5b270f172b16020b6,69e638d4b2228b5d05917569,10,"Player 1 sent me the entire $6 that they had, knowing that it would be tripled. I sent player 1 $10 out of the $18 becuase that is over half, but not quite the full amount. As it is over a single digit, I elected to keep some for myself to maybe acheive a higher earning",,69ce7d2297b4750b47987000,6,d56726f1-a23d-4e31-8db5-3e374c0da270,18,3,3,1,
2026-04-20 15:24:38,2026-04-20 15:29:25,IP Address,,100,287,True,2026-04-20 15:29:25,R_2qg1ewWVUFnDydY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.641,0,0,0,2.011,0,34.629,36.733,38.138,2,Because I think it's a fair thing to do,24.229,25.278,26.232,2,0,0,0.216,0,0,4.5,6061ea5fba199ba84a255ee5,69e64529fb284a64da958b6f,69e638d4b2228b5d05917569,4.5,Because I think it's a fair thing to do,,63a799cde6527ca4f11bc7b2,3,ea5aa961-e095-4066-86c9-e321199047b8,9,3.5,2.5,1,
2026-04-20 15:24:10,2026-04-20 15:29:27,IP Address,,100,317,True,2026-04-20 15:29:27,R_1QoLSVdOnNRAcB8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.367,0,0,0,2.006,0,8.323,19.115,19.899,2,"From what I understood, only 1 of 10 participants receive the allocation. Giving all back gives that 1 person the most amount of money that can be given. Given it is a relatively low amount I gave it all.",8.797,59.886,60.24,13,0,0,0.104,0,0,0,69e459da0e8ea0b7e733d213,69e64507e557c907fae28205,69e638d4b2228b5d05917569,9,"From what I understood, only 1 of 10 participants receive the allocation. Giving all back gives that 1 person the most amount of money that can be given. Given it is a relatively low amount I gave it all.",,60fa71bc7472b86d43f23ede,3,dce0a634-74e5-4971-b52b-33bb257fb65e,9,3,3,1,
2026-04-20 15:26:37,2026-04-20 15:29:41,IP Address,,100,183,True,2026-04-20 15:29:41,R_8CD9HLUuT2Wjl73,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.007,0,0,0,2.004,0,9.769,9.769,12.413,1,"Player 1 sent 50%, I returned the same %",6.196,23.976,24.831,2,0,0,0.204,0,0,4.5,60b229e58adc4fd4fb7e0158,69e645a6e1552d9a523306f6,69e638d4b2228b5d05917569,4.5,"Player 1 sent 50%, I returned the same %",,657effcc0b1d877b07deaef8,3,aedc3b2a-813f-4a32-922d-262e6cf0ccaa,9,4,2,1,
2026-04-20 15:28:03,2026-04-20 15:30:39,IP Address,,100,156,True,2026-04-20 15:30:40,R_7ZQ7vN9zhdYGasz,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.497,0,0,0,2.008,0,4.348,4.348,17.721,1,I feel like it is a fair amount to send back without knowing how much they could send me,,,,,0,0,0.208,0,0,4,663917c7dd730f5df315b1f9,69e645f974067dbbf7fe6d3f,69e638d4b2228b5d05917569,2,I feel like it is a fair amount to send back without knowing how much they could send me,,55885869fdf99b4020ba0b64,2,7120bcd3-a0f1-4327-a61e-206e3365c189,6,,,1,
2026-04-20 15:27:06,2026-04-20 15:30:58,IP Address,,100,231,True,2026-04-20 15:30:58,R_1WJbMzeZkPpkUCI,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.507,0,0,0,2.007,0,15.27,15.27,16.474,1,I chose that amount because the other player sent a third of it and I felt like we both would've had a better chance if they sent the full amount to triple it.,,,,,0,0,0.211,0,0,5.5,6543ba9056ed19f45e686e85,69e64561d5f3af15a11723af,69e638d4b2228b5d05917569,0.5,I chose that amount because the other player sent a third of it and I felt like we both would've had a better chance if they sent the full amount to triple it.,,5e87b4d3e28032100ce68eec,2,bb9a8dc7-9d31-454c-892c-b4de856f298f,6,,,1,
2026-04-20 15:29:24,2026-04-20 15:31:13,IP Address,,100,108,True,2026-04-20 15:31:13,R_7zSysow2BpCWxqh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.859,0,0,0,2.008,0,6.102,6.102,9.32,1,I was trying to be fair to both of us.,4.884,4.884,7.025,1,0,0,0.221,0,0,1.5,56169e435c62cf000f822c76,69e6464badad640fa28c1b45,69e638d4b2228b5d05917569,1.5,I was trying to be fair to both of us.,,5d1b98290f75e10019be9f9f,1,d9febbed-4b53-4e7d-9400-2908b3053d33,3,3,3,1,
2026-04-20 15:28:02,2026-04-20 15:31:14,IP Address,,100,192,True,2026-04-20 15:31:14,R_7oBKCS7uBjO6NP7,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.1,0,0,0,2.006,0,13.07,15.573,18.464,3,We could both get $5 this way,,,,,0,0,0.205,0,0,5,69b98ed6a044387bc1f3609d,69e645fb4ec7904253485e80,69e638d4b2228b5d05917569,1,We could both get $5 this way,,66a7a354021e287f1f17502f,2,07852606-98b2-4588-888f-e740e741e663,6,,,1,
2026-04-20 15:26:07,2026-04-20 15:31:21,IP Address,,100,314,True,2026-04-20 15:31:22,R_7PcVgaLOo96VCgu,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.834,0,0,0,2.005,0,25.811,28.695,44.701,2,I think it's fair to split the amount equally. I think player 1 decided to gamble on a higher return if they sent the entire amount so I wanted to give them half of the final amount which is higher then the original amount.,4.964,29.647,80.921,3,0,0,0.208,0,0,9,65c6762ea86de7fbe4ac9406,69e644cf810e042c4b3c85c1,69e638d4b2228b5d05917569,9,I think it's fair to split the amount equally. I think player 1 decided to gamble on a higher return if they sent the entire amount so I wanted to give them half of the final amount which is higher then the original amount.,,5c36701dbef9a20001e36b89,6,086e10f9-585c-470e-83bf-0ae875ad68d4,18,4,2,1,
2026-04-20 15:29:04,2026-04-20 15:31:55,IP Address,,100,170,True,2026-04-20 15:31:55,R_5EsFG1kg2frFoSl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.61,0,0,0,2.008,0,5.093,20.559,21.633,4,So that we could both have the same amount of money.,,,,,0,0,0.208,0,0,5,69aafa2956b44dbc95d9a56e,69e6463b005111914508f934,69e638d4b2228b5d05917569,1,So that we could both have the same amount of money.,,6717a9a058de284eb78c1e9e,2,2975e6d1-5261-4cb0-92ce-6f6f88dbacc1,6,,,1,
2026-04-20 15:30:03,2026-04-20 15:32:14,IP Address,,100,131,True,2026-04-20 15:32:15,R_6vaVnu11yAtUBmp,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.666,0,0,0,2.11,0,6.639,6.639,9.268,1,I am grateful that they sent me any money at all so I am rewarding them with a little bonus. I think it's always nice to be generous. I don't necessarily believe in karma and I'm not a very spiritual person; but I do believe it pays off to be kind to others.,,,,,0,0,0.203,0,0,3,699413ac1366ad270bc85de5,69e64674744cdafdd4189c32,69e638d4b2228b5d05917569,3,I am grateful that they sent me any money at all so I am rewarding them with a little bonus. I think it's always nice to be generous. I don't necessarily believe in karma and I'm not a very spiritual person; but I do believe it pays off to be kind to others.,,699f03b980c2af4a68257051,2,ba73386e-080e-41c9-a7ce-bb7c2a9561e3,6,,,1,
2026-04-20 15:25:50,2026-04-20 15:32:24,IP Address,,100,393,True,2026-04-20 15:32:24,R_2k70VvntzN2j6bw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.426,0,0,0,2.019,0,21.392,29.27,35.598,4,"The player 1 trusted me with the amount and I feel that the total I received should be shared between us. I decided to let the player 1 have a bit more, it seemed fair. Without their decision I wouldn't have received anything.",7.675,7.675,9.836,1,0,0,0.216,0,0,3.5,60526ca52273fdff8fc728ea,69e64578f53e441385b3670b,69e638d4b2228b5d05917569,4,"The player 1 trusted me with the amount and I feel that the total I received should be shared between us. I decided to let the player 1 have a bit more, it seemed fair. Without their decision I wouldn't have received anything.",,644655c01a3123d677fe7b2d,2.5,7c34e735-b45c-4b52-b507-e26d366753e6,7.5,3,3,1,
2026-04-20 15:30:15,2026-04-20 15:32:30,IP Address,,100,135,True,2026-04-20 15:32:31,R_8Cy8segEzeOdOA0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.03,0,0,0,2.117,0,11.927,21.016,22.8,3,We will both receive 9 dollars so it is fair.,5,5,6.888,1,0,0,0.205,0,0,6,5e5d276a031887000b47f1cc,69e6467d8454e3c5ffe6b5bf,69e638d4b2228b5d05917569,3,We will both receive 9 dollars so it is fair.,,69ccd7afc44eadfc1bc3686c,3,dcd74ca2-907b-44f5-8227-8f10980ff8a3,9,4,2,1,
