hp_response_id,memory
HP0450,When you share your chocolate with a friend so everyone has the same amount.
HP0451,Being fair and splitting something with someone else.
HP0452,Moving over and sharing a seat on a bus with someone.
HP0453,Being right and fair
HP0454,"A hypothetical scenario would be where a work friend and I are splitting lunch and they don't have enough money, so I cover part of their meal."
HP0455,Receiving a payment from paying too much on a bill and splitting it in half
HP0456,Lending someone a small amount of change to buy a snack
HP0457,fairness
HP0458,I would find it similar to giving money to someone in need so that they could buy some food and drinks.
HP0459,What I imagine is sending someone money for a coffee that they picked up from me.
HP0460,a time when I bought a friend a coffee
HP0461,Splitting something equally with a friend
HP0462,a very fair-minded person who will share the entire pizza equally
HP0463,"This is some good, not as good as could be but still nice. "
HP0464,Winning a prize as a team and splitting the amount as you both put in the same effort and should both get the same in return.
HP0465,"This is relatively fair, but not equal. It reminds me of people that say they do a lot of charity work while being super rich."
HP0466,I find as me and my partner splitting a meal
HP0467,splitting the money equally in a game
HP0468,that is a compromise situation giving a little to appease
HP0469,maybe me and a friend have earnt the money through a game or a survey so we equally decide to split as we both deserve the same amount of money
HP0470,Giving away more than I would have to someone else
HP0471,Buying my friend a sandwich at lunchtime 
HP0472,"I find it similar to the teachings of most religions, to share and help each other."
HP0473,I find this similar to splitting a bill at a restaurant with another person.
HP0474,It's like buying a soda for a friend.
HP0475,Giving out $2 to other participants means that i am choosing to share some of my earning s or bonus to other participant. Its not an equal share but something to show kindness. It reminds me to others. It reminds me of two siblings who are given different amount for lunch money. The one who received more money decides to give some portion to the other sibling to show act of kindness or so that they can something common. 
HP0476,Fifty /fifty
HP0477,to making us equal
HP0478,Sending money to my rother
HP0479,"I think this is similar to communism, sharing your wealth equally, no matter what."
HP0480,I find this similar to ordering something from a bakery and splitting the item equally. 
HP0481,Making a charitable donation.
HP0482,Believing that all people deserve equal reward for equal effort.
HP0483,"Being in a committed relationship, an equal partnership with another person."
HP0484,Being fair and neighbourly
HP0485,Agreeing in advance to share proceeds
HP0486,I imagine giving my friend $2 to buy something small for me in a gas station or a convenience store if they are running in quickly while we are driving somewhere and one of us wants to stay in the car or needs to pump gas.
HP0487,giving them 2 dollars 
HP0488,being fair 
HP0489,fair and equal
HP0490,Paying  for a bus fare
HP0491,I think it would be akin to giving someone half for the work they did. Splitting the money 50 - 50 to ensure both sides get the appropriate amount for the work done. 
HP0492,The participant would be happy to receive it even if it is a low value.
HP0493,it is splitting 50 50 between 2 people
HP0494,Sharing and being fair. 
HP0495,Similar to communism/socialism I guess because we both get equal money for doing the same survey.
HP0496,This feels fair / equitable as both of us now get an equal share. 
HP0497,"Its just sharing something equally, like splitting some food with someone else. "
HP0498,A fair split of money we both found in the street
HP0499,An equal transfer
HP0500,"Being born upper-middle class, and voting to make the situation for those worse off slightly better."
HP0501,Splitting food with partner
HP0502,this is like wanting to sure but still wanting to have more money
HP0503,"Me and a friend got a reward for completing a task, we both did equal amounts of work so got the same money. "
HP0504,i think its the same as giving away food
HP0505,sharing food when there's not enough to feed us both
HP0506,"Fairness, this is how things should be done. Equity within public policies giving people equal standing in society. "
HP0507,This feels like a kind gesture to a needy person.
HP0508,splitting my money
HP0509,"I would find it similar to lending money to a friend. Like hey, here are $2 extra dollars so we are closer to even on the amount of money that we have. "
HP0510,I find this similar to buying them a couple things at the gas station
HP0511,Placing a smaller bet.
HP0512,I find it similar to having a coupon for something and giving it to someone else.
HP0513,sending money afterwards for splitting a bill evenly at a restaurant
HP0514,giving a homeless person some money
HP0515,A small handout
HP0516,"This is similar to paying someone, maybe using CashApp to transfer money to cover a meal. "
HP0517,Splitting a slice of cake with a friend and wanting it to be even.
HP0518,I find it similar to giving someone $2 to ride the bus.
HP0519,This is similar to splitting an inheritance with someone who was unfairly left out.
HP0520,This is sharing equally and is the kind thing to do.  
HP0521,"This is me purchasing a small item from them, say a bar of chocolate."
HP0522,Being fair with someone
HP0523,Paying sales tax to the government on all our purchases
HP0524,giving someone $2 for a favour
HP0525,Donating money to somebody. Just a little bit. 
HP0526,Halving money with your friends.
HP0527,A  little unfair 
HP0528,"This is like sharing extra snacks with a friend who has less, but keeping most for yourself."
HP0529,A fair trade that represents equality and parity. Splitting something in half and having an equal portion with somebody else. Such as splitting the pizza and have equal portions.
HP0530,making a charity donation in a shop or off of the adverts on tv
HP0531,"sending money for a small amount to cover parking, food etc "
HP0532,Purchasing a raffle ticket.
HP0533,"Socialism, a more equitable distribution of wealth for all involved."
HP0534,I'm making sure we have equal chances.
HP0535,We are in a bar and someone purchases an expensive cocktail for me. I have to pay them back
HP0536,"I find it similar to sharing something equally, like having a dessert with my partner and eating half each."
HP0537,"I find this like paying a bill such as electricity, where it is small but noticeable."
HP0538,Buying them a soda
HP0539,Splitting my food evenly
HP0540,I would imagine the other participant as a friend and would want the reward to be equal.
HP0541,This is the fair and just way of doing the American way.
HP0542,An act of goodwill to make it even in society.
HP0543,Tipping someone at a coffee shop
HP0544,"I find it similar to two friends that are going out to lunch. One friend makes more money than the other and knows he can help a friend out. The friend is short on cash and so the other friend, who has a higher income, covers the cost for his friend with the lower income. The action is done out of kindness and fairness, to balance the experience and balance the damages financially. "
HP0545,Both the other participant and I work the same job and same hours
HP0546,It is the same as sharing any prize winnings equally with my friend as agreed. We would both end up with $6 each 
HP0547,Winning some cash and then losing most of it through a hole in my pocket
HP0548,Donating to charity 
HP0549,A 50/50 split like a will between 2 siblings
HP0550,This is similar to making things more equal. You believe everyone should be equal. 
HP0551,sharing as a child. giving half of your candy bar to someone
HP0552,splitting a win 50/50 with a friend
HP0553,I find it similar to communism where we both get an equal allocation.
HP0554,Giving a small gift or buying someone a drink
HP0555,"similar to the golden rule, treating others equally"
HP0556,"Being paid and giving a generous charitable donation, so I feel a level of personal worth as part of the transaction."
HP0557,A small tip.
HP0558,Someone who is fair and kind and can use the money but doesn't really need it
HP0559,Both of you went in on a lottery ticket where you won $12 and you give 1/2 of it to the other participant.
HP0560,I find this similar to going 50/50 when having a meal - as we both pay or get the same
HP0561,This is similar to winning at the casino then buying dinner for the entire group. 
HP0562,Me being fair to the other person in the same situation as me.
HP0563,Nothing
HP0564,"This seems like the most fair option, as the other person doesn't have any choice in how much they get. I would want to give them an equal amount."
HP0565,Splitting a tip at a restrauant evenly
HP0566,Tipping the postman
HP0567,Helping out a friend.
HP0568,Receiving a bonus at work for good performance
HP0569,Finding money with your friend and splitting it evenly.
HP0570,"It is similar to having a full meal and sharing it with someone who doesn't have any food, so you both end up with the same amount."
HP0571,I find this similar to buying a candy bar or soda at a supermarket.
HP0572,Buy one and get one half price when buying a coupon
HP0573,giving up half is okay
HP0574,Tipping someone.
HP0575,I find it to be similar to being fair.
HP0576,Roommates split a refunded house deposit equally because they both contributed
HP0577,Sharing with a friend
HP0578,"This feels like it's fair. Say two kids are going to lunch and one of the kids is given the money, then it's fair they have a 50-50 split."
HP0579,Like two of us are sharing a packet of crisps and I realise I have take more crisps from them and I make this right by giving them the extra crisps and we have then both eaten the same amount.
HP0580,This could for a drink that a friend paid for.
HP0581,"Subsidizing the other participant,  perhaps they needed a bit mor payment than they received.  Also could be a split due to amount of work completed. "
HP0582,10
HP0583,making things fair at a family gathering
HP0584,Paying them back for a sandwich they purchased for you.
HP0585,Splitting the pot and sharing 
HP0586,to the middle class who just wants everything fair
HP0587,This is being charitable toward the other participant
HP0588,buying a present for my child
HP0589,A friend that always wants to be fair regardless if they are taking more benefits. 
HP0590,this would be similar to buying someone a drink like a beer 
HP0591,"It would feel like a rich person deciding to donate a little bit of their money to charity. I would like this approach, but it might not be fair to my partner."
HP0592,"Splitting the cost of something evenly with another person, for example sharing the cost of petrol money with a friend for a shared trip"
HP0593,Sharing half of the candy I got with my sister on halloween when she misplaced all of hers.
HP0594,My co-worker and I did the spent the same amount of time on the job.
HP0595,It would be like offering to pay for a friends alcoholic drink at a pub. 
HP0596,"Similar to when you are sharing something with your child, you may take the smaller amount, so your child gets the bigger portion of a treat."
HP0597,This is the same as me at work and splitting equally the workload we have.  I think this is fair and is a kind thing to do.  
HP0598,This would be the most fair scenario 
HP0599,Buying something?
HP0600,Paying for something in a shop.
HP0601,I find this similar to a date or to an outing with a friend. I want them to have a fair experience.
HP0602,Fairness and equality - so something like food banks. Giving a fair amount to those who are worse off.
HP0603,"Sharing the cost of something with another person, making sure the amount we pay is identical"
HP0604,buying a bunch of stuff at the deli
HP0605,just being fair and just.
HP0606,I would be happy with this option.
HP0607,sharing a bill
HP0608,"Socialism, where a windfall should be shared equally amongst all those involved."
HP0609,this would be even and best. this is what i would do.
HP0610,paying a bus ticket for someone
HP0611,"I would find that similar to somebody who finds some money on the ground while walking with a friend.  The friend also sees the money at the same moment, but I was able to pick up more than he did.  I decide it should be shared, so I give him enough money to make a 50-50 split - we both have the same amount."
HP0612,Someone giving money to a homeless person.
HP0613,Giving half of a sandwich to my friend.
HP0614,A small act of charity like giving a beggar a happy meal
HP0615,"An even handed each way split? I'm not sure, maybe dividing up an unexpected windfall with a family member?"
HP0616,I find this similar to winning something that you and a friend signed up for together and you split the earnings equally.
HP0617,A small donation to charity
HP0618,Evening out our earnings
HP0619,"I find it similar to someone sharing something with someone, like a sharing a sandwich or a pizza."
HP0620,giving my children pocket money
HP0621,splitting things equally so that everyone has the same. for example sweets or cake
HP0622,Halving a packet of sweets
HP0623,Splitting a bill equally at a cafe with a friend
HP0624,This is what some would do so that they can feel good about themselves and keep a greater portion for themselves similar to how we typically choose an amount of money to donate to a worthy cause.
HP0625,Donating to a charitable cause
HP0626,This is like paying a small fee for something.
HP0627,Sharing the spoils equally in a team who contributed to a team goal
HP0628,"True equality. Both participants have no control over the dollar amounts given, but to be truly fair and equal it should just be split 50/50."
HP0629,This is the most fair distribution. I find it similar to ideas of sharing presented as a child. 
HP0630,Being fair and just - I like this - it's like sharing a meal
HP0631,donating to charity
HP0632,I think the other person would be somewhat disappointed as they were originally allocated $4 but are no only receiving half that amount.
HP0633,Splitting something evenly between siblings
HP0634,Sending your half of the payment for a cinema ticket on a savers day
HP0635,Being fair and splitting things evenly.
HP0636,this feels like how i try to deal with the people i am close to. i want us all to have what we need.
HP0637,This is similar to giving $2 friend to buy a cup of coffee.
HP0638,Giving a gift to a friend
HP0639,I find it similar to sharing the proceeds of a job payment or lottery win with someone
HP0640,helping my son with bus fare
HP0641,being a winner of a prize but sharing the prize equally with the second place winner
HP0642,Helpi ng a buddy out.
HP0643,splitting tips
HP0644,"This would be like a situation whereby 2 participants in a competition decided to split the winnings evenly, 50/50, rather than battle it out against each other.  This way both come out as winners.  "
HP0645,I would find this similar to paying for a drink for a friend.
HP0646,I would feel this would fair for both parties.
HP0647,Splitting the winnings with someone after tying in a board/card game.
HP0648,Splitting tips with a coworker
HP0649,similar to getting allowance from parent. both siblings get the same amount
HP0650,Less greedy
HP0651,Evening the distribution amongst all parties to ensure everything is fair.
HP0652,It would be be similar to splitting a candy bar in half. We both end up with exactly the same amount. 
HP0653,"Equality, raising up others alongside you"
HP0654,We are both equal and respect each other hence splitting the amount evenly
HP0655,I find it similar to paying someone to do something but they have not done as much as you have
HP0656,Making it equal
HP0657,A parent conducting equality to ensure every student gets an equal share of food.
HP0658,I would seem like I am trying to keeps things equal and fair.
HP0659,Giving money to charity.
HP0660,equally sharing costs of an event that you attend with a friend
HP0661,"Having no money, finding money, and giving it to a friend who had some money, but now has an equal amount of money."
HP0662,"In this situation, I'd be taking a loss of $2, leaving myself with $6 and the other participant with $6. This seems fair. This reminds me of having to share sweets equally amongst my siblings."
HP0663,This is an equal allocation - i find it similar to giving to your partner. Equal partnership so equal pay. 
HP0664,"This would be like splitting something with a sibling, when you are told to split it as fairly as possible. For instance if a grandparent left money with your mother for holiday spending and it was split fifty fifty. This feels fair to both of you. "
HP0665,It reminds me of someone buying something for me and me transferring them the money
HP0666,Like donating to charity
HP0667,this would be the similar to splitting it 50/50 which would be the most fair
HP0668,Splitting tips at work with someone
HP0669,sharing
HP0670,"A situation of having to make a donation to people who are down with finance, you donate 1"
HP0671,I have $12 and choose to transfer $6. This is like my most recent work bonus to the tax man.
HP0672,"Getting a bonus on a work project I did and splitting part of it with my co-worker, who I feel worked just as hard as I did, but didn't get a bonus."
HP0673,I find this similar to the real word situation of a children having all the snacks and they choose to share half of them with a friend.
HP0674,This is equality and equity. We're making everyone equal.
HP0675,This is similar to an equal society
HP0676,"This would be an example of equality, making things equal, like Democrats do (they also want equity)."
HP0677,6
HP0678,Splitting a dinner check evenly.
HP0679,Zelling a guy who watched our dogs while we were out of town
HP0680,Being charitable and equal with the other person like sharing a bag of chips with a sibling.
HP0681,A fair person wanting everyone to be equal.
HP0682,A time when I gave some money to a friend I was travelling with - he didn't have any cash.
HP0683,Sharing your cake with them exactly down the middle
HP0684,Just a little care
HP0685,I would find it similar to splitting the bonus down the middle.
HP0686,"Similar to giving someone a small bit of my food, but just a small taste"
HP0687,To someone I know but not overly well
HP0688,Transferring half the money seems like the fair thing to do. It reminds me of having a lemonade stand with my brother and I collected all the money during the day and after that ended dividing the money in half to share in the proceeds equally
HP0689,"This is akin to splitting a small unexpected cost with someone, like adding a little extra when chipping in for a group gift—it's cooperative and fair, slightly above the minimum but not fully self-sacrificing."
HP0690,This would be giving them money to buy you a burger at a fast food joint.
HP0691,Making things completely equal.
HP0692,gifting money
HP0693,i find it similar to being nice and trying to help him recieve a little more for his efforts  
HP0694,When two people collaborate together on something so they try to split the prize evenly.
HP0695,It would be equitable. And kind to split the money.
HP0696,I find it similar to grabbing the last donut in the break room right as someone else comes in for it. I decide to split it with them. 
HP0697,Making a donation to a charity
HP0698,sharing household expenses
HP0699,Giving a token gesture but perhaps not really wanting to share
HP0700,This represents a society with a moderate level of programs and supports to help those who are underprivileged. This is more like our modern democratic society in the U.S. 
HP0701,Similar to paying taxes to help other people
HP0702,"It would be fair, that It would be split down the middle.  "
HP0703,A friend covers my coffee because I realise I forgot my wallet when we were out for coffee together. I later transfer $6 to her to cover my coffee.
HP0704,"If I gave $6 to another person, it would be a gift, like on a birthday or holiday."
HP0705,Splitting the money 50/50 which is fair. 
HP0706,It would be as if we both started our own business together 
HP0707,"when i've fone other studies, i always try to make sure if there' s a bonus we get the same amount"
HP0708,Greediness
HP0709,Wanting to give a treat to a friend so buying them a bunch of daffodils
HP0710,A situation where the match and I have performed equal work towards a shared goal.
HP0711,"being equal, giving money not just to give but to give fairly and equally."
HP0712,Just a similarity of other studies who do this type of money game with other prolific participants.
HP0713,This is equality because we both will have $6.
HP0714,Buying someone a coffee
HP0715,Giving a small gift to someone just because
HP0716,I owed them for a taxi
HP0717,Similar to giving a small gift to a colleague at Christmas
HP0718,Lending someone a sum of money
HP0719,Thanking someone for helping me.
HP0720,"giving to charity when someone has more, they help someone who has less."
HP0721,Giving change for the bus
HP0722,sharing bills equally with a partner
HP0723,Sharing the cost of a gift.
HP0724,Sometimes I need to transfer my mother change back after I've been to the supermarket for her. It reminds me of sending small change to someone through a bank app.
HP0725,Paying taxes
HP0726,I find it similiar to taking my AP english exam in high school and not cheating
HP0727,"I find this to be fair, ensuring an equal bonus for both of us. This seems like the right thing to do. "
HP0728,Being equal
HP0729,Sharing equally 
HP0730,Mega corporations trying to stay rich but acting like they're helping. Michael Dell and wife.
HP0731,Tipping a cashier at a restaurant while checking out. 
HP0732,Helping another person a little by giving them $2.
HP0733,small donation to a big issue seller
HP0734,"Splitting my winnings with  the wife, she gets half of everything"
HP0735,"A close friend, sharing with someone in need"
HP0736,I imagine that a friend and I found $12 and we decided to split it evenly.
HP0737,The middle class helping each other out or donating to a charity with pride.
HP0738,making a small gift
HP0739,splitting a cost of something with a friend
HP0740,This feels as if we say sold an item or worked jointly together on a project and splitting the pay equally.
HP0741,giving a gift.
HP0742,The other person will received additional £2 on top of the £4 they already had. 
HP0743,It is similar to a person trying to be fair.
HP0744,giving someone $6
HP0745,winning a small lottery
HP0746,Being fair and splitting things 50/50.
HP0747,Winning on the lottery and giving half to my brother
HP0748,I pay for the snacks and i give the other person enough money for the same snacks at the convenience store
HP0749,Settling up a bill with a friend who bought two drinks of the same price.
HP0750,even split sounds good
HP0751,It's like a divorce settlement.
HP0752,Donating to a food bank
HP0753,This amount seems a little low. I would like to make things as even as possible.
HP0754,"Two men working on the same tasks, with the same level experience and being paid for their time. "
HP0755,Sending a friend money after they bought me something.
HP0756,"This would make the field even, as we would both be allocated $6. This seems fairer for all parties involved. I can relate it to equal pay in the workforce."
HP0757,"This is similar to participating in a fair exchange, such as contributing to a group activity where everyone adds a reasonable amount. It represents balanced generosity that neither overreaches nor withdraws."
HP0758,"When I have the last dessert at the party and my friend also wants some, so I decide to split mine with them."
HP0759,Me winning some sort of game and wanting to share the winnings with others around me.
HP0760,Giving money to a fundraiser.
HP0761,Even Stevens rule
HP0762,Going halves for a meal
HP0763,Partners in the same business dealing splitting profits.
HP0764,"This is a fair and equitable split, a bit like communism"
HP0765,This would be charity and kindness to give some of your money away. You would each have $6 so this would be equality.
HP0766,Sharing equally.
HP0767,Topping up a payment for something
HP0768,Like a small favor that evens things out a bit. Like tossing in a couple bucks when splitting something. 
HP0769,"It is similar to an occasion where a person has bought some groceries for you and you are transferring the money over, "
HP0770,someone getting a slightly newer chair than someone else in the office
HP0771,being fair to my friends
HP0772,"This is fair, each worker gets whats fair to them."
HP0773,"Feels fair, like someone gave you a candy bar then you split it with them 50/50"
HP0774,That'd be like sending them to the store to guy a box of Totinos party pizzas.
HP0775,Socialism.  I make $12 but I have to give my neighbor $6 just because everything has to be equal.
HP0776,Being fair and empathetic to another person.
HP0777,Being fair
HP0778,Splitting a check and each receiving half.
HP0779,I found a £20 note on the floor and I transferred my friend who was with me £10.
HP0780,Splitting winnings fairly
HP0781,adding
HP0782,Going even and splitting the cost 
HP0783,"Fair, when learning in school how to behave fairly things were always shared in equal measure."
HP0784,A BUSINESS PARTNERSHIP
HP0785,this would be fair as we would be equal 
HP0786,Contributing to a collection for a colleagues leaving present.
HP0787,"i sent my child to school the other morning, everything was fine. he felt fine, i felt fine. i went to work. i was only at work about an hour when i got a call from his school. the nurse on the phone said that my child was in her office and he was running a fever and had a very swollen throat. i immediately went and picked him up and took him to the doctor.  turned out that he had strep throat"
HP0788,"it would be similar to making a situation fair or equal between me and someone else, if i have two cookies and they have none it would be me giving them 1 so we both have the same"
HP0789,"this represents equity, socialism"
HP0790,"A fair person, as that would leave us both with six dollars. Equitable and just. "
HP0791,I find transferring $2 to the other participant similar to putting in a little bit of money with a group of friends to share a taxi.
HP0792,Repaying a relative for a small purchase
HP0793,Donating money to a charity box
HP0794,splitting your money evenly between you and charity.
HP0795,Paying a friend back for something they bought earlier.
HP0796,Similar to buying a burger for someone at a fast food restaurant.
HP0797,It's similar to trying to be fair with your coworker or friend.
HP0798,Paying someone back for a coffee order
HP0799,Paying half for dinner on a date.
HP0800,Splitting money with someone I did a job with.
