hp_response_id,memory
HP4569,purchasing from a supermarket where haggling is not acceptable
HP4570,I find it similar to being paid a fair wage. 
HP4571,"This reminds me of someone setting the perfect price point for an item they are selling, and it is a popular item that usually sells."
HP4572,gouging my business partner for no reason
HP4573,Same as above unfair
HP4574,A fair transaction in a regular shop
HP4575,"A situation where somebody is putting themselves first and trying to take all the money, not considering other people's roles and desire for payment. "
HP4576,Find it similar to saving everything i own and not spending a penny. 
HP4577,It's a no risk situation.
HP4578,Paying retail price for anything.
HP4579,It's similar to leaving everything as it is so both sides keep the original deal without gaining or losing anything extra.
HP4580,Reminds me of businesses that set things at a fixed price.
HP4581,by keepung the same price i can give it as pocket money
HP4582,like buying a brand-new item in a store for the full price
HP4583,When i watch some videos and they have to wait for the other person to leave
HP4584,"I think it's similar to a fine, which may not increase or decrease."
HP4585,the interest rate for money
HP4586,"This would be like getting the exact item that you wanted or listing an item for sale on ebay for example, and the buyer wanting it immediately at the listed price."
HP4587,breaking even. Maintaining but not creating profit or losing profit. 
HP4588,Buying an item from a shop with a fixed price
HP4589,I am happy with this.
HP4590,It would be similar to paying full price and not having a coupon.  Is this a Millennial thing?  Do they base all their situations based on how much money is involved?
HP4591,A normal sale of goods with no discount
HP4592,Similar to the RRP of a new top in a clothes shop. The top isn't on the sale and is part of a newly released line.
HP4593,12 is the difference and changes 
HP4594,I find it similar to an internship where one person does all the work and does not get paid. 
HP4595,Buying an item in a shop at full price
HP4596,Unclear what im expected to say
HP4597,"this is similiar to an item given away on a free recycling site on facebook, Items are saved from landfill and are given to people who want or need them"
HP4598,not making any money
HP4599,I find it similar to keeping a subscription you pay monthly with no changes.
HP4600,"steady unchanging, high demand item"
HP4601,Many cake products i have found to be extortionate and no reductions are ever made due to it being a small business.
HP4602,"It’s like a gym keeping its monthly membership fee at $12, choosing not to raise or lower the price this year.
"
HP4603,"This is similar to a seller at a farmer's market pricing their honey at a fixed rate they believe is fair. They see other vendors adjusting prices, but they stick to their original tag, valuing their product's quality consistently and not engaging in haggling or discounting."
HP4604,I find it similar to the realization that the work wasn't being valued to what we thought originally it would be. This is tough to swallow.
HP4605,you won your school reunion raffle
HP4606,I find that would enable me to treat myself to something nice to eat and a coffee on the weekend
HP4607,"""Cutting out the middle-man"""
HP4608,This would be a normal charged price in my company.  
HP4609,"Like just leaving the price as it is, no risk no loss, kinda meh but safe"
HP4610,I don't understand the question. Sorry.
HP4611,An empty train when you're exhausted.
HP4612,Giving a waitress a tip in a restaurant
HP4613,"Maintaining the price is like a landlord who does not want to increase his rent after a year. It does not get better or worse, just the status quo."
HP4614,Someone I know nothing about and have no feelings either way
HP4615,I hope I am understanding this right. Oprah giving out free cars to her audience members.
HP4616,Nothing happening in your life requiring money spent. 
HP4617,Making a great tip at work
HP4618,The data is full and complete with no inaccurate information.
HP4619,Similar to accepting the original price of a concert ticket without negotiating or changing anything.
HP4620,Buying a product from one dat to the next
HP4621,"Aaron works in a strategy unit in the civil service and is organising the monthly stakeholder roundtable. He always orders the same catering package: a standard lunch selection that costs £12 per person. It’s reliable, everyone likes it, and it fits neatly within the team’s recurring events budget.

This month, Aaron briefly considers switching things up, maybe a lighter option or something fancier, but after checking the attendance list and the budget, he realises nothing has changed. The meeting is the usual length, the participants are the same mix of internal and external attendees, and the budget is exactly what it has always been.

So he decides to keep the order exactly as it is, making no change to the £12-per-person cost. The team knows what to expect, the catering arrives as usual, and everything runs smoothly. It’s a routine choice, just sticking with what already works."
HP4622,This would be akin to giving a stranger a gift.
HP4623,A monthly subscription.
HP4624,This is like me selling a school lesson online.  It is always the same price so it never changes (or changes by $0).  This is always the same set price and consistent.
HP4625,A new government in power in the UK 
HP4626,"water, should be free at all points in my opinion "
HP4627,it being equal and not profiting
HP4628,Snoozing your alarm by five minutes.
HP4629,"When i went to haggle at a market in Turkey,  the market trader refused to reduce her price and was firm so the price did not change. "
HP4630,I find it similar to setting a fair price for a service
HP4631,I find it similar to the cost of a small meal from a fast food place. 
HP4632,Paying the full price for a concert ticket without bargaining.
HP4633,I don't find it similar to anything. 
HP4634,The other person taking the whole cake
HP4635,knowing your worth would be my view
HP4636,ignoring someone in need of financial help.
HP4637,"If I don't change the price, I don't think it is similar to anything."
HP4638,"I am proud of my data, it is worth the full amount"
HP4639,I see it as the same amount.
HP4640,Colleagues paying be back when I purchase food for them
HP4641,"Its like asking someone to go to the store for you but not compensating them, even when they have their own expenses (like operating the car), which means they'll be left out of pocket."
HP4642,Shopping. It has a price and you can't change it or do anything about it. Pay or leave. 
HP4643,People always go for the cheap beer nonetheless. It is what it is.
HP4644,This reminds me of people who are fair. One time I did not have enough cash to buy a snack from a convince store. The cashier was so kind and bought it for me.
HP4645,i find it similar to the regular way of doing business. you buy wholesale then sell it to a retailer. more greed.
HP4646,it means that you are stuck to the intitial position
HP4647,"This is like a landlord deciding not to raise rent this year—nothing changes, and both sides just continue with the same agreement as before"
HP4648,Two people sitting in a cafe staring at each other.
HP4649,"Going to a pound shop and getting a bag of sweets for £1. Exactly what you expected, no feelings associated."
HP4650,Insisting on full price for a good in perfect condition and with no reason for a discount.
HP4651,not buying anything at all
HP4652,i find this similar to buying something at full price for example concert tickets when they first release
HP4653,"At the current pricing with no change I am still getting sufficient interest in my data, with not much change in the demand when I look at historical demand. So I keep my price the same so as not to upset the apple cart."
HP4654,I would find this similar to when I was having a yard sale and someone asked what the lowest price I would go on an old gaming console and I could reduce the price or stand firm at the price I had set. I chose to stand firm on my price as it was already considerably cheap
HP4655,Selling at a fixed price
HP4656,really bad i do not like it
HP4657,Males expectant income per position
HP4658,This like buying something at full price.
HP4659,This is similar to swapping one plain black tshirt for another plain black tshirt
HP4660,"Zero off would just be status quo no? Just buying or paying for something outright, which is fine."
HP4661,There is no price difference so the quality stays the same.
HP4662,"Giving someone a birthday cake that they deserve, where the size of the cake reflects the amount that person is liked."
HP4663,getting my way every way
HP4664,It is similiar to department store showing the discount tag but actually the price is unchanged.
HP4665,Giving away my data for free
HP4666,It is a static situation where the price hasn't changed
HP4667,I find this similar to buying a car and walking in to just accept the price that is given to you. They make an offer and you accept it without negotiation maybe out financial security or time restraints. You get it for what is offered.
HP4668,"Buying a product in a supermarket, the price you see is the price you pay."
HP4669,"I find it similar to a subscription like netflix or amazon. It remains the same, theres no difference or sales for their customers. "
HP4670,I Would get the price I asked for that I felt was fair
HP4671,staying home and not spending money
HP4672,"Doing a lot of the work and being paid nothing extra, feels almost like slavery"
HP4673,"stand still, the price has not changed regardless of events"
HP4674,It is similar to knowing my worth and not compromising on that.
HP4675,"I go into a store to buy a sweater. The price of the sweater is $20. When I go to check out, the clerk says it's $20. I don't ask for a discount or expect them to give me a discount. I pay $20 for the sweater because that is it's price."
HP4676,$12 is a fair price. No change is needed. This could be similar to someone buying a shirt for $20.
HP4677,The expected price and the actual price of an item of clothing
HP4678,Trading something to a friend. 
HP4679,2 Students go into a school store to buy notebooks that are 12 dollars.
HP4680,Paying nothing and receiving nothing.
HP4681,I find it similar to an even split since we both get $12 in this situation if I am not mistaken.
HP4682,Being satisfied that the price is fair.
HP4683,it would mean nothing for me which would be unfair and like stealing
HP4684,This scenario reminds me of set prices set in most businesses. I walk into a store and bought the data plan at the stated price of $12.00. There is no negotiation or changes to the initial price.  
HP4685,Going into a store buying the same thing every single week and the price does not change at all. The pricing is consistent.
HP4686,"This would be a steady state, similar to staying calm and continuing to sell the product under current conditions. "
HP4687,"This is a bit unfair on the other participant, as they would get $12-$12 which is $0. This is similar to when one child is left all of their parents' money in their will and another child is left with nothing"
HP4688,Holding some premium bonds
HP4689,i have done transactions where i stood my ground on a firm price for a product i knew was worth it and i did not reduce the price
HP4690,Market price. Do not understand
HP4691,imagine changing this price 12
HP4692,Buying something in a shop
HP4693,A purchase of a newly launched computer game where desire to purchase is not affected by price
HP4694,I find it similar to paying full cost of an item at the shops.
HP4695,I find it similar to walking around in circles.
HP4696,"Keeping the price the same , no fluctuation"
HP4697,feeling content with decisions i have made. 
HP4698,Buying something for facw value.
HP4699,Similar to when there's lots of buyers or bids so you don't change the price and wait for the highest bidder. 
HP4700,"I don't find this similar, the price is always going up."
HP4701,"This reminds me of an intermediary relationship as the other participant would make no commission, merely acting as the middle man between myself and the end consumer."
HP4702,"similar to selling a product that is selling well, or at least okay."
HP4703,"I find it similar to when you buy a product in a store or online, as the price is set and there's no room for negotiating. "
HP4704,This is similar to nothing happening at all and the price being worth it.
HP4705,Things carrying on as normal. 
HP4706,Buying an item from Facebook Marketplace from someone and paying the asking price.
HP4707,Book prices at Barnes & Noble
HP4708,I find it similar to a situation where a store considers adjusting the price of a product but ultimately decides to keep it exactly the same—like a café reviewing its menu prices for the new season and choosing not to raise or lower the cost of a latte.
HP4709,It reminds me of an online check out where the discount code used isnt applicable to a certain item
HP4710,"The normal price stated for the product, usually a new product that is in demand by customers. "
HP4711,This would mean keeping the starting price. This reminds me of the situation when I bought my first home. We did not barter with the sellers of the property and try and reduce the price; we thought it was fair and they were nice people.
HP4712,Having no money but not telling anyone until you pay the bill
HP4713,A draw in a football match 
HP4714,"This feels like when you ask your landlord if rent will go up next year, and they say it will stay exactly the same. Nothing changes so I'm not either better or worse off, it's just the same."
HP4715,"I'm running a garage sale and am absolutely firm on the price of something. No one will convince me to go down, but I don't want to raise it either as I'm afraid it won't sell. So I leave the price alone by not changing it.  "
HP4716,This is similar to selling something for exactly what you think the going price is. Nobody really gets a deal (except maybe the seller).
HP4717,Restock of the product
HP4718,Like keeping the same rent when renewing a roommate’s lease
HP4719,"I find this similar to getting something wholesale from Costco or another ""discount"" retailer. "
HP4720,Buying something at the recommended retail price.
HP4721,Staple supermarket products like bread and milk
HP4722,I find it similar to going to the store and seeing everything has gone up in price 
HP4723,This is the most realistic scenario. The decision maker makes the most profit.
HP4724,me giving a friend some money and then paying me back
HP4725,Keeping the price the same and being stagnant
HP4726,"things staying as they are, there are not changes"
HP4727,Changing the price by $0 is similar to searching for a discount code online but not finding one and so the final price remains the same.
HP4728,to doing nothing sitting at home 
HP4729,"Different versions of the same product with minor differences, such as different colors."
HP4730,similar to normal behaviour
HP4731,"You have bought an item for market value, and want to sell it on to another person"
HP4732,12 is the cost of a good bottle of rose wine. 
HP4733,paying full retail price for an item
HP4734,a walk around the park
HP4735,coffee and a tea cake in a cafe for just me no friends. or two coffees for me and a friend.
HP4736,Paying full price for an item
HP4737,Socialism where the worker gets nothing and the middleman/upper class hoard everything. Wait.. or is it late stage capitalism?
HP4738,Giving up and accepting an y offer out of complacency. 
HP4739,Selling a perfect new item on eBay
HP4740,When an item you may want to buy never goes on sale and stays full price. 
HP4741,Similar to no change as there is no increase or decrease
HP4742,"Difficult to not negotiate, won’t be a good deal for broker. Would be an unfair real life scenario as broker would be non profitable."
HP4743,It is similar to being under compensated.
HP4744,Prices staying the same reminds me of Nintendo. They sell well so they do not need to adjust pricing too often.
HP4745,Fairness for all concerned as this is a know starting price for negotiation. at a $0 reduction there is no surprise for anyone. 
HP4746,Doing a friend a favour. 
HP4747,Selling an item that I intend to make a profit on.
HP4748,The monthly direct debit charge for a service such as a music or television streaming service
HP4749,This is similar to typical shopping where nothing is on sale. 
HP4750,"This is similar to when you want to buy services from a tradesperson and they offer a fixed price. You ask them for an initial quote. They tell you what they charge, but you want to attain a lower rate. They will not negotiate and they will not offer a lower rate, even if you ask them to consider such a thing. "
HP4751,Most non-negotiated transactions between humans. Like most retail. 
HP4752,An earnings call that is unsurprising and meeting expectations.
HP4753,Going to the grocery store and buying groceries at the price lists.
HP4754,This expecting the person to do the work for nothing as the intermediary will be keeping all of the money for themselves. This is slave labour 
HP4755,paying full price in the shop
HP4756,Good. Like I found gold in a mine and get to keep it.
HP4757,"I would find it similar to most things, as everyday we buy things we need for no discount."
HP4758,"There would be no profit to be made in this scenario. This feels almost like a tax, where you pay for something with nothing in return."
HP4759,Bank account with no interest as nothing changes the outcome
HP4760,No price increase on a supermarket item.
HP4761,"It feels similar to a shop deciding to keep its prices exactly the same even during a sale period, choosing stability over change."
HP4762,Shopping in M&S as their prices are at a premium.
HP4763,Everyday transactions
HP4764,Waiting in line for tickets to an event knowing you are the last one who will receive a ticket but stepping aside for the person behind you in line
HP4765,Changing the price by $0 means there is no discount on the item so no greater incentive to purchase.
HP4766,I have kept all of my money. This is similar to what happens most days when I don't go out but stay in so as not to over-spend.
HP4767,"Does this mean not changing it at all? That's not really similar to anything, that's a negative."
HP4768,Somebody hoarding a large amount of food while others don't have any
HP4769,The data is of high value
HP4770,An item not being on sale or having a voucher
HP4771,Taking the correct money to the shop as the price has not changed.
HP4772,choosing to not be greedy 
HP4773,Smartphone poll among young Americans
HP4774,Free samples from Costco.
HP4775,selling something at cost.
HP4776,it just means that something is staying the same. Like no changes to food prices 
HP4777,Going to the supermarket and buying the same product within the same week.
HP4778,Having full control of my pricing
HP4779,This would be business as usual keeping the price the same.
HP4780,I would find it similar to just getting paid for a survey with a $12 bonus.  It would be surprising.
HP4781,I imagine making a homemade craft and being asked to reduce the price. But if i did so i would make no profit. So i have to say I am unable to do so.
HP4782,Confidence in the price and quality of your data or inventory. And you're not willing to negotiate.
HP4783,"Sitting at my computer, doing Prolifics studies and waiting on payouts while I'm working."
HP4784,Normal sales in a store or online
HP4785,A fixed price for a item in a shop
HP4786,The item is no longer on sale.
HP4787,Reselling an item you just bought
HP4788,I find this similar to amazon pretending they're having a sale but not actually marking things down.
HP4789,It's like agreeing to meet someone but nothing changes in the plan
HP4790,When my children had completed all their chores.
HP4791,That is similar to a situation where one party is taking advantage of another - a person selling someone else's item and keeping all of the money.
HP4792,going to the cinema with my partner
HP4793,That would be giving the product away for free
HP4794,Standing firm in the price.
HP4795,"The core similarity of changing the price by $0 (resulting in a $12 final price) is that it represents a maximal assertion of self-interest and a refusal to give the broker any share of the potential bonus. This is comparable to an individual or company that demands the full, non-negotiable price for their service or product, effectively telling the intermediary or reseller they must make their profit elsewhere, or simply confirming their role as a necessary, but unpaid, facilitator. By setting the price at $12, you ensure that in the bonus scenario, you receive the maximum possible bonus ($12), while the broker receives zero ($\$12 - \$12 = \$0$), demonstrating a non-collaborative or transactional stance toward the partnership."
HP4796,This would be similar to buying a small Pokemon plushie.
HP4797,"not changing the price, so it's still 12"
HP4798,The broker just acts as a go between and doesn't get any money. This is like selling something but asking a friend to handle it for you.
HP4799,"This effectively cuts out the middleman as s/he wouldn't actually receive anything so their existence becomes pointless.  As the data provider I'd effectively become a sole trader........however, I would need to find the access to the target market.  "
HP4800,"Everything going smoothly, and running well. So you get the outcome you imagine. "
