hp_response_id,similarity_reference_A
HP4650,7
HP4651,4
HP4652,5
HP4653,6
HP4654,7
HP4655,6
HP4656,2
HP4657,2
HP4658,5
HP4659,10
HP4660,5
HP4661,3
HP4662,52
HP4663,25
HP4664,4
HP4665,24
HP4666,3
HP4667,6
HP4668,5
HP4669,4
HP4670,7
HP4671,14
HP4672,14
HP4673,2
HP4674,7
HP4675,6
HP4676,7
HP4677,4
HP4678,12
HP4679,4
HP4680,18
HP4681,30
HP4682,8
HP4683,10
HP4684,6
HP4685,4
HP4686,3
HP4687,70
HP4688,2
HP4689,7
HP4690,2
HP4691,1
HP4692,4
HP4693,5
HP4694,5
HP4695,0
HP4696,3
HP4697,2
HP4698,5
HP4699,6
HP4700,1
HP4701,11
HP4702,6
HP4703,6
HP4704,3
HP4705,2
HP4706,7
HP4707,3
HP4708,5
HP4709,4
HP4710,5
HP4711,7
HP4712,3
HP4713,1
HP4714,4
HP4715,7
HP4716,7
HP4717,2
HP4718,5
HP4719,4
HP4720,5
HP4721,3
HP4722,3
HP4723,18
HP4724,22
HP4725,2
HP4726,2
HP4727,5
HP4728,1
HP4729,2
HP4730,2
HP4731,7
HP4732,3
HP4733,5
HP4734,0
HP4735,20
HP4736,5
HP4737,25
HP4738,4
HP4739,7
HP4740,4
HP4741,2
HP4742,11
HP4743,4
HP4744,4
HP4745,9
HP4746,30
HP4747,6
HP4748,3
HP4749,4
HP4750,7
HP4751,6
HP4752,2
HP4753,5
HP4754,25
HP4755,5
HP4756,38
HP4757,4
HP4758,10
HP4759,3
HP4760,3
HP4761,4
HP4762,3
HP4763,5
HP4764,35
HP4765,5
HP4766,50
HP4767,1
HP4768,47
HP4769,4
HP4770,4
HP4771,5
HP4772,18
HP4773,0
HP4774,8
HP4775,5
HP4776,3
HP4777,4
HP4778,7
HP4779,3
HP4780,3
HP4781,8
HP4782,7
HP4783,1
HP4784,4
HP4785,5
HP4786,4
HP4787,7
HP4788,4
HP4789,5
HP4790,3
HP4791,30
HP4792,1
HP4793,20
HP4794,7
HP4795,45
HP4796,3
HP4797,3
HP4798,28
HP4799,18
HP4800,2
