hp_response_id,similarity_reference_A
HP2141,6
HP2142,7
HP2143,6
HP2144,3
HP2145,2
HP2146,3
HP2147,6
HP2148,12
HP2149,17
HP2150,5
HP2151,10
HP2152,1
HP2153,5
HP2154,17
HP2155,6
HP2156,6
HP2157,8
HP2158,7
HP2159,3
HP2160,3
HP2161,5
HP2162,12
HP2163,4
HP2164,9
HP2165,7
HP2166,9
HP2167,7
HP2168,10
HP2169,5
HP2170,4
HP2171,9
HP2172,18
HP2173,4
HP2174,6
HP2175,51
HP2176,11
HP2177,37
HP2178,7
HP2179,33
HP2180,6
HP2181,3
HP2182,9
HP2183,1
HP2184,4
HP2185,4
HP2186,7
HP2187,5
HP2188,5
HP2189,2
HP2190,2
HP2191,7
HP2192,7
HP2193,2
HP2194,8
HP2195,8
HP2196,0
HP2197,7
HP2198,9
HP2199,6
HP2200,6
HP2201,7
HP2202,9
HP2203,11
HP2204,31
HP2205,5
HP2206,4
HP2207,4
HP2208,7
HP2209,9
HP2210,0
HP2211,0
HP2212,29
HP2213,8
HP2214,1
HP2215,0
HP2216,44
HP2217,4
HP2218,5
HP2219,9
HP2220,5
HP2221,4
HP2222,12
HP2223,6
HP2224,7
HP2225,5
HP2226,2
HP2227,8
HP2228,3
HP2229,6
HP2230,55
HP2231,3
HP2232,8
HP2233,0
HP2234,44
HP2235,3
HP2236,45
HP2237,7
HP2238,8
HP2239,3
HP2240,21
HP2241,9
HP2242,10
HP2243,5
HP2244,8
HP2245,8
HP2246,7
HP2247,7
HP2248,0
HP2249,2
HP2250,18
HP2251,3
HP2252,6
HP2253,8
HP2254,51
HP2255,6
HP2256,2
HP2257,2
HP2258,6
HP2259,24
HP2260,8
HP2261,4
HP2262,55
HP2263,11
HP2264,8
HP2265,9
HP2266,4
HP2267,11
HP2268,8
HP2269,7
HP2270,5
HP2271,50
HP2272,12
HP2273,4
HP2274,2
HP2275,20
HP2276,7
HP2277,6
HP2278,18
HP2279,5
HP2280,5
HP2281,85
HP2282,24
HP2283,13
HP2284,6
HP2285,7
HP2286,8
HP2287,75
HP2288,3
HP2289,12
HP2290,3
HP2291,1
HP2292,8
HP2293,7
HP2294,5
HP2295,3
HP2296,6
HP2297,2
HP2298,6
HP2299,5
HP2300,10
HP2301,10
HP2302,9
HP2303,9
HP2304,4
HP2305,4
HP2306,8
HP2307,7
HP2308,8
HP2309,5
HP2310,8
HP2311,9
HP2312,49
HP2313,32
HP2314,6
HP2315,5
HP2316,12
HP2317,6
HP2318,19
HP2319,7
HP2320,7
HP2321,4
HP2322,1
HP2323,25
HP2324,6
HP2325,6
HP2326,6
HP2327,6
HP2328,4
HP2329,7
HP2330,5
HP2331,10
HP2332,3
HP2333,6
HP2334,0
HP2335,3
HP2336,5
HP2337,10
HP2338,8
HP2339,7
HP2340,6
HP2341,4
HP2342,10
HP2343,3
HP2344,6
HP2345,6
HP2346,3
HP2347,9
HP2348,6
HP2349,6
HP2350,8
HP2351,7
HP2352,1
HP2353,9
HP2354,12
HP2355,6
HP2356,8
HP2357,6
HP2358,7
HP2359,3
HP2360,6
HP2361,7
HP2362,2
HP2363,37
HP2364,3
HP2365,6
HP2366,4
HP2367,6
HP2368,12
HP2369,9
HP2370,5
HP2371,3
HP2372,17
HP2373,0
HP2374,3
HP2375,15
HP2376,5
HP2377,10
HP2378,6
HP2379,7
HP2380,3
HP2381,14
HP2382,8
HP2383,19
HP2384,5
HP2385,9
HP2386,5
HP2387,7
HP2388,5
HP2389,7
HP2390,6
HP2391,11
HP2392,1
HP2393,6
HP2394,9
HP2395,39
HP2396,3
HP2397,3
HP2398,52
HP2399,19
HP2400,0
