hp_response_id,similarity_reference_B
HP1075,5
HP1076,7
HP1077,2
HP1078,9
HP1079,17
HP1080,13
HP1081,7
HP1082,8
HP1083,10
HP1084,7
HP1085,17
HP1086,10
HP1087,3
HP1088,25
HP1089,18
HP1090,23
HP1091,5
HP1092,10
HP1093,8
HP1094,27
HP1095,15
HP1096,22
HP1097,4
HP1098,14
HP1099,10
HP1100,4
HP1101,14
HP1102,10
HP1103,25
HP1104,13
HP1105,15
HP1106,38
HP1107,13
HP1108,4
HP1109,10
HP1110,16
HP1111,10
HP1112,15
HP1113,14
HP1114,4
HP1115,20
HP1116,21
HP1117,2
HP1118,11
HP1119,16
HP1120,2
HP1121,5
HP1122,13
HP1123,23
HP1124,22
HP1125,5
HP1126,18
HP1127,7
HP1128,4
HP1129,4
HP1130,3
HP1131,1
HP1132,1
HP1133,6
HP1134,20
HP1135,12
HP1136,22
HP1137,10
HP1138,14
HP1139,11
HP1140,23
HP1141,11
HP1142,19
HP1143,6
HP1144,7
HP1145,2
HP1146,40
HP1147,16
HP1148,21
HP1149,24
HP1150,6
HP1151,31
HP1152,8
HP1153,5
HP1154,27
HP1155,14
HP1156,19
HP1157,9
HP1158,26
HP1159,23
HP1160,7
HP1161,9
HP1162,11
HP1163,46
HP1164,4
HP1165,18
HP1166,11
HP1167,12
HP1168,21
HP1169,2
HP1170,10
HP1171,10
HP1172,28
HP1173,11
HP1174,21
HP1175,33
HP1176,7
HP1177,21
HP1178,10
HP1179,28
HP1180,5
HP1181,3
HP1182,5
HP1183,6
HP1184,29
HP1185,7
HP1186,17
HP1187,0
HP1188,2
HP1189,6
HP1190,5
HP1191,23
HP1192,2
HP1193,18
HP1194,14
HP1195,23
HP1196,14
HP1197,9
HP1198,18
HP1199,23
HP1200,11
