hp_response_id,similarity_reference_B
HP2217,7
HP2218,90
HP2219,78
HP2220,58
HP2221,24
HP2222,58
HP2223,68
HP2224,45
HP2225,58
HP2226,7
HP2227,82
HP2228,5
HP2229,47
HP2230,6
HP2231,5
HP2232,70
HP2233,0
HP2234,7
HP2235,8
HP2236,8
HP2237,73
HP2238,92
HP2239,7
HP2240,55
HP2241,83
HP2242,18
HP2243,60
HP2244,11
HP2245,80
HP2246,68
HP2247,69
HP2248,0
HP2249,1
HP2250,74
HP2251,14
HP2252,60
HP2253,97
HP2254,11
HP2255,70
HP2256,2
HP2257,4
HP2258,62
HP2259,66
HP2260,68
HP2261,37
HP2262,11
HP2263,61
HP2264,71
HP2265,76
HP2266,29
HP2267,81
HP2268,68
HP2269,64
HP2270,17
HP2271,12
HP2272,88
HP2273,59
HP2274,3
HP2275,80
HP2276,67
HP2277,49
HP2278,73
HP2279,62
HP2280,18
HP2281,20
HP2282,30
HP2283,28
HP2284,78
HP2285,33
HP2286,71
HP2287,25
HP2288,7
HP2289,66
HP2290,53
HP2291,25
HP2292,70
HP2293,68
HP2294,61
HP2295,3
HP2296,63
HP2297,3
HP2298,66
HP2299,58
HP2300,64
HP2301,86
HP2302,76
HP2303,74
HP2304,4
HP2305,10
HP2306,73
HP2307,67
HP2308,73
HP2309,57
HP2310,70
HP2311,72
HP2312,11
HP2313,13
HP2314,64
HP2315,66
HP2316,75
HP2317,70
HP2318,78
HP2319,65
HP2320,68
HP2321,43
HP2322,1
HP2323,60
HP2324,64
HP2325,65
HP2326,64
HP2327,70
HP2328,14
HP2329,72
HP2330,42
HP2331,79
HP2332,14
HP2333,68
HP2334,0
HP2335,13
HP2336,64
HP2337,72
HP2338,69
HP2339,56
HP2340,65
HP2341,20
HP2342,94
HP2343,8
HP2344,62
HP2345,12
HP2346,10
HP2347,68
HP2348,66
HP2349,63
HP2350,72
HP2351,68
HP2352,1
HP2353,72
HP2354,91
HP2355,58
HP2356,69
HP2357,56
HP2358,66
HP2359,35
HP2360,65
HP2361,67
HP2362,8
HP2363,4
HP2364,2
HP2365,63
HP2366,8
HP2367,68
HP2368,90
HP2369,91
HP2370,58
HP2371,34
HP2372,74
HP2373,8
HP2374,12
HP2375,75
HP2376,57
HP2377,81
HP2378,54
HP2379,67
HP2380,11
HP2381,81
HP2382,72
HP2383,56
HP2384,42
HP2385,80
HP2386,63
HP2387,61
HP2388,64
HP2389,60
HP2390,24
HP2391,80
HP2392,1
HP2393,67
HP2394,65
HP2395,99
HP2396,13
HP2397,50
HP2398,86
HP2399,98
HP2400,0
