hp_response_id,similarity_reference_B
HP1522,7
HP1523,13
HP1524,18
HP1525,2
HP1526,8
HP1527,11
HP1528,5
HP1529,11
HP1530,1
HP1531,12
HP1532,13
HP1533,11
HP1534,5
HP1535,31
HP1536,7
HP1537,8
HP1538,13
HP1539,14
HP1540,20
HP1541,7
HP1542,10
HP1543,5
HP1544,2
HP1545,13
HP1546,7
HP1547,7
HP1548,24
HP1549,10
HP1550,0
HP1551,8
HP1552,10
HP1553,8
HP1554,11
HP1555,23
HP1556,16
HP1557,21
HP1558,14
HP1559,26
HP1560,11
HP1561,15
HP1562,4
HP1563,42
HP1564,2
HP1565,8
HP1566,4
HP1567,17
HP1568,21
HP1569,23
HP1570,15
HP1571,5
HP1572,4
HP1573,8
HP1574,14
HP1575,38
HP1576,5
HP1577,4
HP1578,7
HP1579,15
HP1580,6
HP1581,8
HP1582,16
HP1583,6
HP1584,10
HP1585,5
HP1586,8
HP1587,12
HP1588,10
HP1589,14
HP1590,12
HP1591,5
HP1592,11
HP1593,0
HP1594,12
HP1595,2
HP1596,4
HP1597,2
HP1598,6
HP1599,12
HP1600,13
