hp_response_id,frame_id,PROLIFIC_PID,treatment,Market,allocation,hp,category_num,category,fitted_probability_N,fitted_probability_M,fitted_probability_S,fitted_probability_C
HP0081,5dbf3be9aab19f3e2dab2f4d|lt|0,5dbf3be9aab19f3e2dab2f4d,lt,0,6.0,4,0,No clear justification,0.4144358618737673,0.3205303787295426,0.18540049528189295,0.0796332641147972
HP0082,5ee55d2d0eccfc2a733ad0db|lt|0,5ee55d2d0eccfc2a733ad0db,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0083,5bce2c5253de59000184642a|kw|0,5bce2c5253de59000184642a,kw,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0084,6662ad148ef5e11fdf2dd894|lt|0,6662ad148ef5e11fdf2dd894,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0085,5bb3e443951bd40001f1e0fd|kw|0,5bb3e443951bd40001f1e0fd,kw,0,10.0,4,1,Moral,0.22706200840793078,0.6737172189443169,0.04796413598603306,0.05125663666171926
HP0086,6735456e8034ea7e61eac785|lt|0,6735456e8034ea7e61eac785,lt,0,6.0,4,0,No clear justification,0.4356158609361701,0.14747091953341515,0.19139677583359305,0.22551644369682172
HP0087,6681e05e37692ab271e02312|lt|0,6681e05e37692ab271e02312,lt,0,7.0,4,1,Moral,0.41443586187376713,0.32053037872954265,0.18540049528189295,0.07963326411479715
HP0088,610acbfd3ae11a1b16a1c3ee|lt|0,610acbfd3ae11a1b16a1c3ee,lt,0,6.0,4,0,No clear justification,0.4144358618737673,0.3205303787295426,0.18540049528189295,0.0796332641147972
HP0089,5eaeeae9cde8075d1f14c369|lt|0,5eaeeae9cde8075d1f14c369,lt,0,6.0,4,1,Moral,0.1782189644218849,0.6569749647031639,0.12158862973322467,0.043217441141726626
HP0090,62e98b16791977c7b8e645b2|kw|0,62e98b16791977c7b8e645b2,kw,0,6.0,4,0,No clear justification,0.6269897120501802,0.1760166965538242,0.09427636263188557,0.10271722876411007
HP0091,6621a2f38453311275d17d65|kw|0,6621a2f38453311275d17d65,kw,0,6.0,4,1,Moral,0.1237850609358009,0.8131065313219651,0.031151559604184552,0.03195684813804926
HP0092,578bb26f6cc44500010448c8|lt|0,578bb26f6cc44500010448c8,lt,0,6.0,4,1,Moral,0.21053089707039044,0.4606974304148191,0.27904466687662394,0.04972700563816661
HP0093,66bd25fdae3afa8b2a215da6|kw|0,66bd25fdae3afa8b2a215da6,kw,0,6.0,4,0,No clear justification,0.4942126599061985,0.3366337176340137,0.08081885289596451,0.08833476956382329
HP0094,672d2977ae54935ef84a2b74|kw|0,672d2977ae54935ef84a2b74,kw,0,6.0,4,0,No clear justification,0.2896032477114199,0.49293196878262985,0.15533328785454345,0.06213149565140682
HP0095,60299d096ab1b93a43d650a7|kw|0,60299d096ab1b93a43d650a7,kw,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0096,596214729955ee00015bce36|lt|0,596214729955ee00015bce36,lt,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0097,5eac3597d327962548ce2cd3|kw|0,5eac3597d327962548ce2cd3,kw,0,12.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0098,5f68fe45f544c70bb0f525e6|lt|0,5f68fe45f544c70bb0f525e6,lt,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0099,66f0a4b44573af0b7f3ecb3d|lt|0,66f0a4b44573af0b7f3ecb3d,lt,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0100,66535915cbec1d69819d3933|lt|0,66535915cbec1d69819d3933,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0101,652d345392daf75ed7f323a6|kw|0,652d345392daf75ed7f323a6,kw,0,12.0,4,3,Self-interest,0.3339529507097078,0.29699779754433986,0.168154099901669,0.2008951518442833
HP0102,666344916bdba2e2c980dcd0|lt|0,666344916bdba2e2c980dcd0,lt,0,6.0,4,1,Moral,0.3154961432418863,0.2933656054130882,0.32443196369220856,0.06670628765281715
HP0103,5c6c917e5902c9000164116c|kw|0,5c6c917e5902c9000164116c,kw,0,12.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0104,66786fd4594ab649c244de43|kw|0,66786fd4594ab649c244de43,kw,0,6.0,4,1,Moral,0.22706200840793078,0.6737172189443169,0.04796413598603306,0.05125663666171926
HP0105,606494cd5aa6eec759e99983|kw|0,606494cd5aa6eec759e99983,kw,0,12.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0106,6419cfe35db47397bee1b0e1|lt|0,6419cfe35db47397bee1b0e1,lt,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0107,6431c58ce5be91cd5c2c5d8f|lt|0,6431c58ce5be91cd5c2c5d8f,lt,0,6.0,4,0,No clear justification,0.4144358618737673,0.32053037872954254,0.185400495281893,0.0796332641147972
HP0108,611e7207aaf352cb4c807e78|kw|0,611e7207aaf352cb4c807e78,kw,0,11.5,4,0,No clear justification,0.3154961432418863,0.2933656054130882,0.32443196369220856,0.06670628765281715
HP0109,66baeb26193b68793e6575f2|lt|0,66baeb26193b68793e6575f2,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0110,5e70bf61017e070009a8a738|kw|0,5e70bf61017e070009a8a738,kw,0,6.0,4,1,Moral,0.2896032477114199,0.49293196878262985,0.15533328785454345,0.06213149565140682
HP0111,5ea29c5cad06661b01230684|lt|0,5ea29c5cad06661b01230684,lt,0,4.0,4,3,Self-interest,0.2922377078932648,0.11855541659880488,0.526007470880767,0.0631994046271632
HP0112,60a56378aa5f55ddac516adc|lt|0,60a56378aa5f55ddac516adc,lt,0,6.0,4,0,No clear justification,0.2896032477114199,0.49293196878262985,0.15533328785454345,0.06213149565140682
HP0113,5e580bcf4782bd01723249e2|lt|0,5e580bcf4782bd01723249e2,lt,0,12.0,4,1,Moral,0.2896032477114199,0.49293196878262985,0.1553332878545436,0.06213149565140682
HP0114,676c67883fa1ba4ea4eb05a7|kw|0,676c67883fa1ba4ea4eb05a7,kw,0,12.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0115,558965bffdf99b74158d77dd|lt|0,558965bffdf99b74158d77dd,lt,0,8.0,4,1,Moral,0.2896032477114199,0.49293196878262985,0.1553332878545436,0.06213149565140682
HP0116,6000cfb6be1cd0204ed257c7|lt|0,6000cfb6be1cd0204ed257c7,lt,0,10.0,4,0,No clear justification,0.5333839043039695,0.16337465739306584,0.20949721966058663,0.093744218642378
HP0117,5f5ce7f940a2614f6cb6e747|kw|0,5f5ce7f940a2614f6cb6e747,kw,0,12.0,4,2,Mutual Benefit / Cooperation,0.3339529507097078,0.2969977975443399,0.16815409990166905,0.20089515184428322
HP0118,6155e95c0808b015514b34e0|lt|0,6155e95c0808b015514b34e0,lt,0,6.0,4,0,No clear justification,0.41659900686496226,0.14418069964561311,0.3588126530085171,0.0804076404809074
HP0119,5c4e68d8bcc3dc00015501fb|kw|0,5c4e68d8bcc3dc00015501fb,kw,0,6.0,4,0,No clear justification,0.2896032477114199,0.49293196878262985,0.15533328785454345,0.06213149565140682
HP0120,59f38493da08940001d4e599|lt|0,59f38493da08940001d4e599,lt,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0121,63d5438c43c3c41d0ffd96c0|lt|0,63d5438c43c3c41d0ffd96c0,lt,0,12.0,4,0,No clear justification,0.5175901320714036,0.16003328708235368,0.08387543312944978,0.2385011477167931
HP0122,5de92feac16a6b000e8add98|lt|0,5de92feac16a6b000e8add98,lt,0,6.0,4,3,Self-interest,0.3154961432418863,0.2933656054130882,0.32443196369220856,0.06670628765281715
HP0123,5d6807f9778de5001a120d9a|lt|0,5d6807f9778de5001a120d9a,lt,0,12.0,4,0,No clear justification,0.41659900686496226,0.14418069964561311,0.3588126530085171,0.0804076404809074
HP0124,5ea7f2a576434f0008303441|lt|0,5ea7f2a576434f0008303441,lt,0,12.0,4,1,Moral,0.41443586187376713,0.32053037872954265,0.18540049528189295,0.07963326411479715
HP0125,59d44f0a078dbe00019511a9|lt|0,59d44f0a078dbe00019511a9,lt,0,12.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0126,5d6ebbf926b44400175f445a|kw|0,5d6ebbf926b44400175f445a,kw,0,6.0,4,0,No clear justification,0.4942126599061985,0.3366337176340137,0.08081885289596451,0.08833476956382329
HP0127,6701f65ca63a3fae9d2e820e|lt|0,6701f65ca63a3fae9d2e820e,lt,0,10.5,4,0,No clear justification,0.3545483905333951,0.5099070150392688,0.06490307675004137,0.0706415176772946
HP0128,657b0ede27d064a99e80f7f2|lt|0,657b0ede27d064a99e80f7f2,lt,0,8.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0129,629e11c0d89e0c18f21e687a|kw|0,629e11c0d89e0c18f21e687a,kw,0,12.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0130,5e42c26bcea1861491e28258|lt|0,5e42c26bcea1861491e28258,lt,0,8.0,4,1,Moral,0.2896032477114199,0.49293196878262985,0.1553332878545436,0.06213149565140682
HP0131,63cfefc43323e05d2a6f554b|lt|0,63cfefc43323e05d2a6f554b,lt,0,4.0,4,1,Moral,0.2896032477114199,0.49293196878262985,0.1553332878545436,0.06213149565140682
HP0132,6539445c1ace74e4d496f8e0|lt|0,6539445c1ace74e4d496f8e0,lt,0,8.0,4,0,No clear justification,0.3545483905333952,0.5099070150392689,0.0649030767500414,0.07064151767729464
HP0133,669a88248079035630cd7587|lt|0,669a88248079035630cd7587,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0134,643b6eed100835cd04b81bd5|lt|0,643b6eed100835cd04b81bd5,lt,0,6.0,4,0,No clear justification,0.4144358618737673,0.32053037872954254,0.185400495281893,0.0796332641147972
HP0135,604e839302a74c2f2990f713|kw|0,604e839302a74c2f2990f713,kw,0,6.0,4,0,No clear justification,0.2896032477114199,0.49293196878262985,0.15533328785454345,0.06213149565140682
HP0136,66e34d0934e6711bedcc6e1f|lt|0,66e34d0934e6711bedcc6e1f,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0137,6288200662bdd110ddecad7a|lt|0,6288200662bdd110ddecad7a,lt,0,12.0,4,0,No clear justification,0.6269897120501802,0.1760166965538242,0.09427636263188557,0.10271722876411007
HP0138,5bc913d99427200001dd47f5|lt|0,5bc913d99427200001dd47f5,lt,0,6.0,4,1,Moral,0.3154961432418863,0.2933656054130882,0.32443196369220856,0.06670628765281715
HP0139,6272c6f165b55d496f5fae1a|kw|0,6272c6f165b55d496f5fae1a,kw,0,6.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0140,58daa58731506e0001448ccf|kw|0,58daa58731506e0001448ccf,kw,0,9.0,4,1,Moral,0.1237850609358009,0.8131065313219651,0.031151559604184552,0.03195684813804926
HP0141,5727d93522e522000e7a0a3c|kw|0,5727d93522e522000e7a0a3c,kw,0,8.0,4,1,Moral,0.17821896442188515,0.6569749647031636,0.12158862973322472,0.04321744114172668
HP0142,67aa4c3d54c8e17bcc8a7975|lt|0,67aa4c3d54c8e17bcc8a7975,lt,0,8.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
HP0143,6108353b27dad2165c694212|lt|0,6108353b27dad2165c694212,lt,0,6.0,4,1,Moral,0.21053089707039016,0.4606974304148187,0.2790446668766247,0.04972700563816659
