StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q243_First Click,Q243_Last Click,Q243_Page Submit,Q243_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,story,transfer_hp,allocation_hp,attention_check,Q_DataPolicyViolations
2026-04-22 22:23:32,2026-04-22 22:28:28,0,,100,296,1,2026-04-22 22:28:28,R_5r0XejjG80kjlvJ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.451,0,Steve's team was given a bonus to recognize work well done.  Steve was given the whole bonus to decide how to split it between him and his teammate Max.,0,0,2.106,0,20.993,20.993,22.484,1,I sent them an amount where it felt like we both came out ahead.,6.407,18.6,20.915,7,0,7,6291293b4da216ae257c1867,69e949d7bb196878bbd028a5,69e940cad9cc7ea8afdf3d90,2,,,599352ad5f49420001caf919,3,b803d231-a2ee-4c3a-8be5-9ab9c14b4ec3,9,2,1,5,1,
2026-04-22 22:23:25,2026-04-22 22:28:56,0,,100,330,1,2026-04-22 22:28:56,R_3MfKqgfsH0jnejK,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.861,0,James should give Mark a small amount to cover his expenses. But not enough to hinder his own expenses.,0,0,2.105,0,11.097,11.097,21.126,1,It seemed a fair amount and player 1 profits.,,,,,0,3,6501bd8d2a46a663ccf582c3,69e94a50a78e56ed94cc1160,69e940cad9cc7ea8afdf3d90,3,,,69608a9a607889a2e116c1dc,2,a189dc8e-d9ab-4190-a450-2ed0b57d8cc5,6,4,,,1,
2026-04-22 22:21:07,2026-04-22 22:29:06,0,,100,478,1,2026-04-22 22:29:06,R_3rxdeeoP6LAfHxp,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.335,0,"James was experiencing financial hardship. He was chosen to receive financial help through a welfare agency. He met his neighbor at the agency, but mark had not been accepted to receive assistance.  What should James do.",0,0,2.117,0,15.15,27.422,31.607,7,I believe returning an amount in the middle range of what I received would be appropriate.,15.327,28.634,30.818,2,0,5,69d0703ca447973c4913115c,69e949c1d0481d48c563f6f9,69e940cad9cc7ea8afdf3d90,4,,,637be9ed8005fb3ac639e04f,3,f79c9dd6-74d9-4ec3-b06e-9be6511a99e3,9,4,3,3,1,
2026-04-22 22:22:43,2026-04-22 22:29:15,0,,100,391,1,2026-04-22 22:29:15,R_1Eaw5axkHoL2stW,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.991,0,"James was selected to received assistance to help pay his bills. Mark was not selected for assistance, but still needs the money. James is trying to decide if he should share the money with Mark.",0,0,2.013,0,7.167,10.252,21.932,3,I chose to return half ($18/2) to participant #1. Half is fair.,9.059,12.855,23.84,2,0,9,67532e21a94feda2ea36f099,69e94a207ca3ebfba6c5864c,69e940cad9cc7ea8afdf3d90,9,,,5e79d99f6873570009367716,6,bc9e4bda-8478-435d-bc65-a9dca9008f07,18,4,3,3,1,
2026-04-22 22:23:48,2026-04-22 22:29:56,0,,100,368,1,2026-04-22 22:29:57,R_6hXSsRAsx0bQmr6,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.373,0,"Steve and his team were awarded a performance bonus for exceeding their sales target. Steve was the team leader, so he received the full bonus and had to decide if his teammate received a portion. ",0,0,2.008,0,9.273,10.907,28.914,2,This gives us both equal portions and more than they would have received if they had chosen to keep the entire $6. ,6.295,25.548,48.501,3,0,9,69e27302b049289a42f8b266,69e94a5f7144b4f58e138c86,69e940cad9cc7ea8afdf3d90,9,,,69a712e4c5330f6b6223fa5b,6,86a58bff-c22a-48a6-9ef1-4313f6373068,18,2,1,5,1,
2026-04-22 22:26:32,2026-04-22 22:30:12,0,,100,219,1,2026-04-22 22:30:13,R_3OccmwahbYaWIIm,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.173,0,Steves team won a performance bonus and it felt good since he put in the effort. Steve got a bonus and was given the choice on how much to give to his teammate Max.,0,0,2.008,0,5.776,13.809,18.384,3,I chose the amount because it was equal for both players.,10.271,12.166,13.111,3,0,7,60ff5b9ae8095935c35ea618,69e94afad80f1c2b418ae62b,69e940cad9cc7ea8afdf3d90,5,,,6595baa6237dade9306a58c9,4,69fc9df1-493f-4411-a7c5-6b1a5020a55e,12,2,1,5,1,
2026-04-22 22:23:05,2026-04-22 22:30:24,0,,100,438,1,2026-04-22 22:30:24,R_1YrbBLjb3dbP1fA,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.871,0,Steve's team was awarded a bonus for exceeding their sales target. The director gave Steve the full bonus to do as he chooses. He could keep the full amount for himself or divide it up between the team,0,0,2.006,0,7.719,9.622,19.184,2,It's equally divided ,43.438,45.17,46.854,2,0,9,60fdbd971aab70ac228ed016,69e94a422e65b5b7bf7902ee,69e940cad9cc7ea8afdf3d90,9,,,69e7713502e1e68bb8555818,6,8faf57c5-3e8f-4a83-a4b7-e2db4e4d95e9,18,2,1,5,1,
2026-04-22 22:25:34,2026-04-22 22:30:26,0,,100,292,1,2026-04-22 22:30:26,R_2106bpbeAAVqjst,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.895,0,"James is broke, he receives contact from the government giving him aid. As he collects he sees someone called Mark who also applied for this assistance but didn't get any and now he's conflicted on what to do with his money.",0,0,2.103,0,3.211,5.179,9.374,2,"Because he can keep the money or multiply it, i leave it up to them I dont need it.",6.607,6.607,7.68,1,0,0,63f77915c48d021a3bf77b0f,69e94adab9a3803afacb4738,69e940cad9cc7ea8afdf3d90,9,,,695fa10ce8fa45912ef1d070,3,7aa8ef16-166e-431e-a03c-370951882a03,9,4,2,4,1,
2026-04-22 22:30:03,2026-04-22 22:30:29,0,,100,25,1,2026-04-22 22:30:29,R_8gXcXUR7eKX0dLb,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,5e2cb12699da64000cd65d55,69e94be49b7b8c4b38a7dd1f,69e940cad9cc7ea8afdf3d90,,,,,,,,,,,0,
2026-04-22 22:25:35,2026-04-22 22:30:33,0,,100,297,1,2026-04-22 22:30:33,R_3wpGkv7J7RioZMM,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.59,0,"James needed financial help and applied for government assistance that took months to come through.  His neighbor also applied but didn't get it, so James is wondering if he should give some of the money to the neighbor Mark.",0,0,2.117,0,11.121,17.465,18.401,2,"This way, we both get some money, and he is getting more than he sent.",14.019,20.091,21.335,2,0,9,622a42c21de0c55ba18a2acb,69e94ad86405aba3b8daa0bc,69e940cad9cc7ea8afdf3d90,9,,,69baa37ab3cd7666686359dd,6,4f3bff81-4608-4e24-bc91-38b7b113fb14,18,4,3,3,1,
2026-04-22 22:22:32,2026-04-22 22:30:47,0,,100,494,1,2026-04-22 22:30:48,R_3PFCS3OUECxFixz,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.046,0,"James was selected for a government assistance program to help him financially. When he went to the agency to receive the funds awarded, he learned that his neighbor Mark was also struggling financially, triggering a personal dilemma regarding whether or not to share the funds with him.",0,0,2.006,0,5.655,5.655,8.524,1,I chose that amount because it would put both of us on a relatively equal playing field. We would both get roughly the same amount.,5.859,9.718,10.254,3,0,5.5,61016268f9a351d3171a0fde,69e949cea6419f45f66ed7a7,69e940cad9cc7ea8afdf3d90,3.5,,,69e3d8b752896c069572b8d8,3,1596b2bb-2fe9-44aa-951b-531f10183022,9,4,2,4,1,
2026-04-22 22:24:35,2026-04-22 22:31:31,0,,100,415,1,2026-04-22 22:31:31,R_6rHoRwqqnKuQ3HD,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.065,0,The story is about Steve and his performance bonus for exceeding the sales target at work. The director of operations called him and gave him the option to give away any of his rewarded bonus to his teammate Max if he so wishes because of what Max contributed to the job. ,0,0,2.009,0,18.875,18.875,23.791,1,"I figured since he decided to share even a bit of the money with me, I decided to return the favor in kind. ",,,,,0,3,673692b20c987b50040128fc,69e94a99c6b2413fe9a26f20,69e940cad9cc7ea8afdf3d90,3,,,652177a98948564c40f43f99,2,5f2b1d7b-4d66-406a-bb94-2e22ecaf8636,6,2,,,1,
2026-04-22 22:27:30,2026-04-22 22:31:35,0,,100,245,1,2026-04-22 22:31:35,R_5JjQEdQsuRNJT8Z,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.437,0,"Steve's team was given a bonus for exceeding their sales target. This was a positive experience. The full bonus was allotted to Steve, who is able to decide if he wants to share some with Max. Steve is not sure what to do, and if he should keep all the money or give some away to Max. ",0,0,2.01,0,7.379,7.379,10.312,1,"I felt happy that they chose to send that amount, so I decide to repay their kindness by splitting the bonus down the middle, instead of being selfish. Steve may have not known what to do, but I did. ",8.799,8.799,10.125,1,0,9,5c1bf2d025bab90001f233fd,69e94b4aaf05676a9c95cd50,69e940cad9cc7ea8afdf3d90,9,,,63207376461ca8b27f375473,6,0a3e0a55-ba19-4b7f-b9fd-011c279336b2,18,2,2.5,3.5,1,
2026-04-22 22:22:25,2026-04-22 22:31:41,0,,100,556,1,2026-04-22 22:31:42,R_3OkVQZ24V82Wfrr,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.745,0,Steve was awarded a bonus for exceeding a sales target. Steve was assisted by Max. Steve may award Max a portion of the bonus. Steve's decision.,0,0,2.009,0,1.805,23.251,27.221,3,I decided to send the full amount back except the slider glitched so Im not sure how much I actually sent. I would send the full amount because I started with nothing and I end up where I started  I believe in pay it forward,13.7,26.792,28.7,3,0,8,67c24b98953bb2f09551850b,69e94a0c8cf86775426a0e8d,69e940cad9cc7ea8afdf3d90,10,,,5f43ff27038f80311674da5a,6,b3079e65-a794-437d-a1cc-e0accddca918,18,2,6,0,1,
2026-04-22 22:23:10,2026-04-22 22:31:54,0,,100,524,1,2026-04-22 22:31:54,R_2E7e9KknJCXwyAe,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.721,0,"Although Steve has been given the full amount and had no prompts to share the bonus, he doesn't techniqualy need to however morally he should as Max did contribute. If he did share the bonus it would support their working relationship as Max and others would be willing to collaborate on a project again. ",0,0,2.008,0,13.999,15.486,21.474,2,"As the chose to share with me, I chose to share half back with them in the hope it build trust between us and they would be willing to share again.  ",5.946,10.343,15.018,3,0,1.5,69e7dc22c5777f2a9e22a239,69e94a457cbacb5c7a82282d,69e940cad9cc7ea8afdf3d90,1.5,,,64836981f87b85ab4b89dcf1,1,9efec5e2-75e3-40b1-8634-dd2fea6e9a6f,3,2,3,3,1,
2026-04-22 22:23:15,2026-04-22 22:32:07,0,,100,531,1,2026-04-22 22:32:07,R_2u7csOb2MI2VH8t,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.301,0,"James is experiencing financial difficulty and his luck changes when an agency reaches out to him to offer him some well needed financial help. James encounters an acquaintance of his, Mark, who applied for the same help but was not successful. James is conflicted on whether to accept the full financial aid or to help an acquaintance of his.",0,0,2.012,0,7.903,19.886,26.911,3,"I concluded that half of my earnings from the study was $4.5. I contemplated returning this to Player 1, however, Player 1 offered me $3, not $4,5, and they already have their own $3 remains from their $6.. I benefitted largely from the surveys 3x rule, and not from Player 1 kindly offering me $3. Therefore, after returning $3, we would both finish even on $6. This is consistent with Player 1's idea when offering me 50%. ",41.178,41.178,45.071,1,0,6,69e818eb4471b932e202cf88,69e94a4b4888fc8d5e672e0b,69e940cad9cc7ea8afdf3d90,3,,,65c128e33e63ff895c314fbd,3,bb35ef08-b51a-4aaa-81db-a4e8ae15016f,9,4,0,6,1,
2026-04-22 22:21:16,2026-04-22 22:32:15,0,,100,659,1,2026-04-22 22:32:16,R_1kSOCZg0dYeV8vo,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.743,0,James is struggling financially and has applied for some government assistance. He receives a notice he was approved. When going to pick up the funds he runs into his neighbor Mark who is also there but was not selected. Mark is also struggling financially. Now James has to decide if he is going to help Mark or not.  ,0,0,2.006,0,37.193,37.193,45.341,1,I chose that amount because it would give us both $5. ,,,,,0,5,69a0d182bbbffce0a121e7ab,69e949d34fa5681708312fd2,69e940cad9cc7ea8afdf3d90,1,,,5f2b0ce8a305a14b3865b39d,2,5331079c-504c-4af9-b678-3ee4285a22b8,6,4,,,1,
2026-04-22 22:30:36,2026-04-22 22:33:38,0,,100,181,1,2026-04-22 22:33:39,R_5PzNsROu4sROM8e,,,,,,,anonymous,EN,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,1,,69e81749c5b5f9c50b132749,69e94bf4e96b63c7b454307e,69e940cad9cc7ea8afdf3d90,,,,,,,,,,,1,
2026-04-22 22:29:42,2026-04-22 22:34:12,0,,100,269,1,2026-04-22 22:34:13,R_5jClZ2sPriW4hwd,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.901,0,"steve and max are on a tea, said team wins a bonus and steve has to decide whether to share the bonus with max or keep it all to himself.",0,0,2.014,0,7.197,8.759,9.05,3,because it was nice of them to share so i gave some back,,,,,0,3,6091ab55ea2e97910519f8e7,69e94bd1c0bf83c2c1a6b914,69e940cad9cc7ea8afdf3d90,3,,,67bacfb90b624127a2d26627,2,8f657438-d6b3-4d68-a6ed-d5b13ec9f058,6,2,,,1,
2026-04-22 22:28:30,2026-04-22 22:34:23,0,,100,353,1,2026-04-22 22:34:24,R_8qrIrefOMhzdCWl,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.812,0,"Potentially awkward situation arising around team bonus payments coming out of Steve's bonus ""pot"".  Steve must decide whether he shares some of his bonus to keep morale high.",0,0,2.027,0,8.417,9.859,10.725,2,I think it's only fair these rewards are shared equally. ,3.64,7.178,7.851,2,1,1.5,69e949cc0dff53d48038cdcd,69e94b7c52e02804793b5b1f,69e940cad9cc7ea8afdf3d90,1.5,,,69da516ab90e04e588ad1544,1,c2d3adf7-884d-4e80-97d0-2f5ac806a0bc,3,2,1.5,4.5,1,
2026-04-22 22:29:21,2026-04-22 22:35:39,0,,100,377,1,2026-04-22 22:35:40,R_6qVrb20nEmq4O66,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.886,0,"James was having some money issues so he applied for financial assistance and after months of waiting he finally got a letter saying he received the assistance. When he goes to the agency to collect his assistance, he sees his neighbor Mark there... Mark had also applied but did not get accepted. Now James dont know if he should share his money or not.",0,0,2.009,0,6.966,8.579,17.323,2,I feel as if the other player maxed out the amount so that I received the max amount and then we could evenly split the total. ,7.049,8.659,14.225,2,0,9,69e8365f3f4d88406fe8482e,69e94b8d258c1caf8f99301a,69e940cad9cc7ea8afdf3d90,9,,,5eb93895aef0a200086bbb68,6,0cee1c36-3c91-43db-af59-8b31c0311a4f,18,4,3,3,1,
2026-04-22 22:34:45,2026-04-22 22:36:42,0,,100,117,1,2026-04-22 22:36:42,R_5ncPHX1PDbjEHl9,,,,,,,anonymous,EN,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,1,,69895adcc38681b608dc91cc,69e94cfcbec4b6dbf931c474,69e940cad9cc7ea8afdf3d90,,,,,,,,,,,1,
2026-04-22 22:30:54,2026-04-22 22:36:53,0,,100,358,1,2026-04-22 22:36:54,R_5rNkMS1xIvNo8Lv,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,7.57,0,"Steve was given a bonus after his team exceeded their sales target, he now must choose if he wants to keep it all to himself or split it with his team member Max.",0,0,2.112,0,62.035,65.317,72.094,2,I sent the other player $2 back as that now makes it an even split between us.,6.505,13.238,14.793,2,0,5.5,69e947019589608626fbee72,69e94c13762dac3c3bae2eec,69e940cad9cc7ea8afdf3d90,2,,,663abbbdba44a72dc4dcff77,2.5,690dc4ed-b5c6-45f8-b7e4-9ba1b224d9b9,7.5,2,1,5,1,
2026-04-22 22:32:37,2026-04-22 22:38:00,0,,100,323,1,2026-04-22 22:38:01,R_1GBogGjDrf3MwN3,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.581,0,steve's team earned a bonus and the director gave steve control over how to use it.  He can keep it or share it with his teammate max,0,0,2.107,0,27.118,27.118,34.364,1,He or she trusted me and I sent back an even amount for us both to get $6,11.303,53,53.853,2,0,6,691ddb9a12d7d033e36c8f9e,69e94c808186b3eec225e531,69e940cad9cc7ea8afdf3d90,3,,,63d4fd720422442e99f00231,3,dac3acef-68e2-425a-9388-888ede49ab17,9,2,2,4,1,
2026-04-22 22:36:58,2026-04-22 22:38:22,0,,100,83,1,2026-04-22 22:38:22,R_6rDu1e6ZdYGt2XM,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,69dc22ac9d5ebe0b44b9e41f,69e94d8397896d21087ecdf7,69e940cad9cc7ea8afdf3d90,,,,,,,,,,,0,
