provider,model,replicate,context_id,vignette_id,presentation_label,presentation_order,rating,prompt_version,attempts,timestamp_utc,input_fingerprint
codex,codex-self-rating,1,T02,V04,V04,4,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V05,V05,5,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V06,V06,6,86.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V07,V07,7,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V08,V08,8,33.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V09,V09,9,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V10,V10,10,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V11,V11,11,80.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V12,V12,12,31.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V13,V13,13,47.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V14,V14,14,46.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V15,V15,15,29.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V16,V16,16,84.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V17,V17,17,53.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V18,V18,18,83.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V19,V19,19,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V20,V20,20,29.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V21,V21,21,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V22,V22,22,47.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V23,V23,23,33.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V24,V24,24,79.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V25,V25,25,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V26,V26,26,84.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V27,V27,27,31.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V28,V28,28,57.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V29,V29,29,82.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T02,V30,V30,30,77.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V01,V01,1,25.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V02,V02,2,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V03,V03,3,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V04,V04,4,55.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V05,V05,5,70.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V06,V06,6,28.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V07,V07,7,64.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V08,V08,8,72.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V09,V09,9,70.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V10,V10,10,70.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V11,V11,11,25.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V12,V12,12,84.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V13,V13,13,69.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V14,V14,14,69.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V15,V15,15,77.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V16,V16,16,25.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V17,V17,17,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V18,V18,18,30.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V19,V19,19,25.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V20,V20,20,77.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V21,V21,21,70.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V22,V22,22,50.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V23,V23,23,71.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V24,V24,24,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V25,V25,25,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V26,V26,26,25.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V27,V27,27,84.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V28,V28,28,47.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V29,V29,29,29.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T03,V30,V30,30,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V01,V01,1,19.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V02,V02,2,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V03,V03,3,18.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V04,V04,4,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V05,V05,5,82.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V06,V06,6,21.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V07,V07,7,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V08,V08,8,80.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V09,V09,9,82.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V10,V10,10,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V11,V11,11,19.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V12,V12,12,83.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V13,V13,13,80.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V14,V14,14,80.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V15,V15,15,82.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V16,V16,16,18.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V17,V17,17,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V18,V18,18,22.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V19,V19,19,19.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V20,V20,20,82.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V21,V21,21,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V22,V22,22,36.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V23,V23,23,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V24,V24,24,18.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V25,V25,25,21.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V26,V26,26,19.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V27,V27,27,83.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V28,V28,28,36.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V29,V29,29,21.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T04,V30,V30,30,18.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V01,V01,1,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V02,V02,2,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V03,V03,3,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V04,V04,4,83.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V05,V05,5,30.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V06,V06,6,42.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V07,V07,7,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V08,V08,8,32.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V09,V09,9,30.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V10,V10,10,32.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V11,V11,11,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V12,V12,12,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V13,V13,13,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V14,V14,14,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V15,V15,15,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V16,V16,16,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V17,V17,17,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V18,V18,18,44.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V19,V19,19,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V20,V20,20,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V21,V21,21,32.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V22,V22,22,82.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V23,V23,23,32.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V24,V24,24,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V25,V25,25,42.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V26,V26,26,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
